Regulator Name,Regulator Type,Regulator Subtype,Regulator HGNC Symbol,Regulator Database,Regulator ID,Regulator Compartment,Regulator Compartment ID,Regulated Name,Regulated Type,Regulated Subtype,Regulated HGNC Symbol,Regulated Database,Regulated ID,Regulated Compartment,Regulated Compartment ID,Sign,Connection Type,Mechanism,Site,Cell Line,Cell Type,Tissue Type,Organism,Score,Source,Statements,Paper IDs,Evidence Score,Match Score,Kind Score,Epistemic Value,Total Score
tcr,other,,,fplx,tcr,,,map2k1,other,,6840.0,up,q02750,,,positive,i,activation,,,,,,0.8775000000000001,indra,"prior to mek1 activation by tcr ( xref ), pten is inactive, allowing the transient induction of akt, even at low dose, which may be necessary for t cell activation and proliferation regardless of differentiation outcome.",pmc4418530,1,0.1,39,1,39.1
tcr,other,,,fplx,tcr,,,cell differentiation,other,,,go,go:0030154,,,positive,i,activation,,,,,,0.65,indra,"in th differentiation, stimulated by high tcr strength, multiple mechanisms suppress pten activity by lowering protein levels and enzymatic activity (xref_fig).",pmc4418530,1,0.1,39,1,39.1
phosphatase,other,,,fplx,phosphatase,,,akt,other,,9588.0,fplx,akt,,,negative,i,inhibition,,,,,,0.86,indra,"although the lipid phosphatase phosphatase and tensin homolog (pten) suppresses akt activity, the control of pten activity is poorly studied in t cells.",pmc4418530,1,0.1,39,1,39.1
akt,other,,,fplx,akt,,,cell differentiation,other,,,go,go:0030154,,,negative,i,inhibition,,,,,,0.65,indra,"however, recent data implicates the transcription factor foxo1 in the induction of treg, and phosphorylation of foxo1 by akt was established as a mechanism by which akt and mtor signaling inhibits treg differentiation.",pmc4418530,1,0.1,39,1,39.1
akt,other,,,fplx,akt,,,foxo1,other,,3819.0,up,q12778,,,positive,i,phosphorylation,,,,,,0.8775000000000001,indra,nan,pmc4418530,1,0.1,39,1,39.1
map2k1,protein,,6840.0,uniprot,q02750,,,pten,other,,9588.0,up,p60484,,,positive,i,activation,,,,,,0.8775000000000001,indra,"transient suppression of pten at low dose arises from the inclusion of two regulatory mechanisms in the model: the requirement for mek1 to activate pten, ( xref ) and inhibition of mtorc2 by akt ( xref ).",pmc4418530,1,0.1,39,1,39.1
map2k1,protein,,6840.0,uniprot,q02750,,,akt,other,,,fplx,akt,,,negative,i,inhibition,,,,,,0.65,indra,subsequent activation of pten by mek1 then inhibits akt in concert with the negative feedback provided by indirect akt inhibition of mtorc2 ( xref ).,pmc4418530,1,0.1,39,1,39.1
e3_ub_ligase,other,,,fplx,e3_ub_ligase,,,pten,other,,9588.0,up,p60484,,,positive,i,ubiquitination,,,,,,0.65,indra,nan,pmc4418530,1,0.1,39,1,39.1
ck2,bioprocess,,,go,go:0005956,,,pten,other,,9588.0,up,p60484,,,negative,i,inhibition,,,,,,0.65,indra,"at high dose, the activation of ck2 blocked pten activity and sustained akt activation.",pmc4418530,1,0.1,39,1,39.1
ck2,bioprocess,,,go,go:0005956,,,akt,other,,,fplx,akt,,,negative,i,inhibition,,,,,,0.65,indra,"at high dose, the activation of ck2 blocked pten activity and sustained akt activation.",pmc4418530,1,0.1,39,1,39.1
caspase,family,,,pfam,pf00656,,,pten,other,,9588.0,up,p60484,,,positive,i,activation,,,,,,0.65,indra,"pan caspase inhibition with the inhibitor zvad blocked degradation of pten under treg conditions (xref_fig), demonstrating that caspase mediated degradation of pten occurs during cd4 + t cell activation.",pmc4418530,1,0.1,39,1,39.1
caspase,family,,,pfam,pf00656,,,pten,other,,9588.0,up,p60484,,,negative,i,inhibition,,,,,,0.65,indra,"pan caspase inhibition with the inhibitor zvad blocked degradation of pten under treg conditions (xref_fig), demonstrating that caspase mediated degradation of pten occurs during cd4 + t cell activation.",pmc4418530,1,0.1,39,1,39.1
anti-cd3 mab,other,,,text,anti-cd3 mab,,,th,other,,11782.0,up,p07101,,,positive,i,activation,,,,,,0.65,indra,"to test this prediction, we performed t cell activation assays with low and high doses of anti-cd3 mab, which drive treg and th differentiation respectively (xref_supplementary).",pmc4418530,1,0.1,39,1,39.1
anti-cd3 mab,other,,,text,anti-cd3 mab,,,cell differentiation,other,,,go,go:0030154,,,positive,i,activation,,,,,,0.65,indra,"to test this prediction, we performed t cell activation assays with low and high doses of anti-cd3 mab, which drive treg and th differentiation respectively (xref_supplementary).",pmc4418530,1,0.1,39,1,39.1
akt,other,,,fplx,akt,,,mtorc2,other,,,fplx,mtorc2,,,negative,i,inhibition,,,,,,0.9804,indra,subsequent activation of pten by mek1 then inhibits akt in concert with the negative feedback provided by indirect akt inhibition of mtorc2 ( xref ).,pmc4418530,1,0.1,39,1,39.1
tcr,other,,,fplx,tcr,,,th,other,,11782.0,up,p07101,,,positive,i,activation,,,,,,0.86,indra,"in th differentiation, stimulated by high tcr strength, multiple mechanisms suppress pten activity by lowering protein levels and enzymatic activity (xref_fig).",pmc4418530,1,0.1,39,1,39.1
