Regulator Name,Regulator Type,Regulator Subtype,Regulator HGNC Symbol,Regulator Database,Regulator ID,Regulator Compartment,Regulator Compartment ID,Regulated Name,Regulated Type,Regulated Subtype,Regulated HGNC Symbol,Regulated Database,Regulated ID,Regulated Compartment,Regulated Compartment ID,Sign,Connection Type,Mechanism,Site,Cell Line,Cell Type,Tissue Type,Organism,Score,Source,Statements,Paper IDs,Evidence Score,Match Score,Kind Score,Epistemic Value,Total Score
akt,other,,,text,akt,,,mdm2,protein,,mdm2,hgnc,6973,,,positive,i,activation,,,,,,"0.65,0.86","nan,nan","xref_bibr, xref_bibr previous studies have shown that mdm2 is stimulated by akt phosphorylation, providing a potential link between p53 and pi 3-kinase signaling.,however, re-expression of arf appears to be dominant over akt mediated control of mdm2 activity (xref_supplementary).","pmc3481126,pmc4171619",2,100,40,1,240
cycs,protein,,cycs,hgnc,19986,,,casp9,protein,,casp9,hgnc,1511,,,positive,i,activation,,,,,,"0.98922,0.8775000000000001","nan,nan","caspase-9 activity assays showed that activation of caspase-9 by cytochrome c and datp was inhibited in extracts prepared from akt-stable lines compared with those in vector-control cell extracts, indicating that expressing active akt effectively inhibits the cytochrome c–initiated caspase activation cascade.,caspase-9, a mitochondria mediated initiation caspase, is directly activated by apaf-1 and cytochrome c and triggers activation of execution caspases 3, 6, and 7, leading to dna fragmentation and cell death.","pmc2185587,pmc3039802",2,100,40,1,240
ampk,other,,,text,ampk,,,tsc2,protein,,tsc2,hgnc,12363,,,,i,phosphorylation,,,,,,"0.65,0.65","nan,nan","akt (also known as pkb) phosphorylates and inactivates tsc2 in response to growth factors xref , whereas ampk phosphorylates and activates tsc2 in response to low energy (high amp) xref , xref .,in response to low energy levels, tsc2 becomes phosphorylated by ampk, resulting in increased stability of the tsc1/2 complex.","pmc2075366,pmc2361102",2,100,40,1,240
arf,other,,,text,arf,,,tp53,protein,,tp53,hgnc,11998,,,positive,i,activation,,,,,,"0.65,0.86","nan,nan","arf expression can be induced by oncogenic insult and mediates p53 stabilisation by sequestration of mdm2 in the nucleolus.,arf has been reported to promote p53 stability by sequestering mdm2 to the nucleolus [xref_bibr, xref_bibr], whereas others have reported that nucleoplasmic arf suppresses mdm2 activity [xref_bibr - xref_bibr, xref_bibr].","pmc3325598,pmc4171619",2,100,40,1,240
ep300,protein,,ep300,hgnc,3373,,,tp53,protein,,tp53,hgnc,11998,,,,i,acetylation,,,,,,"0.98922,0.8775000000000001","nan,nan","in fact, western blot analysis with anti-acetyl p53 (k373/k382) antibody showed that p53 c-terminal domain was acetylated by p300 to a very limited extent, when the h1.2 core complex was added to transcription reactions prior to or together with p300 ( xref , western, acp53, lanes 1–5 and 11–15).,because p53 is acetylated by p300 at multiple lysine residues (k373, k381 and k382) within the c-terminal regulatory domain for its transcriptional activation function, a possible explanation for our transcription results is that the h1.2 core complex could interfere with p300-mediated acetylation of p53.","pmc3330162,pmc3330162",2,100,40,1,240
akt,other,,,text,akt,,,bad,protein,,bad,hgnc,936,,,,d,phosphorylation,,,,,,"0.65,0.65","nan,nan","mtorc2 phosphorylates and activates akt which then phosphorylates and inactivates the pro apoptotic factors bad and foxo1/3a xref_bibr, xref_bibr, xref_bibr.,activated akt and erk1/2 phosphorylate proapoptotic mediators bad and caspase-9, thereby inhibiting their proapoptotic actions and thus enhancing cancer cell survival.","pmc2075366,pmc3039802",2,100,40,1,240
sirolimus,chemical,,,chebi,chebi:9168,,,rps6,protein,,rps6,hgnc,10429,,,negative,i,inhibition,,,,,,"0.65,0.65","nan,nan","rapamycin inhibits activation of p70 s6 kinase, a downstream effector in the pi 3-kinase signaling pathway [xref_bibr].,at 12 h treatment, the presence of sb216763 slightly rescued the reduction of p-ps70sk by rapamycin, but did not prevent rapamycin induced decrease of either p-s6 or p-4ebp1.","pmc150512,pmc4496196",2,100,40,1,240
atr,protein,,atr,hgnc,882,,,chek1,protein,,chek1,hgnc,1925,,,positive,i,activation,,,,,,"0.65,0.65","nan,nan","the transducer proteins include the kinases atm and atm- and rad3 related (atr); atm and atr phosphorylates and thereby activates the checkpoint kinases chk1 and chk2, which control hur cytoplasmic abundance and rna binding, respectively.,after dna damage or replication stress claspin is phosphorylated by chk1, an event that is required for a claspin-chk1 interaction and subsequent full activation of chk1 by atr, in another example of the network nature of the ddr [xref_bibr - xref_bibr].","pmc2925474,pmc2954851",2,100,40,1,240
cdk4,protein,,cdk4,hgnc,1773,,,rb1,protein,,rb1,hgnc,9884,,,,i,dephosphorylation,,,,,,"0.65,0.65","nan,nan","thus, these data using insulinoma cells demonstrate that cdk4 depletion inhibits site specific rb phosphorylation and cell cycle stimulation in this cell type, whereas cdk2 depletion has minimal effect on these molecular processes.,cdk4 deficiency in mice can limit tumor cell proliferation either directly by affecting rb phosphorylation in the tumor cell, or indirectly by preventing the elaboration of a growth permissive tumor microenvironment [xref_bibr - xref_bibr].","pmc4135037,pmc4480747",2,100,40,1,240
cdk4,protein,,cdk4,hgnc,1773,,,rb1,protein,,rb1,hgnc,9884,,,,d,phosphorylation,,,,,,"0.951,0.8775000000000001","nan,nan","the oncoprotein gankyrin [xref_bibr] is a seven-ankyrin-repeat protein that interacts with prb, increases phosphorylation of prb by cdk4, and also increases the binding of p53 to mdm2 [xref_bibr].,the cell cycle commitment at the restriction (r) point in g1 phase is initiated by inactivating phosphorylations of the central cell cycle and tumor suppressor prb by cdk4 and cdk6, which are activated by d-type cyclins induced by mitogenic and oncogenic signaling xref_bibr - xref_bibr.","pmc1647274,pmc3667761",2,100,40,1,240
cdk4,protein,,cdk4,hgnc,1773,,,rb1,protein,,rb1,hgnc,9884,,,negative,i,inhibition,,,,,,"0.65,0.65","nan,nan","cdk4 inhibition can induce rb positive cells to exit the cell cycle into a non proliferative state, however, this can take the form of either quiescence, which is readily reversible, or senescence, which is more stable.,we confirmed that cdk4 sirna efficiently abolished p-rb as well as cdk4 mrna and protein expression (xref_fig).","pmc4480747,pmc3742489",2,100,40,1,240
lrpap1,protein,,lrpap1,hgnc,6701,,,autophagy,biologicalprocess,,,go,go:0006914,,,negative,i,inhibition,,,,,,0.65,nan,"compared with ly294002, which inhibits autophagy by the inhibition of class iii pi3k xref_bibr, and rap, which inhibits mtor but has a negative feedback on akt xref_bibr, pd decreased the activation of rapamycin on p-akt (ser473).",pmc4466411,1,100,40,1,140
erk,other,,,text,erk,,,autophagy,biologicalprocess,,,go,go:0006914,,,positive,i,activation,,,,,,0.94757,nan,"collectively, these results indicate that noxa is required by autophagy driven by mek and erk signaling in melanoma cells.",pmc4294377,1,100,40,1,140
phosphatase,other,,,text,phosphatase,,,chek2,protein,,chek2,hgnc,16627,,,,d,dephosphorylation,,,,,,0.65,nan,"amongst them, smrt is responsible for basal repression of wip1, a phosphatase that de-phosphorylates and inactivates chk2, thus affecting a feedback loop responsible for licensing the correct timing of chk2 activation and the proper execution of the dna repair process.",pmc3656868,1,100,40,1,140
pf-4708671,other,,,text,pf-4708671,,,rps6,protein,,rps6,hgnc,10429,,,negative,i,decreaseamount,,,,,,0.65,nan,the expression levels of p-p70s6k and the downstream effector s6 were significantly reduced by pf-4708671.,pmc4714881,1,100,40,1,140
ec 2.7.12.2 (mitogen-activated protein kinase kinase) inhibitor,chemical,,,chebi,chebi:88286,,,myc,protein,,myc,hgnc,7553,,,positive,i,increaseamount,,,,,,0.65,nan,"addition of pma promoted the egta induced hes1 and c-myc expression, an effect that was abrogated by the presence of the mek inhibitor u0126 (xref_fig).",pmc3877363,1,100,40,1,140
pf-4708671,other,,,text,pf-4708671,,,rps6,protein,,rps6,hgnc,10429,,,,i,dephosphorylation,,,,,,0.86,nan,pf-4708671 inhibits p70s6k and s6 phosphorylation.,pmc4714881,1,100,40,1,140
mdm4,protein,,mdm4,hgnc,6974,,,tp53,protein,,tp53,hgnc,11998,,,positive,i,activation,,,,,,0.65,nan,"in unstressed cells, p53 has low activity and a short half-life because it is complexed with two proteins, the e3 ubiquitin protein ligase (mdm2) and the mdm2 like p53 binding protein (hdmx), which cause p53 to be ubiquitinated and degraded by proteasomes; low p53 levels and activity allow normal growth.",pmc4296918,1,100,40,1,140
sirolimus,chemical,,,chebi,chebi:9168,,,hk2,protein,,hk2,hgnc,4923,,,positive,i,activation,,,,,,0.86,nan,"we co-immunoprecipitated hk ii and mnsod in mcf-7 cells treated with rapamycin and/or radiation (xref_fig) and found that at 24 h post-irradiation, relocation of mtor to mitochondria can prevent the influx of hk ii into the mitochondrial matrix to form a complex with mnsod.",pmc4373728,1,100,40,1,140
lithium chloride,chemical,,,chebi,chebi:48607,,,tgfb1,protein,,tgfb1,hgnc,11766,,,positive,i,activation,,,,,,0.65,nan,"however, preincubation of the cells with licl allowed tgf-beta1 to induce the caga-12 reporter in a dose dependent manner (xref_fig, red bars).",pmc4845174,1,100,40,1,140
phosphatase,other,,,text,phosphatase,,,mdm2,protein,,mdm2,hgnc,6973,,,,d,dephosphorylation,,,,,,0.65,nan,the dephosphorylation of serine 395 by the wip1 phosphatase and the binding of mdm2 to mdmx or enigma and pdlim7 had been reported to stabilize mdm2 [xref_bibr - xref_bibr].,pmc4480747,1,100,40,1,140
phosphatidic acid,chemical,,,chebi,chebi:16337,,,mtor,protein,,mtor,hgnc,3942,,,positive,i,activation,,,,,,0.923,nan,"while phosphatidic acid (pa)-mediated activation of mtor, as revealed by drastic reduction in reporter expression by n-butanol, primarily contributed to the high level expression in pc3, multiple pathways involving pa, pi3k and akt and erk1/2 appear to contribute to the abundant reporter expression in 293t.",pmc3010991,1,100,40,1,140
sirolimus,chemical,,,chebi,chebi:9168,,,ins,protein,,ins,hgnc,6081,,,negative,i,inhibition,,,,,,0.65,nan,"two inhibitors of pi 3-kinase, wortmannin and ly294002, and an inhibitor of p70 s6 kinase activation, rapamycin, blocked the inhibitory effect of insulin on sp-a gene expression.",pmc150512,1,100,40,1,140
sirolimus,chemical,,,chebi,chebi:9168,,,irs1,protein,,irs1,hgnc,6125,,,positive,i,activation,,,,,,0.65,nan,rapamycin treatment of tsc2 -/- mefs relieves the suppression of irs-1 mrna abundance after ~ 24 h of treatment (xref_fig a).,pmc2172316,1,100,40,1,140
noxa1,protein,,noxa1,hgnc,10668,,,nox1,protein,,nox1,hgnc,7889,,,negative,i,inhibition,,,,,,0.65,nan,the abolishment of noxa1 phosphorylation on tyr110 blocks its binding to tks4 and decreases nox1 dependent ros generation.,pmc2993755,1,100,40,1,140
erk,other,,,text,erk,,,casp9,protein,,casp9,hgnc,1511,,,,d,phosphorylation,,,,,,0.97305,nan,"figure xref_fig shows that compounds 76, 76.2, 76.3, and 76.4 inhibited erk mediated phosphorylation of caspase-9 in a dose dependent manner.",pmc3025971,1,100,40,1,140
erk,other,,,text,erk,,,casp9,protein,,casp9,hgnc,1511,,,negative,i,inhibition,,,,,,0.65,nan,"for example, erk proteins promote cell survival by inhibiting caspase-9 [xref_bibr, xref_bibr] or bim (bcl-2-interacting mediator of cell death) through direct phosphorylation [xref_bibr].",pmc3025971,1,100,40,1,140
sirolimus,chemical,,,chebi,chebi:9168,,,mtor,protein,,mtor,hgnc,3942,,,negative,i,decreaseamount,,,,,,0.65,nan,"as shown in xref_fig, the expression of p-mtor and p-p70s6k, the activated form of proteins, was decreased in a dose dependent manner by rapamycin concentration, but the expression of p-4e-bp1 and p-elf4e was blocked at high concentration (10 microm) of rapamycin.",pmc4330487,1,100,40,1,140
dsp,protein,,dsp,hgnc,3052,,,map2,protein,,map2,hgnc,6839,,,,i,phosphorylation,,,,,,0.65,nan,"to address these challenges, we applied tandem mass spectrometry (ms/ms) using front-end electron transfer dissociation (fetd) to map dp phosphorylation at the putative gsk3 sites ( xref ; xref ).",pmc4347645,1,100,40,1,140
doxorubicin,chemical,,,chebi,chebi:28748,,,cdkn1a,protein,,cdkn1a,hgnc,1784,,,negative,i,inhibition,,,,,,0.65,nan,"analysis of p68, p53 and p21 mrna and protein levels (xref_fig) confirmed the p68 and p21 knockdown and, as in the mcf-7 cells (above), showed that p68 depletion resulted in a significant reduction of both basal and doxorubicin induced p21 but no difference in bax induction.",pmc3556166,1,100,40,1,140
doxorubicin,chemical,,,chebi,chebi:28748,,,casp3,protein,,casp3,hgnc,1504,,,positive,i,activation,,,,,,0.8775000000000001,nan,"while knock-down of smrt caused an increase in doxorubicin induced caspase 3 activation, co-treatment with a chemical inhibitor of wip1 attenuated this phenotype (xref_fig).",pmc3656868,1,100,40,1,140
sirolimus,chemical,,,chebi,chebi:9168,,,autophagy,biologicalprocess,,,go,go:0006914,,,positive,i,activation,,,,,,0.65,nan,it was shown that rapamycin induced autophagy but not apoptosis in rapamycin sensitive malignant glioma cells by inhibiting the function of mtor [xref_bibr].,pmc2652403,1,100,40,1,140
bio,other,,,text,bio,,,tert,protein,,tert,hgnc,11730,,,negative,i,decreaseamount,,,,,,0.923,nan,rt-qpcr analysis confirmed that bio suppressed htert expression in all three cell lines (xref_fig).,pmc2714081,1,100,40,1,140
lrpap1,protein,,lrpap1,hgnc,6701,,,mtor,protein,,mtor,hgnc,3942,,,negative,i,inhibition,,,,,,0.951,nan,"compared with ly294002, which inhibits autophagy by the inhibition of class iii pi3k xref_bibr, and rap, which inhibits mtor but has a negative feedback on akt xref_bibr, pd decreased the activation of rapamycin on p-akt (ser473).",pmc4466411,1,100,40,1,140
mtor inhibitor,chemical,,,chebi,chebi:68481,,,mtor,protein,,mtor,hgnc,3942,,,positive,i,activation,,,,,,0.65,nan,"the conventional mtor inhibitors, rapamycin and its analogues (rapalogs), are specific allosteric inhibitors of mtor.",pmc4496196,1,100,40,1,140
atr,protein,,atr,hgnc,882,,,tp53,protein,,tp53,hgnc,11998,,,,d,phosphorylation,,,,,,0.65,nan,"atm, atr, and dna-pk phosphorylate p53 on s15, while chk1 and chk2 phosphorylate p53 on s20 which stabilize p53 by preventing binding to mdm2 [xref_bibr - xref_bibr].",pmc2954851,1,100,40,1,140
atr,protein,,atr,hgnc,882,,,chek2,protein,,chek2,hgnc,16627,,,positive,i,activation,,,,,,0.65,nan,"the transducer proteins include the kinases atm and atm- and rad3 related (atr); atm and atr phosphorylates and thereby activates the checkpoint kinases chk1 and chk2, which control hur cytoplasmic abundance and rna binding, respectively.",pmc2925474,1,100,40,1,140
ep300,protein,,ep300,hgnc,3373,,,smad4,protein,,smad4,hgnc,6770,,,positive,i,activation,,,,,,0.65,nan,"phosphorylation of this site recruits transcriptional co-activators, most likely p300, allowing smad4 to reach peak transcriptional activity.",pmc4845174,1,100,40,1,140
ly294002,chemical,,,chebi,chebi:65329,,,autophagy,biologicalprocess,,,go,go:0006914,,,negative,i,inhibition,,,,,,0.65,nan,"compared with ly294002, which inhibits autophagy by the inhibition of class iii pi3k xref_bibr, and rap, which inhibits mtor but has a negative feedback on akt xref_bibr, pd decreased the activation of rapamycin on p-akt (ser473).",pmc4466411,1,100,40,1,140
phosphatase,other,,,text,phosphatase,,,atm,protein,,tlr2,hgnc,795,,,,d,dephosphorylation,,,,,,0.65,nan,"it has been shown that the atm-chk2-p53 system is activated with an oscillatory pattern, as a consequence of the equilibrium between activating stimulus (dna damage) and a double feedback system activated by p53 and including mdm2, which induces p53 degradation xref_bibr, and wip1, a protein phosphatase that dephosphorylates both atm and chk2 xref_bibr.",pmc3656868,1,100,40,1,140
ly294002,chemical,,,chebi,chebi:65329,,,ins,protein,,ins,hgnc,6081,,,negative,i,inhibition,,,,,,0.65,nan,"two inhibitors of pi 3-kinase, wortmannin and ly294002, and an inhibitor of p70 s6 kinase activation, rapamycin, blocked the inhibitory effect of insulin on sp-a gene expression.",pmc150512,1,100,40,1,140
ly294002,chemical,,,chebi,chebi:65329,,,ins,protein,,ins,hgnc,6081,,,positive,i,activation,,,,,,0.65,nan,"however, 2 mum ly294002 abolished the inhibitory effects of insulin, but did not affect basal sp-a mrna levels.",pmc150512,1,100,40,1,140
atr,protein,,atr,hgnc,882,,,chek1,protein,,chek1,hgnc,1925,,,,d,phosphorylation,,,,,,0.65,nan,"during ddr such as that resulting from exposure to uv, oxidants, or ir, chk1 is phosphorylated by atm and atr at serine (s) 317 and s345 [xref_bibr].",pmc2925474,1,100,40,1,140
mtorc1,biologicalprocess,,,go,go:0031931,,,atf4,protein,,atf4,hgnc,786,,,positive,i,activation,,,,,,0.65,nan,"under cystine starved conditions, gsh supplementation rescued the phosphorylation of p70s6k (t389) and s6 (s235/236) of the mtorc1 pathway, and relieved the induction of phospho-gcn2 (t899), phospho-eif2alpha (s51) and atf4 of the isr system (xref_fig).",pmc4948025,1,100,40,1,140
elk1,protein,,elk1,hgnc,3321,,,mapk3,protein,,mapk3,hgnc,6877,,,positive,i,activation,,,,,,0.65,nan,"activated erk1 and erk2 can phosphorylate a variety of nuclear substrates such as the transcription factors elk-1, ets1 and sap1a, and also cytosolic targets such as phospholipase a2, and s6 kinase p90 rsk among others (widmann et al, 1999).",pmc2409626,1,100,40,1,140
pf-4708671,other,,,text,pf-4708671,,,rps6,protein,,rps6,hgnc,10429,,,negative,i,inhibition,,,,,,0.65,nan,"as shown above, the p70s6k inhibitor pf-4708671 significantly inhibited the activation of p70s6k and its key downstream effector s6, in a concentration dependent manner.",pmc4714881,1,100,40,1,140
elk1,protein,,elk1,hgnc,3321,,,mapk1,protein,,mapk1,hgnc,6871,,,positive,i,activation,,,,,,0.65,nan,"activated erk1 and erk2 can phosphorylate a variety of nuclear substrates such as the transcription factors elk-1, ets1 and sap1a, and also cytosolic targets such as phospholipase a2, and s6 kinase p90 rsk among others (widmann et al, 1999).",pmc2409626,1,100,40,1,140
eif4ebp1,protein,,eif4ebp1,hgnc,3288,,,mtor,protein,,mtor,hgnc,3942,,,positive,i,activation,,,,,,0.65,nan,the fact that 4ebp1 is a direct target of mtor and that 4ebp1 is hyperphosphorylated at all the 4 sites suggests that mtor is more activated in pc3 in comparison to pc3bm and hela.,pmc3010991,1,100,40,1,140
mek,other,,,text,mek,,,autophagy,biologicalprocess,,,go,go:0006914,,,positive,i,activation,,,,,,0.94757,nan,"it is conceivable that noxa may similarly activate autophagy triggered by oncogenic activation of mek and erk through displacement of mcl-1 from beclin-1, and that a dynamic balance between the mcl-1 and noxa and mcl-1 and beclin-1 complexes contributes to regulation of autophagy and apoptosis in melanoma cells, in particular, when cells are under stress conditions such as nutrient starvation.",pmc4294377,1,100,40,1,140
ser-met,chemical,,,chebi,chebi:74817,,,tnf,protein,,tnf,hgnc,11892,,,positive,i,activation,,,,,,0.65,nan,"treatment of nheks with sb203580, a p38 inhibitor, decreased the sm induced production of il-6, il-8, and tnf-alpha by ~ 90% and il-1 beta by ~ 50%.",pmc2206000,1,100,40,1,140
phb,protein,,phb1,hgnc,8912,,,autophagy,biologicalprocess,,,go,go:0006914,,,negative,i,inhibition,,,,,,0.65,nan,"interestingly, theiss and colleagues have reported that gene silencing of phb in epithelial cells mainly induces autophagy, 29 confirming that knockdown of phb would not induce remarkable cell apoptosis.",pmc4669803,1,100,40,1,140
mapk,other,,,text,mapk,,,ins,protein,,ins,hgnc,6081,,,positive,i,activation,,,,,,0.65,nan,"to examine whether the p44/42 mapk pathway mediates insulin signaling in the h441 cells, pd98059, an inhibitor of the p44/42 mapk pathway, was used [xref_bibr].",pmc150512,1,100,40,1,140
sh2d1a,protein,,sh2d1a,hgnc,10820,,,jun,protein,,jun,hgnc,6204,,,,d,phosphorylation,,,,,,0.65,nan,"in addition to the partially redundant nature of cdks, the common sap kinase- phosphorylated residues of c-jun (ser63, 73 and thr91 and 93) each contain a weak cdk consensus sequence (s/t - p) xref_bibr, indicating potential for other cdks to phosphorylate c-jun.",pmc3084876,1,100,40,1,140
pf-4708671,other,,,text,pf-4708671,,,rps6kb1,protein,,rps6kb1,hgnc,10436,,,negative,i,inhibition,,,,,,0.65,nan,"as shown above, the p70s6k inhibitor pf-4708671 significantly inhibited the activation of p70s6k and its key downstream effector s6, in a concentration dependent manner.",pmc4714881,1,100,40,1,140
