Regulator Name,Regulator Type,Regulator Subtype,Regulator HGNC Symbol,Regulator Database,Regulator ID,Regulator Compartment,Regulator Compartment ID,Regulated Name,Regulated Type,Regulated Subtype,Regulated HGNC Symbol,Regulated Database,Regulated ID,Regulated Compartment,Regulated Compartment ID,Sign,Connection Type,Mechanism,Site,Cell Line,Cell Type,Tissue Type,Organism,Unnamed: 0,Score,Source,Statements,Paper IDs,Evidence Score,Match Score,Kind Score,Epistemic Value,Total Score
akt,protein,,akt1,uniprot,q04589,plasma membrane,go:0005886,t cells,cell,,,,t cells,,,positive,d,over-expression,,ot-1,t-cell,,mouse,['18'],nan,nan,"to examine if up-regulating akt activation could increase the activity of t cells in the presence of tumor, we transduced ot-1 cells with retroviruses encoding wild type akt (wtakt) or a constitutively active form of akt (myristoylated akt, myr-akt), and incubated the transduced ot-1 cells with b16-ova tumor cells. as shown in fig. 2a, when co-cultured with b16-ova, ot-1 cells transduced with either wtakt or myr-akt produced more ifn-γ than ot-1 cells transduced with control retroviruses. in the proliferation assay, ot-1 cells transduced with control retroviruses slowed proliferation on exposure to b16-ova tumor cells, whereas ot-1 cells transduced with either wtakt or myr-akt displayed higher proliferation rates when cultured alone, and further increased the percentage of proliferative populations when co-cultured with b16-ova (fig. 2b). together, these data demonstrates that over-expressing akt or myr-akt could increase the cytokine production and proliferation of tumor specific t cells in the presence of tumor.",pmc4550078,1,1,40,1,41
tcr,protein,other,tcr,uniprot,tcr,plasma membrane,go:0005886,foxp3+ t cells,protein,,,uniprot,,,,positive,d,recognize,,,,,vein,['38'],nan,nan,"we propose that a low density of a high-affinity tcr ligand is optimal to achieve the quantity and quality of stimulation required to induce a persistent population of foxp3+ t cells in vivo. in fact, considering that the foxp3− 5c.c7 t cells are deleted in these same conditions, and that injection of high doses of either mcc or 102s results in comparable loss of 5c.c7 t cells, specificity is most apparent in the survival of the foxp3+ 5c.c7 in response to small amounts of strong ligand. deletion and foxp3 induction are two proposed mechanisms of peripheral tolerance. however, how the strength and density of tcr ligand steers a self-reactive t cell between these fates is understudied. tcr repertoire analysis has suggested that t reg cells may recognize self-antigens with low avidity (hsieh et al., 2004). we suggest that low concentrations of specific self-pmhc complexes could contribute to peripheral foxp3 induction in response to self-antigens, even if the tcr–pmhc interaction is of a high affinity. in the case of more abundantly expressed self-pmhc complexes, our data suggest that deletion of the cognate t cells is a more likely mechanism of tolerance, regardless of the strength of the ligand and extent of foxp3 induction. it is interesting to speculate that there could be detrimental effects of maintaining t reg cells that recognize ubiquitous self-ligands, such as bystander suppression (masteller et al., 2005; tang and bluestone, 2008).",pmc2916126,1,1,40,1,41
foxp3,protein,,foxp3,uniprot,p06637,cytoplasm,go:0005739,5c.c7,cellpopulation,,,,,,,negative,d,binds,,5c.c7,t-cell,,human,['37'],nan,nan,"as expected, the dose for each peptide that triggered partial division of the responding 5c.c7 population was also the peak of foxp3 induction, based on the percentage of foxp3+ 5c.c7 t cells (0.3 µg mcc, 3 µg 102s, and 10 µg 102n; fig. 5, b and c). although the peak of foxp3 induction by 102s peptide in this more refined titration (3 µg) produced slightly more foxp3 induction than 10 µg, both doses still resulted in diminished numbers of foxp3+ 5c.c7 t cells compared with mcc. the numbers of 102s-induced foxp3+ 5c.c7 t cells were lower at day 8 (fig. 3) than at day 5 (fig. 5 d). thus, to gain more insight into the fate of cells stimulated by these strong and weak agonists, we quantitated the number of foxp3+ and foxp3− 5c.c7 t cells over time (fig. 6 and fig. s7).",pmc2916126,1,1,40,1,41
akt,protein,,vps30,uniprot,q05232,plasma membrane,go:0005886,epcam,protein,,epcam,uniprot,q05232,plasma membrane,go:0005886,positive,d,binds,,ot-1,t-cell,,tumor,['15'],nan,nan,we used ot-1 cells transduced with retroviruses encoding akt and human peripheral blood lymphocytes (pbls) transduced with retroviruses encoding both akt and a chimeric antigen receptor (car) specific for tumor antigen epcam to examine the effect of over-expressing akt on tumor specific t cells in tumor environment.,pmc4550078,1,1,40,1,41
mtor,protein,,p05587,uniprot,q9h2a1,cytoplasm,go:0005739,pak1,protein,,p05586,uniprot,q9h2a2,cytoplasm,go:0005739,positive,d,inhibition,,,,,,['42'],nan,nan,mtor inhibition activates pak1 signaling and a pak1-nucleated apoptotic pathway (jnk/foxo3/bim/caspase 9).,pmc4487994,1,1,40,1,41
pi3k,protein,,pik3ca,uniprot,q92077,plasma membrane,go:0005886,t-all cell line,cell,,,,,,,negative,d,inhibition,,t-all cell line,tumor,,human,['21'],nan,nan,inhibition of all the pi3k catalytic isoforms exerts the strongest effects on t-all cell line viability,pmc4496363,1,1,40,1,41
pten,protein,,pten,uniprot,q05284,plasma membrane,go:0005886,active site phosphorylation,posttranslationalmodification,,,uniprot,,,,positive,d,phosphorylation,"thr366, ser370, ser380, thr382, thr383, and ser385",,,,human,['30'],nan,nan,"post-translational modifications, such as active site phosphorylation, ubiquitination, oxidation, and acetylation, can also regulate pten activity [39]. in its inactivated state, pten is phosphorylated on a cluster of serine and threonine residues located on its c-terminal tail, leading to a “closed” pten state in which pten protein stability is maintained. as pten is being activated, dephosphorylation of its c-terminal tail opens its phosphatase domain, thereby increasing pten activity (figure 2). the phosphorylation of pten at specific residues of the c-terminal tail (thr366, ser370, ser380, thr382, thr383, and ser385) is associated with increased protein stability, whereas phosphorylation at other sites may decrease protein stability. although s370 and s385 have been identified as the major sites for pten phosphorylation, mutations of these residues have minimal effects on pten function, whereas mutations of s380, t382, and t383 can destabilize pten and increase its phosphatase activity, thereby enhancing pten's interaction with binding partners [40]. the “open” state of pten is more susceptible to ubiquitin-mediated proteasome degradation [13]. one recently identified e3 ligase of pten is neural precursor cell-expressed, developmentally down-regulated 4, e3 ubiquitin protein ligase 1 (nedd4-1), which mediates pten mono- and poly-ubiquitination [41] (figure 3). in cancer, the inhibition of nedd4-1, whose expression has been found to be inversely correlated with pten levels in bladder cancer, may upregulate pten levels [42]. two major conserved sites for pten are k13 and k289, and ubiquitination of these sites is indispensable for the nuclear-cytoplasmic shuttling of pten (figure 1).",pmc4712330,1,1,40,1,41
pten,protein,,pten,uniprot,q96357,cytoplasm,go:0005636,src,protein,proto-oncogene,src,uniprot,q96357,cytoplasm,go:0005636,positive,d,binds,,,b-cell,,human,['27'],nan,nan,"in addition to its lipid phosphatase function, pten also has lipid phosphatase–independent roles. pten has been shown to inhibit cell migration through its c2 domain, independent of pten's lipid phosphatase activity [18]. in breast cancer, pten deficiency has been shown to activate, in a manner dependent on its protein phosphatase activity, the src proto-oncogene, non-receptor tyrosine kinase (src), thereby conferring resistance to human epidermal growth factor receptor 2 inhibition [19]. furthermore, pten has been shown to directly bind to tumor protein 53 (p53), regulate its stability, and increase its transcription, thereby increasing p53 protein levels [20].",pmc4712330,1,1,40,1,41
akt,protein,,prk2,uniprot,p00044,plasma membrane,go:0005886,t cells,other,,,fplx,t cells,plasma membrane,go:0005886,positive,d,over-expression,,,t cell,,mouse,['19'],nan,nan,"the recent report by crompton et al. found that inhibition of akt enabled til a memory t cell signature with enhanced anti-tumor effect [23]. tils isolated for adoptive transfer normally undergo extensive expansion process in vitro, and display a terminally-differentiated phenotype with short telomere and diminished anti-tumor activity. in their study, akt inhibitor was added only in the expansion process, and they found that tils expanded with akt inhibition persisted longer and exerted better anti-tumor effects. comparing to their study, we used ot-1 t cells or pbls stimulated and expanded in vitro, which displayed a cd62l+ phenotype after the short expansion process (additional file 2: figure s2). akt is necessary to induce and sustain effector functions of t cell [18, 24], comparing to their study trying to enhance the persistence of t cells by inhibition of akt, we tried to enhance the effector functions of t cells by over-expressing akt, these two studies take different angles to manipulate t cells to enhance the anti-tumor efficacy, and are not contradictory to each other, and it’s worth further study to determine which means is superior to the other. in addition, in their work, tumor bearing mice were pretreated with total body irradiation, adjuvant vaccine, and il-2 in conjunction with cell therapy, these preparations could ameliorate tumor immunosuppression and enhance the anti-tumor effects of cell therapy, however, severe adverse effects have been reported. in contrast, we used adoptive cell therapy alone to treat tumor, and over-expressing akt could enable t cells to resist tumor immunosuppression, which is the major advantage of our strategy.",pmc4550078,1,1,40,1,41
akt,protein,,akt1,uniprot,p00437,plasma membrane,go:0005886,t cells,cell,,,,t cells,none,none,negative,d,inhibition,none,none,none,none,mouse,['17'],nan,nan,"to verify that akt activation in t cells is inhibited in tumor environment, t cells were isolated from ot-1 transgenic mice, stimulated with anti-cd3 and anti-cd28 antibodies, and then incubated with b16-ova tumor culture medium supernatant. 24 h later, the levels of phosphorylated akt were determined by western blot. as shown in fig. 1a, incubation with b16-ova culture supernatant inhibited akt phosphorylation, suggesting that akt activation in t cells is inhibited by tumor secreted factors. to examine akt activation state of t cells in tumor microenvironment in vivo, t cells were isolated from tumor draining lymph nodes (tdln) and distant lymph nodes (ln) of b16-ova tumor bearing mice, and akt phosphorylation was detected. as we expected, the phosphorylation of akt was down-regulated in tdln comparing to distant ln (fig. 1b).",pmc4550078,1,1,40,1,41
rag1,protein,,rag1,uniprot,q92579,cytoplasm,go:0005739,b6.sjl,mouse,,,uniprot,,,,negative,d,binds,,bone marrow,hematopoietic stem cell,bone marrow,mouse,['12'],nan,nan,"rag1-ko mice were subjected to lethal-dose (992 rads) irradiation and, 1 day later, were adoptively transferred with bone marrow cells harvested from the tibiae and femurs of the indicated mice. for mixed bone marrow transfers, an equal number (6.4 × 106) of bone marrows from the cd45.1+ b6.sjl and the cd45.2+ wt or tbk1-tko mice or from the gfp+ wt and the gfp–",pmc4302769,1,0.1,39,1,39.1
pd-l1,protein,,pdcd1l1,uniprot,q15237,plasma membrane,go:0005886,pbmc,cell,,,uniprot,,,go:0005886,positive,d,blockade,,,t cell,,human,['52'],nan,nan,"the pd-l1 blockade of pbmc from viremic hiv-infected individuals under stimulating conditions commonly led to increased reactivation of hiv ex vivo. the observed correlations between the fold change in virus p24 with the fold change in proliferating cd4 t cells, the percentage of treg cells as well as the negative correlations with the fold changes of cd4 and cd8 to treg cell ratios respectively, may indicate that an increase of treg cells in relation to cd8 t cells promotes virus expansion. these observations are compatible with the characteristics of hiv biology and stress the importance of applying antiviral treatment in addition to the pd-l1 blockade therapy.",pmc4669187,1,0.1,39,1,39.1
tbk1,protein,,tbk1,uniprot,q9hzs6,cytosol,go:0005731,carma1,protein,,carma1,uniprot,q9y2a7,cytosol,go:0005731,negative,d,binds,,b6,t-cell,,mouse,['11'],nan,nan,"the tbk1-flox mice were generated in b6 × 129 mixed genetic backgrounds44 and further backcrossed to the b6 mice for four generations. to generate t-cell-conditional tbk1-ko mice, tbk1-flox mice44 were crossed with cd4-cre transgenic mice (b6 genetic background, jackson laboratories), producing tbk1+/+cd4-cre (named wt) and tbk1fl/flcd4-cre (named tbk1-tko mice) mice. tbk1-flox mice were also crossed with rosa26-cre-er mice (b6 genetic background, jackson laboratories) and the progeny tbk1+/+rosa26-cre-er and tbk1fl/flrosa26-cre-er mice were injected i.p. with tamoxifen (2 mg per mouse) in corn oil daily for four consecutive days to induce cre function. the tamoxifen-treated tbk1+/+rosa26-cre-er and tbk1fl/flrosa26-cre-er mice were named wt-er and tbk1-er mice, respectively, and used 2 weeks after the treatment. carma1-ko mice (b6 × 129 genetic background) were provided by dr josef m. penninger (austrian academy of sciences)46. mice with loxp-flanked allele encoding ikkβ (ikk2) or nemo alleles were provided by dr manolis pasparakis (university of cologne)47. these mice were crossed with cd4-cre mice to generate the t-cell-conditional ikkβ ko (ikkβ-tko) and nemo ko (nemo-tko) mice. ikkε-ko, b6.sjl (cd45.1+), c57bl/6, rag1-ko and tcrβ/δ ko mice were from jackson laboratory. experiments were performed with age-matched mice. mice were maintained in a specific pathogen-free facility of the university of texas md anderson cancer center, and all animal experiments were done in accordance with protocols approved by the institutional animal care and use committee of the university of texas md anderson cancer center.",pmc4302769,1,0.1,39,1,39.1
ship-1,protein,,ptpn11,uniprot,q92533,plasma membrane,go:0005886,jurkat t cells,cell,,,,,,,positive,d,phosphorylation,,jurkat t cells,t-cell,,human,['43'],nan,nan,"(a) naturally ship-1-deficient jurkat t cells were transfected with ship-1 cdna (10 μg). 24h post-transfection, sds wcls were analyzed by wb(n = 4). (b) jurkat t cells pre-treated with pi3k inhibitor (ly-294002, 50 μm) or control inactive enantiomer (ly-303511, 50 μm) for 90 min were stimulated with αcd3 (2 μg/ml) for the indicated times. sds wcls were analyzed by wb (n = 3). (c) jurkat t cells were treated with rapamycin or ku-0063794 (100 nm) for 0, 2, 4, or 6h. sds wcls were analyzed by wb (n = 3). (d) jurkat t cells were transfected with raptor/rptor, pak1, both, or control sirnas (200 μm). 48h post-transfection, sds wcls were analyzed by wb (n = 3). (e) jurkat t cells were first starved (0.5% fcs) for 16h then pre-treated for 2h with cycloheximide (chx, 50 μg/ml). after a 2h chx pre-treatment, cells were not washed and rapamycin (100 nm) was added to the media. every hour sds wcls were made. samples were analyzed by wb. quantitation of a representative wb is shown (n = 3). the wb can be found in (b) of s4 fig. (f) jurkat t cells were transfected with pak1 or control sirnas (200 μm). 48h post-transfection, cells were treated with rapamycin or ku-0063794 (100 nm, 2h). sds wcls were analyzed by wb (n = 4). (g) jurkat t cells were transfected with foxo3, bim or control sirnas (200 nm). after 36h, cells were treated with rapamycin (100 nm, 16h) and lysed. lysates (75%) were subjected to an active caspase 9 ip and the 25% remaining lysates were used to make wcls. samples were analyzed by wb (n = 3).",pmc4487994,1,0.1,39,1,39.1
tbk1,protein,,tbk1,uniprot,p00846,plasma membrane,go:0005886,t cells,other,,,fplx,t cells,plasma membrane,go:0005886,negative,d,regulation,,,b-cell,,mouse,['7'],nan,nan,"in the present study, we employed a conditional tbk1-ko approach and demonstrated an unexpected role for tbk1 in the regulation of t-cell function and autoimmunity. t-cell-specific ablation of tbk1 perturbed t-cell homeostasis, characterized by an increased frequency of t cells with an activated phenotype, and rendered naïve t cells more sensitive to activation by agonistic antibodies for tcr and cd28. surprisingly, the t-cell-conditional tbk1-ko (hereafter called tbk1-tko) mice were refractory to the induction of eae due to impaired migration of autoimmune t cells from the draining lymph nodes to the cns. our data suggest that tbk1 mediates egress of effector t cells from draining lymph nodes in a mechanism that involves negative regulation of the kinases akt and mtorc1.",pmc4302769,1,0.1,39,1,39.1
tbk1,protein,,tbk1,uniprot,q96737,plasma membrane,go:0005886,cd4+ t cells,protein,,cd4a,uniprot,q02367,plasma membrane,go:0005886,negative,d,inhibition,,,b-cell,,vein,['10'],nan,nan,"the data described above not only revealed a previously unknown signalling mechanism regulating t-cell function and cns inflammation but also implicated tbk1 as an attractive therapeutic target for the treatment of ms. to further assess the therapeutic value of tbk1, we tested the effect of tbk1 pharmacological inhibition on the induction of eae. in this regard, a recent study identified the food and drug administration-approved therapeutic compound amlexanox as a selective inhibitor of tbk1 (ref. 36). we asked whether amlexanox could ameliorate eae and, if so, whether it acted through modulating t-cell migration into the cns. we treated the mice daily with amlexanox (via intraperitoneal (i.p.) injection) during the induction of eae. the amlexanox treatment drastically delayed the onset, and reduced the severity, of the eae disease (fig. 6a), which was associated with a profound reduction in the number of cd4+ and cd8+ t cells in the cns of the eae-induced mice (fig. 6b). as seen with the tbk1 gene ablation, the amlexanox treatment did not inhibit t-cell expansion but rather caused the sequestration of t cells in the draining lymph nodes and spleen (fig. 6c). moreover, the t cells isolated from the amlexanox-treated mice displayed aberrant activation of akt and its target protein foxo1 as well as the mtocr1 pathway component s6 (fig. 6d).",pmc4302769,1,0.1,39,1,39.1
tbk1,protein,,tbk1,uniprot,q96x79,cytoplasm,go:0005886,t cells,cell,,,,t cells,immune system,go:0005886,positive,d,expression,gfp,,t-cell,,mouse,['8'],nan,nan,"tbk1-tko bone marrows into lethally irradiated rag1-ko mice and induced eae in the recipient mice. on the basis of gfp expression, we analysed the frequency of wt and tbk1-tko t cells in the cns and draining lymph nodes of the recipient mice during the early effector phase (day 14) of eae induction. within the same recipient mice, the wt t cells (gfp+) efficiently migrated to the cns, whereas the majority of the tbk1-tko t cells (gfp–) were retained in the draining lymph nodes (fig. 4b). since the wt and tbk1-deficient t cells were activated under the same conditions, these results suggest that the defect of the tbk1-deficient t cells in infiltrating into cns is not due to attenuated cns inflammation but rather due to a cell-intrinsic deficiency.",pmc4302769,1,0.1,39,1,39.1
pd-l1,protein,,pdcd1l1,uniprot,q15227,plasma membrane,go:0005886,treg cells,celltype,,tcrv1,,treg cells,,,negative,d,binds,,hiv-infected individuals,cd4+ t cells,,human,['49'],nan,nan,the proliferative capacity of treg cells and cd8 t cells from hiv-infected individuals is differentially restored by pd-l1 blockade and depends on the plasma viremia of the host,pmc4669187,1,0.1,39,1,39.1
