Regulator Name,Regulator Type,Regulator Subtype,Regulator HGNC Symbol,Regulator Database,Regulator ID,Regulator Compartment,Regulator Compartment ID,Regulated Name,Regulated Type,Regulated Subtype,Regulated HGNC Symbol,Regulated Database,Regulated ID,Regulated Compartment,Regulated Compartment ID,Sign,Connection Type,Mechanism,Site,Cell Line,Cell Type,Tissue Type,Organism,Score,Source,Statements,Paper IDs,Evidence Score,Match Score,Kind Score,Epistemic Value,Total Score
foxo,family,,,,foxo,,,foxo3a,protein,,,uniprot,o43524,,,negative,i,,,,,,,nan,nan,nan,pmc3375464,1,0.1,39,1,39.1
erk,family,,,,p29323,,,s5b,protein,,,uaz,uaz02655,,,positive,i,,,,,,,nan,nan,nan,pmc3625979,1,0.1,39,1,39.1
erk,family,,,,p29323,,,ck2,protein,,,uaz,q53gl0,,,positive,i,,,,,,,nan,nan,nan,pmc5193405,1,0.1,39,1,39.1
ctla4,protein,,,,p16410,,,akt,family,,,be,p31749,,,negative,i,,,,,,,nan,nan,nan,pmc4550078,1,0.1,39,1,39.1
ck2,protein,,,,uaz00325,,,cdc37,protein,,,uniprot,q16543,,,positive,i,,,,,,,nan,nan,nan,pmc5193405,1,0.1,39,1,39.1
ck2,protein,,,,uaz00325,,,akt,family,,,be,p31749,,,positive,i,,,,,,,nan,nan,nan,pmc5193405,1,0.1,39,1,39.1
ck2,protein,,,,q53gl0,,,cdc37,protein,,,uniprot,q16543,,,positive,i,,,,,,,nan,nan,nan,pmc5193405,1,0.1,39,1,39.1
ck2,protein,,,,q53gl0,,,cd4,protein,,,uaz,uaz00341,,,positive,i,,,,,,,nan,nan,nan,pmc5193405,1,0.1,39,1,39.1
chk1,protein,,,,o14757,,,akt,family,,,be,p31749,,,positive,i,,,,,,,nan,nan,nan,pmc3375464,1,0.1,39,1,39.1
cd5,protein,,,,p06127,,,p38,family,,,be,p38,,,positive,i,,,,,,,nan,nan,nan,pmc5193405,1,0.1,39,1,39.1
cd5,protein,,,,p06127,,,ck2,protein,,,be,q53gl0,,,positive,i,,,,,,,nan,nan,nan,pmc5193405,1,0.1,39,1,39.1
cd4,protein,,,,p01730,,,il17a,protein,,,uniprot,q16552,,,negative,i,,,,,,,nan,nan,nan,pmc3949578,1,0.1,39,1,39.1
bim,protein,,,,o43521,,,pak1,protein,,,uniprot,q13153,,,positive,i,,,,,,,nan,nan,nan,pmc4487994,1,0.1,39,1,39.1
bcl2l11,gene,,,,o43521,,,cd4,protein,,,uniprot,p01730,,,positive,i,,,,,,,nan,nan,nan,pmc4487994,1,0.1,39,1,39.1
bam32,protein,,,,q9un19,,,pak1,protein,,,uniprot,q13153,,,positive,i,,,,,,,nan,nan,nan,pmc4487994,1,0.1,39,1,39.1
akt,family,,,,p31749,,,mek1,protein,,,uniprot,q02750,,,negative,i,,,,,,,nan,nan,nan,pmc3625979,1,0.1,39,1,39.1
akt,family,,,,p31749,,,magi1,protein,,,uniprot,q6p9h4,,,negative,i,,,,,,,nan,nan,nan,pmc3625979,1,0.1,39,1,39.1
akt,family,,,,p31749,,,foxo3,protein,,,uniprot,o43524,,,negative,i,,,,,,,nan,nan,nan,pmc4496363,1,0.1,39,1,39.1
fasl,protein,,,,p48023,,,fas,protein,,,uniprot,p25445,,,positive,i,,,,,,,nan,nan,nan,pmc4487994,1,0.1,39,1,39.1
til,protein,,,,q15399,,,akt,family,,,be,p31749,,,negative,i,,,,,,,nan,nan,nan,pmc4550078,1,0.1,39,1,39.1
foxo3,protein,,,,o43524,,,foxo3,protein,,,uaz,uaz03334,,,positive,i,,,,,,,nan,nan,nan,pmc4487994,1,0.1,39,1,39.1
itk,protein,,,,q08881,,,cd4,protein,,,uniprot,p01730,,,positive,i,,,,,,,nan,nan,nan,pmc3949578,1,0.1,39,1,39.1
mtorc1,protein,,,,q8n122,,,tbk1,protein,,,uniprot,q9uhd2,,,positive,i,,,,,,,nan,nan,nan,pmc4302769,1,0.1,39,1,39.1
mtorc1,protein,,,,q8n122,,,pak1,protein,,,uniprot,q13153,,,positive,i,,,,,,,nan,nan,nan,pmc4487994,1,0.1,39,1,39.1
akt,family,,,,p31749,,,ctrl,protein,,,uniprot,p40313,,,negative,i,,,,,,,nan,nan,nan,pmc2275380,1,0.1,39,1,39.1
hif1alpha,protein,,,,q16665,,,il17a,protein,,,uniprot,q16552,,,negative,i,,,,,,,nan,nan,nan,pmc3949578,1,0.1,39,1,39.1
ifngamma,protein,,,,p01579,,,akt,family,,,be,p31749,,,positive,i,,,,,,,nan,nan,nan,pmc4550078,1,0.1,39,1,39.1
itk,protein,,,,q08881,,,th17,protein,,,uaz,uaz02468,,,positive,i,,,,,,,nan,nan,nan,pmc3949578,1,0.1,39,1,39.1
itk,protein,,,,q08881,,,cd4,protein,,,uniprot,p01730,,,negative,i,,,,,,,nan,nan,nan,pmc3949578,1,0.1,39,1,39.1
itk,protein,,,,q08881,,,myc,protein,,,uniprot,p01106,,,negative,i,,,,,,,nan,nan,nan,pmc3949578,1,0.1,39,1,39.1
pi3k,protein,,,,p42336,,,pten,protein,,,uniprot,p60484,,,negative,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc4712330,pmc4496363",2,10,19,1,39
akt,protein,,,,p31749,,,mtorc2,complex,,,,q6r327,,,negative,i,,,,,,,nan,nan,nan,pmc4418530,1,10,20,1,30
tcr,protein,,,,p04234,,,cd25,protein,,,uniprot,p01589,,,positive,i,,,,,,,nan,nan,nan,pmc3949578,1,10,5,1,15
tcr,protein,,,,p01850,,,mtorc2,complex,,,,q6r327,,,positive,i,,,,,,,nan,nan,nan,pmc4418530,1,10,5,1,15
cd28,protein,,,,p10747,,,mtorc2,complex,,,,q6r328,,,positive,i,,,,,,,nan,nan,nan,pmc4418530,1,10,5,1,15
pip3,protein,,,,hmdb10147,,,akt,protein,,,,p31749,,,positive,i,,,,,,,nan,nan,nan,pmc4418530,1,10,5,1,15
il2_r,protein,,,,p01589,,,mtorc2,complex,,,,q6r330,,,positive,i,,,,,,,nan,nan,nan,pmc4418530,1,10,5,1,15
il2_ex,protein,,,,p60568,,,mtorc2,complex,,,,q6r329,,,positive,i,,,,,,,nan,nan,nan,pmc4418530,1,10,5,1,15
pi3k,protein,,,,p42336,,,pip3,protein,,,,hmdb10147,,,positive,i,,,,,,,nan,nan,nan,pmc4418530,1,10,5,1,15
pi3k,protein,,,,p42336,,,pten,protein,,,uniprot,p60484,,,positive,i,,,,,,,nan,nan,nan,pmc4712330,1,10,5,1,15
tcr,protein,,,,p01850,,,pip3,protein,,,,hmdb10147,,,positive,i,,,,,,,nan,nan,nan,pmc4418530,1,10,3,1,13
pi3,protein,,,,p42336,,,pip3,simplechemical,,,hmdb,hmdb10147,,,positive,i,,,,,,,nan,nan,nan,pmc4487994,1,10,3,1,13
pi3k,protein,,,,p42336,,,pip3,simplechemical,,,hmdb,hmdb10147,,,positive,i,,,,,,,nan,nan,nan,pmc4487994,1,10,3,1,13
mtorc2,complex,,,,q6r327,,,akt,protein,,,,p31750,,,positive,i,,,,,,,nan,nan,nan,pmc4418530,1,10,3,1,13
mtorc2,complex,,,,q6r328,,,mtorc2,complex,,,,q6r327,,,positive,i,,,,,,,nan,nan,nan,pmc4418530,1,10,3,1,13
tcr,protein,,,,p04234,,,pten,protein,,,uniprot,p60484,,,negative,i,,,,,,,nan,nan,nan,pmc3949578,1,10,2,1,12
