Regulator Name,Regulator Type,Regulator Subtype,Regulator HGNC Symbol,Regulator Database,Regulator ID,Regulator Compartment,Regulator Compartment ID,Regulated Name,Regulated Type,Regulated Subtype,Regulated HGNC Symbol,Regulated Database,Regulated ID,Regulated Compartment,Regulated Compartment ID,Sign,Connection Type,Mechanism,Site,Cell Line,Cell Type,Tissue Type,Organism,Score,Source,Statements,Paper IDs,Evidence Score,Match Score,Kind Score,Epistemic Value,Total Score
"rsk1*1, epidermal growth factor*1+","protein, protein",,,,"q15418, p01133",,,gsk-3alpha,protein,,,uniprot,p49840,,,positive,i,phosphorylation,,cellosaurus:cvcl_4461,,,,"nan,nan","nan,nan","epidermal growth factor ( egf ) , platelet derived growth factor ( pdgf ) and other growth factors also induce the phosphorylation of gsk-3beta ( s9 ) and gsk-3alpha ( s21 ) by the activated raf/mek/erk/p90 rsk1 signaling pathway [ xref_bibr ] . ++++ epidermal growth factor ( egf ) , platelet derived growth factor ( pdgf ) and other growth factors also induce the phosphorylation of gsk-3beta ( s9 ) and gsk-3alpha ( s21 ) by the activated raf/mek/erk/p90 rsk1 signaling pathway [ xref_bibr ] .,epidermal growth factor ( egf ) , platelet derived growth factor ( pdgf ) and other growth factors also induce the phosphorylation of gsk-3beta ( s9 ) and gsk-3alpha ( s21 ) by the activated raf/mek/erk/p90 rsk1 signaling pathway [ xref_bibr ] . ++++ epidermal growth factor ( egf ) , platelet derived growth factor ( pdgf ) and other growth factors also induce the phosphorylation of gsk-3beta ( s9 ) and gsk-3alpha ( s21 ) by the activated raf/mek/erk/p90 rsk1 signaling pathway [ xref_bibr ] .","pmc4102778,pmc4102778",2,100,40,1,240
"rsk1*1, epidermal growth factor*1+","protein, protein",,,,"q15418, p01133",,,gsk-3beta,protein,,,uniprot,p49841,,,positive,i,phosphorylation,,cellosaurus:cvcl_4461,,,,"nan,nan","nan,nan","epidermal growth factor ( egf ) , platelet derived growth factor ( pdgf ) and other growth factors also induce the phosphorylation of gsk-3beta ( s9 ) and gsk-3alpha ( s21 ) by the activated raf/mek/erk/p90 rsk1 signaling pathway [ xref_bibr ] . ++++ epidermal growth factor ( egf ) , platelet derived growth factor ( pdgf ) and other growth factors also induce the phosphorylation of gsk-3beta ( s9 ) and gsk-3alpha ( s21 ) by the activated raf/mek/erk/p90 rsk1 signaling pathway [ xref_bibr ] .,epidermal growth factor ( egf ) , platelet derived growth factor ( pdgf ) and other growth factors also induce the phosphorylation of gsk-3beta ( s9 ) and gsk-3alpha ( s21 ) by the activated raf/mek/erk/p90 rsk1 signaling pathway [ xref_bibr ] . ++++ epidermal growth factor ( egf ) , platelet derived growth factor ( pdgf ) and other growth factors also induce the phosphorylation of gsk-3beta ( s9 ) and gsk-3alpha ( s21 ) by the activated raf/mek/erk/p90 rsk1 signaling pathway [ xref_bibr ] .","pmc4102778,pmc4102778",2,100,40,1,240
"src*1, src*1+","protein family|protein complex, protein family|protein complex",,,,"src.p, src",,,p38,protein family|protein complex,,,be,p38,,,positive,i,phosphorylation,,cellosaurus:cvcl_0045,,,,"nan,nan","nan,nan","inhibition of src completely blocked ep2 induced p38 phosphorylation and overexpression of src increased the level of p38 phosphorylation , indicating that src is upstream kinase for ep2 induced p38 phosphorylation .,inhibition of src completely blocked ep2 induced p38 phosphorylation and overexpression of src increased the level of p38 phosphorylation , indicating that src is upstream kinase for ep2 induced p38 phosphorylation .","pmc4624070,pmc4624070",2,100,40,1,240
p90 rsk-1,protein,,,,q15418,,,tsc2,protein,,,uniprot,p49815,,,positive,d,phosphorylation,,,,,,"nan,nan","nan,nan","both p90 rsk-1 and erk 1/2 phosphorylate tsc2 , thus suppressing its inhibitory function [ xref_bibr - xref_bibr , xref_bibr ] .,tsc2 is phosphorylated by both erk and p90 rsk-1 . ++++ when tsc2 is phosphorylated by either erk or p90 rsk-1 , its inhibitory function is suppressed [ xref_bibr - xref_bibr ] .","pmc3660063,pmc4102778",2,100,40,1,240
rheb,protein,,,,q15382,,,mtorc1,protein family|protein complex,,,be,mtorc1,,,positive,i,none,,,,,,"nan,nan","nan,nan","however for rheb to activate mtorc1 , rheb must be farnesylated and farnesylation can be suppressed by farnesyl transferase ( ft ) inhibitors .,rheb activates mtorc1 but inhibits mtorc2 while tsc1/2 inhibits rheb and mtorc1 but activates mtorc2 most likely by overcoming the negative feedback loop [ xref_bibr ] .","pmc4102778,pmc4258317",2,100,40,1,240
"g 1*1, cdk4*1+","protein, protein",,,,"p55008, p11802",,,rb,protein,,,uniprot,p06400,,,positive,i,phosphorylation,,,cl:cl:0000165,,,"nan,nan","nan,nan","in the present study using the islet cell lines , cdk4 depletion inhibited glucose stimulated hyperphosphorylation of rb , including ser780 phosphorylation , and g 1 -s progression , whereas cdk2 depletion had no effect .,in the present study using the islet cell lines , cdk4 depletion inhibited glucose stimulated hyperphosphorylation of rb , including ser780 phosphorylation , and g 1 -s progression , whereas cdk2 depletion had no effect .","pmc4135037,pmc4135037",2,100,40,1,240
"egfr*1, grb2-associated binder 1*1+","protein, protein",,,,"p00533, q13480.p",plasma membrane,go:0005886,pi3k,protein family|protein complex,,,be,pi3k,plasma membrane,go:0005886,positive,i,none,,,,,,"nan,nan","nan,nan","likewise , the pi3k and akt pathway is activated by ir via either direct or irs mediated recruitment of pi3k , whereas egfr mediated pi3k activation occurs mainly via a more intricate route that involves egfr- and src induced phosphorylation of the grb2 associated binder 1 ( gab1 ) .,likewise , the pi3k and akt pathway is activated by ir via either direct or irs mediated recruitment of pi3k , whereas egfr mediated pi3k activation occurs mainly via a more intricate route that involves egfr- and src induced phosphorylation of the grb2 associated binder 1 ( gab1 ) .","pmc2683723,pmc2683723",2,100,40,1,240
atr,protein,,,,p20848,,,chk1,protein,,,uniprot,o14757,,,positive,i,none,,,,,,"nan,nan","nan,nan","the transducer proteins include the kinases atm and atm- and rad3 related ( atr ) ; atm and atr phosphorylates and thereby activates the checkpoint kinases chk1 and chk2 , which control hur cytoplasmic abundance and rna binding , respectively .,after dna damage or replication stress claspin is phosphorylated by chk1 , an event that is required for a claspin-chk1 interaction and subsequent full activation of chk1 by atr , in another example of the network nature of the ddr [ xref_bibr - xref_bibr ] .","pmc2925474,pmc2954851",2,100,40,1,240
erk 1/2,protein family|protein complex,,,,erk,,,tsc2,protein,,,uniprot,p49815,,,positive,d,phosphorylation,,,,,,"nan,nan","nan,nan","both p90 rsk-1 and erk 1/2 phosphorylate tsc2 , thus suppressing its inhibitory function [ xref_bibr - xref_bibr , xref_bibr ] .,nevertheless , the ras/raf/mitogen activated protein kinase kinase ( mek )/extracellular signal regulated kinase ( erk ) 1/2 signaling network positively regulates mtorc1 activity , as both erk 1/2 and p90 ribosomal s6 kinase ( p90 rsk ) phosphorylate tsc2 , thus suppressing its inhibitory function on rheb [ xref_bibr ] .","pmc3660063,pmc3837323",2,100,40,1,240
polo-like kinase-3,protein,,,,q9h4b4,other,go:0005813,chk2,protein,,,uniprot,o96017,other,go:0005813,positive,d,phosphorylation,,,,,,"nan,nan","nan,nan","in addition , upon dna damage , polo like kinase-3 ( plk3 ) , which phosphorylates chk2 at s62 ( in the scd ) and at s73 , and the dna mismatch repair protein msh2 , which interacts with chk2 at sites of damage , facilitate atm mediated phosphorylation of t68 and promote chk2 activation . ++++ in addition , upon dna damage , polo like kinase-3 ( plk3 ) , which phosphorylates chk2 at s62 ( in the scd ) and at s73 , and the dna mismatch repair protein msh2 , which interacts with chk2 at sites of damage , facilitate atm mediated phosphorylation of t68 and promote chk2 activation .,in addition , upon dna damage , polo like kinase-3 ( plk3 ) , which phosphorylates chk2 at s62 ( in the scd ) and at s73 , and the dna mismatch repair protein msh2 , which interacts with chk2 at sites of damage , facilitate atm mediated phosphorylation of t68 and promote chk2 activation . ++++ in addition , upon dna damage , polo like kinase-3 ( plk3 ) , which phosphorylates chk2 at s62 ( in the scd ) and at s73 , and the dna mismatch repair protein msh2 , which interacts with chk2 at sites of damage , facilitate atm mediated phosphorylation of t68 and promote chk2 activation .","pmc4296918,pmc4296918",2,100,40,1,240
"mtorc1*1, pras40*1+","protein family|protein complex, protein",,,,"mtorc1, q96b36",,,pras40,protein,,,uniprot,q96b36,,,positive,i,phosphorylation,,,,,,"nan,nan","nan,nan","here we demonstrate that akt- and mtorc1 mediated phosphorylation of pras40 at t246 and s221 , respectively , promotes nuclear specific association of pras40 with ribosomal protein l11 ( rpl11 ) .,here we demonstrate that akt- and mtorc1 mediated phosphorylation of pras40 at t246 and s221 , respectively , promotes nuclear specific association of pras40 with ribosomal protein l11 ( rpl11 ) .","pmc4216640,pmc4216640",2,100,40,1,240
"insulin*1, pp40*1-","protein, protein",,,,"p01308, o77506",,,akt,protein family|protein complex,,,be,akt,,,negative,i,phosphorylation,,,,,,"nan,nan","nan,nan","two such inhibitors , pp242 and pp40 which inhibit the insulin stimulated s473 phosphorylation of akt , also inhibit protein synthesis and cell proliferation [ xref_bibr ] .,two such inhibitors , pp242 and pp40 which inhibit the insulin stimulated s473 phosphorylation of akt , also inhibit protein synthesis and cell proliferation [ xref_bibr ] .","pmc4258317,pmc4258317",2,100,40,1,240
"akt-*1, pras40*1+","protein, protein",,,,"p54644, q96b36",,,pras40,protein,,,uniprot,q96b36,,,positive,i,phosphorylation,,,,,,"nan,nan","nan,nan","here we demonstrate that akt- and mtorc1 mediated phosphorylation of pras40 at t246 and s221 , respectively , promotes nuclear specific association of pras40 with ribosomal protein l11 ( rpl11 ) .,here we demonstrate that akt- and mtorc1 mediated phosphorylation of pras40 at t246 and s221 , respectively , promotes nuclear specific association of pras40 with ribosomal protein l11 ( rpl11 ) .","pmc4216640,pmc4216640",2,100,40,1,240
"p38*1, src*1-","protein family|protein complex, protein family|protein complex",,,,"p38.p, src",,,p38,protein family|protein complex,,,be,p38,,,negative,i,phosphorylation,,cellosaurus:cvcl_0045,,,,"nan,nan","nan,nan","inhibition of src completely blocked ep2 induced p38 phosphorylation and overexpression of src increased the level of p38 phosphorylation , indicating that src is upstream kinase for ep2 induced p38 phosphorylation .,inhibition of src completely blocked ep2 induced p38 phosphorylation and overexpression of src increased the level of p38 phosphorylation , indicating that src is upstream kinase for ep2 induced p38 phosphorylation .","pmc4624070,pmc4624070",2,100,40,1,240
cd2,protein,,,,p06729,,,src,protein family|protein complex,,,be,src,,,negative,i,none,,,,,,nan,nan,"first , unlike atp analog such as pp2 , cd2 does not inhibit src kinase activity [ xref_bibr ] .",pmc4638348,1,100,40,1,140
cd2,protein,,,,p06729,other,go:0009986,erk,protein family|protein complex,,,be,erk,other,go:0009986,negative,i,none,,,,,,nan,nan,"second , although the expression of cd2 increased the number of na/k-atpase in the cell surface as revealed by ouabain binding and pumping activity assay ( xref_fig ) , it inhibited ouabain induced activation of src , erk and akt ( xref_fig ) .",pmc4638348,1,100,40,1,140
pkcdelta,protein,,,,p83099,other,go:0009986,src,protein family|protein complex,,,be,src,other,go:0009986,positive,i,none,,cellosaurus:cvcl_0022,cl:cl:0000127,,uberon:uberon:2005088,nan,nan,"in this transactivation system for egfr , pkcdelta dependent activation of src , which seems to require pkcdelta phosphorylation of src on serine 12 and/or serine 48 , takes place .",pmc3709701,1,100,40,1,140
pp1,protein family|protein complex,,,,ppp1,,,egf,protein,,,uniprot,p01133,,,positive,i,none,,cellosaurus:cvcl_0045,cl:cl:0000066,,,nan,nan,"like the endothelial cell response to vegf , epithelial cells such as hek-293 formed a fak and alphavbeta5 complex in response to egf , which was blocked by the src inhibitor , pp1 ( unpublished data ) .",pmc2173263,1,100,40,1,140
cd2,protein,,,,p06729,other,go:0009986,akt,protein family|protein complex,,,be,akt,other,go:0009986,negative,i,none,,,,,,nan,nan,"second , although the expression of cd2 increased the number of na/k-atpase in the cell surface as revealed by ouabain binding and pumping activity assay ( xref_fig ) , it inhibited ouabain induced activation of src , erk and akt ( xref_fig ) .",pmc4638348,1,100,40,1,140
