Regulator Name,Regulator Type,Regulator Subtype,Regulator HGNC Symbol,Regulator Database,Regulator ID,Regulator Compartment,Regulator Compartment ID,Regulated Name,Regulated Type,Regulated Subtype,Regulated HGNC Symbol,Regulated Database,Regulated ID,Regulated Compartment,Regulated Compartment ID,Sign,Connection Type,Mechanism,Site,Cell Line,Cell Type,Tissue Type,Organism,Score,Source,Statements,Paper IDs,Evidence Score,Match Score,Kind Score,Epistemic Value,Total Score
akt,family,,,,akt,,,mtor,protein,,,uniprot,p42345,,,positive,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc6046409,pmc6046409",2,100,40,1,240
rhoa,protein,,,,p61586,,,pten,protein,,,uniprot,p60484,,,positive,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc5491373,pmc5491373",2,100,40,1,240
inositol,simplechemical,,,,892,,,pi3k,protein,,,be,pi3k,,,negative,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc2777864,pmc4515857",2,100,40,1,240
ubiquitin,protein,,,,p0cg47,,,pten,protein,,,uniprot,p60484,,,positive,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc5491373,pmc5491373",2,100,40,1,240
bcr,protein,,,,p11274,,,pten,protein,,,uniprot,p60484,,,positive,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc4329810,pmc4329810",2,100,40,1,240
nedd4,protein,,,,p46934,,,pten,protein,,,uniprot,p60484,,,positive,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc5491373,pmc5491373",2,100,40,1,240
ptpl1,protein,,,,q12923,,,pten,protein,,,uniprot,p60484,,,negative,i,,,,,,,nan,nan,nan,pmc5974425,1,100,40,1,140
hausp inhibitors,simplechemical,,,,uaz29279,,,pten,protein,,,uniprot,p60484,,,positive,i,,,,,,,nan,nan,nan,pmc4691678,1,100,40,1,140
ptk6,protein,,,,q13882,,,pten,protein,,,uniprot,p60484,,,positive,i,,,,,,,nan,nan,nan,pmc5688148,1,100,40,1,140
bmi1,protein,,,,p35226,,,pten,protein,,,uniprot,p60484,,,positive,i,,,,,,,nan,nan,nan,pmc2777864,1,100,40,1,140
catalase,protein,,,,p04040,,,pten,protein,,,uniprot,p60484,,,negative,i,,,,,,,nan,nan,nan,pmc3606387,1,100,40,1,140
cell proliferation,bioprocess,,,,go:0008283,,,pten,protein,,,uniprot,p60484,,,negative,i,,,,,,,nan,nan,nan,pmc5688649,1,100,40,1,140
slug,protein,,,,o43623,,,pten,protein,,,uniprot,p60484,,,negative,i,,,,,,,nan,nan,nan,pmc6046409,1,100,40,1,140
doxycycline,simplechemical,,,,54684461,,,pten,protein,,,uniprot,p60484,,,positive,i,,,,,,,nan,nan,nan,pmc5974425,1,100,40,1,140
pip,protein,,,,o95861,,,pi3k,protein,,,be,pi3k,,,negative,i,,,,,,,nan,nan,nan,pmc4515857,1,100,40,1,140
p110,family,,,,pi3k_p110,,,pten,protein,,,uniprot,p60484,,,negative,i,,,,,,,nan,nan,nan,pmc3978343,1,100,40,1,140
ros,simplechemical,,,,chebi:26523,,,pten,protein,,,uniprot,p60484,,,positive,i,,,,,,,nan,nan,nan,pmc4396696,1,100,40,1,140
ros,simplechemical,,,,chebi:26523,,,pten,protein,,,uniprot,p60484,,,negative,i,,,,,,,nan,nan,nan,pmc3606387,1,100,40,1,140
result,simplechemical,,,,4594,,,er,protein,,,uniprot,p03372,,,positive,i,,,,,,,nan,nan,nan,pmc6485588,1,100,40,1,140
hdaci,protein,,,,uaz12872,,,pten,protein,,,uniprot,p60484,,,positive,i,,,,,,,nan,nan,nan,pmc4351423,1,100,40,1,140
eg5,protein,,,,p52732,,,pten,protein,,,uniprot,p60484,,,negative,i,,,,,,,nan,nan,nan,pmc4980451,1,100,40,1,140
fak,protein,,,,q05397,,,pi3k,protein,,,be,pi3k,,,negative,i,,,,,,,nan,nan,nan,pmc6313102,1,100,40,1,140
rapamycin,simplechemical,,,,5284616,,,mtor,protein,,,uniprot,p42345,,,negative,i,,,,,,,nan,nan,nan,pmc3775430,1,100,40,1,140
hu,protein,,,,uaz02371,,,pten,protein,,,uniprot,p60484,,,positive,i,,,,,,,nan,nan,nan,pmc4499867,1,100,40,1,140
phosphatase,family,,,,pf15698,,,pten,protein,,,uniprot,p60484,,,positive,i,,,,,,,nan,nan,nan,pmc4515857,1,100,40,1,140
p-rex2a,protein,,,,uaz29162,,,pip3,simplechemical,,,hmdb,hmdb10147,,,negative,i,,,,,,,nan,nan,nan,pmc3978343,1,100,40,1,140
p-akt,family,,,,akt,,,pten-sh,protein,,,uniprot,p60484,,,positive,i,,,,,,,nan,nan,nan,pmc4933753,1,100,40,1,140
nucleolin,protein,,,,p19338,,,pten,protein,,,uniprot,p60484,,,positive,i,,,,,,,nan,nan,nan,pmc5376652,1,100,40,1,140
nep,protein,,,,p08473,,,pten,protein,,,uniprot,p60484,,,positive,i,,,,,,,nan,nan,nan,pmc3978343,1,100,40,1,140
ndrg2,protein,,,,q9un36,,,pi3k,protein,,,be,pi3k,,,positive,i,,,,,,,nan,nan,nan,pmc4515857,1,100,40,1,140
myc,protein,,,,p01106,,,pten,protein,,,uniprot,p60484,,,negative,i,,,,,,,nan,nan,nan,pmc4329810,1,100,40,1,140
mtorc2,protein,,,,mtorc2,,,pten,protein,,,uniprot,p60484,,,positive,i,,,,,,,nan,nan,nan,pmc4945751,1,100,40,1,140
mtorc2,protein,,,,mtorc2,,,pten,protein,,,uniprot,p60484,,,negative,i,,,,,,,nan,nan,nan,pmc4945751,1,100,40,1,140
p53,protein,,,,p04637,,,pten,protein,,,uniprot,p60484,,,positive,i,,,,,,,nan,nan,nan,pmc4329810,1,100,40,1,140
phosphatase,family,,,,pf15698,,,pten,protein,,,uniprot,p60484,,,negative,i,,,,,,,nan,nan,nan,pmc5376652,1,100,40,1,140
mir-21,protein,,,,uaz10720,,,pten,protein,,,uniprot,p60484,,,negative,i,,,,,,,nan,nan,nan,pmc4515857,1,100,40,1,140
inositol,simplechemical,,,,892,,,ca,simplechemical,,,pubchem,271,,,positive,i,,,,,,,nan,nan,nan,pmc3978343,1,100,40,1,140
pten fish,protein,,,,uaz29094,,,pten,protein,,,uniprot,p60484,,,negative,i,,,,,,,nan,nan,nan,pmc5630353,1,100,40,1,140
pten-l,protein,,,,uaz29191,,,pten,protein,,,uniprot,p60484,,,positive,i,,,,,,,nan,nan,nan,pmc5725211,1,100,40,1,140
pten-long,protein,,,,uaz29138,,,pi3k,protein,,,be,pi3k,,,negative,i,,,,,,,nan,nan,nan,pmc3978343,1,100,40,1,140
phosphate,simplechemical,,,,1061,,,pi3k,protein,,,be,pi3k,,,negative,i,,,,,,,nan,nan,nan,pmc2777864,1,100,40,1,140
ly294002,simplechemical,,,,3973,,,pi3k,protein,,,be,pi3k,,,negative,i,,,,,,,nan,nan,nan,pmc5650370,1,100,40,1,140
pten-sh-3p21,protein,,,,uaz29311,,,pten,protein,,,uniprot,p60484,,,negative,i,,,,,,,nan,nan,nan,pmc4933753,1,100,40,1,140
kcl,simplechemical,,,,4873,,,pten,protein,,,uniprot,p60484,,,positive,i,,,,,,,nan,nan,nan,pmc4740767,1,100,40,1,140
iodide,simplechemical,,,,30165,,,pten,protein,,,uniprot,p60484,,,positive,i,,,,,,,nan,nan,nan,pmc4945751,1,100,40,1,140
insulin,protein,,,,p01308,,,pi3k,protein,,,be,pi3k,,,positive,i,,,,,,,nan,nan,nan,pmc6046409,1,100,40,1,140
smad4,protein,,,,q13485,,,pten,protein,,,uniprot,p60484,,,negative,i,,,,,,,nan,nan,nan,pmc5784229,1,100,40,1,140
bmi1,protein,,,,p35226,,,pip3,simplechemical,,,hmdb,hmdb10147,,,negative,i,,,,,,,nan,nan,nan,pmc2777864,1,100,40,1,140
p-rex2a,protein,,,,uaz29162,,,pten,protein,,,uniprot,p60484,,,negative,i,,,,,,,nan,nan,nan,pmc3978343,1,100,40,1,140
sprout homolog 2,protein,,,,uaz29606,,,pten,protein,,,uniprot,p60484,,,positive,i,,,,,,,nan,nan,nan,pmc4515857,1,100,40,1,140
arsenic trioxide,simplechemical,,,,545,,,pten,protein,,,uniprot,p60484,,,negative,i,,,,,,,nan,nan,nan,pmc4691678,1,100,40,1,140
apc3,protein,,,,p30260,,,pten,protein,,,uniprot,p60484,,,positive,i,,,,,,,nan,nan,nan,pmc4980451,1,100,40,1,140
start,family,,,,pf01852,,,pten,protein,,,uniprot,p60484,,,positive,i,,,,,,,nan,nan,nan,pmc5376652,1,100,40,1,140
atxn3,protein,,,,p54252,,,pten,protein,,,uniprot,p60484,,,negative,i,,,,,,,nan,nan,nan,pmc4351423,1,100,40,1,140
aph,protein,,,,p13798,,,pten,protein,,,uniprot,p60484,,,positive,i,,,,,,,nan,nan,nan,pmc4499867,1,100,40,1,140
atxn3,protein,,,,p54252,,,pten,protein,,,uniprot,p60484,,,positive,i,,,,,,,nan,nan,nan,pmc4351423,1,100,40,1,140
spry2,protein,,,,o43597,,,pten,protein,,,uniprot,p60484,,,positive,i,,,,,,,nan,nan,nan,pmc4515857,1,100,40,1,140
akt,family,,,,akt,,,pi3k,protein,,,be,pi3k,,,positive,i,,,,,,,nan,nan,nan,pmc4351423,1,100,40,1,140
pten,gene,,,,p60484,,,pi3k,protein,,,be,pi3k,,,negative,i,,,,,,,nan,nan,nan,pmc5706501,1,100,40,1,140
proliferation,bioprocess,,,,go:0008283,,,pten,protein,,,uniprot,p60484,,,negative,i,,,,,,,nan,nan,nan,pmc4329810,1,100,40,1,140
bcr-abl,protein,,,,uaz00142,,,pten,protein,,,uniprot,p60484,,,negative,i,,,,,,,nan,nan,nan,pmc4691678,1,100,40,1,140
tgfβ,family,,,,uaz00333,,,pten,protein,,,uniprot,p60484,,,positive,i,,,,,,,nan,nan,nan,pmc4714667,1,100,40,1,140
prl,protein,,,,p01236,,,pten,protein,,,uniprot,p60484,,,negative,i,,,,,,,nan,nan,nan,pmc4092105,1,100,40,1,140
akt,family,,,,akt,,,mammalian target of rapamycin,protein,,,uniprot,p42345,,,positive,i,,,,,,,nan,nan,nan,pmc4092105,1,100,40,1,140
sts,protein,,,,p08842,,,pten,protein,,,uniprot,p60484,,,positive,i,,,,,,,nan,nan,nan,pmc4396696,1,100,40,1,140
snail,family,,,,ipr029795,,,pten,protein,,,uniprot,p60484,,,negative,i,,,,,,,nan,nan,nan,pmc6046409,1,100,40,1,140
pten,protein,,,,p60484,,,pi3k,protein,,,be,pi3k,,,negative,i,,,,,,,"nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan","nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan","nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan","pmc4351423,pmc4396696,pmc4329810,pmc4700475,pmc5070632,pmc5070632,pmc5688148,pmc6025732,pmc4515857,pmc5650370,pmc6046409,pmc6046409",12,10,5,1,125
pten,protein,,,,p60484,,,bmi1,protein,,,uniprot,p35226,,,negative,i,,,,,,,"nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan","nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan","nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan","pmc2777864,pmc2777864,pmc2777864,pmc2777864,pmc2777864,pmc2777864,pmc2777864,pmc2777864,pmc2777864,pmc2777864,pmc2777864,pmc2777864,pmc2777864,pmc2777864,pmc2777864,pmc2777864,pmc2777864,pmc2777864",18,1,40,1,58
pten,protein,,,,p60484,,,phosphatase,family,,,pfam,pf15698,,,negative,i,,,,,,,"nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan","nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan","nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan","pmc2777864,pmc2777864,pmc2777864,pmc2777864,pmc2777864,pmc4329810,pmc4743836,pmc5491373,pmc5491373,pmc5376652,pmc5376652,pmc4515857",12,1,40,1,52
pten,protein,,,,p60484,,,proliferation,bioprocess,,,go,go:0008283,,,negative,i,,,,,,,"nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan","nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan","nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan","pmc3606387,pmc3606387,pmc4092105,pmc4092105,pmc4329810,pmc4329810,pmc5491373,pmc5491373,pmc5376652,pmc5688649,pmc5688649",11,1,40,1,51
pten,protein,,,,p60484,,,apoptosis,bioprocess,,,go,go:0006915,,,positive,i,,,,,,,"nan,nan,nan,nan,nan,nan,nan,nan,nan,nan","nan,nan,nan,nan,nan,nan,nan,nan,nan,nan","nan,nan,nan,nan,nan,nan,nan,nan,nan,nan","pmc3606387,pmc3606387,pmc4396696,pmc5070632,pmc5070632,pmc5070632,pmc5070632,pmc5070632,pmc5070632,pmc6313102",10,1,40,1,50
pten,protein,,,,p60484,,,pten,protein,,,uniprot,p60484,,,negative,i,,,,,,,"nan,nan,nan,nan","nan,nan,nan,nan","nan,nan,nan,nan","pmc4329810,pmc5630353,pmc4836157,pmc5725211",4,10,10,1,50
pten,protein,,,,p60484,,,ptk6,protein,,,uniprot,q13882,,,negative,i,,,,,,,"nan,nan,nan,nan,nan,nan,nan,nan,nan","nan,nan,nan,nan,nan,nan,nan,nan,nan","nan,nan,nan,nan,nan,nan,nan,nan,nan","pmc5688148,pmc5688148,pmc5688148,pmc5688148,pmc5688148,pmc5688148,pmc5688148,pmc5688148,pmc5688148",9,1,40,1,49
pten,protein,,,,p60484,,,akt,family,,,be,akt,,,negative,i,,,,,,,"nan,nan,nan,nan,nan,nan,nan,nan","nan,nan,nan,nan,nan,nan,nan,nan","nan,nan,nan,nan,nan,nan,nan,nan","pmc2777864,pmc3606387,pmc3606387,pmc4396696,pmc5070632,pmc6025732,pmc5650370,pmc6046409",8,1,40,1,48
pten,protein,,,,p60484,,,emt,protein,,,uniprot,o75751,,,positive,i,,,,,,,"nan,nan,nan,nan,nan,nan,nan,nan","nan,nan,nan,nan,nan,nan,nan,nan","nan,nan,nan,nan,nan,nan,nan,nan","pmc4714667,pmc4714667,pmc4714667,pmc4714667,pmc4714667,pmc4714667,pmc4836157,pmc4836157",8,1,40,1,48
pten,protein,,,,p60484,,,cell proliferation,bioprocess,,,go,go:0008283,,,negative,i,,,,,,,"nan,nan,nan,nan,nan,nan,nan","nan,nan,nan,nan,nan,nan,nan","nan,nan,nan,nan,nan,nan,nan","pmc3606387,pmc4092105,pmc4396696,pmc4329810,pmc5070632,pmc5376652,pmc5784229",7,1,40,1,47
pten,protein,,,,p60484,,,cell proliferation,bioprocess,,,go,go:0008283,,,positive,i,,,,,,,"nan,nan,nan,nan,nan,nan,nan","nan,nan,nan,nan,nan,nan,nan","nan,nan,nan,nan,nan,nan,nan","pmc5491373,pmc5491373,pmc5491373,pmc5491373,pmc5491373,pmc5491373,pmc4515857",7,1,40,1,47
pten,protein,,,,p60484,,,emt,protein,,,uniprot,o75751,,,negative,i,,,,,,,"nan,nan,nan,nan,nan,nan","nan,nan,nan,nan,nan,nan","nan,nan,nan,nan,nan,nan","pmc4836157,pmc4836157,pmc4836157,pmc4836157,pmc4836157,pmc4836157",6,1,40,1,46
pten,protein,,,,p60484,,,cell cycle,bioprocess,,,go,go:0007049,,,negative,i,,,,,,,"nan,nan,nan,nan,nan","nan,nan,nan,nan,nan","nan,nan,nan,nan,nan","pmc4499867,pmc5070632,pmc5070632,pmc6313102,pmc6046409",5,1,40,1,45
pten,protein,,,,p60484,,,invasion,bioprocess,,,mesh,d009361,,,negative,i,,,,,,,"nan,nan,nan,nan","nan,nan,nan,nan","nan,nan,nan,nan","pmc3723640,pmc4743836,pmc4743836,pmc4743836",4,1,40,1,44
pten,protein,,,,p60484,,,angiogenesis,bioprocess,,,go,go:0001525,,,negative,i,,,,,,,"nan,nan,nan,nan","nan,nan,nan,nan","nan,nan,nan,nan","pmc4743836,pmc4743836,pmc5070632,pmc5070632",4,1,40,1,44
pten,protein,,,,p60484,,,cell migration,bioprocess,,,go,go:0016477,,,negative,i,,,,,,,"nan,nan,nan,nan","nan,nan,nan,nan","nan,nan,nan,nan","pmc4329810,pmc5491373,pmc5491373,pmc6025732",4,1,40,1,44
pten,protein,,,,p60484,,,mtorc2,protein,,,be,mtorc2,,,negative,i,,,,,,,"nan,nan,nan,nan","nan,nan,nan,nan","nan,nan,nan,nan","pmc4945751,pmc4945751,pmc4945751,pmc4945751",4,1,40,1,44
pten,protein,,,,p60484,,,apoptosis,bioprocess,,,go,go:0006915,,,negative,i,,,,,,,"nan,nan,nan,nan","nan,nan,nan,nan","nan,nan,nan,nan","pmc3606387,pmc3606387,pmc3606387,pmc5070632",4,1,40,1,44
pten,protein,,,,p60484,,,htert promoter,protein,,,uaz,uaz28885,,,negative,i,,,,,,,"nan,nan,nan","nan,nan,nan","nan,nan,nan","pmc2777864,pmc2777864,pmc2777864",3,1,40,1,43
pten,protein,,,,p60484,,,insulin,protein,,,uniprot,p01308,,,negative,i,,,,,,,"nan,nan,nan","nan,nan,nan","nan,nan,nan","pmc6046409,pmc6046409,pmc6046409",3,1,40,1,43
pi3k,protein,,,,pi3k,,,cell proliferation,bioprocess,,,go,go:0008283,,,positive,i,,,,,,,"nan,nan,nan","nan,nan,nan","nan,nan,nan","pmc4301912,pmc5376652,pmc4515857",3,1,40,1,43
pten,protein,,,,p60484,,,tgfβ,family,,,uaz,uaz00333,,,negative,i,,,,,,,"nan,nan,nan","nan,nan,nan","nan,nan,nan","pmc4714667,pmc4714667,pmc4714667",3,1,40,1,43
pten,protein,,,,p60484,,,transcription,bioprocess,,,go,go:0006351,,,negative,i,,,,,,,"nan,nan,nan","nan,nan,nan","nan,nan,nan","pmc5376652,pmc5376652,pmc5376652",3,1,40,1,43
pten,protein,,,,p60484,,,p-akt,family,,,be,akt,,,negative,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc5376652,pmc5376652",2,1,40,1,42
pten,protein,,,,p60484,,,smc,family,,,interpro,ipr024704,,,positive,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc3606387,pmc3606387",2,1,40,1,42
pten,protein,,,,p60484,,,luciferase,protein,,,uniprot,p08659,,,negative,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc5376652,pmc5376652",2,1,40,1,42
pi3k,protein,,,,pi3k,,,cell growth,bioprocess,,,go,go:0016049,,,positive,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc4396696,pmc5376652",2,1,40,1,42
pten,protein,,,,p60484,,,localization,bioprocess,,,go,go:0051179,,,positive,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc5491373,pmc5491373",2,1,40,1,42
pi3k,protein,,,,pi3k,,,cell survival,bioprocess,,,mesh,d002470,,,positive,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc4351423,pmc5376652",2,1,40,1,42
pten,protein,,,,p60484,,,cell death,bioprocess,,,go,go:0008219,,,positive,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc3775430,pmc4329810",2,1,40,1,42
pten,protein,,,,p60484,,,phosphatase,family,,,pfam,pf15698,,,positive,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc3978343,pmc4714667",2,1,40,1,42
pten-sh,protein,,,,p60484,,,ap-1,protein,,,be,ap1,,,positive,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc4933753,pmc4933753",2,1,40,1,42
pten,protein,,,,p60484,,,cell growth,bioprocess,,,go,go:0016049,,,negative,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc6202462,pmc6046409",2,1,40,1,42
pip3,simplechemical,,,,hmdb10147,,,cell migration,bioprocess,,,go,go:0016477,,,positive,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc5491373,pmc5491373",2,1,40,1,42
pten,protein,,,,p60484,,,mir-30a-3p,protein,,,uaz,uaz11671,,,negative,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc5688649,pmc5688649",2,1,40,1,42
pip3,simplechemical,,,,hmdb10147,,,pi3-kinase,protein,,,be,pi3k,,,negative,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc5491373,pmc5491373",2,1,40,1,42
pip3,simplechemical,,,,hmdb10147,,,proliferation,bioprocess,,,go,go:0008283,,,positive,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc5491373,pmc5491373",2,1,40,1,42
pten,protein,,,,p60484,,,cdk inhibitors,simplechemical,,,uaz,uaz06969,,,positive,i,,,,,,,nan,nan,nan,pmc5784229,1,1,40,1,41
pten,protein,,,,p60484,,,mtorc1/2 inhibitors,simplechemical,,,uaz,uaz29708,,,negative,i,,,,,,,nan,nan,nan,pmc4945751,1,1,40,1,41
pten,protein,,,,p60484,,,casein kinase ii,protein,,,be,ck2,,,positive,i,,,,,,,nan,nan,nan,pmc4691678,1,1,40,1,41
pten,protein,,,,p60484,,,differentiation,bioprocess,,,go,go:0030154,,,negative,i,,,,,,,nan,nan,nan,pmc4092105,1,1,40,1,41
pip3,simplechemical,,,,hmdb10147,,,vegf,protein,,,uniprot,p15692,,,positive,i,,,,,,,nan,nan,nan,pmc5070632,1,1,40,1,41
pten,protein,,,,p60484,,,phosphate,simplechemical,,,pubchem,1061,,,positive,i,,,,,,,nan,nan,nan,pmc4301912,1,1,40,1,41
pten,protein,,,,p60484,,,cell death,bioprocess,,,go,go:0008219,,,negative,i,,,,,,,nan,nan,nan,pmc4515857,1,1,40,1,41
pten,protein,,,,p60484,,,nedd4-1,protein,,,uniprot,p46934,,,positive,i,,,,,,,nan,nan,nan,pmc4396696,1,1,40,1,41
pten,protein,,,,p60484,,,p16 ink4a,protein,,,uniprot,p42771,,,positive,i,,,,,,,nan,nan,nan,pmc6046409,1,1,40,1,41
pten,protein,,,,p60484,,,pc,protein,,,uniprot,o00592,,,negative,i,,,,,,,nan,nan,nan,pmc3723640,1,1,40,1,41
pten,protein,,,,p60484,,,pca,simplechemical,,,pubchem,7097402,,,positive,i,,,,,,,nan,nan,nan,pmc3775430,1,1,40,1,41
pten,protein,,,,p60484,,,cell migration,bioprocess,,,go,go:0016477,,,positive,i,,,,,,,nan,nan,nan,pmc6025732,1,1,40,1,41
pten,protein,,,,p60484,,,cell viability,bioprocess,,,mesh,d002470,,,negative,i,,,,,,,nan,nan,nan,pmc4092105,1,1,40,1,41
pten,protein,,,,p60484,,,chk1,protein,,,uniprot,o14757,,,negative,i,,,,,,,nan,nan,nan,pmc4499867,1,1,40,1,41
pten,protein,,,,p60484,,,pi3k-akt-mtor,protein,,,uaz,uaz00166,,,negative,i,,,,,,,nan,nan,nan,pmc5376652,1,1,40,1,41
pten,protein,,,,p60484,,,cyclin,gene,,,uniprot,p12004,,,negative,i,,,,,,,nan,nan,nan,pmc4092105,1,1,40,1,41
pten,protein,,,,p60484,,,pole,protein,,,uniprot,q07864,,,negative,i,,,,,,,nan,nan,nan,pmc4980451,1,1,40,1,41
pten,protein,,,,p60484,,,pole,protein,,,uniprot,q07864,,,positive,i,,,,,,,nan,nan,nan,pmc4980451,1,1,40,1,41
pten,protein,,,,p60484,,,cytochrome c oxidase,protein,,,be,cox,,,positive,i,,,,,,,nan,nan,nan,pmc4396696,1,1,40,1,41
pten,protein,,,,p60484,,,mtorc1,protein,,,be,mtorc1,,,positive,i,,,,,,,nan,nan,nan,pmc3978343,1,1,40,1,41
pi3k,protein,,,,pi3k,,,"1,3-bis(2-chloroethyl)-1-nitrosourea",simplechemical,,,pubchem,2578,,,positive,i,,,,,,,nan,nan,nan,pmc4515857,1,1,40,1,41
pten,protein,,,,p60484,,,mitosis,bioprocess,,,go,go:0007067,,,negative,i,,,,,,,nan,nan,nan,pmc5070632,1,1,40,1,41
pten,protein,,,,p60484,,,doxycycline,simplechemical,,,pubchem,54684461,,,positive,i,,,,,,,nan,nan,nan,pmc5974425,1,1,40,1,41
pi3k,protein,,,,pi3k,,,proliferation,bioprocess,,,go,go:0008283,,,positive,i,,,,,,,nan,nan,nan,pmc4396696,1,1,40,1,41
pi3k,protein,,,,pi3k,,,pyruvate dehydrogenase kinase,family,,,be,pdk,,,positive,i,,,,,,,nan,nan,nan,pmc4515857,1,1,40,1,41
pi3k,protein,,,,pi3k,,,srebp,protein,,,uaz,uaz27815,,,negative,i,,,,,,,nan,nan,nan,pmc6046409,1,1,40,1,41
pten,protein,,,,p60484,,,dna repair,bioprocess,,,go,go:0006281,,,positive,i,,,,,,,nan,nan,nan,pmc6046409,1,1,40,1,41
pten,protein,,,,p60484,,,dna replication,bioprocess,,,go,go:0006260,,,negative,i,,,,,,,nan,nan,nan,pmc4499867,1,1,40,1,41
pten,protein,,,,p60484,,,integrin,protein,,,uniprot,p08648,,,negative,i,,,,,,,nan,nan,nan,pmc5070632,1,1,40,1,41
