Regulator Name,Regulator Type,Regulator Subtype,Regulator HGNC Symbol,Regulator Database,Regulator ID,Regulator Compartment,Regulator Compartment ID,Regulated Name,Regulated Type,Regulated Subtype,Regulated HGNC Symbol,Regulated Database,Regulated ID,Regulated Compartment,Regulated Compartment ID,Sign,Connection Type,Mechanism,Site,Cell Line,Cell Type,Tissue Type,Organism,Score,Source,Statements,Paper IDs,Evidence Score,Match Score,Kind Score,Epistemic Value,Total Score
torin1,chemical,,,,49836027,,,mtor,protein,,,uniprot,p42345,,,negative,i,none,,cellosaurus:cvcl_0030,,,,"nan,nan","nan,nan","strikingly , while torin1 inhibition of mtor was maintained for 15hours , tfeb re-inactivation began 1.5 hours following torin1 treatment and required 15hours to inactive approximately 50 % of the population , compared to 100 % inactivation by fresh fm at 0.5 hours .,strikingly , while torin1 inhibition of mtor was maintained for 15hours , tfeb re-inactivation began 1.5 hours following torin1 treatment and required 15hours to inactive approximately 50 % of the population , compared to 100 % inactivation by fresh fm at 0.5 hours .","pmc4896000,pmc4896000",2,100,40,1,240
cdk7,protein,,,,p50613,,,cdk4,protein,,,uniprot,p11802,,,positive,i,phosphorylation,,cellosaurus:cvcl_0291,,,,"nan,nan","nan,nan","whether both cdk4 and cdk6 phosphorylations are catalyzed by cdk7 remains unclear .,whether both cdk4 and cdk6 phosphorylations are catalyzed by cdk7 remains unclear .","pmc3667761,pmc3667761",2,100,40,1,240
atr,protein,,,,p20848,,,chk1,protein,,,uniprot,o14757,,,positive,i,none,,,,,,"nan,nan","nan,nan","the transducer proteins include the kinases atm and atm- and rad3 related ( atr ) ; atm and atr phosphorylates and thereby activates the checkpoint kinases chk1 and chk2 , which control hur cytoplasmic abundance and rna binding , respectively .,after dna damage or replication stress claspin is phosphorylated by chk1 , an event that is required for a claspin-chk1 interaction and subsequent full activation of chk1 by atr , in another example of the network nature of the ddr [ xref_bibr - xref_bibr ] .","pmc2925474,pmc2954851",2,100,40,1,240
cdk7,protein,,,,p50613,,,cdk4,protein,,,uniprot,p11802,,,positive,i,phosphorylation,,,,,,"nan,nan","nan,nan","whereas continuous treatment with cr8 abolished cdk4 activation ( xref_fig ) , cdk7 inhibition and roscovitine inhibited cdk4 activity ( not shown ) and phosphorylation in 1 h , but cr8 did not ( xref_supplementary ) .,whereas continuous treatment with cr8 abolished cdk4 activation ( xref_fig ) , cdk7 inhibition and roscovitine inhibited cdk4 activity ( not shown ) and phosphorylation in 1 h , but cr8 did not ( xref_supplementary ) .","pmc3667761,pmc3667761",2,100,40,1,240
cdk7,protein,,,,p50613,,,p21,protein,,,uniprot,p38936,,,negative,i,none,,,,,,"nan,nan","nan,nan","in addition to having an initial acute effect on t172 phosphorylation of cdk4 , cdk7 inhibition induced an increased association of p21 to cyclin d-cdk4 complexes , which might have been caused by reduction of the main phosphorylation of p21 at s130 .,in addition to having an initial acute effect on t172 phosphorylation of cdk4 , cdk7 inhibition induced an increased association of p21 to cyclin d-cdk4 complexes , which might have been caused by reduction of the main phosphorylation of p21 at s130 .","pmc3667761,pmc3667761",2,100,40,1,240
cdk7,protein,,,,p50613,,,p21,protein,,,uniprot,p38936,,,positive,i,none,,,,,,"nan,nan","nan,nan","importantly , inhibition of cdk7 by 1-nmpp1 prevented the appearance of the main and minor ( multi ) phosphorylated forms of p21 ( xref_fig ; xref_supplementary ) .,importantly , inhibition of cdk7 by 1-nmpp1 prevented the appearance of the main and minor ( multi ) phosphorylated forms of p21 ( xref_fig ; xref_supplementary ) .","pmc3667761,pmc3667761",2,100,40,1,240
cdk7,protein,,,,p50613,,,p21,protein,,,uniprot,p38936,,,positive,i,phosphorylation,,,,,,"nan,nan","nan,nan","cdk4 activation correlates with s130 phosphorylation of p21 , which is prevented by cdk7 inhibition .,cdk4 activation correlates with s130 phosphorylation of p21 , which is prevented by cdk7 inhibition .","pmc3667761,pmc3667761",2,100,40,1,240
beta-catenin,protein,,,,p35222,,,gsk3beta,protein,,,uniprot,p49841,,,positive,i,none,,uaz:cvcl_9115,cl:cl:2000042,,,"nan,nan","nan,nan","we next validated the role of gsk3beta y216 in wnt and beta-catenin signaling in gsk3beta knockout ( ko ) mefs ( mouse embryonic fibroblasts ) .,we next validated the role of gsk3beta y216 in wnt and beta-catenin signaling in gsk3beta knockout ( ko ) mefs ( mouse embryonic fibroblasts ) .","pmc4558782,pmc4558782",2,100,40,1,240
fak,protein,,,,q05397,,,rac1,protein,,,uniprot,p63000,,,positive,d,phosphorylation,,,,,,"nan,nan","nan,nan","moreover , rac1 is phosphorylated at 64 y by fak and src kinases , potentially playing a role in the regulation of cell spreading [ xref_bibr ] .,moreover , rac1 is phosphorylated at 64 y by fak and src kinases , potentially playing a role in the regulation of cell spreading [ xref_bibr ] .","pmc4729484,pmc4729484",2,100,40,1,240
ptc2,protein,,,,q9y6c5,,,rad53,protein,,,uniprot,o96017,,,negative,i,none,,cellosaurus:cvcl_6353,,,,"nan,nan","nan,nan","the pp2c phosphatases ptc2 and ptc3 as well as the type 2a phosphatase pph3 have all been shown to negatively regulate rad53 under different circumstances .,the pp2c phosphatases ptc2 and ptc3 as well as the type 2a phosphatase pph3 have all been shown to negatively regulate rad53 under different circumstances .","pmc2954851,pmc2954851",2,100,40,1,240
ets1,protein,,,,p14921,,,erk2,protein,,,uniprot,p28482,,,positive,i,none,,,,,,"nan,nan","nan,nan","activated erk1 and erk2 can phosphorylate a variety of nuclear substrates such as the transcription factors elk-1 , ets1 and sap1a , and also cytosolic targets such as phospholipase a2 , and s6 kinase p90 rsk among others ( widmann et al , 1999 ) .,activated erk1 and erk2 can phosphorylate a variety of nuclear substrates such as the transcription factors elk-1 , ets1 and sap1a , and also cytosolic targets such as phospholipase a2 , and s6 kinase p90 rsk among others ( widmann et al , 1999 ) .","pmc2409626,pmc2409626",2,100,40,1,240
ikkbeta,protein,,,,o14920,,,tsc1,protein,,,uniprot,q92574,,,positive,d,phosphorylation,,,,,,"nan,nan","nan,nan","it has been described that ikkbeta ( inhibitor of nuclear factor kappab ( nfkappab ) kinase beta ) , a major downstream kinase in the tnfalpha signalling pathway , phosphorylates tsc1 at ser487 and ser511 , leading to the inhibition of tsc1 and tsc2 complex formation and mtorc1 activation [ xref_bibr ] .,it has been described that ikkbeta ( inhibitor of nuclear factor kappab ( nfkappab ) kinase beta ) , a major downstream kinase in the tnfalpha signalling pathway , phosphorylates tsc1 at ser487 and ser511 , leading to the inhibition of tsc1 and tsc2 complex formation and mtorc1 activation [ xref_bibr ] .","pmc3291999,pmc3291999",2,100,40,1,240
nras,protein,,,,p01111,,,braf,protein,,,uniprot,p15056,,,positive,i,none,,,,,,"nan,nan","nan,nan","in over 40 % of cases this is due to activating mutations in the serine threonine kinase braf , and in a further 20 % this is caused by mutations in nras .,in over 40 % of cases this is due to activating mutations in the serine threonine kinase braf , and in a further 20 % this is caused by mutations in nras .","pmc3378628,pmc3378628",2,100,40,1,240
ets1,protein,,,,p14921,,,erk1,protein,,,uniprot,p27361,,,positive,i,none,,,,,,"nan,nan","nan,nan","activated erk1 and erk2 can phosphorylate a variety of nuclear substrates such as the transcription factors elk-1 , ets1 and sap1a , and also cytosolic targets such as phospholipase a2 , and s6 kinase p90 rsk among others ( widmann et al , 1999 ) .,activated erk1 and erk2 can phosphorylate a variety of nuclear substrates such as the transcription factors elk-1 , ets1 and sap1a , and also cytosolic targets such as phospholipase a2 , and s6 kinase p90 rsk among others ( widmann et al , 1999 ) .","pmc2409626,pmc2409626",2,100,40,1,240
bax,protein,,,,q07812,,,p53,protein,,,uniprot,p04637,,,negative,i,none,,,cl:cl:0002224,,,"nan,nan","nan,nan","inhibition of pp1 , but not pp2a , with okadaic acid induced the p53 target bax and , consequently , apoptosis in rabbit lens epithelial cells [ xref_bibr ] .,inhibition of pp1 , but not pp2a , with okadaic acid induced the p53 target bax and , consequently , apoptosis in rabbit lens epithelial cells [ xref_bibr ] .","pmc2954851,pmc2954851",2,100,40,1,240
elk-1,protein,,,,p19419,,,erk2,protein,,,uniprot,p28482,,,positive,i,none,,,,,,"nan,nan","nan,nan","activated erk1 and erk2 can phosphorylate a variety of nuclear substrates such as the transcription factors elk-1 , ets1 and sap1a , and also cytosolic targets such as phospholipase a2 , and s6 kinase p90 rsk among others ( widmann et al , 1999 ) .,activated erk1 and erk2 can phosphorylate a variety of nuclear substrates such as the transcription factors elk-1 , ets1 and sap1a , and also cytosolic targets such as phospholipase a2 , and s6 kinase p90 rsk among others ( widmann et al , 1999 ) .","pmc2409626,pmc2409626",2,100,40,1,240
sorafenib,chemical,,,,216239,,,gsk-3beta,protein,,,uniprot,p49841,,,positive,i,none,,,,,,"nan,nan","nan,nan","the multi-kinase inhibitor sorafenib induced gsk-3beta which actually provides a survival signal in melanoma cells .,the multi-kinase inhibitor sorafenib induced gsk-3beta which actually provides a survival signal in melanoma cells .","pmc4102778,pmc4102778",2,100,40,1,240
elk-1,protein,,,,p19419,,,erk1,protein,,,uniprot,p27361,,,positive,i,none,,,,,,"nan,nan","nan,nan","activated erk1 and erk2 can phosphorylate a variety of nuclear substrates such as the transcription factors elk-1 , ets1 and sap1a , and also cytosolic targets such as phospholipase a2 , and s6 kinase p90 rsk among others ( widmann et al , 1999 ) .,activated erk1 and erk2 can phosphorylate a variety of nuclear substrates such as the transcription factors elk-1 , ets1 and sap1a , and also cytosolic targets such as phospholipase a2 , and s6 kinase p90 rsk among others ( widmann et al , 1999 ) .","pmc2409626,pmc2409626",2,100,40,1,240
brca1,protein,,,,p38398,other,go:0005694,chk2,protein,,,uniprot,o96017,other,go:0005694,positive,i,none,,,,,,"nan,nan","nan,nan","brca1 is a direct target of chk2 in the mitotic pathway and , coherently , a fraction of chk2 and brca1 is localized on the centrosomes .,brca1 is a direct target of chk2 in the mitotic pathway and , coherently , a fraction of chk2 and brca1 is localized on the centrosomes .","pmc4296918,pmc4296918",2,100,40,1,240
cak,protein,,,,p50613,cytoplasm,go:0005737,cdk4,protein,,,uniprot,p11802,cytoplasm,go:0005737,positive,d,phosphorylation,,,,,,"nan,nan","nan,nan","this might suggest that constitutive cak ( cdk7 ) complexes could not be instrumental in the regulated phosphorylation of cdk4 .,this might suggest that constitutive cak ( cdk7 ) complexes could not be instrumental in the regulated phosphorylation of cdk4 .","pmc1647274,pmc1647274",2,100,40,1,240
c-flip,protein,,,,o15519,,,caspase 8,protein,,,uniprot,q14790,,,negative,i,none,,,cl:cl:0000676,,,"nan,nan","nan,nan","moreover , the suppression of c-flip due to inhibition of translation initiation complex by 3-awa enhanced fas trafficking , bid and caspase 8 cleavage .,moreover , the suppression of c-flip due to inhibition of translation initiation complex by 3-awa enhanced fas trafficking , bid and caspase 8 cleavage .","pmc4700468,pmc4700468",2,100,40,1,240
ccar2,protein,,,,q8n163,,,chk2,protein,,,uniprot,o96017,,,positive,i,none,,cellosaurus:cvcl_0042,,,,"nan,nan","nan,nan","as reported in the graphs , chk2 knockdown , in ccar2 +/+ cells , induced a significant accumulation of cells with > 60 foci and an increase in the average number of foci in the remaining cells , but this effect was not additive with that induced by ccar2 ablation .,as reported in the graphs , chk2 knockdown , in ccar2 +/+ cells , induced a significant accumulation of cells with > 60 foci and an increase in the average number of foci in the remaining cells , but this effect was not additive with that induced by ccar2 ablation .","pmc4627348,pmc4627348",2,100,40,1,240
gefitinib,chemical,,,,123631,,,kras,protein,,,uniprot,p01116,,,negative,i,none,,,,,,"nan,nan","nan,nan","the results indicate that gefitinib fails to disrupt the direct interaction of kras with pi3k and raf , contributing to its resistance in kras mutant nsclc cells .,the results indicate that gefitinib fails to disrupt the direct interaction of kras with pi3k and raf , contributing to its resistance in kras mutant nsclc cells .","pmc3789171,pmc3789171",2,100,40,1,240
gefitinib,chemical,,,,123631,,,kras,protein,,,uniprot,p01116,,,negative,i,none,,cellosaurus:cvcl_0609,,,,"nan,nan","nan,nan","the results also showed that 1mum gefitinib time dependently disrupted the kras and pi3k subunit p110alpha and kras and raf complexes in calu3 cells , whereas not in calu3 kras mutant cells .,the results also showed that 1mum gefitinib time dependently disrupted the kras and pi3k subunit p110alpha and kras and raf complexes in calu3 cells , whereas not in calu3 kras mutant cells .","pmc3789171,pmc3789171",2,100,40,1,240
p90rsk-1,protein,,,,q15418,,,erk2,protein,,,uniprot,p28482,,,positive,d,phosphorylation,,,cl:cl:0000066,,uberon:uberon:0006611,"nan,nan","nan,nan","apoptosis appeared to occur through an intrinsic mechanism involving the prevention of erk2 mediated inhibition of caspase-9 and p90rsk-1 phosphorylation of the pro apoptotic protein bad .,apoptosis appeared to occur through an intrinsic mechanism involving the prevention of erk2 mediated inhibition of caspase-9 and p90rsk-1 phosphorylation of the pro apoptotic protein bad .","pmc3025971,pmc3025971",2,100,40,1,240
cdk1,protein,,,,p06493,cytoplasm,go:0005737,chk1,protein,,,uniprot,o14757,cytoplasm,go:0005737,positive,d,phosphorylation,,,,,,"nan,nan","nan,nan","as recently reported , during mitosis cdk1 phosphorylates chk1 at s286 and s301 ; the mitotic phosphorylation of chk1 is accompanied by the translocation of chk1 to the cytoplasm [ xref_bibr ] .,as recently reported , during mitosis cdk1 phosphorylates chk1 at s286 and s301 ; the mitotic phosphorylation of chk1 is accompanied by the translocation of chk1 to the cytoplasm [ xref_bibr ] .","pmc2925474,pmc2925474",2,100,40,1,240
