Regulator Name,Regulator Type,Regulator Subtype,Regulator HGNC Symbol,Regulator Database,Regulator ID,Regulator Compartment,Regulator Compartment ID,Regulated Name,Regulated Type,Regulated Subtype,Regulated HGNC Symbol,Regulated Database,Regulated ID,Regulated Compartment,Regulated Compartment ID,Sign,Connection Type,Mechanism,Site,Cell Line,Cell Type,Tissue Type,Organism,Score,Source,Statements,Paper IDs,Evidence Score,Match Score,Kind Score,Epistemic Value,Total Score
tnf,protein,,,,p01375,,,bmpr-ii,protein,,,uniprot,q13873,,,negative,i,inhibition,,,,,,"nan,nan,nan","nan,nan,nan","furthermore, tnf Œ± also promoted the production of this 60 kda band and reduction of full length bmpr-ii in rat and mouse pasmcs, human proximal pasmcs (ppasmcs), and human aortic smooth muscle cells (xref_supplementary).,of these, only tnf Œ± selectively reduced bmpr2 mrna and bmpr-ii protein in distal pasmcs (dpasmcs) and pulmonary arterial endothelial cells (paecs) (xref_fig and xref_supplementary), via nf-Œ∫ b p65 (rela; xref_supplementary).,our demonstration that tnf Œ± suppressed bmpr-ii in pulmonary vascular cells confirms reports in osteoblasts xref_bibr and aortic endothelial cells xref_bibr.","pmc5241886,pmc5241886,pmc5241886",3,0.1,39,1,39.3
tnf,protein,,,,p01375,,,bmpr2 expression,protein,,,uniprot,q13873,,,negative,i,regulation,,,,,,"nan,nan,nan","nan,nan,nan","since tnf Œ± reduces endothelial bmpr2 expression xref_bibr, we hypothesized that tnf Œ± may critically reduce bmpr2 expression in vascular cells harboring bmpr2 mutations and switch bmp signalling to recruit actr-iia and alk2, with potentially pathological consequences.,here we demonstrate that tnf Œ±, a key inflammatory mediator, reduces bmpr2 expression in vascular cells and promotes adam10/17 dependent bmpr-ii cleavage in pasmcs, releasing the soluble ectodomain which acts a ligand trap.,having demonstrated that tnf Œ± suppresses bmpr2 expression in vitro and in vivo, we questioned the impact on bmp signalling in the context of an existing bmpr2 mutation.","pmc5241886,pmc5241886,pmc5241886",3,0.1,39,1,39.3
tnf,protein,,,,p01375,,,bmp6 expression,protein,,,uniprot,p22004,,,positive,i,increaseamount,,,,,,"nan,nan","nan,nan","also, tnf Œ± increased bmp6 expression in pasmcs and hpaecs and induced acvr2a expression in hpah pasmcs.,interestingly, tnf Œ± repressed bmp2, but consistently induced bmp6 expression in dpasmcs and paecs (xref_supplementary), while other bmp ligands were unaltered (xref_supplementary).","pmc5241886,pmc5241886",2,0.1,39,1,39.2
tnf,protein,,,,p01375,,,bmpr-ii,protein,,,uniprot,q13873,,,positive,i,activation,,,,,,"nan,nan","nan,nan","tnf Œ± induces bmpr-ii extracellular domain shedding in smcs.,here we provide novel mechanistic insights into a critical interaction whereby tnf Œ± drives the development of pah by repressing vascular bmpr2 transcription and promoting bmpr-ii cleavage in pasmcs.","pmc5241886,pmc5241886",2,0.1,39,1,39.2
sema7a,protein,,,,o75326,,,fak,protein,,,uniprot,q05397,,,positive,i,activation,,,,,,"nan,nan","nan,nan","sema7a signaling through Œ≤ 1-integrin activates fak.,in the present study, we observed that sema7a induces the activation of fak in cd14 + cells.","pmc5251212,pmc5251212",2,0.1,39,1,39.2
tnf,protein,,,,p01375,,,bmpr-ii levels,protein,,,uniprot,q13873,,,negative,i,regulation,,,,,,"nan,nan","nan,nan","moreover, tnf Œ± suppresses bmpr-ii levels in aortic endothelial cells xref_bibr.,unexpectedly, in dpasmcs (xref_fig), but not paecs (xref_fig), the tnf Œ±-mediated reduction of full length bmpr-ii levels (140-150 kda) was associated with accumulation of an intracellular 60 kda product (bmpr-ii-icp), confirmed as a bmpr-ii fragment using sirna (sibmpr2; xref_supplementary).","pmc5241886,pmc5241886",2,0.1,39,1,39.2
tnf,protein,,,,p01375,,,bmp6,protein,,,uniprot,p22004,,,positive,i,activation,,,,,,"nan,nan","nan,nan","functionally, bmp2, bmp4 and bmp6 inhibited control dpasmc proliferation whereas bmp6 promoted hpah dpasmc proliferation and tnf Œ± enhanced the bmp6 responses (xref_fig).,in summary, tnf Œ± induces bmp6 and exacerbates the reduced bmpr-ii expression in hpah pasmcs, enabling bmp6 to recruit the alk2 / actr-iia receptor complex.","pmc5241886,pmc5241886",2,0.1,39,1,39.2
cftr,protein,,,,p13569,,,adam17,protein,,,uniprot,p78536,,,negative,i,activation,,,,,,"nan,nan","nan,nan","furthermore, inhibition of cftr with a small molecule (inh-172) in nci-h292 cells reportedly activates cxcl8 production in an egfr / adam17 dependent way [xref_bibr].,activation of cftr activity may help to reduce egfr / adam17 activity and resolve copd pathology [xref_bibr], but no clinical evidence for this is yet available.","pmc5818912,pmc5818912",2,0.1,39,1,39.2
tnf,protein,,,,p01375,,,acvr2a expression,protein,,,uniprot,p27037,,,positive,i,increaseamount,,,,,,"nan,nan","nan,nan","tnf Œ± enhanced acvr2a expression in hpah pasmcs without altering alk2, alk3 or alk6 expression (xref_supplementary).,also, tnf Œ± increased bmp6 expression in pasmcs and hpaecs and induced acvr2a expression in hpah pasmcs.","pmc5241886,pmc5241886",2,0.1,39,1,39.2
furin,protein,,,,p09958,,,caspase-1,protein,,,uniprot,p29466,,,positive,i,activation,,,,,,"nan,nan","nan,nan","previous data also imply a functional connection between pcsk activity and il-1 Œ≤; the proteolytic cleavage of the anthrax toxin by furin activates caspase-1 in macrophages [xref_bibr] and high levels of il-1 Œ≤ have been observed in an experimental model of arthritis in mice that were treated with a furin inhibitor [xref_bibr].,the analyses of proteolytically activated macrophage cytokines thus showed that a furin deficiency reduces the production of anti-inflammatory tgf-Œ≤ 1 but upregulates the activation of the tace and caspase-1 enzymes.","pmc5342350,pmc5342350",2,0.1,39,1,39.2
adam17,protein,,,,p78536,,,egf-r,protein,,,uniprot,p00533,,,positive,i,activation,,,,,,"nan,nan","nan,nan","as shown in xref_fig, in contrast to wt mice, milk duct development was reduced in adam17 ex/ex mice at 12 wk (xref_fig, right), indicating that ar induced milk duct formation required adam17 mediated cleavage of this egf-r ligand.,we hypothesized that the failure of intestinal epithelial cells to proliferate was caused by the fact that adam17 ex/ex mice could not cleave and thereby systemically activate ligands of the egf-r (xref_bibr).","pmc2916135,pmc2916135",2,0.1,39,1,39.2
tnf,protein,,,,p01375,,,tace,protein,,,uniprot,p78536,,,positive,i,activation,,,,,,"nan,nan","nan,nan","it has been reported tnf Œ± signalling requires irhom2 to promote trafficking and activation of tace in mammalian cells such as macrophage.,the cytokine tnf is the primary trigger of inflammation, and tnf signalling requires irhom2 to promote trafficking and activation of tace.","pmc6130561,pmc6130561",2,0.1,39,1,39.2
mmp-2,protein,,,,p08253,,,cx3cl1,protein,,,uniprot,p78423,,,positive,i,activation,,,,,,"nan,nan","nan,nan","taken together our data suggested that activated mmp-2 from hsc might modulate the activity of cx3cl1 during chronic liver injury.,accordingly we showed that activation of mmp-2 induced the release of cx3cl1 soluble peptides triggering cx3cr1 dependent signalling cascade and promoting monocytes chemotactism.","pmc3828864,pmc3828864",2,0.1,39,1,39.2
cgrp,protein,,,,p80511,,,inflammation,bioprocess,,,go,go:0006954,,,positive,i,activation,,,,,,"nan,nan","nan,nan","in summary, these findings identify the anti-inflammatory effect of cgrp in vsmcs stimulated by ang ii and suggest that adam17 is involved in the protective effect of cgrp against ang ii induced inflammation via the egfr-erk1/2 pathway in vsmcs.,however, the role of adam17 in vsmc inflammation has not been determined, nor has it been elucidated whether adam17 regulates the protective effect of cgrp against ang ii induced vsmc inflammation.","pmc6038660,pmc6038660",2,0.1,39,1,39.2
egfr,protein,,,,p00533,,,adam17,protein,,,uniprot,p78536,,,positive,i,activation,,,,,,"nan,nan","nan,nan","to illustrate the involvement of egfr in cs ⊚Öê induced adam17 ⊚Öê related shedding in ali ⊚Öê pbec, we assessed sil6r and areg shedding after starvation for growth factors, using medium devoid of egf and bovine pituitary extract (bpe).,these findings together demonstrate a critical role of egfr activation in adam17 ⊚Öê mediated basal and cs ⊚Öê induced shedding activity.","pmc5002905,pmc5002905",2,0.1,39,1,39.2
cftr,protein,,,,p13569,,,egfr,protein,,,uniprot,p00533,,,negative,i,activation,,,,,,"nan,nan","nan,nan","furthermore, inhibition of cftr with a small molecule (inh-172) in nci-h292 cells reportedly activates cxcl8 production in an egfr / adam17 dependent way [xref_bibr].,activation of cftr activity may help to reduce egfr / adam17 activity and resolve copd pathology [xref_bibr], but no clinical evidence for this is yet available.","pmc5818912,pmc5818912",2,0.1,39,1,39.2
tace,protein,,,,p78536,,,mmp9,protein,,,uniprot,p14780,,,positive,i,activation,,,,,,nan,nan,"in the present study, we found that gene silencing of tace substantially down-regulated the activities of mmp2 and mmp9, which was in accordance with a previous report that tace may promote the transcription of mmp2 xref_bibr.",pmc4677302,1,0.1,39,1,39.1
tace,protein,,,,p78536,,,ace2,protein,,,uniprot,q9byf1,,,positive,i,activation,,,,,,nan,nan,"recently, it has been reported that angiotensin ii may activate tace which induces shedding of ace2, a negative regulator of angiotensin ii, thus leaving the pro inflammatory effects of angiotensin ii unopposed xref_bibr.",pmc4677302,1,0.1,39,1,39.1
sulfate,simplechemical,,,,1117,,,egf-r,protein,,,uniprot,p00533,,,negative,i,inhibition,,,,,,nan,nan,"although the intestine of the homozygous adam17 ex/ex mice showed no overt abnormalities, the animals displayed dramatically increased susceptibility to intestinal inflammation induced by dextran sulfate sodium (dss) as a consequence of impaired egf-r ⊚Öì dependent regeneration caused by failure of shedding of egf-r ligands.",pmc2916135,1,0.1,39,1,39.1
sodium,simplechemical,,,,923,,,egf-r,protein,,,uniprot,p00533,,,negative,i,inhibition,,,,,,nan,nan,"although the intestine of the homozygous adam17 ex/ex mice showed no overt abnormalities, the animals displayed dramatically increased susceptibility to intestinal inflammation induced by dextran sulfate sodium (dss) as a consequence of impaired egf-r ⊚Öì dependent regeneration caused by failure of shedding of egf-r ligands.",pmc2916135,1,0.1,39,1,39.1
tace,protein,,,,p78536,,,neuropilin-1,protein,,,uniprot,o14786,,,negative,i,activation,,,,,,nan,nan,"in contrast to adam10, tace mediated neuropilin-1 receptor shedding was blocked by tpd in a dose dependent manner (xref_fig, line3 ⊚Öì 5) under similar conditions, reinforcing the selective inhibition of tpd towards tace but not adam10.",pmc5159831,1,0.1,39,1,39.1
stat3,protein,,,,p40763,,,il-22,protein,,,uniprot,q9gzx6,,,positive,i,activation,,,,,,nan,nan,"finally, il-22 effects the in-trans target cell that are mediated mainly by stat3, which after phosphorylation acts as a transcription factor for ahr / il-22 signaling target genes [xref_bibr].",pmc5741834,1,0.1,39,1,39.1
tace,protein,,,,p78536,,,tnf,protein,,,uniprot,p01375,,,negative,i,inhibition,,,,,,nan,nan,the failure of tace to exit the er in the absence of irhom2 prevents tnf Œ± mature and secretion.,pmc6130561,1,0.1,39,1,39.1
stat3,protein,,,,p40763,,,adam17,protein,,,uniprot,p78536,,,positive,i,activation,,,,,,nan,nan,"during the regenerative response i.e., after dss treatment, the stat3 mediated proliferative response of the intestinal epithelial cells was completely absent in adam17 ex/ex mice.",pmc2916135,1,0.1,39,1,39.1
tace,protein,,,,p78536,,,mmp2,protein,,,uniprot,p08253,,,positive,i,activation,,,,,,nan,nan,"in the present study, we found that gene silencing of tace substantially down-regulated the activities of mmp2 and mmp9, which was in accordance with a previous report that tace may promote the transcription of mmp2 xref_bibr.",pmc4677302,1,0.1,39,1,39.1
tace,protein,,,,p78536,,,tnf,protein,,,uniprot,p01375,,,positive,i,activation,,,,,,nan,nan,"given the role of irhom2 / tace signalling in tnf Œ± secretion, irhom2 may represent an attractive therapeutic target in dn.",pmc6130561,1,0.1,39,1,39.1
tace,protein,,,,p78536,,,mmp2 expression,protein,,,uniprot,p08253,,,positive,i,regulation,,,,,,nan,nan,tace shrna down-regulated tace and mmp2 expression in vitro.,pmc4677302,1,0.1,39,1,39.1
adam-10,protein,,,,o14672,,,fractalkine,protein,,,uniprot,p78423,,,positive,i,activation,,,,,,nan,nan,we previously reported adam-10 mediated fractalkine / cx3cl1 and cxcl16 secretion from ra fls.,pmc6090907,1,0.1,39,1,39.1
sema7a,protein,,,,o75326,,,integrin,protein,,,uniprot,p08648,,,positive,i,activation,,,,,,nan,nan,"to determine whether sema7a elicits integrin dependent signaling responses in cd14 + monocytes from patients with ra, we measured the level of fak phosphorylation by performing immunoblot analysis in cd14 + monocytes and thp-1 cells stimulated with sema7a or dsema7a for 1 h.",pmc5251212,1,0.1,39,1,39.1
pacs-2,protein,,,,q86vp3,,,tace,protein,,,uniprot,p78536,,,negative,i,inhibition,,,,,,nan,nan,"ablation of pacs-2 in cells impairs the cell surface availability of tace, reducing substrate cleavage (xref_bibr).",pmc6042963,1,0.1,39,1,39.1
mmp7,protein,,,,p09237,,,tnf,protein,,,uniprot,p01375,,,positive,i,activation,,,,,,nan,nan,mmp7 had previously been shown to induce tnf Œ±-release in a model of herniated disc resorption.,pmc3721467,1,0.1,39,1,39.1
mpo,protein,,,,p05164,,,hypochlorous acid,simplechemical,,,pubchem,24341,,,positive,i,activation,,,,,,nan,nan,myeloperoxidase (mpo) catalyzes the reaction of h 2 o 2 to highly oxidizing and microbicidal hypochlorous acid (hocl) and hypobromous acid.,pmc5651112,1,0.1,39,1,39.1
myeloperoxidase,protein,,,,p05164,,,hypochlorous acid,simplechemical,,,pubchem,24341,,,positive,i,activation,,,,,,nan,nan,myeloperoxidase (mpo) catalyzes the reaction of h 2 o 2 to highly oxidizing and microbicidal hypochlorous acid (hocl) and hypobromous acid.,pmc5651112,1,0.1,39,1,39.1
neuropilin-1,protein,,,,o14786,,,adam10,protein,,,uniprot,o14672,,,negative,i,activation,,,,,,nan,nan,"in contrast to adam10, tace mediated neuropilin-1 receptor shedding was blocked by tpd in a dose dependent manner (xref_fig, line3 ⊚Öì 5) under similar conditions, reinforcing the selective inhibition of tpd towards tace but not adam10.",pmc5159831,1,0.1,39,1,39.1
nox1,protein,,,,q9y5s8,,,adam17,protein,,,uniprot,p78536,,,positive,i,activation,,,,,,nan,nan,"in hepatocytes, src activates nox1, which in turn activates adam17 that releases tgf Œ± for the stimulation of the egfr [xref_bibr].",pmc5651112,1,0.1,39,1,39.1
olr1,protein,,,,p78380,,,ch25h,protein,,,uniprot,o95992,,,negative,i,inhibition,,,,,,nan,nan,"these findings were accompanied by the repression of the genes ch25h, olr1 and arg1, which are typically induced in alternatively activated macrophages [xref_bibr].",pmc5342350,1,0.1,39,1,39.1
p53,protein,,,,p04637,,,adam17 expression,protein,,,uniprot,p78536,,,positive,i,increaseamount,,,,,,nan,nan,"previous studies suggested that tnf-Œ± and wild-type p53 up-regulate adam17 expression (xref_bibr, xref_bibr), but further studies are needed to determine regulators of adam17 in intestinal inflammation.",pmc4816818,1,0.1,39,1,39.1
pegfr,protein,,,,p00533,,,adam17,protein,,,uniprot,p78536,,,negative,i,regulation,,,,,,nan,nan,"when caco-2 and ls174t cells were transfected with sirnas for adam17 (siadam17 # 1 and siadam17 # 2) or control non silencing sirna, adam17 targeting sirnas effectively reduced the level of adam17 and pegfr when compared to non silencing control (xref_fig a).",pmc4816818,1,0.1,39,1,39.1
sema7a,protein,,,,o75326,,,inflammation,bioprocess,,,go,go:0006954,,,positive,i,activation,,,,,,nan,nan,"these findings indicate that sema7a as a potent activator of t cells and monocytes in the immune response contributes to the inflammation and progression of ra, suggesting its therapeutic potential in the treatment of ra.",pmc5251212,1,0.1,39,1,39.1
ripk3,protein,,,,q9y572,,,phosphorylates mlkl,protein,,,uniprot,q8nb16,,,positive,d,complex,,,,,,nan,nan,active ripk3 then interacts with and phosphorylates mlkl.,pmc5849186,1,0.1,39,1,39.1
ripk3,protein,,,,q9y572,,,phosphorylation of mlkl,protein,,,uniprot,q8nb16,,,positive,i,regulation,,,,,,nan,nan,"the authors demonstrated that ripk3 mediated phosphorylation of mlkl was required for formation of a complex between pmlkl and adam10 (or adam9, when adam10 was knocked down), and speculated that this complex is required for the necroptotic activation of adam9 and adam10.",pmc5849186,1,0.1,39,1,39.1
sdc1,protein,,,,p18827,,,cell migration,bioprocess,,,go,go:0016477,,,negative,i,activation,,,,,,nan,nan,cell surface sdc1 is thought to promote cell adhesion to the ecm and reduce cancer cell migration.,pmc5688260,1,0.1,39,1,39.1
sdc1,protein,,,,p18827,,,il6 and il6r levels,protein,,,uniprot,p05231,,,positive,i,increaseamount,,,,,,nan,nan,knockdown of sdc1 with sirna in mda-mb-231 cells reduced cancer stem cell pools significantly and lowered il6 and il6r levels which resulted in a decrease in stat3 signaling [xref_bibr].,pmc5688260,1,0.1,39,1,39.1
sdc1,protein,,,,p18827,,,il6r levels,protein,,,uniprot,p40189,,,positive,i,increaseamount,,,,,,nan,nan,knockdown of sdc1 with sirna in mda-mb-231 cells reduced cancer stem cell pools significantly and lowered il6 and il6r levels which resulted in a decrease in stat3 signaling [xref_bibr].,pmc5688260,1,0.1,39,1,39.1
timp-3,protein,,,,p35625,,,adam10,protein,,,uniprot,o14672,,,negative,i,inhibition,,,,,,nan,nan,"furthermore, the differential inhibition of adam17 by the two timps is useful to distinguish the action of adam17 from that of adam10, whose activity can be inhibited by both timp-3 and timp-1 [xref_bibr].",pmc1976612,1,0.1,39,1,39.1
sema7a,protein,,,,o75326,,,cia,protein,,,uniprot,q9hcd5,,,positive,i,activation,,,,,,nan,nan,blocking of sema7a attenuates cia.,pmc5251212,1,0.1,39,1,39.1
timp-1,protein,,,,p01033,,,adam10,protein,,,uniprot,o14672,,,negative,i,inhibition,,,,,,nan,nan,"furthermore, the differential inhibition of adam17 by the two timps is useful to distinguish the action of adam17 from that of adam10, whose activity can be inhibited by both timp-3 and timp-1 [xref_bibr].",pmc1976612,1,0.1,39,1,39.1
tissue inhibitor of metalloproteinases-3,protein,,,,p35625,,,adam17,protein,,,uniprot,p78536,,,positive,i,activation,,,,,,nan,nan,"it has been speculated previously that tissue inhibitor of metalloproteinases-3 (timp-3), which is the natural inhibitor of adam17, may contribute to increased death of immature oligodendrocytes via adam17 in a cerebral ischemia model.",pmc3877539,1,0.1,39,1,39.1
timp1,protein,,,,p01033,,,adam10,protein,,,uniprot,o14672,,,negative,i,inhibition,,,,,,nan,nan,"both timp1 and timp2 have been shown to inhibit numerous mmps; however timp1 has no effect on mmp-14, the main activator of mmp-2 and blocks adam10 [xref_bibr].",pmc3828864,1,0.1,39,1,39.1
tnf,protein,,,,p01375,,,phosphorylation of mlkl and ripk3,protein,,,uniprot,q8nb16,,,positive,d,phosphorylation,,,,,,nan,nan,"consistent with these findings, murine embryonic fibroblasts derived from adam17 ex/ex mice were protected from tumor necrosis factor (tnf)-induced necroptosis and failed to show phosphorylation of mlkl and ripk3 after induction of necroptosis by tnf, revealing a novel, undescribed role of the protease adam17 in necroptosis.",pmc5849186,1,0.1,39,1,39.1
tnf,protein,,,,p01375,,,bmpr2 and bmp2 expression,protein,,,uniprot,q13873,,,negative,i,decreaseamount,,,,,,nan,nan,"collectively, these data demonstrate that tnf Œ± reduces bmpr2 and bmp2 expression, but increases bmp6 expression in pulmonary vascular cells.",pmc5241886,1,0.1,39,1,39.1
tnf,protein,,,,p01375,,,bmpr2 expression,protein,,,uniprot,q13873,,,negative,i,decreaseamount,,,,,,nan,nan,"since tnf Œ± reduces endothelial bmpr2 expression xref_bibr, we hypothesized that tnf Œ± may critically reduce bmpr2 expression in vascular cells harboring bmpr2 mutations and switch bmp signalling to recruit actr-iia and alk2, with potentially pathological consequences.",pmc5241886,1,0.1,39,1,39.1
tnf,protein,,,,p01375,,,inflammation,bioprocess,,,go,go:0006954,,,positive,i,activation,,,,,,nan,nan,"the cytokine tnf is the primary trigger of inflammation, and tnf signalling requires irhom2 to promote trafficking and activation of tace.",pmc6130561,1,0.1,39,1,39.1
