index,Regulator Name,Regulator Type,Regulator Subtype,Regulator HGNC Symbol,Regulator Database,Regulator ID,Regulator Compartment,Regulator Compartment ID,Regulated Name,Regulated Type,Regulated Subtype,Regulated HGNC Symbol,Regulated Database,Regulated ID,Regulated Compartment,Regulated Compartment ID,Sign,Connection Type,Mechanism,Site,Cell Line,Cell Type,Tissue Type,Organism,Score,Source,Statements,Paper IDs,Evidence Score,Match Score,Kind Score,Epistemic Value,Total Score
252,dna-pkcs,protein,,,,p78527,other,go:0005813,chk2,protein,,,uniprot,o96017,other,go:0005813,positive,d,phosphorylation,,cellosaurus:cvcl_0291,,,,nan,nan,"in hela cells , upon dna damage , ku70/80 drives dna-pkcs to phosphorylate scd of chk2 on centrosomes , kinetochores , and midbodies , stabilizing centrosomes and spindle formation in an unknown way and preventing mitotic catastrophe .",pmc4296918,1,100,40,1,140
246,cytochrome c,protein,,,,p99999,,,apoptosis,biologicalprocess,,,go,go:0006915,,,negative,i,none,,,,,,nan,nan,"quercitin decreased primary tumor growth , increased apoptosis by mitochondrial depolarization , cytochrome c release , caspase 3 activation , and inhibition of nf-kappab activation .",pmc149420,1,100,40,1,140
689,reggamma,protein,,,,p61289,,,p53,protein,,,uniprot,p04637,,,positive,i,acetylation,,cellosaurus:cvcl_0042,,,,nan,nan,"the potential role played by reggamma in dbc1 dependent inhibition of sirt1 was analyzed in dbc1 overexpressing u2os cells transfected with sirna against reggamma or a control sequence , and the results showed that reggamma depletion reduces the dbc1 dependent increase in p53 acetylation .",pmc4245943,1,100,40,1,140
245,cytochrome c,protein,,,,p99999,mitochondria,go:0005739,caspase-9,protein,,,uniprot,p55211,mitochondria,go:0005739,positive,i,none,,,,,,nan,nan,"caspase-9 , a mitochondria mediated initiation caspase , is directly activated by apaf-1 and cytochrome c and triggers activation of execution caspases 3 , 6 , and 7 , leading to dna fragmentation and cell death .",pmc3039802,1,100,40,1,140
688,redox factor 1,protein,,,,p27695,,,p53,protein,,,uniprot,p04637,,,positive,i,none,,,,,,nan,nan,deppert and co-workers showed that bi-functional redox factor 1 ( ref-1 ) enhances the specific dna binding of p53 by promoting association of dimers into tetramers and de-stacking of higher order oligomers into the tetrameric form . ++++ deppert and co-workers showed that bi-functional redox factor 1 ( ref-1 ) enhances the specific dna binding of p53 by promoting association of dimers into tetramers and de-stacking of higher order oligomers into the tetrameric form .,pmc2817464,1,100,40,1,140
685,rap,protein,,,,p30533,,,mtor,protein,,,uniprot,p42345,,,negative,i,none,,cellosaurus:cvcl_0459,,,,nan,nan,"compared with ly294002 , which inhibits autophagy by the inhibition of class iii pi3k xref_bibr , and rap , which inhibits mtor but has a negative feedback on akt xref_bibr , pd decreased the activation of rapamycin on p-akt ( ser473 ) . ++++ we further investigated the effect of pd on the pi3k/akt/mtor/p70s6k/4ebp1 pathway compared with ly294002 ( an inhibitor of pi3k ) and rap ( an inhibitor of mtor ) xref_bibr , xref_bibr .",pmc4466411,1,100,40,1,140
658,ptc2,protein,,,,q9y6c5,,,rad53,protein,,,uniprot,o96017,,,negative,i,none,,cellosaurus:cvcl_6353,,,,nan,nan,the pp2c phosphatases ptc2 and ptc3 as well as the type 2a phosphatase pph3 have all been shown to negatively regulate rad53 under different circumstances .,pmc2954851,1,100,40,1,140
653,ppargamma,protein,,,,p37231,,,tsc2,protein,,,uniprot,p49815,,,positive,i,phosphorylation,,,,,,nan,nan,"we found that the ppargamma ligand rosiglitazone stimulated the phosphorylation of tsc2 at serine 1254 , but not threonine 1462 .",pmc1892639,1,100,40,1,140
284,elk-1,protein,,,,p19419,,,erk2,protein,,,uniprot,p28482,,,positive,i,none,,,,,,nan,nan,"activated erk1 and erk2 can phosphorylate a variety of nuclear substrates such as the transcription factors elk-1 , ets1 and sap1a , and also cytosolic targets such as phospholipase a2 , and s6 kinase p90 rsk among others ( widmann et al , 1999 ) .",pmc2409626,1,100,40,1,140
243,cytochrome c,protein,,,,p99999,mitochondria,go:0005739,caspase-3,protein,,,uniprot,p42574,mitochondria,go:0005739,positive,i,none,,,cl:cl:0002319,,uberon:uberon:0000105,nan,nan,"second , addition of cytochrome c failed to induce caspase-9 activation , caspase-3 processing , or parp cleavage in extracts from cells expressing active akt .",pmc2185587,1,100,40,1,140
652,ppargamma,protein,,,,p37231,,,tsc2,protein,,,uniprot,p49815,,,positive,i,none,,,,,,nan,nan,"we found that ppargamma ligands activate tsc2 , which , in turn , inhibits mtor signaling in nsclc cells through ppargamma independent pathways .",pmc1892639,1,100,40,1,140
295,erlotinib,chemical,,,,176870,,,egfr,protein,,,uniprot,p00533,,,negative,i,phosphorylation,,cellosaurus:cvcl_0248,,,,nan,nan,"the erlotinib treatment blocked the phosphorylation of egfr , temporally inhibited s6 phosphorylation but had no effect on 4e-bp1 phosphorylation ( xref_fig ) .",pmc3750018,1,100,40,1,140
296,ets1,protein,,,,p14921,,,erk1,protein,,,uniprot,p27361,,,positive,i,none,,,,,,nan,nan,"activated erk1 and erk2 can phosphorylate a variety of nuclear substrates such as the transcription factors elk-1 , ets1 and sap1a , and also cytosolic targets such as phospholipase a2 , and s6 kinase p90 rsk among others ( widmann et al , 1999 ) .",pmc2409626,1,100,40,1,140
297,ets1,protein,,,,p14921,,,erk2,protein,,,uniprot,p28482,,,positive,i,none,,,,,,nan,nan,"activated erk1 and erk2 can phosphorylate a variety of nuclear substrates such as the transcription factors elk-1 , ets1 and sap1a , and also cytosolic targets such as phospholipase a2 , and s6 kinase p90 rsk among others ( widmann et al , 1999 ) .",pmc2409626,1,100,40,1,140
651,ppargamma,protein,,,,p37231,,,mammalian target of rapamycin,protein,,,uniprot,p42345,,,positive,i,none,,,,,,nan,nan,"the mechanisms responsible for this effect remain incompletely elucidated , but ppargamma ligands appear to inhibit the mammalian target of rapamycin ( mtor ) pathway .",pmc1892639,1,100,40,1,140
650,ppargamma,protein,,,,p37231,,,mammalian target of rapamycin,protein,,,uniprot,p42345,,,negative,i,none,,cellosaurus:cvcl_0023,cl:cl:0000255,,uberon:uberon:0000468,nan,nan,we have reported that ppargamma agonists inhibit nsclc proliferation by inhibiting the mammalian target of rapamycin ( mtor ) signaling pathway through ppargamma dependent and -independent mechanisms [ xref_bibr ] .,pmc1892639,1,100,40,1,140
638,pp242,chemical,,,,24905147,,,mtor,protein,,,uniprot,p42345,,,positive,i,none,,,,,,nan,nan,"the second generation of mtor inhibitors such as pp242 targets mtor kinase ; thus , they are capable of inhibiting both mtorc1 and mtorc2 .",pmc3750018,1,100,40,1,140
637,pp242,chemical,,,,24905147,,,mtor,protein,,,uniprot,p42345,,,negative,i,none,,,,,,nan,nan,"the inhibition of mtor by pp242 and pp30 also resulted in loss of akt phosphorylation at t308 , but significantly higher doses of pp242 and pp30 were required to inhibit t308 as compared with s473 ( xref_fig a and xref_fig b ) . ++++ pp242 and pp30 inhibit mtor in vitro with half-maximal inhibitory concentrations ( ic 50 values ) of 8 nm and 80 nm , respectively . ++++ as expected for active-site inhibitors , pp242 and pp30 inhibit mtor in both mtorc1 and mtorc2 ( xref_supplementary ) .",pmc2637922,1,100,40,1,140
307,fak,protein,,,,q05397,,,integrin,protein,,,uniprot,p08648,,,positive,i,none,,,,,,nan,nan,fak is found in focal contacts where it promotes downstream integrin mediated signals .,pmc2173263,1,100,40,1,140
308,fak,protein,,,,q05397,,,kras,protein,,,uniprot,p01116,,,positive,i,none,,,,,uberon:uberon:0000062,nan,nan,"however , pharmacologic inhibition of fak kinase activity suppressed kras driven lung adenocarcinomas , suggesting an involvement of fak kinase activity in kras driven lung cancer .",pmc4558782,1,100,40,1,140
636,pp242,chemical,,,,24905147,,,egfr,protein,,,uniprot,p00533,,,positive,i,phosphorylation,,cellosaurus:cvcl_4w74 ++++ cellosaurus:cvcl_0248,,,,nan,nan,"pp242 treatment increases egfr phosphorylation . ++++ taken together , these results suggest that pp242 treatment increases egfr phosphorylation through a pi3k independent pathway .",pmc3750018,1,100,40,1,140
632,polo-like kinase-3,protein,,,,q9h4b4,other,go:0005813,chk2,protein,,,uniprot,o96017,other,go:0005813,positive,d,phosphorylation,,,,,,nan,nan,"in addition , upon dna damage , polo like kinase-3 ( plk3 ) , which phosphorylates chk2 at s62 ( in the scd ) and at s73 , and the dna mismatch repair protein msh2 , which interacts with chk2 at sites of damage , facilitate atm mediated phosphorylation of t68 and promote chk2 activation . ++++ in addition , upon dna damage , polo like kinase-3 ( plk3 ) , which phosphorylates chk2 at s62 ( in the scd ) and at s73 , and the dna mismatch repair protein msh2 , which interacts with chk2 at sites of damage , facilitate atm mediated phosphorylation of t68 and promote chk2 activation .",pmc4296918,1,100,40,1,140
244,cytochrome c,protein,,,,p99999,mitochondria,go:0005739,caspase-9,protein,,,uniprot,p55211,mitochondria,go:0005739,positive,i,none,,,cl:cl:0002319,,uberon:uberon:0000105,nan,nan,"second , addition of cytochrome c failed to induce caspase-9 activation , caspase-3 processing , or parp cleavage in extracts from cells expressing active akt .",pmc2185587,1,100,40,1,140
242,cytochrome c,protein,,,,p99999,cytoplasm,go:0005737,caspase-9,protein,,,uniprot,p55211,cytoplasm,go:0005737,positive,i,none,,,,,,nan,nan,"since caspase-9 is the initiator caspase for cleaving and activating caspase-3 , we examined whether caspase-9 activation by cytochrome c and datp was inhibited in extracts prepared from akt-stable lines ( xref_fig d ) . ++++ caspase-9 activity assays showed that activation of caspase-9 by cytochrome c and datp was inhibited in extracts prepared from akt-stable lines compared with those in vector-control cell extracts , indicating that expressing active akt effectively inhibits the cytochrome c initiated caspase activation cascade .",pmc2185587,1,100,40,1,140
312,fas,protein,,,,p25445,mitochondria,go:0005739,apoptosis,biologicalprocess,,,go,go:0006915,mitochondria,go:0005739,positive,i,none,,,,,,nan,nan,"in fas induced apoptosis , oligomerization of the fas receptor leads to recruitment of fadd and subsequent caspase-8 activation ( nagata 1997 ) .",pmc2185587,1,100,40,1,140
692,rheb,protein,,,,q15382,other,go:0016020,mtor,protein,,,uniprot,p42345,other,go:0016020,positive,i,none,,,,,,nan,nan,"rheb , in its gtp bound state , can activate mtor .",pmc2361102,1,100,40,1,140
164,cdk6,protein,,,,q00534,,,p21,protein,,,uniprot,p38936,,,positive,d,phosphorylation,,cellosaurus:cvcl_0291,,,,nan,nan,"we observed that cdk4 and cdk6 , associated with cyclin d3 and cyclin d1 , also phosphorylated p21 complexed with d-type cyclins and cdk4 in vitro ( xref_fig ; xref_supplementary ) .",pmc3667761,1,100,40,1,140
168,cdk7,protein,,,,p50613,,,p21,protein,,,uniprot,p38936,,,negative,i,none,,,,,,nan,nan,"in addition to having an initial acute effect on t172 phosphorylation of cdk4 , cdk7 inhibition induced an increased association of p21 to cyclin d-cdk4 complexes , which might have been caused by reduction of the main phosphorylation of p21 at s130 .",pmc3667761,1,100,40,1,140
169,cdk7,protein,,,,p50613,,,p21,protein,,,uniprot,p38936,,,positive,i,none,,,,,,nan,nan,"importantly , inhibition of cdk7 by 1-nmpp1 prevented the appearance of the main and minor ( multi ) phosphorylated forms of p21 ( xref_fig ; xref_supplementary ) .",pmc3667761,1,100,40,1,140
170,cdk7,protein,,,,p50613,,,p21,protein,,,uniprot,p38936,,,positive,i,phosphorylation,,,,,,nan,nan,"cdk4 activation correlates with s130 phosphorylation of p21 , which is prevented by cdk7 inhibition .",pmc3667761,1,100,40,1,140
753,sp-a,protein,,,,p48023,other,go:0018995,insulin,protein,,,uniprot,p01308,other,go:0018995,positive,d,transcription,,cellosaurus:cvcl_1561,cl:cl:0000082,,uberon:uberon:0008826,nan,nan,"insulin decreased sp-a gene transcription in human lung epithelial cells within 1 hour . ++++ insulin inhibited human sp-a gene transcription at every time-point tested , even as early as after 1 hour of insulin treatment . ++++ our studies are suggestive that insulin inhibits sp-a gene transcription via the pi 3-kinase pathway in lung epithelial cells , specifically via the rapamycin sensitive activation of p70 s6 kinase . ++++ insulin does not activate p44/42 mapk and does not inhibit sp-a gene transcription via the mapk pathway .",pmc150512,1,100,40,1,140
749,smrt,protein,,,,q9y618,,,p53,protein,,,uniprot,p04637,,,negative,d,dephosphorylation,,,,,,nan,nan,"in particular , smrt dependent repression of the protein phosphatase wip1 , a major regulator of checkpoint response that de-phosphorylates chk2 , atm , p53 and p38 xref_bibr , is fundamental for caspase activation after dna damage by modulating the oscillatory frequency of chk2 activation .",pmc3656868,1,100,40,1,140
748,smrt,protein,,,,q9y618,,,fos,proteinfamilyproteincomplex,,,be,fos_family,,,negative,i,none,,,,,,nan,nan,"as shown in xref_fig , smrt limited cddp dependent activation of fos and ppm1d and exhibited a repressive function on smad7 , srpk2 , bcl2l11 and max , as their inhibition by cddp was lost in the cells transfected with smrt sirna .",pmc3656868,1,100,40,1,140
747,smrt,protein,,,,q9y618,,,chk2,protein,,,uniprot,o96017,,,negative,d,dephosphorylation,,,,,,nan,nan,"in particular , smrt dependent repression of the protein phosphatase wip1 , a major regulator of checkpoint response that de-phosphorylates chk2 , atm , p53 and p38 xref_bibr , is fundamental for caspase activation after dna damage by modulating the oscillatory frequency of chk2 activation .",pmc3656868,1,100,40,1,140
746,smrt,protein,,,,q9y618,,,checkpoint kinase 2,protein,,,uniprot,o96017,,,negative,i,none,,,,,,nan,nan,the co-repressor smrt delays dna damage induced caspase activation by repressing pro apoptotic genes and modulating the dynamics of checkpoint kinase 2 activation .,pmc3656868,1,100,40,1,140
745,smrt,protein,,,,q9y618,,,caspase 3,protein,,,uniprot,p42574,,,negative,i,none,,cellosaurus:cvcl_0042,,,,nan,nan,"to confirm activation of caspase 3 by smrt sirna , a western blot was performed on u2os protein extracts with an antibody which specifically recognized the 17-kda and 19-kda cleavage products of caspase 3 , showing increased caspase 3 cleavage when smrt was knocked-down ( xref_fig ) .",pmc3656868,1,100,40,1,140
744,smrt,protein,,,,q9y618,,,atm,protein,,,uniprot,q13315,,,negative,d,dephosphorylation,,,,,,nan,nan,"in particular , smrt dependent repression of the protein phosphatase wip1 , a major regulator of checkpoint response that de-phosphorylates chk2 , atm , p53 and p38 xref_bibr , is fundamental for caspase activation after dna damage by modulating the oscillatory frequency of chk2 activation .",pmc3656868,1,100,40,1,140
728,sfn,protein,,,,p31947,,,pten,protein,,,uniprot,p60484,,,positive,i,transcription,,cellosaurus:cvcl_0480,,,,nan,nan,sfn induces pten expression and inhibits akt phosphorylation in pancreatic cancer panc-1 cells .,pmc2915986,1,100,40,1,140
727,sfn,protein,,,,p31947,mitochondria,go:0005739,pten,protein,,,uniprot,p60484,mitochondria,go:0005739,positive,i,none,,cellosaurus:cvcl_0480,,,,nan,nan,"in order to understand a relationship between pten and akt in sfn induced apoptosis , we measured the expression of pten and phosphorylation status of akt in cells treated with sfn .",pmc2915986,1,100,40,1,140
726,sfn,protein,,,,p31947,mitochondria,go:0005739,caspase-3,protein,,,uniprot,p42574,mitochondria,go:0005739,positive,i,none,,cellosaurus:cvcl_0428,,,,nan,nan,"however , a relatively high dose of sfn was required to activate caspase-3 in hs 766t cells compared to other pancreatic cancer cell lines . ++++ sfn induced caspase-3 activity in panc-1 , mia paca-2 , hs 766t and aspc-1 cells .",pmc2915986,1,100,40,1,140
724,sb203580,chemical,,,,176155,other,go:0005773,craf,protein,,,uniprot,p04049,other,go:0005773,negative,i,none,,cellosaurus:cvcl_0320,,,,nan,nan,sb203580 was previously shown to inhibit braf and craf in vitro ( 31 ) .,pmc3154272,1,100,40,1,140
723,sb203580,chemical,,,,176155,other,go:0005773,braf,protein,,,uniprot,p15056,other,go:0005773,negative,i,none,,cellosaurus:cvcl_0320,,,,nan,nan,sb203580 was previously shown to inhibit braf and craf in vitro ( 31 ) .,pmc3154272,1,100,40,1,140
716,salt,chemical,,,,5234,,,egfr,protein,,,uniprot,p00533,,,positive,d,phosphorylation,,,,,,nan,nan,"reinehr et al. [ xref_bibr ] described that , in hydrophobic bile salt induced apoptosis of hepatocytes , yes , a src family ptk , associates with and phosphorylates egfr on y845 , and contributes to activation of the cd95/fas/apo-1-dependent death pathway .",pmc3709701,1,100,40,1,140
223,ciap-2,protein,,,,q13489,plasma membrane,go:0005886,apoptosis,biologicalprocess,,,go,go:0006915,plasma membrane,go:0005886,negative,i,none,,,cl:cl:0000255,,,nan,nan,the apoptosis inhibitor ciap-2 and birc3 also had increased staining intensity with increasing pathology grade .,pmc1325242,1,100,40,1,140
705,runx3,protein,,,,q13761,,,src,proteinfamilyproteincomplex,,,be,src,,,positive,i,none,,cellosaurus:cvcl_0045 ++++ cellosaurus:cvcl_m383,,,,nan,nan,"together , these results demonstrate that runx3 is a direct target of src . ++++ although we have evidence that runx3 is a target of src ( xref_fig ) , our results do not rule out the possibility that another tyrosine kinase , activated by src , could also phosphorylate runx3 .",pmc2843174,1,100,40,1,140
702,rsk1,protein,,,,q15418,other,go:0016020,tsc2,protein,,,uniprot,p49815,other,go:0016020,positive,d,phosphorylation,,,cl:cl:0000066,,uberon:uberon:0000105,nan,nan,"it is also established that rsk1 phosphorylates tsc2 xref_bibr , inhibiting its tumor suppressor function by activating the mtor signaling pathway and promoting translation .",pmc3187934,1,100,40,1,140
701,rpl11,protein,,,,p62913,other,go:0005654,tumor suppressor p53,protein,,,uniprot,p04637,other,go:0005654,positive,i,none,,cellosaurus:cvcl_0042,,,,nan,nan,"this triggers protein stabilization of the tumor suppressor p53 , leading to cell cycle arrest , senescence , or apoptosis mediated by p53 's transcriptional targets .",pmc4216640,1,100,40,1,140
696,rig-i,protein,,,,o95786,nucleus,go:0005634,stat3,protein,,,uniprot,p40763,nucleus,go:0005634,negative,i,phosphorylation,,,,,,nan,nan,"the hypothesis was confirmed by the co-immunoprecipitation and immunofluorescence assays , which showed that the physical interaction between rig-i and phospho-src resulted in little or no binding between stat3 and phospho-src and that elevated rig-i inhibited the phosphorylation of stat3 and its translocation to the nucleus ( xref_fig and xref_fig ) .",pmc4923948,1,100,40,1,140
234,cyclin,protein,,,,p12004,,,e2f1,protein,,,uniprot,q01094,,,negative,i,none,,,,,,nan,nan,increased e2f1 luciferase activity by galectin-3 overexpression was reversed by cyclin d1 or cdk4 ( xref_fig ) .,pmc4211374,1,100,40,1,140
235,cyclin,protein,,,,p12004,,,e2f1,protein,,,uniprot,q01094,,,positive,i,none,,,,,,nan,nan,"moreover , the e2f1 luciferase activity was decreased by the depletion of galectin-3 , cyclin d1 , or cdk4 ( xref_fig ) .",pmc4211374,1,100,40,1,140
695,rig-i,protein,,,,o95786,nucleus,go:0005634,phospho-src,protein,,,uniprot,p12931,nucleus,go:0005634,negative,i,phosphorylation,,,,,,nan,nan,"the hypothesis was confirmed by the co-immunoprecipitation and immunofluorescence assays , which showed that the physical interaction between rig-i and phospho-src resulted in little or no binding between stat3 and phospho-src and that elevated rig-i inhibited the phosphorylation of stat3 and its translocation to the nucleus ( xref_fig and xref_fig ) .",pmc4923948,1,100,40,1,140
693,rhoa,protein,,,,p61586.p,nucleus,go:0005634,rac1,protein,,,uniprot,p63000,nucleus,go:0005634,positive,i,phosphorylation,,,,,,nan,nan,"these data indicate that rhoa phosphorylation by erk does not target rhoa to the nucleus , in contrast to rac1 phosphorylation by erk .",pmc4729484,1,100,40,1,140
238,cyclin,protein,,,,p12004,,,p21,protein,,,uniprot,p38936,,,positive,d,phosphorylation,,,,,,nan,nan,"as analyzed in xref_fig and xref_supplementary , cyclin e1-cdk2 and cyclin d3-cdk4 phosphorylated unbound p21 at both s130 and s98 but not at t57 ( the patterns were not affected by the t57a mutation ) , whereas only s130 was phosphorylated by cyclin a2-cdk2 . ++++ as analyzed in xref_fig and xref_supplementary , cyclin e1-cdk2 and cyclin d3-cdk4 phosphorylated unbound p21 at both s130 and s98 but not at t57 ( the patterns were not affected by the t57a mutation ) , whereas only s130 was phosphorylated by cyclin a2-cdk2 .",pmc3667761,1,100,40,1,140
473,mig6,protein,,,,q9ujm3,,,egf,protein,,,uniprot,p01133,,,negative,i,none,,cellosaurus:cvcl_6788,,,,nan,nan,mig6 inhibits egf signaling to akt and erk1/2 in mutant nras melanoma cells .,pmc4789776,1,100,40,1,140
240,cyclin,protein,,,,p12004,,,rb1,protein,,,uniprot,p06400,,,positive,d,phosphorylation,,,,,,nan,nan,"a peptide bearing the 84-103 ( daaregflatlvvhragar ) sequence of p16 ink4a that interacts with cdk4 and cdk6 was found to inhibit phosphorylation of rb1 by cdk4 and cyclin d1 in vitro , and block cell cycle progression when fused to penetratin or tat , in several cancer cell lines but not in an rb1 negative cell line [ xref_bibr , xref_bibr ] ( xref_fig a , b ) .",pmc4381256,1,100,40,1,140
311,fak,protein,,,,q05397,,,rac1,protein,,,uniprot,p63000,,,positive,d,phosphorylation,,,,,,nan,nan,"moreover , rac1 is phosphorylated at 64 y by fak and src kinases , potentially playing a role in the regulation of cell spreading [ xref_bibr ] .",pmc4729484,1,100,40,1,140
0,4ebp1,protein,,,,q13541,,,mtor,protein,,,uniprot,p42345,,,positive,i,none,,cellosaurus:cvcl_0030,,,,nan,nan,the fact that 4ebp1 is a direct target of mtor and that 4ebp1 is hyperphosphorylated at all the 4 sites suggests that mtor is more activated in pc3 in comparison to pc3bm and hela .,pmc3010991,1,100,40,1,140
313,fas,protein,,,,p25445,,,caspase-3,protein,,,uniprot,p42574,,,positive,i,none,,,,,,nan,nan,"however , calmodulin antisense rna did not suppress caspase-3 activation induced by a fas antibody agonist , suggesting that calmodulin is acting on other apoptotic pathways in sm exposure .",pmc2206000,1,100,40,1,140
390,iaspp,protein,,,,q8wuf5,,,p53,protein,,,uniprot,p04637,,,negative,i,none,,,cl:cl:0002092,,,nan,nan,iaspp and yb1 selectively inhibit the ability of p53 to induce expression of pro apoptotic genes but have no effect on p21 transactivation .,pmc3556166,1,100,40,1,140
558,npm,protein,,,,p06748,other,go:0005634 ++++ go:go:0005730,mdm2,protein,,,uniprot,q00987,other,go:0005634 ++++ go:go:0005730,negative,i,none,,cellosaurus:cvcl_0030,,,,nan,nan,"in order to investigate whether a npm and arf nucleoplasmic complex is responsible for inhibition of mdm2 , we performed large-scale stepwise purification of arf from hela nuclear lysates and identified a high molecular weight complex that elutes after consecutive fractionations ( ion exchange and size exclusion separation columns ) containing both npm and mdm2 in a highly purified protein fraction , indicating a strong molecular interaction between the constituents of the complex ( lower monoq fractions a11 & a12 , xref_supplementary ) . ++++ in agreement , failure to re-localize npm to the nucleoplasm prevents npm mediated inhibition of mdm2 [ xref_bibr ] . ++++ our results suggest that inhibition of mdm2 by npm and arf are not independent and respond to cellular stress via disruption of npm oligomerization . ++++ our data argues for a model whereby mdm2 is inhibited by a nucleoplasmic pool of npm associated arf .",pmc4171619,1,100,40,1,140
