index,Regulator Name,Regulator Type,Regulator Subtype,Regulator HGNC Symbol,Regulator Database,Regulator ID,Regulator Compartment,Regulator Compartment ID,Regulated Name,Regulated Type,Regulated Subtype,Regulated HGNC Symbol,Regulated Database,Regulated ID,Regulated Compartment,Regulated Compartment ID,Sign,Connection Type,Mechanism,Site,Cell Line,Cell Type,Tissue Type,Organism,Score,Source,Statements,Paper IDs,Evidence Score,Match Score,Kind Score,Epistemic Value,Total Score
60,pten,protein,,,,p60484,,,prkcb,protein,,,uniprot,p05771,,,positive,i,,,,,,,nan,nan,nan,pmc4740767,1,1,40,1,41
59,pten,protein,,,,p60484,,,ppar,gene,,,uniprot,q07869,,,negative,i,,,,,,,nan,nan,nan,pmc4092105,1,1,40,1,41
58,pten,protein,,,,p60484,,,pole,protein,,,uniprot,q07864,,,positive,i,,,,,,,nan,nan,nan,pmc4980451,1,1,40,1,41
65,pten,protein,,,,p60484,,,tumor suppressor p53,protein,,,uniprot,p04637,,,negative,i,,,,,,,nan,nan,nan,pmc6046409,1,1,40,1,41
66,pten,protein,,,,p60484,,,vegf,protein,,,uniprot,p15692,,,negative,i,,,,,,,nan,nan,nan,pmc5070632,1,1,40,1,41
57,pten,protein,,,,p60484,,,pole,protein,,,uniprot,q07864,,,negative,i,,,,,,,nan,nan,nan,pmc4980451,1,1,40,1,41
56,pten,protein,,,,p60484,,,pc,protein,,,uniprot,o00592,,,negative,i,,,,,,,nan,nan,nan,pmc3723640,1,1,40,1,41
55,pten,protein,,,,p60484,,,p16 ink4a,protein,,,uniprot,p42771,,,positive,i,,,,,,,nan,nan,nan,pmc6046409,1,1,40,1,41
54,pten,protein,,,,p60484,,,nedd4-1,protein,,,uniprot,p46934,,,positive,i,,,,,,,nan,nan,nan,pmc4396696,1,1,40,1,41
53,pten,protein,,,,p60484,,,kcl,simplechemical,,,pubchem,4873,,,positive,i,,,,,,,nan,nan,nan,pmc4740767,1,1,40,1,41
51,pten,protein,,,,p60484,,,insulin,protein,,,uniprot,p01308,,,negative,i,,,,,,,nan,nan,nan,pmc6046409,1,1,40,1,41
38,pten,protein,,,,p60484,,,bmi1,protein,,,uniprot,p35226,,,negative,i,,,,,,,nan,nan,nan,pmc2777864,1,1,40,1,41
50,pten,protein,,,,p60484,,,glut1,gene,,,uniprot,p11166,,,negative,i,,,,,,,nan,nan,nan,pmc4092105,1,1,40,1,41
49,pten,protein,,,,p60484,,,g 1,protein,,,uniprot,p55008,,,positive,i,,,,,,,nan,nan,nan,pmc4092105,1,1,40,1,41
48,pten,protein,,,,p60484,,,fancd2,protein,,,uniprot,q9bxw9,,,negative,i,,,,,,,nan,nan,nan,pmc4499867,1,1,40,1,41
46,pten,protein,,,,p60484,,,eg5,protein,,,uniprot,p52732,,,positive,i,,,,,,,nan,nan,nan,pmc4980451,1,1,40,1,41
45,pten,protein,,,,p60484,,,cyclin,gene,,,uniprot,p12004,,,negative,i,,,,,,,nan,nan,nan,pmc4092105,1,1,40,1,41
44,pten,protein,,,,p60484,,,chk1,protein,,,uniprot,o14757,,,negative,i,,,,,,,nan,nan,nan,pmc4499867,1,1,40,1,41
41,pten,protein,,,,p60484,,,cell migration,bioprocess,,,go,go:0016477,,,positive,i,,,,,,,nan,nan,nan,pmc6025732,1,1,40,1,41
35,pten,protein,,,,p60484,,,angiogenesis,bioprocess,,,go,go:0001525,,,positive,i,,,,,,,nan,nan,nan,pmc4854392,1,1,40,1,41
33,pten,protein,,,,p60484,,,4ebp1,protein,,,uniprot,q13541,,,positive,i,,,,,,,nan,nan,nan,pmc4092105,1,1,40,1,41
17,janus kinase 2,protein,,,,o60674,,,prl,protein,,,uniprot,p01236,,,positive,i,,,,,,,nan,nan,nan,pmc4092105,1,0.1,39,1,39.1
75,smad4,protein,,,,q13485,,,cell proliferation,bioprocess,,,go,go:0008283,,,positive,i,,,,,,,nan,nan,nan,pmc5784229,1,0.1,39,1,39.1
4,bmi1,protein,,,,p35226,,,p16 ink4a,protein,,,uniprot,p42771,,,negative,i,,,,,,,nan,nan,nan,pmc2777864,1,0.1,39,1,39.1
20,mtor,gene,,,,p42345,,,4ebp1,protein,,,uniprot,q13541,,,negative,i,,,,,,,nan,nan,nan,pmc4092105,1,0.1,39,1,39.1
22,mtor,gene,,,,p42345,,,p70 s6k1,protein,,,uniprot,p23443,,,positive,i,,,,,,,nan,nan,nan,pmc4092105,1,0.1,39,1,39.1
78,srebp1,gene,,,,p36956,,,4ebp1,protein,,,uniprot,q13541,,,positive,i,,,,,,,nan,nan,nan,pmc4092105,1,0.1,39,1,39.1
16,insulin,protein,,,,p01308,,,glut4,protein,,,uniprot,p14672,,,positive,i,,,,,,,nan,nan,nan,pmc6046409,1,0.1,39,1,39.1
21,mtor,gene,,,,p42345,,,4ebp1,protein,,,uniprot,q13541,,,positive,i,,,,,,,nan,nan,nan,pmc4092105,1,0.1,39,1,39.1
73,s6k1,gene,,,,p23443,,,4ebp1,protein,,,uniprot,q13541,,,positive,i,,,,,,,nan,nan,nan,pmc4092105,1,0.1,39,1,39.1
29,prl,protein,,,,p01236,,,elf5,protein,,,uniprot,q9ukw6,,,positive,i,,,,,,,nan,nan,nan,pmc4092105,1,0.1,39,1,39.1
71,rest,protein,,,,q13127,,,scg3,protein,,,uniprot,q8wxd2,,,negative,i,,,,,,,nan,nan,nan,pmc4351423,1,0.1,39,1,39.1
15,grb2,protein,,,,p62993,,,gab1,protein,,,uniprot,q13480,,,negative,i,,,,,,,nan,nan,nan,pmc6202462,1,0.1,39,1,39.1
68,ptk6,protein,,,,q13882,,,sam68,protein,,,uniprot,q07666,,,negative,i,,,,,,,nan,nan,nan,pmc5688148,1,0.1,39,1,39.1
14,glut1,gene,,,,p11166,,,4ebp1,protein,,,uniprot,q13541,,,positive,i,,,,,,,nan,nan,nan,pmc4092105,1,0.1,39,1,39.1
13,foxo1,protein,,,,q12778,,,p21,protein,,,uniprot,p38936,,,positive,i,,,,,,,nan,nan,nan,pmc6046409,1,0.1,39,1,39.1
11,egf,protein,,,,p01133,,,egfr,protein,,,uniprot,p00533,,,positive,i,,,,,,,nan,nan,nan,pmc3723640,1,0.1,39,1,39.1
32,pten,gene,,,,p60484,,,cell proliferation,bioprocess,,,go,go:0008283,,,negative,i,,,,,,,nan,nan,nan,pmc5706501,1,0.1,39,1,39.1
9,eg5,protein,,,,p52732,,,pole,protein,,,uniprot,q07864,,,positive,i,,,,,,,nan,nan,nan,pmc4980451,1,0.1,39,1,39.1
19,mdv3100,simplechemical,,,,15951529,,,ar,protein,,,uniprot,p10275,,,negative,i,,,,,,,nan,nan,nan,pmc3775430,1,0.1,39,1,39.1
