index,Regulator Name,Regulator Type,Regulator Subtype,Regulator HGNC Symbol,Regulator Database,Regulator ID,Regulator Compartment,Regulator Compartment ID,Regulated Name,Regulated Type,Regulated Subtype,Regulated HGNC Symbol,Regulated Database,Regulated ID,Regulated Compartment,Regulated Compartment ID,Sign,Connection Type,Mechanism,Site,Cell Line,Cell Type,Tissue Type,Organism,Score,Source,Statements,Paper IDs,Evidence Score,Match Score,Kind Score,Epistemic Value,Total Score
25,myc,protein,,,,p01106,,,itk,protein,,,uniprot,q08881,,,negative,i,,,,,,,nan,nan,nan,pmcpmc3949578,1,0.1,39,1,39.1
19,il_7r,protein,,,,p16871,,,dnm2,protein,,,uniprot,p50570,,,positive,i,,,,,,,nan,nan,nan,pmcpmc5618553,1,0.1,39,1,39.1
18,il_7r,protein,,,,p16871,,,dnm2,protein,,,uniprot,p50570,,,negative,i,,,,,,,nan,nan,nan,pmcpmc5618553,1,0.1,39,1,39.1
16,il17a,protein,,,,q16552,,,reg,protein,,,uniprot,p05451,,,negative,i,,,,,,,nan,nan,nan,pmcpmc3949578,1,0.1,39,1,39.1
15,il17a,protein,,,,q16552,,,cd4,protein,,,uniprot,p01730,,,negative,i,,,,,,,nan,nan,nan,pmcpmc3949578,1,0.1,39,1,39.1
14,il17,protein,,,,q16552,,,reg,protein,,,uniprot,p05451,,,negative,i,,,,,,,nan,nan,nan,pmcpmc3949578,1,0.1,39,1,39.1
13,ikaros,protein,,,,q13422,,,ik1,protein,,,uniprot,o15554,,,positive,i,,,,,,,nan,nan,nan,pmcpmc5986278,1,0.1,39,1,39.1
7,endocytosis,bioprocess,,,,go:0006897,,,dynamin_2,protein,,,uniprot,p50570,,,negative,i,,,,,,,nan,nan,nan,pmcpmc5618553,1,0.1,39,1,39.1
6,endocytosis,bioprocess,,,,go:0006897,,,dnm2,protein,,,uniprot,p50570,,,negative,i,,,,,,,nan,nan,nan,pmcpmc5618553,1,0.1,39,1,39.1
5,cish,protein,,,,q9nse2,,,scf,protein,,,uniprot,p21583,,,positive,i,,,,,,,nan,nan,nan,pmcpmc5886055,1,0.1,39,1,39.1
4,cish,protein,,,,q9nse2,,,dll4,protein,,,uniprot,q9nr61,,,positive,i,,,,,,,nan,nan,nan,pmcpmc5886055,1,0.1,39,1,39.1
20,il_7r,protein,,,,p16871,,,dynamin_2,protein,,,uniprot,p50570,,,positive,i,,,,,,,nan,nan,nan,pmcpmc5618553,1,0.1,39,1,39.1
