index,Regulator Name,Regulator Type,Regulator Subtype,Regulator HGNC Symbol,Regulator Database,Regulator ID,Regulator Compartment,Regulator Compartment ID,Regulated Name,Regulated Type,Regulated Subtype,Regulated HGNC Symbol,Regulated Database,Regulated ID,Regulated Compartment,Regulated Compartment ID,Sign,Connection Type,Mechanism,Site,Cell Line,Cell Type,Tissue Type,Organism,Score,Source,Statements,Paper IDs,Database Source,Database ID,Evidence Score,Match Score,Kind Score,Epistemic Value,Total Score
280,phosphatase,other,,,fplx,phosphatase,,,pten,protein,,pten,uniprot,p60484,,,positive,i,activation,,,,,,0.65,indra,"interaction of the phosphatase with membrane associated proteins, mainly pdz-domain proteins, such as magi-1, -2, -3, can increase the local pten concentration on the membrane (this interaction is discussed above).",pmc4515857,['nan'],['nan'],1,100,40,1,140
548,ptk6,protein,,ptk6,uniprot,q13882,,,pten,protein,,pten,uniprot,p60484,,,positive,i,activation,,,,,,0.86,indra,"conversely, pten knockdown promotes ptk6 activation in pten positive cells.",pmc5688148,['nan'],['nan'],1,100,40,1,140
207,mapk,bioprocess,,,mesh,d020928,,,pten,protein,,pten,uniprot,p60484,,,positive,i,increaseamount,,,,,,0.65,indra,mapk mediated growth signaling pathway can oppose the effects of pten overexpression on proliferation or migration in different cell lines xref_bibr.,pmc4092105,['nan'],['nan'],1,100,40,1,140
531,ptenp1,other,,,text,ptenp1,,,pten,protein,,pten,uniprot,p60484,,,negative,i,decreaseamount,,,,,,0.65,indra,"ptenp1 as rna-alpha acts in trans, localizes to the pten promoter, and inhibits pten transcription by recruiting epigenetic repressor complexes.",pmc4515857,['nan'],['nan'],1,100,40,1,140
99,cdk1,protein,,cdk1,uniprot,p06493,,,pten,protein,,pten,uniprot,p60484,,,positive,i,activation,,,,,,0.65,indra,"in vitro dephosphorylation assays further verified cdk1 and cyclinb1 phosphorylated nucleolin thr84 is a target of ptenbeta for dephosphorylation (xref_fig, lane 5 versus lane 4).",pmc5376652,['nan'],['nan'],1,100,40,1,140
195,kif11,protein,,kif11,uniprot,p52732,,,pten,protein,,pten,uniprot,p60484,,,positive,i,activation,,,,,,0.65,indra,"we first examined pten knockout mefs and observed a higher level of eg5 phosphorylation but steady levels of total eg5 in pten null cells as compared with wild-type cells (xref_fig), suggesting that pten targets eg5 to preferentially regulate its phosphorylation.",pmc4980451,['nan'],['nan'],1,100,40,1,140
118,cyclinb1,other,,,text,cyclinb1,,,pten,protein,,pten,uniprot,p60484,,,positive,i,activation,,,,,,0.65,indra,"in vitro dephosphorylation assays further verified cdk1 and cyclinb1 phosphorylated nucleolin thr84 is a target of ptenbeta for dephosphorylation (xref_fig, lane 5 versus lane 4).",pmc5376652,['nan'],['nan'],1,100,40,1,140
97,cdc27,protein,,cdc27,uniprot,p30260,,,pten,protein,,pten,uniprot,p60484,,,positive,i,activation,,,,,,0.65,indra,"in contrast, apc3 knockdown causes mitotic arrest and spindle pole fragmentation, whereas ectopic expression of apc3 can rescue spindle pole instability in pten deficient cells (xref_supplementary).",pmc4980451,['nan'],['nan'],1,100,40,1,140
96,cat,protein,,cat,uniprot,p04040,,,pten,protein,,pten,uniprot,p60484,,,negative,i,inhibition,,,,,,0.65,indra,"moreover, the addition of catalase prevented the h2o2 induced upregulation of pten, indicating that the enhanced expression is indeed triggered by reactive oxygen species (xref_supplementary).",pmc3606387,['nan'],['nan'],1,100,40,1,140
93,casein,family,,,pfam,pf00363,,,pten,protein,,pten,uniprot,p60484,,,positive,i,increaseamount,,,,,,0.65,indra,"36 casein kinase ii inhibitors promotes pten reactivation with consequent pi3k-akt inactivation, 39 and ras-mek inhibitors can restore proper pten levels (xref_fig).",pmc4691678,['nan'],['nan'],1,100,40,1,140
83,bmi1,protein,,bmi1,uniprot,p35226,,,pten,protein,,pten,uniprot,p60484,,,negative,i,inhibition,,,,,,0.86,indra,"conversely, bmi1 may also inhibit pten function.",pmc2777864,['nan'],['nan'],1,100,40,1,140
216,mecp2,protein,,mecp2,uniprot,p51608,,,pten,protein,,pten,uniprot,p60484,,,positive,i,increaseamount,,,,,,0.86,indra,"in this study, mecp2 knockdown repressed pten expression and increased akt phosphorylation.",pmc4740767,['nan'],['nan'],1,100,40,1,140
84,bmi1,protein,,bmi1,uniprot,p35226,,,pten,protein,,pten,uniprot,p60484,,,positive,i,activation,,,,,,0.65,indra,this can be attributed to bmi1 overexpression and the potential bmi1 mediated sequestration of pten in the nucleus.,pmc2777864,['nan'],['nan'],1,100,40,1,140
242,myc,protein,,myc,uniprot,p01106,,,pten,protein,,pten,uniprot,p60484,,,negative,i,inhibition,,,,,,0.65,indra,the myc oncogene also may downregulate pten through increased expression of mir-19.,pmc4329810,['nan'],['nan'],1,100,40,1,140
555,ptpn13,protein,,ptpn13,uniprot,q12923,,,pten,protein,,pten,uniprot,p60484,,,negative,i,inhibition,,,,,,0.65,indra,"these data therefore support a model where ptpl1, by binding and localizing pten to the apical membrane, enables pten dependent restriction of apical membrane size.",pmc5974425,['nan'],['nan'],1,100,40,1,140
217,mek,other,,,fplx,mek,,,pten,protein,,pten,uniprot,p60484,,,negative,i,decreaseamount,,,,,,0.86,indra,"along these lines, recent studies from our group have shown that the anti-angiogenic activity observed with mek inhibitors in melanoma models in vitro and in vivo is due, at least in part, to mek inhibition induced upregulation of pten expression.",pmc4329810,['nan'],['nan'],1,100,40,1,140
558,rac,other,,,fplx,rac,,,pten,protein,,pten,uniprot,p60484,,,negative,i,inhibition,,,,,,0.65,indra,"p-rex2a, a prominent rac activator that is activated by pip3, inhibits pten pip3 phosphatase activity by direct interaction, while active rhoa is thought to stimulate pten 's pip3 phosphatase activity, by rock mediated phosphorylation of pten.",pmc3978343,['nan'],['nan'],1,100,40,1,140
559,ras/raf/mek/erk,other,,,text,ras/raf/mek/erk,,,pten,protein,,pten,uniprot,p60484,,,negative,i,decreaseamount,,,,,,0.65,indra,"indeed, the ras/raf/mek/erk pathway was shown to suppress the transcription of pten through c-jun.",pmc4515857,['nan'],['nan'],1,100,40,1,140
561,reactive oxygen species,simplechemical,,,chebi,chebi:26523,,,pten,protein,,pten,uniprot,p60484,,,negative,i,inhibition,,,,,,0.65,indra,"particularly, low levels of endogenous ros have been demonstrated to prevent pten activation xref_bibr.",pmc3606387,['nan'],['nan'],1,100,40,1,140
562,reactive oxygen species,simplechemical,,,chebi,chebi:26523,,,pten,protein,,pten,uniprot,p60484,,,positive,i,activation,,,,,,0.65,indra,"the authors also found that in reperfused hearts, ros promotes the mitochondrial localization of pten.",pmc4396696,['nan'],['nan'],1,100,40,1,140
563,reactive oxygen species,simplechemical,,,chebi,chebi:26523,,,pten,protein,,pten,uniprot,p60484,,,positive,i,increaseamount,,,,,,0.65,indra,"in contrast, other reports indicate, that high levels of endogenous or exogenous ros rather increase pten expression and activity xref_bibr, xref_bibr.",pmc3606387,['nan'],['nan'],1,100,40,1,140
218,mir-130a,other,,,text,mir-130a,,,pten,protein,,pten,uniprot,p60484,,,positive,i,increaseamount,,,,,,0.65,indra,"in line with this result, an inhibitor of mir-130a was found to reverse the cisplatin resistance by upregulating the expression of pten and downregulating p-glycoprotein (p-gp) in a2780 cell lines.",pmc4515857,['nan'],['nan'],1,100,40,1,140
71,bcr-abl,other,,,text,bcr-abl,,,pten,protein,,pten,uniprot,p60484,,,positive,i,activation,,,,,,0.65,indra,"in chronic myeloid leukemia (cml), the bcr-abl fusion protein mediates the exclusion of pten from the nucleus.",pmc4329810,['nan'],['nan'],1,100,40,1,140
70,bcr-abl,other,,,text,bcr-abl,,,pten,protein,,pten,uniprot,p60484,,,negative,i,inhibition,,,,,,0.65,indra,"37 finally, bcr-abl was also shown to functionally inactivate the phosphatase activity of pten.",pmc4691678,['nan'],['nan'],1,100,40,1,140
194,kif11,protein,,kif11,uniprot,p52732,,,pten,protein,,pten,uniprot,p60484,,,negative,i,inhibition,,,,,,0.65,indra,"moreover, eg5 t926a also reduces spindle pole fragmentation in pten null cells (xref_fig).",pmc4980451,['nan'],['nan'],1,100,40,1,140
120,dgcr8,protein,,dgcr8,uniprot,q8wyq5,,,pten,protein,,pten,uniprot,p60484,,,positive,i,activation,,,,,,0.65,indra,"moreover, an rt-pcr assay showed that the levels of pten mrna were increased in l-o2 cells treated with drosha or dgcr8 sirna (xref_fig).",pmc4933753,['nan'],['nan'],1,100,40,1,140
523,pten-sh-3p21,other,,,text,pten-sh-3p21,,,pten,protein,,pten,uniprot,p60484,,,positive,i,activation,,,,,,0.86,indra,"dicer contributes to the generation of esirna, such as pten-sh-3p21 targeting the 3 ' utr of ppp2ca or pten.",pmc4933753,['nan'],['nan'],1,100,40,1,140
250,notch,family,,,pfam,pf00066,,,pten,protein,,pten,uniprot,p60484,,,positive,i,increaseamount,,,,,,0.65,indra,a recent study has further unraveled that notch signaling induces enhanced transcription levels of pten to suppress proliferation of the stalk cells within the sprouting front during angiogenesis in a cell-autonomous manner [xref_bibr].,pmc4854392,['nan'],['nan'],1,100,40,1,140
169,ihc,other,,,text,ihc,,,pten,protein,,pten,uniprot,p60484,,,negative,i,inhibition,,,,,,0.9499940951,indra,"on multivariable analysis including pre-operative psa level, pathologic tumor stage, gleason score, lymph node status and margin status, pten loss by ihc remained significantly associated with decreased psa recurrence-free survival, with a hazard ratio of 1.3 (95% ci :1.16 -1.47), a hazard ratio roughly equivalent to that seen for positive lymph node status.",pmc5630353,['nan'],['nan'],1,100,40,1,140
168,ihc,other,,,text,ihc,,,pten,protein,,pten,uniprot,p60484,,,negative,d,decreaseamount,,,,,,0.65,indra,"notably, 20% (74/367) of the discordant cases (loss of pten protein expression by ihc and normal pten by fish analysis) showed heterogeneous pten protein loss in some, but not all, sampled tumor glands, compared to only 11% (121/1087) of cases with pten ihc loss overall which showed heterogeneous pten loss.",pmc5630353,['nan'],['nan'],1,100,40,1,140
166,hu,other,,,text,hu,,,pten,protein,,pten,uniprot,p60484,,,positive,i,activation,,,,,,0.65,indra,we found that hu induces pten loading on chromatin in a time dependent manner (xref_fig).,pmc4499867,['nan'],['nan'],1,100,40,1,140
165,hsa-mir-30a,other,,,text,hsa-mir-30a,,,pten,protein,,pten,uniprot,p60484,,,positive,i,increaseamount,,,,,,0.65,indra,all the results show that overexpression of hsa-mir-30a might increase the expression of pten in mg63 cells and hsa-mir-30a may positively regulate the expression of pten.,pmc5688649,['nan'],['nan'],1,100,40,1,140
163,histone deacetylase inhibitors,other,,,text,histone deacetylase inhibitors,,,pten,protein,,pten,uniprot,p60484,,,negative,i,decreaseamount,,,,,,0.65,indra,"histone deacetylase inhibitors, on the other hand, are able to increase pten transcription in fibroblasts.",pmc4329810,['nan'],['nan'],1,100,40,1,140
162,histone,simplechemical,,,chebi,chebi:15358,,,pten,protein,,pten,uniprot,p60484,,,negative,i,decreaseamount,,,,,,0.65,indra,"as pten expression may be restricted by histone deacetylation, hdaci have been proposed as therapeutic tools to reactivate pten.",pmc4351423,['nan'],['nan'],1,100,40,1,140
160,hausp inhibitors,other,,,text,hausp inhibitors,,,pten,protein,,pten,uniprot,p60484,,,negative,i,inhibition,,,,,,0.65,indra,"inhibitors of ckii were indeed shown to promote aml and cml apoptosis and pten shuttling inhibitors, such as arsenic trioxide and hausp inhibitors, could relocate pten into the nucleus with astonishing pro apoptotic effects.",pmc4691678,['nan'],['nan'],1,100,40,1,140
245,ncl,protein,,ncl,uniprot,p19338,,,pten,protein,,pten,uniprot,p60484,,,positive,i,activation,,,,,,0.65,indra,"the fact that ptenbeta interacts with nucleolin and dephosphorylates nucleolin at thr84 raised a question as to whether nucleolin mediates ptenbeta regulation of rdna transcription, and thus represents a direct mechanism by which ptenbeta controls ribosomal biogenesis.",pmc5376652,['nan'],['nan'],1,100,40,1,140
158,gsk3b,protein,,gsk3b,uniprot,p49841,,,pten,protein,,pten,uniprot,p60484,,,positive,i,activation,,,,,,0.65,indra,"these sites are targeted by the ck2 and gsk3beta [xref_bibr, xref_bibr - xref_bibr], preventing proteasomal degradation of pten [xref_bibr].",pmc4700475,['nan'],['nan'],1,100,40,1,140
153,glucose,simplechemical,,,chebi,chebi:17234,,,pten,protein,,pten,uniprot,p60484,,,negative,i,decreaseamount,,,,,,0.86,indra,"however, the addition of glucose showed no significant influence, and even caused a slight decrease in pten expression in our study, indicating that the addition of glucose likely has no significant effect on pten expression in dcmecs.",pmc4092105,['nan'],['nan'],1,100,40,1,140
181,integrins,bioprocess,,,go,go:0034666,,,p,protein,,,uniprot,q8jth2,,,positive,i,activation,,,,,,0.65,indra,"on the other hand, knockdown of endogenous pten expression enhanced cell migration in fibroblasts possibly through the involvement of focal adhesion kinase (fak) ( xref ): pten dephosphorylates fak, a cytoplasmic phosphoprotein activated by integrins, thereby inhibiting cell migration.",pmc4329810,['nan'],['nan'],1,100,40,1,140
505,pten fish,other,,,text,pten fish,,,pten,protein,,pten,uniprot,p60484,,,negative,i,inhibition,,,,,,0.65,indra,"of the discordant cases with pten loss by ihc and normal pten fish results, 20% showed heterogeneous pten loss.",pmc5630353,['nan'],['nan'],1,100,40,1,140
252,notch1,protein,,notch1,uniprot,p46531,,,pten,protein,,pten,uniprot,p60484,,,negative,i,decreaseamount,,,,,,0.65,indra,notch1 receptor may inhibit pten expression through the hes-1 transcription factor and this may in turn lead to akt activation and resistance to glucocorticoids.,pmc4329810,['nan'],['nan'],1,100,40,1,140
522,pten-sh-3p21,other,,,text,pten-sh-3p21,,,pten,protein,,pten,uniprot,p60484,,,negative,i,inhibition,,,,,,0.65,indra,"furthermore, western blot analysis showed that pten-sh-3p21 down-regulated ppp2ca and pten at the protein level (xref_fig), supporting the hypothesis that pten-sh-3p21 is an esirna that is able to silence target genes, such as ppp2ca and pten.",pmc4933753,['nan'],['nan'],1,100,40,1,140
253,notch1 receptor,other,,,text,notch1 receptor,,,pten,protein,,pten,uniprot,p60484,,,negative,i,decreaseamount,,,,,,0.65,indra,notch1 receptor may inhibit pten expression through the hes-1 transcription factor and this may in turn lead to akt activation and resistance to glucocorticoids.,pmc4329810,['nan'],['nan'],1,100,40,1,140
137,esirna,other,,,text,esirna,,,pten,protein,,pten,uniprot,p60484,,,positive,i,activation,,,,,,0.65,indra,"therefore, we conclude that the esirna, pten-sh-3p21, targets the mrna 3 ' utr of ppp2ca or pten.",pmc4933753,['nan'],['nan'],1,100,40,1,140
254,nuclear factor kappa-b,other,,,text,nuclear factor kappa-b,,,pten,protein,,pten,uniprot,p60484,,,negative,i,decreaseamount,,,,,,0.65,indra,"on the contrary, snail, c-jun, and nuclear factor kappa-b (nf-kb) have been reported to negatively regulate pten transcription.",pmc4329810,['nan'],['nan'],1,100,40,1,140
188,josephin,family,,,pfam,pf02099,,,pten,protein,,pten,uniprot,p60484,,,negative,i,decreaseamount,,,,,,0.86,indra,it is intriguing that three josephin dubs can each restrict pten transcription.,pmc4351423,['nan'],['nan'],1,100,40,1,140
515,pten-l,other,,,text,pten-l,,,pten,protein,,pten,uniprot,p60484,,,positive,i,activation,,,,,,0.65,indra,this suggests that pten-l could be used as a therapeutic to restore pten activity.,pmc5725211,['nan'],['nan'],1,100,40,1,140
133,erk,bioprocess,,,mesh,d020928,,,jun,protein,,jun,uniprot,p05412,,,positive,i,increaseamount,,,,,,0.65,indra,"moreover, erk independent genetic modulation of c-jun expression exerts the same effects on pten regulation and expression of a constitutively active mek and erk fusion protein in non transformed fibroblasts concomitantly upregulating c-jun and downregulating pten expression.",pmc4329810,['nan'],['nan'],1,100,40,1,140
131,endoplasmic reticulum,bioprocess,,,go,go:0005783,,,pten,protein,,pten,uniprot,p60484,,,positive,i,activation,,,,,,0.65,indra,"we also dissected the precise contribution of pten 's lipid and protein phosphatase activities in the regulation of ca 2+ signaling and apoptosis, by generating er targeted chimeras of the pten (c124s) mutant xref_bibr, which lacks both lipid and protein phosphatase activities (er-pten (c124s)), and of the pten (g129e) mutant xref_bibr, which displays a minimal lipid phosphatase activity while retaining full protein phosphatase activity (er-pten (g129e)).",pmc4396696,['nan'],['nan'],1,100,40,1,140
258,p-rex2a,other,,,text,p-rex2a,,,pten,protein,,pten,uniprot,p60484,,,negative,i,inhibition,,,,,,0.65,indra,"p-rex2a, a prominent rac activator that is activated by pip3, inhibits pten pip3 phosphatase activity by direct interaction, while active rhoa is thought to stimulate pten 's pip3 phosphatase activity, by rock mediated phosphorylation of pten.",pmc3978343,['nan'],['nan'],1,100,40,1,140
259,p110delta pi3k,other,,,text,p110delta pi3k,,,pten,protein,,pten,uniprot,p60484,,,negative,i,inhibition,,,,,,0.65,indra,"furthermore, p110delta pi3k can inhibit pten via rhoa and rock (rho associated protein kinase).",pmc3978343,['nan'],['nan'],1,100,40,1,140
125,ec 3.5.1.98 (histone deacetylase) inhibitor,simplechemical,,,chebi,chebi:61115,,,pten,protein,,pten,uniprot,p60484,,,positive,i,activation,,,,,,0.65,indra,"as pten expression may be restricted by histone deacetylation, hdaci have been proposed as therapeutic tools to reactivate pten.",pmc4351423,['nan'],['nan'],1,100,40,1,140
123,doxycycline,simplechemical,,,chebi,chebi:50845,,,pten,protein,,pten,uniprot,p60484,,,positive,i,activation,,,,,,0.86,indra,"in contrast, in doxycycline stimulated pten knockout cells, yfp-par3 covers the entire cell cortex, indicating the formation of an apical membrane that spans the entire cell perimeter (xref_fig).",pmc5974425,['nan'],['nan'],1,100,40,1,140
65,atxn3,protein,,atxn3,uniprot,p54252,,,pten,protein,,pten,uniprot,p60484,,,positive,i,activation,,,,,,0.86,indra,"therefore, atxn3 may directly regulate the pten transcript, or indirectly affect it through regulation of a cerna such as ptenp1.",pmc4351423,['nan'],['nan'],1,100,40,1,140
569,rhoa,protein,,rhoa,uniprot,p61586,,,pten,protein,,pten,uniprot,p60484,,,positive,i,activation,,,,,,0.65,indra,"two residues next to l320s, t319 and t321, have reportedly been phosphorylated by rhoa associated kinase (rock) to promote pten membrane targeting xref_bibr, xref_bibr (xref_fig).",pmc5491373,['nan'],['nan'],1,100,40,1,140
170,ihc,other,,,text,ihc,,,pten,protein,,pten,uniprot,p60484,,,positive,d,increaseamount,,,,,,0.65,indra,"notably, 20% (74/367) of the discordant cases (loss of pten protein expression by ihc and normal pten by fish analysis) showed heterogeneous pten protein loss in some, but not all, sampled tumor glands, compared to only 11% (121/1087) of cases with pten ihc loss overall which showed heterogeneous pten loss.",pmc5630353,['nan'],['nan'],1,100,40,1,140
64,atxn3,protein,,atxn3,uniprot,p54252,,,pten,protein,,pten,uniprot,p60484,,,negative,i,decreaseamount,,,,,,0.65,indra,the deubiquitylase ataxin-3 restricts pten transcription in lung cancer cells.,pmc4351423,['nan'],['nan'],1,100,40,1,140
225,mir-29b,other,,,text,mir-29b,,,pten,protein,,pten,uniprot,p60484,,,positive,i,activation,,,,,,0.65,indra,"in breast cancer, pten is targeted by mir-29b and mir-301.",pmc4515857,['nan'],['nan'],1,100,40,1,140
607,tp53,protein,,tp53,uniprot,p04637,,,pten,protein,,pten,uniprot,p60484,,,positive,i,activation,,,,,,0.65,indra,"p53 can upregulate pten, resulting in a complex interplay between these two tumor suppressors.",pmc4329810,['nan'],['nan'],1,100,40,1,140
582,small interfering rna,other,,,ncit,c2191,,,pten,protein,,pten,uniprot,p60484,,,negative,i,inhibition,,,,,,0.86,indra,"following pten sirna inhibition, the opposite results were seen compared with those for the pten recombinant plasmid.",pmc4092105,['nan'],['nan'],1,100,40,1,140
327,pi3k,other,,,fplx,pi3k,,,pten,protein,,pten,uniprot,p60484,,,positive,i,activation,,,,,,0.65,indra,it was reported that constitutively active forms of pi3k and akt could rescue pten induced suppression of cell proliferation.,pmc4092105,['nan'],['nan'],1,100,40,1,140
583,snai2,protein,,snai2,uniprot,o43623,,,pten,protein,,pten,uniprot,p60484,,,negative,i,inhibition,,,,,,0.65,indra,pten is also transcriptionally repressed by snail and slug.,pmc6046409,['nan'],['nan'],1,100,40,1,140
321,pi3k,other,,,fplx,pi3k,,,pdk1,protein,,pdk1,uniprot,q15118,,,positive,i,activation,,,,,,0.8775000000000001,indra,"the pi3k complex, which is recruited to the plasma membrane, then activates the pyruvate dehydrogenase kinase 1 (pdk1) and akt.",pmc4515857,['nan'],['nan'],1,100,40,1,140
31,akt,other,,,fplx,akt,,,mtor,protein,,mtor,uniprot,p42345,,,negative,i,inhibition,,,,,,0.65,indra,"akt can stimulate the translation of milk proteins through its ability to phosphorylate eukaryotic translation initiation factor 4e binding protein 1 (4ebp1), and the akt dependent activation of mammalian target of rapamycin (mtor) stimulates translation through ribosomal protein s6 kinase (s6k1) and eukaryotic translation elongation factor 2.",pmc4092105,['nan'],['nan'],1,100,40,1,140
584,snail,other,,,ip,ipr029795,,,pten,protein,,pten,uniprot,p60484,,,negative,i,decreaseamount,,,,,,0.65,indra,"on the contrary, snail, c-jun, and nuclear factor kappa-b (nf-kb) have been reported to negatively regulate pten transcription.",pmc4329810,['nan'],['nan'],1,100,40,1,140
585,snail,other,,,ip,ipr029795,,,pten,protein,,pten,uniprot,p60484,,,negative,i,inhibition,,,,,,0.65,indra,pten is also transcriptionally repressed by snail and slug.,pmc6046409,['nan'],['nan'],1,100,40,1,140
226,mir-301,other,,,text,mir-301,,,pten,protein,,pten,uniprot,p60484,,,positive,i,activation,,,,,,0.65,indra,"in breast cancer, pten is targeted by mir-29b and mir-301.",pmc4515857,['nan'],['nan'],1,100,40,1,140
586,sprout homolog 2,other,,,text,sprout homolog 2,,,pten,protein,,pten,uniprot,p60484,,,positive,i,activation,,,,,,0.65,indra,the human sprout homolog 2 (spry2) mediates also its anti-proliferative actions by altering pten content and activity.,pmc4515857,['nan'],['nan'],1,100,40,1,140
