Regulator Name,Regulator Type,Regulator Subtype,Regulator HGNC Symbol,Regulator Database,Regulator ID,Regulator Compartment,Regulator Compartment ID,Regulated Name,Regulated Type,Regulated Subtype,Regulated HGNC Symbol,Regulated Database,Regulated ID,Regulated Compartment,Regulated Compartment ID,Sign,Connection Type,Mechanism,Site,Cell Line,Cell Type,Tissue Type,Organism,Score,Source,Statements,Paper IDs,Evidence Score,Match Score,Kind Score,Epistemic Value,Total Score
fo,protein,,,,uaz00130,,,lipoprotein,family,,,pfam,pf00938,,,negative,i,inhibition,,,,,,nan,nan,"by suppressing adam activity, fo partly contributes to an improved endothelial barrier function and prevents lipoprotein and macrophage accumulation, although the detailed mechanisms remain unknown.",pmc6232257,1,1,40,1,41
ang ii,protein,,,,p01019,,,inflammation,bioprocess,,,go,go:0006954,,,positive,i,activation,,,,,,"nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan","nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan","small interference rna (sirna) and inhibitors of cgrp, epidermal growth factor receptor (egfr), and extracellular signal regulated kinase 1/2 (erk1/2) were adopted to investigate their effect on ang ii induced inflammation in vsmcs.,furthermore, the egfr-erk1/2 pathway promoted ang ii induced vsmc inflammation.,in summary, these findings identify the anti-inflammatory effect of cgrp in vsmcs stimulated by ang ii and suggest that adam17 is involved in the protective effect of cgrp against ang ii induced inflammation via the egfr-erk1/2 pathway in vsmcs.,cgrp protected against ang ii induced inflammation in vsmcs.,these data suggest that cgrp could attenuate ang ii induced inflammation in vsmcs.,technology of rna interference was adopted to observe the effect of adam17 on ang ii induced inflammation.,these results showed that adam17 promoted ang ii induced vsmc inflammation.,overall, adam17 modulated the protective effect of cgrp on ang ii induced inflammation in vsmcs.,egfr-erk1/2 signaling pathway modulated the protective action of cgrp against ang ii induced inflammation in vsmcs.,subsequently, egfr inhibitor ag1478 and erk1/2 antagonist pd98059 were used to test whether the egfr-erk1/2 pathway advanced ang ii induced inflammation.,collectively, cgrp alleviated ang ii induced inflammation via inhibiting the egfr-erk1/2 pathway in vsmcs.,in the present study, results show that ang ii induces inflammation of vsmcs by increasing adam17 expression and egfr activation, presenting a new sight for understanding ang ii induced vsmc inflammation.,egfr transactivation plays a key role in ang ii induced vsmc inflammation associated with cardiovascular diseases.,moreover, our data also showed that inhibition of erk1/2 inhibited ang ii induced inflammation in vsmcs.,overall, the egfr-erk1/2 pathway plays an important role in ang ii induced inflammation.,further, our findings suggested that adam17 sirna decreased ang ii induced inflammation and erk1/2 activation in vsmcs.,therefore, adam17 induces ang ii induced inflammation through the egfr-erk1/2 pathway in vsmcs.,the inhibitory effect of cgrp on vsmc proliferation constitutes the basis of the protective action of cgrp against vascular remodeling [xref_bibr, xref_bibr], and the mechanisms include erk1/2 activation, p53, and camp / protein kinase a (pka) [xref_bibr, xref_bibr] our findings showed that cgrp inhibited ang ii induced inflammation in vsmcs, providing a new insight in understanding the protective action of cgrp against ang ii induced vascular remodeling.,in the present study, indirect evidences showed that adam17 negatively modulated the protective effect of cgrp against ang ii induced inflammation through the egfr-erk1/2 pathway.,in summary, we identify the anti-inflammatory effect of cgrp on ang ii induced vsmc inflammation, and indirect evidences indicate that adam17 mediates the protective effect of cgrp against ang ii induced inflammation through the egfr-erk1/2 pathway in vsmcs (xref_fig).","pmc6038660,pmc6038660,pmc6038660,pmc6038660,pmc6038660,pmc6038660,pmc6038660,pmc6038660,pmc6038660,pmc6038660,pmc6038660,pmc6038660,pmc6038660,pmc6038660,pmc6038660,pmc6038660,pmc6038660,pmc6038660,pmc6038660,pmc6038660",20,0.1,39,1,41.0
ca,simplechemical,,,,271,,,tgf-alpha,protein,,,uaz,ipr015615,,,positive,i,activation,,,,,,nan,nan,"when we used a ca 2+ -induced keratinocyte differentiation assay (xref_bibr), we found that ca 2+ treatment increased the release of tgf-alpha from keratinocytes by ∼ 50% compared with untreated controls (xref_bibr; not depicted).",pmc3371728,1,1,40,1,41
tak1,protein,,,,o43318,,,lps-induced toll-like receptor,,,,,,,,positive,i,activation,,,,,,nan,nan,"by examining the effect of dex on lps induced toll like receptor signaling, the downstream molecules, tak1 and ikk-ϱ/-beta, are activated soon after 30 min of lps stimulation and turned inactive again before dex treatment in our study system (figure xref_fig).",pmc5564803,1,1,40,1,41
fo,protein,,,,uaz00130,,,adam,protein,,,uniprot,b3mf39,,,negative,i,inhibition,,,,,,nan,nan,"by suppressing adam activity, fo partly contributes to an improved endothelial barrier function and prevents lipoprotein and macrophage accumulation, although the detailed mechanisms remain unknown.",pmc6232257,1,1,40,1,41
lps,simplechemical,,,,53481793,,,tnf-alpha,protein,,,uaz,p01375,,,positive,i,activation,,,,,,"nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan","nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan","therefore, a better understanding of how mature tnf-alpha is produced, and its biological function, may inform the development of novel therapeutic strategies to effectively inhibit lps induced tnf-alpha overproduction, thereby preventing sirs and mof.,assessing the effects of the adam17-sirna lentivirus on lps induced tnf-alpha secretion in u937 cells.,while lps stimulation did elicit a tnf-alpha response in cells infected with the adam17-shrna lentivirus, the concentration of stnf-alpha in the adam17-shrna + lps group was significantly decreased compared with in the lps group.,here we explore the mechanism of lps induced tnf-alpha secretion and reveal p38 mapk signaling as a target of dex that is involved in control of tumor necrosis factor-ϱ (tnf-alpha)-converting enzyme (tace) activity; that later mediates the shedding of tnf-alpha that allows its secretion.,we further demonstrate that the 11-hydroxyl and 21-hydroxyl groups of dex are the main groups that are involved in reducing lps induced tnf-alpha secretion by activated macrophages.,blockage of the hydroxyl groups of dex inhibits immunosuppressant effect of dex during lps induced tnf-alpha secretion and mouse mortality.,dexamethasone (dex), a synthetic glucocorticoid, has been shown to have pleiotropic activity in that it is able to inhibit bacterial lipopolysaccharide (lps)-induced cytokine production of tnf-alpha and il-1 -beta [xref_bibr, xref_bibr], thereby modulating innate immunity in activated macrophages.,we found that dex blocked release of lps induced tnf-alpha, but did not affect the transcriptional and translational expression of induced tnf-alpha in activated macrophages stimulated by lps over a 2 hour time periods.,to test the hypothesis that the innate immune responses of macrophages are able to be limited by glucocorticoids acting through a glucocorticoid receptor [xref_bibr], we first examined the effects of dex on lps induced tnf-alpha secretion in raw cells and bone marrow derived macrophages (bmdms).,it was found that the dex treatment significantly suppressed lps induced tnf-alpha secretion using either raw cells or bmdms (figure xref_fig).,the results in figure xref_fig imply that there is a glucocorticoid receptor independent mechanism whereby dex suppresses lps induced tnf-alpha secretion in activated raw cells.,we next examined the effects of dex on lps induced tnf-alpha production.,the results showed that the early phase of induced tnf-alpha mrna production was detected at a similar level with that in the lps treated cells, thus dex treatment did not suppress the induction of lps induced tnf-alpha mrna.,furthermore, we found the level of tnf-alpha protein induced by lps was not reduced by dex treatment until the 22-hour time point (figure xref_fig), which implies there is accumulation of tnf-alpha inside of the cell during dex treatment.,the hydroxyl groups of dexamethasone serve as the functional groups that control lps induced tnf-alpha secretion.,we next examined the level of tnf-alpha mrna production induced by lps in activated raw cells with the various indicated treatment (figure xref_fig).,treatment with dex, ac-dex or diac-dex did not suppress the initial induction of lps induced tnf-alpha mrna.,furthermore, we also confirmed that the amount of tnf-alpha protein induced by lps was not suppressed by dex, ac-dex or diac-dex treatment up to the 22-hour time point (figure xref_fig).,our findings also have revealed that, upon dex treatment, the second phase of tnf-alpha mrna production that is induced by lps is abolished (figure xref_fig), which implies that autocrine tnf-alpha signaling [xref_bibr, xref_bibr] is inhibited by dex treatment due to the suppression of soluble tnf-alpha secretion.","pmc5865799,pmc5865799,pmc5865799,pmc5564803,pmc5564803,pmc5564803,pmc5564803,pmc5564803,pmc5564803,pmc5564803,pmc5564803,pmc5564803,pmc5564803,pmc5564803,pmc5564803,pmc5564803,pmc5564803,pmc5564803,pmc5564803",19,0.1,39,1,40.9
adam17,protein,,,,p78536,,,proliferation,bioprocess,,,go,go:0008283,,,positive,i,activation,,,,,,"nan,nan,nan,nan,nan,nan,nan,nan","nan,nan,nan,nan,nan,nan,nan,nan","as shown in xref_fig, treatment of adam17 ex/ex mice with this egf-r ligand induced intestinal epithelial cell proliferation to a degree, which clearly surpassed the proliferation seen in wt animals.,results from this study indicate that adam17 mediates il-13-induced proliferation and tgf ϱ shedding in nhbe cells.,adam17 induces tgf ϱ-mediated proliferation of nhbe cells.,since adam17 is known to cleave membrane inserted pro tgf ϱ to its mature form in a number of cell types [xref_bibr, xref_bibr, xref_bibr], we determined whether adam17 could act similarly in nhbe cells to mediate proliferation in a tgf ϱ-dependent manner.,adam17 also induced cellular proliferation as did il-13 and tgf ϱ (fig.,adam17 mediates il-13-induced proliferation of nhbe cells.,thus, it appears that although the il-13-induced increase in tgf ϱ shedding, as well as the il-13-induced proliferation, is mediated by adam17 in nhbe cells, these events do not occur solely via an il-13-induced increase in adam17 or its activity.,in nhbe cells, il-13-induced proliferation and tgf ϱ shedding are mediated by adam17.","pmc2916135,pmc1976612,pmc1976612,pmc1976612,pmc1976612,pmc1976612,pmc1976612,pmc1976612",8,0.1,39,1,39.8
isoflurane,simplechemical,,,,3763,,,inflammation,bioprocess,,,go,go:0006954,,,positive,i,activation,,,,,,"nan,nan,nan,nan,nan,nan,nan","nan,nan,nan,nan,nan,nan,nan","in a mouse model of lipopolysaccharide induced lung injury, isoflurane accelerated the recovery of lung inflammation and injury that was coupled with an increase in the number of alveolar macrophages containing apoptotic bodies.,in the present study, we identified that isoflurane promoted macrophage efferocytosis and subsequent resolution of lung inflammation in a model of sepsis with endotoxin and that these effects are closely associated with upregulation of receptor tyrosine kinase mer surface expression in macrophages.,because isoflurane increased phagocytosis of apoptotic pmns (efferocytosis) in vitro, we tested the possibility that isoflurane speeds up resolution of lung inflammation through positive regulation of efferocytosis in an in vivo model of lps induced lung inflammation (xref_fig).,collectively, these data strongly suggest that isoflurane promotes resolution of lung inflammation and injury during sepsis by enhancement of macrophage efferocytosis.,the purpose of this experimental design was to test whether conventional inhalation of isoflurane accelerates resolution of lung inflammation.,as expected, intratracheal administration of isoflurane pretreated bmdms significantly promoted resolution of lung inflammation and facilitated repair of lung injury, which intimately tied to increased phagocytosis of apoptotic pmns and bodies by alveolar macrophages.,taken together, our in vivo and in vitro findings strongly support the notion that isoflurane accelerates resolution of lps induced lung inflammation and injury through modulation of efferocytosis.","pmc5495389,pmc5495389,pmc5495389,pmc5495389,pmc5495389,pmc5495389,pmc5495389",7,0.1,39,1,39.7
lps,simplechemical,,,,53481793,,,tace,protein,,,uniprot,p78536,,,positive,i,activation,,,,,,"nan,nan,nan,nan,nan,nan,nan","nan,nan,nan,nan,nan,nan,nan","xref_fig a), yet tace expression and lps induced tace activity appeared unaltered (fig.,no changes in sirs patient basal and lps induced tace activity or expression were present (fig.,similarly, the absolute lps induced tace activity values also differed between these groups (146.7 ± 75.3 fu/min survivors vs 98.8 ± 28.7 fu/min for nonsurvivors; p = 0.05).,lps stimulated tace activity values were not correlated with age within either group (sepsis : r = ⊓ 0.1, p = 0.61; sirs : r = ⊓ 0.05, p = 0.84).,we previously demonstrated that upstream lps induced tace activation is dependent on p38-mapk phosphorylation (xref_bibr).,in this observational study, comparing and contrasting patients with sepsis with healthy volunteers and a small cohort of noninfected critically ill patients, we found that basal tace activity was increased and lps induced tace activity changes appeared attenuated among patients with sepsis.,diac-dex was unable to suppress lps induced tace activation compare to lps alone, while dex did significantly suppressed lps induced tace activation (figure xref_fig).","pmc4467590,pmc4467590,pmc4467590,pmc4467590,pmc4467590,pmc4467590,pmc5564803",7,0.1,39,1,39.7
aldo,family,,,,aldo,,,egfr,protein,,,uniprot,p00533,,,positive,i,activation,,,,,,"nan,nan,nan,nan,nan,nan,nan","nan,nan,nan,nan,nan,nan,nan","we now demonstrated here that, in cultured tubular epithelial cells, aldo activates the egfr pathway via adam-17/tgf-alpha shedding, leading to upregulation of proinflammatory factors.,aldo induced egfr transactivation in several cells, including epithelial cells and mesangial cells [xref_bibr, xref_bibr].,in cultured human tubular epithelial cells (hk2 cell line), aldo induced a rapid activation of egfr, as shown by increased egfr phosphorylation on tyr1068, in a time and dose dependent manner, presenting a maximal effect at 1 ϼ mol/l aldo after 10 min (figures xref_fig, xref_fig and xref_fig).,paricalcitol blocked aldo induced egfr transactivation, as shown by the downregulation of phosphorylated-egfr levels (figures xref_fig and xref_fig) and adam-17/tgf-alpha gene overexpression (xref_fig) to control values.,in cultured tubular cells, we have found that aldo upregulates both egfr ligands, tgf-alpha and hb-egf, but only tgf-alpha mediates aldo induced egfr transactivation, at least at the time point evaluated.,in mesangial cells, aldo activates egfr linked to ros production, erk signalling, and modulating cell growth [xref_bibr], as described in myocytes [xref_bibr] and vascular cells [xref_bibr].,our results show that in cultured tubular epithelial cells, the vdra agonist paricalcitol inhibited the egfr pathway activated by aldo by modulating tgf-alpha/adam17/egfr signalling pathway activation and expression, supporting this hypothesis.","pmc4438184,pmc4438184,pmc4438184,pmc4438184,pmc4438184,pmc4438184,pmc4438184",7,0.1,39,1,39.7
adam17,protein,,,,p78536,,,egfr,protein,,,uniprot,p00533,,,positive,i,activation,,,,,,"nan,nan,nan,nan,nan,nan,nan","nan,nan,nan,nan,nan,nan,nan","3.4 loss of adam17 greatly inhibits egfr activation and mucus production in colonic epithelia.,also showed severe weight loss during dss administration (xref_bibr), and the authors demonstrated that adam17 mediated egfr signaling in non hematopoietic cells plays a protective role against dss induced colitis.,the phenotype is ascribed to result from disturbance of cell differentiation and tissue development, which may be caused by failure of adam17 to activate egfr.,adam17 ⊐ dependent shedding of egfr ligands such as areg results in activation of egfr through an autocrine feedback loop, which modulates basal egfr activity (dewitt et al.,in differentiated primary bronchial epithelial cells (hbec-ali), inhibitors of egfr and of adam17 completely abolished adam17 substrate shedding as well as egfr dependent cxcl8 mrna induction [xref_bibr], illustrating the strong interrelationship between the key elements of the egfr / adam17 axis (xref_fig).,a growing number of studies reported that adam17 induces egfr transactivation in different types of cells such as vascular smooth muscle cell [xref_bibr], cardiac cell [xref_bibr], hepatic stellate cell [xref_bibr], and endothelial cell [xref_bibr], and the same effect was also observed in our results as well.,elevated adam17 activity causes sustained egfr activation and fibrosis after kidney injury (xref_bibr).","pmc4816818,pmc4816818,pmc4816818,pmc5002905,pmc5818912,pmc6038660,pmc6232257",7,0.1,39,1,39.7
cs,protein,,,,o75390,,,il6r,protein,,,uniprot,p40189,,,positive,i,activation,,,,,,"nan,nan,nan,nan,nan,nan","nan,nan,nan,nan,nan,nan","cs transiently increased il6r and areg mrna in ali ⊐ pbec to a similar extent in cultures from both groups, suggesting that posttranslational events determine differential shedding between copd and non ⊐ copd cultures.,cs significantly induces shedding of il6r and areg in copd ali ⊐ pbec but not in non ⊐ copd ali ⊐ pbec.,these findings suggest that the cs ⊐ induced increase in il6r and areg shedding is mediated at least in part via regulation of their mrna expression levels.,adam17 is required for cs ⊐ induced release of il6r and areg in ali ⊐ pbec.,importantly, our data demonstrate for the first time that cs triggered increase of basal shedding of il6r and areg into the basal medium, in the presence of egf in the growth medium providing basal egfr activity, was more pronounced in ali ⊐ pbec derived from copd patients compared to non ⊐ copd controls.,we further found that cs increases shedding of il6r and areg to the basal medium, but not to the apical side (fig.","pmc5002905,pmc5002905,pmc5002905,pmc5002905,pmc5002905,pmc5002905",6,0.1,39,1,39.6
cs,protein,,,,o75390,,,areg,protein,,,uniprot,p15514,,,positive,i,activation,,,,,,"nan,nan,nan,nan,nan,nan","nan,nan,nan,nan,nan,nan","cs transiently increased il6r and areg mrna in ali ⊐ pbec to a similar extent in cultures from both groups, suggesting that posttranslational events determine differential shedding between copd and non ⊐ copd cultures.,cs significantly induces shedding of il6r and areg in copd ali ⊐ pbec but not in non ⊐ copd ali ⊐ pbec.,these findings suggest that the cs ⊐ induced increase in il6r and areg shedding is mediated at least in part via regulation of their mrna expression levels.,adam17 is required for cs ⊐ induced release of il6r and areg in ali ⊐ pbec.,importantly, our data demonstrate for the first time that cs triggered increase of basal shedding of il6r and areg into the basal medium, in the presence of egf in the growth medium providing basal egfr activity, was more pronounced in ali ⊐ pbec derived from copd patients compared to non ⊐ copd controls.,we further found that cs increases shedding of il6r and areg to the basal medium, but not to the apical side (fig.","pmc5002905,pmc5002905,pmc5002905,pmc5002905,pmc5002905,pmc5002905",6,0.1,39,1,39.6
tfa,simplechemical,,,,84468,,,tace,protein,,,uniprot,p78536,,,negative,i,activation,,,,,,"nan,nan,nan,nan,nan","nan,nan,nan,nan,nan","as tnf ϱ is the primary trigger of inflammation, it was supposed that tfa may inhibit the activation of irhom2 / tace signalling.,the results showed both tfa treatment and irhom2 knockdown in hk2 cells inhibited the mature and the activity of tace induced by ages (xref_fig).,tfa treatment could inhibit the activation of irhom2 / tace signalling in kidney of dn rats suggesting the secretion of tnf ϱ might be inhibited as tnf secretion in mammalian cells depends on the activity of irhom2 / tace signalling.,tfa or pba treatment inhibited the er stress and the activation of irhom2 / tace signalling that was induced by age in vitro (xref_fig).,although the mechanisms by which tfa inhibits the activation of irhom2 / tace signalling that is induced by age remain unclear, our studies suggest that the beneficial inhibition of irhom2 / tace signalling by tfa could be attributable, at least in part, to its ability to alleviate er stress.","pmc6130561,pmc6130561,pmc6130561,pmc6130561,pmc6130561",5,0.1,39,1,39.5
adam17,protein,,,,p78536,,,ϱ,simplechemical,,,uaz,uaz00253,,,positive,i,activation,,,,,,"nan,nan,nan,nan,nan","nan,nan,nan,nan,nan","additionally, compound 17 exhibited unusual substrate selectivity by sparing adam17 mediated cleavage of tgf ϱ.,confirming the expected specificity, the adam10 inhibitor gi254023x (gi) had no effect on tnf ϱ release from these cells, whereas gw, an inhibitor of both adam10 and adam17, further reduced tnf ϱ release (xref_fig).,results from this study indicate that adam17 mediates il-13-induced proliferation and tgf ϱ shedding in nhbe cells.,thus, il-13-induced, adam17 mediated release of tgf ϱ, and subsequent epithelial cell proliferation, could contribute to the epithelial hypertrophy, as well as other features, associated with airway remodeling in allergic asthma.,after determining that exogenous adam17 can induce cellular proliferation mediated by tgf ϱ in nhbe cells, we determined whether endogenous adam17 is involved in il-13-induced proliferation of these cells.","pmc5688260,pmc6042961,pmc1976612,pmc1976612,pmc1976612",5,0.1,39,1,39.5
adam17,protein,,,,p78536,,,ang ii-induced inflammation,,,,,,,,positive,i,regulation,,,,,,"nan,nan,nan,nan,nan","nan,nan,nan,nan,nan","overall, adam17 modulated the protective effect of cgrp on ang ii induced inflammation in vsmcs.,further, our findings suggested that adam17 sirna decreased ang ii induced inflammation and erk1/2 activation in vsmcs.,therefore, adam17 induces ang ii induced inflammation through the egfr-erk1/2 pathway in vsmcs.,in the present study, indirect evidences showed that adam17 negatively modulated the protective effect of cgrp against ang ii induced inflammation through the egfr-erk1/2 pathway.,in summary, we identify the anti-inflammatory effect of cgrp on ang ii induced vsmc inflammation, and indirect evidences indicate that adam17 mediates the protective effect of cgrp against ang ii induced inflammation through the egfr-erk1/2 pathway in vsmcs (xref_fig).","pmc6038660,pmc6038660,pmc6038660,pmc6038660,pmc6038660",5,0.1,39,1,39.5
egfr,protein,,,,p00533,,,inflammation,bioprocess,,,go,go:0006954,,,positive,i,activation,,,,,,"nan,nan,nan,nan,nan","nan,nan,nan,nan,nan","previous studies showing that defective egfr signaling in mice deficient for tgf-alpha leads to severe inflammation upon dss challenge (xref_bibr) and overexpression of tgf-alpha reduces susceptibility of dss induced colitis (xref_bibr) have suggested that tgf-alpha acts as a principal growth factor for protection from colitis.,small interference rna (sirna) and inhibitors of cgrp, epidermal growth factor receptor (egfr), and extracellular signal regulated kinase 1/2 (erk1/2) were adopted to investigate their effect on ang ii induced inflammation in vsmcs.,our results showed that inhibition of egfr could attenuate inflammation in vsmcs treated by ang ii.,these data are in line with our recent observation that blockade of the adam17 / egfr axis prevents experimental renal inflammation induced by systemic administration of the tweak cytokine [xref_bibr], showing that this pathway, besides regulating proliferation and fibrosis, could contribute to renal inflammation.,other data also support the involvement of the egfr / adam17 axis in inflammation [xref_bibr, xref_bibr], as we have recently described in tweak mediated experimental renal inflammation [xref_bibr].","pmc4816818,pmc6038660,pmc6038660,pmc4438184,pmc4438184",5,0.1,39,1,39.5
isoflurane,simplechemical,,,,3763,,,injury,bioprocess,,,go,go:0090303,,,positive,i,activation,,,,,,"nan,nan,nan,nan,nan","nan,nan,nan,nan,nan","in a mouse model of lipopolysaccharide induced lung injury, isoflurane accelerated the recovery of lung inflammation and injury that was coupled with an increase in the number of alveolar macrophages containing apoptotic bodies.,thus, isoflurane promoted resolution of lipopolysaccharide induced lung inflammatory injury via enhancement of macrophage efferocytosis.,these data clearly show that isoflurane treatment accelerates resolution of lps induced lung inflammatory injury and increases efferocytosis in vivo.,collectively, these data strongly suggest that isoflurane promotes resolution of lung inflammation and injury during sepsis by enhancement of macrophage efferocytosis.,taken together, our in vivo and in vitro findings strongly support the notion that isoflurane accelerates resolution of lps induced lung inflammation and injury through modulation of efferocytosis.","pmc5495389,pmc5495389,pmc5495389,pmc5495389,pmc5495389",5,0.1,39,1,39.5
itap,protein,,,,o77091,,,tace,protein,,,uniprot,p78536,,,positive,i,activation,,,,,,"nan,nan,nan,nan,nan","nan,nan,nan,nan,nan","ablation of itap triggers the mis sorting of irhom2, and consequently, tace, to lysosomes, where they are degraded.,as expected, tace immunoprecipitates (xref_fig) from itap ko cells exhibited substantially depleted levels of tace activity (xref_fig), confirming that the loss of itap specifically impairs tace rather than affecting its substrates.,first, loss of itap, which binds to irhom2 (xref_fig ⊓ xref_fig; xref_table), could impair er exit of the irhom / tace complex, causing a failure in tace maturation, as observed in irhom ko cells (xref_bibr; xref_bibr).,itap modulates the plasma membrane stability of irhom2 and tace by preventing their aberrant sorting to the lysosome.,to test the hypothesis that loss of itap triggers the degradation of irhom2 and tace in lysosomes, the major degradative compartment in the late secretory pathway, we examined the localization of mcherry-irhom2 in wt or itap ko hela cells derived by crispr (xref_fig).","pmc6042963,pmc6042963,pmc6042963,pmc6042963,pmc6042963",5,0.1,39,1,39.5
adam17,protein,,,,p78536,,,inflammation,bioprocess,,,go,go:0006954,,,positive,i,activation,,,,,,"nan,nan,nan,nan,nan","nan,nan,nan,nan,nan","altogether, our study suggests that leukocyte adam17 promotes inflammation in the lung, and thus this sheddase may be a potential target in the design of pharmacologic therapies for acute lung injury.,these results showed that adam17 promoted ang ii induced vsmc inflammation.,these data are in line with our recent observation that blockade of the adam17 / egfr axis prevents experimental renal inflammation induced by systemic administration of the tweak cytokine [xref_bibr], showing that this pathway, besides regulating proliferation and fibrosis, could contribute to renal inflammation.,other data also support the involvement of the egfr / adam17 axis in inflammation [xref_bibr, xref_bibr], as we have recently described in tweak mediated experimental renal inflammation [xref_bibr].,thus, activation of endothelial adam17 promotes acute pulmonary inflammation in response to endotoxin by multiple endothelial shedding events most likely independently of endothelial tnf-alpha release leading to enhanced vascular permeability and leukocyte recruitment.","pmc3095620,pmc6038660,pmc4438184,pmc4438184,pmc3403298",5,0.1,39,1,39.5
adam17,protein,,,,p78536,,,tnf-alpha,protein,,,uaz,p01375,,,positive,i,activation,,,,,,"nan,nan,nan,nan","nan,nan,nan,nan","the rationale of this study was to inhibit adam17 induced shedding of soluble tnf-alpha in order to reduce detrimental inflammation after spinal cord injury (sci).,these findings suggest that maintaining adam17 ⊓ egfr epithelial signaling is necessary for the recovery from uc and would be beneficial to therapeutic strategies targeting adam17 mediated tnf-alpha shedding.,compared with the ang ii group, adam17 sirna remarkably diminished the protein release and mrna expression of il-1 -beta, il-6, and tnf-alpha in vsmcs stimulated by ang ii (figures xref_fig ⊓ xref_fig).,in accordance, aspirin induced gastric mucosal damage as well as increased tnf-alpha release was prevented by inhibitors of adam17 (xref_bibr).","pmc3877539,pmc4816818,pmc6038660,pmc5776559",4,0.1,39,1,39.4
