Regulator Name,Regulator Type,Regulator Subtype,Regulator HGNC Symbol,Regulator Database,Regulator ID,Regulator Compartment,Regulator Compartment ID,Regulated Name,Regulated Type,Regulated Subtype,Regulated HGNC Symbol,Regulated Database,Regulated ID,Regulated Compartment,Regulated Compartment ID,Sign,Connection Type,Mechanism,Site,Cell Line,Cell Type,Tissue Type,Organism,Score,Source,Statements,Paper IDs,Evidence Score,Match Score,Kind Score,Epistemic Value,Total Score
pi3k,other,,,,pi3k,,,foxp3,protein,,,uniprot,b7zlg1,,,positive,i,transcription,,,mesh:d015496 ++++ cl:cl:0000084,,,nan,nan,"to evaluate whether pi3k activation contributes to the negative effects of tcr / cd28 engagement on foxp3 expression in wt cells , we evaluated the effects of pi3k inhibition on cells stimulated with anti-cd3 and anti-cd28 .",pmc3949578,1,100,40,1,140
lymphoma,biologicalprocess,,,,d008223,,,pten,protein,,,uniprot,p60484,,,positive,i,none,,,cl:cl:0000084 ++++ cl:cl:0000236,,,nan,nan,"pd-1 signalling in a pd-1-transduced human lymphoma cell line also enhances pten and attenuates pi3k / akt and pkc θ ( extended data fig. 9a , b , c ) .",pmc5821214,1,100,40,1,140
itk,protein,,,,q08881,,,il-2,protein,,,uniprot,p60568,,,negative,i,none,,,,,,nan,nan,"these results suggest that itk deficiency did not simply increase il-2 responses , but rather altered signaling in response to il-2 , such that stat5 activation was uncoupled from mtor activation .",pmc3949578,1,100,40,1,140
cd4,protein,,,,p01730,,,foxp3,protein,,,uniprot,b7zlg1,,,positive,i,none,,,mesh:d015496 ++++ cl:cl:0000084,,,nan,nan,"furthermore , treatment of itk deficient cd4 cells with pten specific shrna reduced the generation of foxp3 cells , supporting the idea that altered pten expression contributes to rather than results from the increased generation of foxp3 cells .",pmc3949578,1,100,40,1,140
mice,protein,,,,p31944,,,foxp3,protein,,,uniprot,b7zlg1,,,positive,i,none,,cellosaurus:cvcl_7904,cl:cl:0000084,,uberon:uberon:0002391 ++++ uberon:uberon:0002106,nan,nan,"despite severe autoimmune diseases , pten foxp3-cre mice had increased percentage and numbers of foxp3 t cells in the spleen and lymph nodes ( fig. 2c , supplementary fig. 2f ) .",pmc4297581,1,100,40,1,140
mice,protein,,,,p31944,,,foxp3,protein,,,uniprot,b7zlg1,,,positive,i,none,,,mesh:d015496 ++++ cl:cl:0000084,,,nan,nan,"although itk deficient mice have slightly reduced numbers of foxp3 cd4 t cells compared with wt mice , the percentage of cd4 t cells that express foxp3 is higher because of the overall low numbers of cd4 t cells in these mice ( fig. 1 c ) .",pmc3949578,1,100,40,1,140
"stat5*1, il-2*1+",otherprotein,,,,"stat5, p60568",other,sl-0431,foxp3,protein,,,uniprot,b7zlg1,other,sl-0431,positive,i,transcription,,cellosaurus:cvcl_1774,mesh:d015496 ++++ cl:cl:0000911 ++++ cl:cl:0000815 ++++ cl:cl:0000899 ++++ cl:cl:0000084,,,nan,nan,"in contrast , although il-2 promotes expression of foxp3 via activation of stat5 , il-2 and stat5 activation inhibit th17 cell differentiation ( laurence et al ., 2007 ) .",pmc3949578,1,100,40,1,140
common γ chain,other,,,,uaz636f6d6d6f6e20ceb320636861696e,other,sl-0191,jak3,protein,,,uniprot,p52333,other,sl-0191,positive,i,phosphorylation,,,cl:cl:0000084 ++++ cl:cl:0000236 ++++ cl:cl:0000813,,uberon:uberon:2001058 ++++ uberon:uberon:0002370,nan,nan,"upon ligand binding , the il-7 receptor-α chain ( il-7r α ; cd127 ) and the common γ chain ( γ ; cd132 ) dimerize and induce the transphosphorylation of jak3 and jak1 .",pmc5618553,1,100,40,1,140
pi3ks,other,,,,pi3k,,,p3,protein,,,uniprot,p09131,,,positive,d,phosphorylation,,,cl:cl:0000236 ++++ cl:cl:0000807 ++++ cl:cl:0000084,,,nan,nan,"pi3ks phosphorylate phosphatidyl-inositol ( 4 , 5 ) p2 ( pip2 ) to phosphatidyl-inositol ( 3 , 4 , 5 ) p3 ( pip3 ) , a second messenger allowing the recruitment and activation of downstream effectors , such as phosphoinositide dependent kinase 1 ( pdk1 ) and akt , via pleckstrin homology ( ph ) domain mediated docking .",pmc5618553,1,100,40,1,140
il7,protein,,,,p13232,,,mtor,protein,,,uniprot,p42345,,,positive,i,phosphorylation,,,cl:cl:0000827,,uberon:uberon:0000105,nan,nan,"however , il7 was unable to induce akt or mtor phosphorylation ( figures 3b , e and f ) .",pmc5886055,1,100,40,1,140
rictor,protein,,,,q6r327,,,pten,protein,,,uniprot,p60484,,,negative,i,none,,,cl:cl:0000084,,,nan,nan,"to determine the contribution of mtorc2 activity to pten foxp3-cre phenotypes , we crossed pten foxp3-cre mice with those lacking rictor that abrogated mtorc2 activity ( pten foxp3-cre ) to generate pten rictor foxp3-cre mice .",pmc4297581,1,100,40,1,140
il-7,protein,,,,p13232,other,sl-0191,jak3,protein,,,uniprot,p52333,other,sl-0191,positive,i,phosphorylation,,,cl:cl:0000084 ++++ cl:cl:0000236 ++++ cl:cl:0000813,,uberon:uberon:2001058 ++++ uberon:uberon:0002370,nan,nan,"upon ligand binding , the il-7 receptor-α chain ( il-7r α ; cd127 ) and the common γ chain ( γ ; cd132 ) dimerize and induce the transphosphorylation of jak3 and jak1 .",pmc5618553,1,100,40,1,140
pi3k inhibitor,other,,,,uaz5049334b20696e68696269746f72,,,foxp3,protein,,,uniprot,b7zlg1,,,negative,i,none,,,cl:cl:0000084 ++++ mesh:d015496,,,nan,nan,"the presence of the pi3k inhibitor ly2940002 in t cell cultures enhanced the production of foxp3 by wt cd4 t cells in the presence of anti-cd3 plus anti-cd28 , increasing the expression from 16.4 to 32.2 % ( fig. 4 a ) ; higher concentrations of the pi3k inhibitor were toxic for the cells ( not depicted ) .",pmc3949578,1,100,40,1,140
tcr,other,,,,tcr,,,il-2,protein,,,uniprot,p60568,,,negative,i,none,,,cl:cl:0000084 ++++ mesh:d015496,,,nan,nan,"previous studies have demonstrated that strong tcr signaling can impair il-2 – induced phosphorylation of stat5 ( lee et al ., 1999 ; yamane and paul , 2013 ) , an important transcription factor for foxp3 induction , although the mechanism for these observations is not fully understood .",pmc3949578,1,100,40,1,140
il-7 receptor-α,other,,,,uaz494c2d37207265636570746f722dceb1,other,sl-0191,jak3,protein,,,uniprot,p52333,other,sl-0191,positive,i,phosphorylation,,,cl:cl:0000084 ++++ cl:cl:0000236 ++++ cl:cl:0000813,,uberon:uberon:2001058 ++++ uberon:uberon:0002370,nan,nan,"upon ligand binding , the il-7 receptor-α chain ( il-7r α ; cd127 ) and the common γ chain ( γ ; cd132 ) dimerize and induce the transphosphorylation of jak3 and jak1 .",pmc5618553,1,100,40,1,140
itk,protein,,,,q08881,other,sl-0468,mtor,protein,,,uniprot,p42345,other,sl-0468,positive,i,phosphorylation,,,mesh:d015496 ++++ cl:cl:0000738 ++++ cl:cl:0000815 ++++ cl:cl:0000899 ++++ cl:cl:0000084,,uberon:uberon:0002405,nan,nan,"consistent with their tcr signaling defects , itk cd4 t cells exhibited reduced tcr induced phosphorylation of mtor downstream targets , including ribosomal s6 and akt , accompanied by changes in metabolic signatures affected by mtor , including reduced expression of hif1 α . ++++ loss of the tec family kinase itk results in a bias to foxp3 + t reg cell differentiation and reduced tcr induced phosphorylation of mtor targets .",pmc3949578,1,100,40,1,140
"tcr*1, itk*1+",otherprotein,,,,"tcr, q08881",,,mtor,protein,,,uniprot,p42345,,,positive,i,phosphorylation,,,mesh:d015496 ++++ cl:cl:0000738 ++++ cl:cl:0000815 ++++ cl:cl:0000899 ++++ cl:cl:0000084,,uberon:uberon:0002405,nan,nan,loss of the tec family kinase itk results in a bias to foxp3 + t reg cell differentiation and reduced tcr induced phosphorylation of mtor targets .,pmc3949578,1,100,40,1,140
γ,other,,,,uazceb3,other,sl-0191,jak3,protein,,,uniprot,p52333,other,sl-0191,positive,i,phosphorylation,,,cl:cl:0000084 ++++ cl:cl:0000236 ++++ cl:cl:0000813,,uberon:uberon:2001058 ++++ uberon:uberon:0002370,nan,nan,"upon ligand binding , the il-7 receptor-α chain ( il-7r α ; cd127 ) and the common γ chain ( γ ; cd132 ) dimerize and induce the transphosphorylation of jak3 and jak1 .",pmc5618553,1,100,40,1,140
akt,other,,,,akt,,,mtor,protein,,,uniprot,p42345,,,positive,i,none,,,cl:cl:0000084,,uberon:uberon:0000170,nan,nan,"first , it is likely that decreased or impaired tcr signaling prevents full activation of pi3k and downstream effectors including mtor .",pmc3949578,1,100,40,1,140
tec,other,,,,uaz546563,,,mtor,protein,,,uniprot,p42345,,,positive,i,phosphorylation,,,mesh:d015496 ++++ cl:cl:0000738 ++++ cl:cl:0000815 ++++ cl:cl:0000899 ++++ cl:cl:0000084,,uberon:uberon:0002405,nan,nan,loss of the tec family kinase itk results in a bias to foxp3 + t reg cell differentiation and reduced tcr induced phosphorylation of mtor targets .,pmc3949578,1,100,40,1,140
"tcr*1, tec*1+",otherother,,,,"tcr, uaz546563",,,mtor,protein,,,uniprot,p42345,,,positive,i,phosphorylation,,,mesh:d015496 ++++ cl:cl:0000738 ++++ cl:cl:0000815 ++++ cl:cl:0000899 ++++ cl:cl:0000084,,uberon:uberon:0002405,nan,nan,loss of the tec family kinase itk results in a bias to foxp3 + t reg cell differentiation and reduced tcr induced phosphorylation of mtor targets .,pmc3949578,1,100,40,1,140
notch,other,,,,notch,,,pten,protein,,,uniprot,p60484,,,negative,i,transcription,,,cl:cl:0000084 ++++ cl:cl:0000893 ++++ cl:cl:0000807,,uberon:uberon:0000105,nan,nan,cross talk has also been reported between notch signaling and p13k / akt in both human t-all cell lines and dn3 thymocytes on a op9-dl1 culture system in which notch represses pten expression .,pmc5886055,1,100,40,1,140
tcr,other,,,,tcr,other,sl-0468,mtor,protein,,,uniprot,p42345,other,sl-0468,negative,i,phosphorylation,,,cl:cl:0000084 ++++ mesh:d015496,,,nan,nan,"consistent with their tcr signaling defects , itk cd4 t cells exhibited reduced tcr induced phosphorylation of mtor downstream targets , including ribosomal s6 and akt , accompanied by changes in metabolic signatures affected by mtor , including reduced expression of hif1 α .",pmc3949578,1,100,40,1,140
ifn-γ,other,,,,uaz49464e2dceb3,,,pten,protein,,,uniprot,p60484,,,positive,i,none,,cellosaurus:cvcl_7904,cl:cl:0000084,,,nan,nan,"because the development of this t subset is dependent upon ifn-γ signaling , we examined whether excessive ifn-γ production in pten foxp3-cre mice was involved in the dysregulation of t-bet and cxcr3 .",pmc4297581,1,100,40,1,140
akt,other,,,,akt,,,pten,protein,,,uniprot,p60484,,,positive,d,transcription,,,cl:cl:0000815 ++++ mesh:d015496,,,nan,nan,we demonstrate that differential akt / mtor signaling regulates pten transcription via the foxo1 transcription factor .,pmc4418530,1,100,40,1,140
tcr,other,,,,tcr,,,pten,protein,,,uniprot,p60484,,,negative,i,none,,,cl:cl:0000084,,,nan,nan,"intriguingly , previous work has demonstrated that tcr signaling can down-regulate pten ( bensinger et al ., 2004 ) .",pmc3949578,1,100,40,1,140
viii,protein,,,,p10176,,,akt1,protein,,,uniprot,p31749,,,negative,i,none,,,cl:cl:0000084 ++++ cl:cl:0000813 ++++ mesh:d018414 ++++ uaz:uaz434438e280892b,,,nan,nan,"akti viii , which selectively inhibits akt1 / akt2 activity , has been shown to be able to induce memory t cell formation at a concentration of 1 μ m [ 16 ] .",pmc5359873,1,100,40,1,140
il-2,protein,,,,p60568,,,4e-bp1,protein,,,uniprot,q13541,,,positive,d,phosphorylation,,,cl:cl:0000084,,,"nan,nan","nan,nan","both wt and pten foxp3-cre t cells responded to these stimuli with robust phosphorylation of s6 and 4e-bp1 , indicative of comparable activation of the mtorc1 pathway under these conditions ( fig. 7b , supplementary fig. 7b ) .,both wt and pten foxp3-cre t cells responded to these stimuli with robust phosphorylation of s6 and 4e-bp1 , indicative of comparable activation of the mtorc1 pathway under these conditions ( fig. 7b , supplementary fig. 7b ) .","pmc4297581,pmc4297581",2,1,40,1,42
pten,protein,,,,p60484,,,4e-bp1,protein,,,uniprot,q13541,,,positive,d,phosphorylation,,,cl:cl:0000084,,,"nan,nan","nan,nan","both wt and pten foxp3-cre t cells responded to these stimuli with robust phosphorylation of s6 and 4e-bp1 , indicative of comparable activation of the mtorc1 pathway under these conditions ( fig. 7b , supplementary fig. 7b ) .,both wt and pten foxp3-cre t cells responded to these stimuli with robust phosphorylation of s6 and 4e-bp1 , indicative of comparable activation of the mtorc1 pathway under these conditions ( fig. 7b , supplementary fig. 7b ) .","pmc4297581,pmc4297581",2,1,40,1,42
foxp3,protein,,,,b7zlg1,,,itk,protein,,,uniprot,q08881,,,positive,i,none,,,cl:cl:0000084 ++++ mesh:d015496 ++++ cl:cl:0000899,,,nan,nan,"consistent with the increased foxp3 induction in itk cells exposed to il-2 , itk deficient cells showed increased il-2 – induced pstat5 compared with wt cells ( fig. 6 c , left ) . ++++ however , il-2 also activates pi3k mediated pathways and thus would be predicted to increase t cell activation and metabolism.to further dissect the altered differentiation of itk deficient cd4 t cells , we examined the influence of il-2 on the generation of foxp3 producers in itk cells under th17 cell differentiation conditions .",pmc3949578,1,1,40,1,41
pik3cd,protein,,,,o00329,,,t-all,biologicalprocess,,,mesh,d054218,,,positive,i,none,,cellosaurus:cvcl_0207 ++++ cellosaurus:cvcl_0013 ++++ cellosaurus:cvcl_4965,,,,nan,nan,inhibition of pik3cd by cal-101 or shrnas reduces the growth of t-all cells .,pmc5986278,1,1,40,1,41
il-2,protein,,,,p60568,other,sl-0468,pi3k,other,,,fplx,pi3k,other,sl-0468,positive,i,none,,,mesh:d015496 ++++ cl:cl:0000084 ++++ cl:cl:0000899,,,nan,nan,"however , in itk cd4 t cells , repression of pten is defective , thereby uncoupling il-2 – mediated activation of pi3k – mtor pathways from stat phosphorylation . ++++ however , il-2 also activates pi3k mediated pathways and thus would be predicted to increase t cell activation and metabolism.to further dissect the altered differentiation of itk deficient cd4 t cells , we examined the influence of il-2 on the generation of foxp3 producers in itk cells under th17 cell differentiation conditions .",pmc3949578,1,1,40,1,41
pten,protein,,,,p60484,,,notch1,protein,,,uniprot,p46531,,,negative,i,none,,cellosaurus:cvcl_6353,cl:cl:0000893,,,nan,nan,"moreover , notch1 mediated transcriptional upregulation of il-7r α [ 93 ] and hes1 mediated transcriptional repression of pten [ 85 ] further contribute to enhance pi3k/akt/mtor signaling in notch1 dependent t-all .",pmc5618553,1,1,40,1,41
pten,protein,,,,p60484,,,pd-1,protein,,,uniprot,p18621,,,positive,i,none,,,cl:cl:0000084 ++++ cl:cl:0000236,,,nan,nan,"pd-1 signalling in a pd-1-transduced human lymphoma cell line also enhances pten and attenuates pi3k / akt and pkc θ ( extended data fig. 9a , b , c ) .",pmc5821214,1,1,40,1,41
pten,protein,,,,p60484,,,p53,protein,,,uniprot,p04637,,,positive,i,none,,cellosaurus:cvcl_0207 ++++ cellosaurus:cvcl_0013,cl:cl:0000826,,,nan,nan,"previously , others have shown that pten loss activates the pi3k / akt pathway and aberrant ikaros dominant negative isoforms are expressed in p53 mouse t-all cells .",pmc5986278,1,1,40,1,41
mammalian target of rapamycin,protein,,,,p42345,,,t-all,biologicalprocess,,,mesh,d054218,,,positive,i,none,,,cl:cl:0000084,,,nan,nan,"in a mouse model of t-all evoked by kras activation , raptor deficiency , an essential component of mammalian target of rapamycin complex 1 ( mtorc1 ) , dramatically inhibited the cell cycle progression in oncogenic kras expressing t-cell progenitors , and specifically prevented the development of t-all [ 100 ] .",pmc5618553,1,1,40,1,41
pten,protein,,,,p60484,,,pi3k,other,,,fplx,pi3k,,,negative,i,none,,cellosaurus:cvcl_4965 ++++ cellosaurus:cvcl_0207 ++++ cellosaurus:cvcl_0013,,,,nan,nan,"recent studies have shown that lack of pten , which negatively regulates pi3k signaling , alters the expression of different isoforms of the tumor suppressor ikaros , leading us to hypothesize that the pten / pi3k pathway may modulate mir-26b through modulation of ikaros activity .",pmc5986278,1,1,40,1,41
il-2,protein,,,,p60568,,,il17a,protein,,,uniprot,q16552,,,negative,i,none,,,mesh:d015496 ++++ cl:cl:0000084,,,nan,nan,"conversely , addition of exogenous human il-2 ( hil-2 ) reduced the production of il17a in both wt and itk th17 cultures ( fig. 6 a ) .",pmc3949578,1,1,40,1,41
pten,protein,,,,p60484,,,pi3k,other,,,fplx,pi3k,,,negative,i,none,,,cl:cl:0000084,,,nan,nan,"as a pluripotent molecule , pten antagonizes pi3k activity and thus inhibits both mtorc1 and mtorc2 activities ; pten also possesses nuclear functions independent of pi3k-akt activity .",pmc4297581,1,1,40,1,41
pten,protein,,,,p60484,,,t-all,biologicalprocess,,,mesh,d054218,,,negative,i,none,,cellosaurus:cvcl_6353,cl:cl:0000893,,,nan,nan,"moreover , notch1 mediated transcriptional upregulation of il-7r α [ 93 ] and hes1 mediated transcriptional repression of pten [ 85 ] further contribute to enhance pi3k/akt/mtor signaling in notch1 dependent t-all .",pmc5618553,1,1,40,1,41
mammalian target of rapamycin,protein,,,,p42345,,,cell cycle,biologicalprocess,,,go,go:0007049,,,positive,i,none,,,cl:cl:0000084,,,nan,nan,"in a mouse model of t-all evoked by kras activation , raptor deficiency , an essential component of mammalian target of rapamycin complex 1 ( mtorc1 ) , dramatically inhibited the cell cycle progression in oncogenic kras expressing t-cell progenitors , and specifically prevented the development of t-all [ 100 ] .",pmc5618553,1,1,40,1,41
m-tor,protein,,,,p42345,,,protein translation,biologicalprocess,,,go,go:0006412,,,positive,i,none,,,cl:cl:0000813 ++++ cl:cl:0000084 ++++ uaz:uaz434438e280892b,,,nan,nan,"there are several pharmacologic candidates capable of driving t cells toward the memory phenotype , such as those activating the wnt/β-catenin pathway [ 14 ] and inhibiting m-tor mediated protein translation [ 28 ] .",pmc5359873,1,1,40,1,41
pten,protein,,,,p60484,,,t-all,biologicalprocess,,,mesh,d054218,,,negative,i,none,,cellosaurus:cvcl_0207 ++++ cellosaurus:cvcl_0013,cl:cl:0000826,,,nan,nan,"previously , others have shown that pten loss activates the pi3k / akt pathway and aberrant ikaros dominant negative isoforms are expressed in p53 mouse t-all cells .",pmc5986278,1,1,40,1,41
il-2,protein,,,,p60568,other,sl-0431,differentiation,biologicalprocess,,,go,go:0030154,other,sl-0431,negative,i,none,,cellosaurus:cvcl_1774,mesh:d015496 ++++ cl:cl:0000911 ++++ cl:cl:0000815 ++++ cl:cl:0000899 ++++ cl:cl:0000084,,,nan,nan,"in contrast , although il-2 promotes expression of foxp3 via activation of stat5 , il-2 and stat5 activation inhibit th17 cell differentiation ( laurence et al ., 2007 ) .",pmc3949578,1,1,40,1,41
pten,protein,,,,p60484.t,,,mir-26b,other,,,uaz,uaz6d69522d323662,,,positive,i,transcription,,cellosaurus:cvcl_0013 ++++ cellosaurus:cvcl_0207 ++++ cellosaurus:cvcl_4965,,,,nan,nan,"since pten expression elevates mir-26b expression , we hypothesized that pten expression differentially modulates the expression of ik-dp and ik-dn in t-all cells .",pmc5986278,1,1,40,1,41
pten,protein,,,,p60484.t,,,mir-26b,other,,,uaz,uaz6d69522d323662,,,positive,i,amount,,cellosaurus:cvcl_0207 ++++ cellosaurus:cvcl_0013 ++++ cellosaurus:cvcl_4965,,,,nan,nan,"interestingly , restoration of pten expression in pten human t-all cell lines ( ccrf-cem and molt4 ) that lack endogenous pten expression significantly elevated the expression level of mir-26b ( figure 6a , p < 0.05 ) .",pmc5986278,1,1,40,1,41
pten,protein,,,,p60484.t,,,ik-dp,protein,,,uniprot,o15554,,,positive,i,transcription,,cellosaurus:cvcl_0013 ++++ cellosaurus:cvcl_0207 ++++ cellosaurus:cvcl_4965,,,,nan,nan,"since pten expression elevates mir-26b expression , we hypothesized that pten expression differentially modulates the expression of ik-dp and ik-dn in t-all cells . ++++ since pten expression elevates mir-26b expression , we hypothesized that pten expression differentially modulates the expression of ik-dp and ik-dn in t-all cells .",pmc5986278,1,1,40,1,41
pten,protein,,,,p60484,,,pi3k,other,,,fplx,pi3k,,,positive,i,none,,,,,,nan,nan,"the tumor suppressor pten inhibits the pi3k pathway which alters isoforms of ikaros , and is one of the up-regulators of mir-26b in t-all ( figure 7 ) .",pmc5986278,1,1,40,1,41
pten,protein,,,,p60484.t,,,ik-dn isoform,other,,,uaz,uaz494b2d444e2069736f666f726d,,,negative,i,amount,,cellosaurus:cvcl_0013 ++++ cellosaurus:cvcl_0207 ++++ cellosaurus:cvcl_4965,,,,nan,nan,"expression of pten markedly decreased the levels of ik-dn isoform in ccrf-cem and molt4 , two t-all cell lines that have no endogenous pten expression ( figure 6g ) .",pmc5986278,1,1,40,1,41
pten,protein,,,,p60484,,,pi3k-,other,,,fplx,pi3k,,,positive,i,none,,cellosaurus:cvcl_f578,cl:cl:0000084 ++++ cl:cl:0000542,,,nan,nan,"however , we show here that impaired tcr signaling via loss of itk also leads to a negative feedback loop in which defective repression of pten prevents downstream activation of pi3k- and mtor mediated pathways not just from the tcr , but from multiple cellular inputs .",pmc3949578,1,1,40,1,41
pten,protein,,,,p60484.t,,,foxo1,protein,,,uniprot,q12778,,,positive,i,transcription,,cellosaurus:cvcl_0207 ++++ cellosaurus:cvcl_0013 ++++ cellosaurus:cvcl_4965,cl:cl:0000826,,,nan,nan,exogenous pten expression led to increased expression of foxo1 in t-all cell lines with null endogenous pten ( ccrf-cem and molt4 ) .,pmc5986278,1,1,40,1,41
pten,protein,,,,p60484,,,pi3k/akt/mtor,other,,,uaz,uaz5049334b2f416b742f6d544f52,,,negative,i,none,,cellosaurus:cvcl_6353,cl:cl:0000893,,,nan,nan,"moreover , notch1 mediated transcriptional upregulation of il-7r α [ 93 ] and hes1 mediated transcriptional repression of pten [ 85 ] further contribute to enhance pi3k/akt/mtor signaling in notch1 dependent t-all . ++++ moreover , notch1 mediated transcriptional upregulation of il-7r α [ 93 ] and hes1 mediated transcriptional repression of pten [ 85 ] further contribute to enhance pi3k/akt/mtor signaling in notch1 dependent t-all .",pmc5618553,1,1,40,1,41
pten,protein,,,,p60484,,,myc,protein,,,uniprot,p01106,,,negative,i,transcription,,cellosaurus:cvcl_f578,cl:cl:0000542 ++++ cl:cl:0000084,,,nan,nan,"similarly , myc expression is also repressed by increased pten , providing another level of systems amplification ( bonnet et al ., 2011 ) .",pmc3949578,1,1,40,1,41
pten,protein,,,,p60484,,,proliferation,biologicalprocess,,,go,go:0008283,,,negative,i,none,,cellosaurus:cvcl_e829 ++++ cellosaurus:cvcl_7904,cl:cl:0000084 ++++ cl:cl:0000844,,uberon:uberon:0002391 ++++ uberon:uberon:0002106 ++++ uberon:uberon:0000479,nan,nan,"therefore , pten deficiency causes an increased t cellularity and proliferation .",pmc4297581,1,1,40,1,41
pten,protein,,,,p60484,,,t-bet,protein,,,uniprot,q9ul17,,,positive,i,none,,cellosaurus:cvcl_7904,cl:cl:0000084,,,nan,nan,"moreover , pten foxp3-cre t cells upregulated signature molecules characteristic of t 1 and t cells , including cxcr3 and t-bet , and cxcr5 and bcl6 , respectively , whereas expression of irf4 and p-stat3 , which are required for t -mediated suppression of t 2 and t 17 cells , remained unchanged ( supplementary fig. 5b ) .",pmc4297581,1,1,40,1,41
