Regulator Name,Regulator Type,Regulator Subtype,Regulator HGNC Symbol,Regulator Database,Regulator ID,Regulator Compartment,Regulator Compartment ID,Regulated Name,Regulated Type,Regulated Subtype,Regulated HGNC Symbol,Regulated Database,Regulated ID,Regulated Compartment,Regulated Compartment ID,Sign,Connection Type,Mechanism,Site,Cell Line,Cell Type,Tissue Type,Organism,Score,Source,Statements,Paper IDs,Evidence Score,Match Score,Kind Score,Epistemic Value,Total Score
il2,protein,,,,p60568,,,itk,protein,,,uniprot,q08881,,,positive,i,,,,,,,nan,nan,nan,pmc3949578,1,1,40,1,41
pten,protein,,,,p60484,,,akt,family,,,be,p31749,,,negative,i,,,,,,,nan,nan,nan,pmc4712330,1,1,40,1,41
pten,protein,,,,p60484,,,itk,protein,,,uniprot,q08881,,,negative,i,,,,,,,nan,nan,nan,pmc3949578,1,1,40,1,41
pten,protein,,,,p60484,,,akt,family,,,be,p31749,,,positive,i,,,,,,,nan,nan,nan,pmc4712330,1,1,40,1,41
tcr,protein,,,,p04235,,,nedd4,protein,,,,p46934,,,positive,i,,,,,,,nan,nan,nan,pmc4418530,1,1,40,1,41
tcr,protein,,,,p04234,,,akt,family,,,be,p31749,,,negative,i,,,,,,,nan,nan,nan,pmc4302769,1,1,40,1,41
tcr,protein,,,,p01850,,,mek1,protein,,,,q02750,,,positive,i,,,,,,,nan,nan,nan,pmc4418530,1,1,40,1,41
tcr,protein,,,,p01850,,,ck2,protein,,,,q53gl0,,,positive,i,,,,,,,nan,nan,nan,pmc4418530,1,1,40,1,41
pten,protein,,,,p60484,,,cd8,family,,,be,cd8,,,positive,i,,,,,,,nan,nan,nan,pmc3375464,1,1,40,1,41
tcr,protein,,,,p04234,,,itk,protein,,,uniprot,q08881,,,positive,i,,,,,,,nan,nan,nan,pmc3949578,1,1,40,1,41
akt,protein,,,,p31749,,,itk,protein,,,uniprot,q08881,,,negative,i,,,,,,,nan,nan,nan,pmc3949578,1,1,40,1,41
akt,protein,,,,p31749,,,cd4,protein,,,uniprot,p01730,,,negative,i,,,,,,,nan,nan,nan,pmc3949578,1,1,40,1,41
akt,protein,,,,p31749,,,stat5,family,,,be,p42229,,,positive,i,,,,,,,nan,nan,nan,pmc3949578,1,1,40,1,41
tcr,protein,,,,p04234,,,cd4,protein,,,uniprot,p01730,,,negative,i,,,,,,,nan,nan,nan,pmc3949578,1,1,40,1,41
pten,protein,,,,p60484,,,pip3,protein,,,,hmdb10148,,,negative,i,,,,,,,nan,nan,nan,pmc4418530,1,1,40,1,41
pten,protein,,,,p60484,,,hsc,protein,,,uniprot,p19526,,,positive,i,,,,,,,nan,nan,nan,pmc3375464,1,1,40,1,41
tbk1,protein,,,,q9uhd2,,,akt,family,,,be,p31749,,,negative,i,,,,,,,"nan,nan,nan,nan","nan,nan,nan,nan","nan,nan,nan,nan","pmc4302769,pmc4302769,pmc4302769,pmc4302769",4,0.1,39,1,39.4
pak1,protein,,,,q13153,,,jnk,family,,,be,p45983,,,positive,i,,,,,,,"nan,nan,nan,nan","nan,nan,nan,nan","nan,nan,nan,nan","pmc4487994,pmc4487994,pmc4487994,pmc4487994",4,0.1,39,1,39.4
ship1,protein,,,,q92835,,,akt,family,,,be,p31749,,,negative,i,,,,,,,"nan,nan,nan","nan,nan,nan","nan,nan,nan","pmc4487994,pmc4487994,pmc4487994",3,0.1,39,1,39.3
akt,family,,,,p31749,,,tbk1,protein,,,uniprot,q9uhd2,,,positive,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc4302769,pmc4302769",2,0.1,39,1,39.2
mek1,protein,,,,q02750,,,akt,family,,,be,p31749,,,negative,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc3625979,pmc3625979",2,0.1,39,1,39.2
ck2,protein,,,,q53gl0,,,erk,family,,,be,p29323,,,positive,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc5193405,pmc5193405",2,0.1,39,1,39.2
akt,family,,,,p31749,,,foxo1,protein,,,uniprot,q12778,,,negative,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc4302769,pmc4302769",2,0.1,39,1,39.2
bcl2,protein,,,,p10415,,,cd3,protein,,,be,cd3,,,positive,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc5193405,pmc5193405",2,0.1,39,1,39.2
tbk1,protein,,,,q9uhd2,,,akt,family,,,be,p31749,,,positive,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc4302769,pmc4302769",2,0.1,39,1,39.2
tgfbeta,family,,,,p01137,,,akt,family,,,be,p31749,,,positive,i,,,,,,,nan,nan,nan,pmc2275380,1,0.1,39,1,39.1
th2,protein,,,,uaz02494,,,inflammation,bioprocess,,,go,go:0006954,,,positive,i,,,,,,,nan,nan,nan,pmc4487994,1,0.1,39,1,39.1
paxillin,protein,,,,p49023,,,erk,family,,,be,p29323,,,positive,i,,,,,,,nan,nan,nan,pmc3625979,1,0.1,39,1,39.1
p38,family,,,,p38,,,cd5,protein,,,uniprot,p06127,,,positive,i,,,,,,,nan,nan,nan,pmc5193405,1,0.1,39,1,39.1
tbk1,protein,,,,q9uhd2,,,mtorc1,protein,,,be,mtorc1,,,positive,i,,,,,,,nan,nan,nan,pmc4302769,1,0.1,39,1,39.1
pd1,protein,,,,p18621,,,akt,family,,,be,p31749,,,negative,i,,,,,,,nan,nan,nan,pmc4550078,1,0.1,39,1,39.1
tbk1,protein,,,,q9uhd2,,,foxo1,protein,,,uniprot,q12778,,,positive,i,,,,,,,nan,nan,nan,pmc4302769,1,0.1,39,1,39.1
pdl1,protein,,,,q9nzq7,,,cd8,family,,,be,cd8,,,negative,i,,,,,,,nan,nan,nan,pmc4669187,1,0.1,39,1,39.1
tbk1,protein,,,,q9uhd2,,,cd4,protein,,,uniprot,p01730,,,positive,i,,,,,,,nan,nan,nan,pmc4302769,1,0.1,39,1,39.1
pdl1,protein,,,,q9nzq7,,,gp120,protein,,,uniprot,q14624,,,positive,i,,,,,,,nan,nan,nan,pmc4669187,1,0.1,39,1,39.1
tbk1,protein,,,,q9uhd2,,,cd4,protein,,,uniprot,p01730,,,negative,i,,,,,,,nan,nan,nan,pmc4302769,1,0.1,39,1,39.1
pdl1,protein,,,,q9nzq7,,,treg,protein,,,uaz,uaz02439,,,negative,i,,,,,,,nan,nan,nan,pmc4669187,1,0.1,39,1,39.1
sp,protein,,,,q03403,,,cd69,protein,,,uniprot,q07108,,,positive,i,,,,,,,nan,nan,nan,pmc5193405,1,0.1,39,1,39.1
sipak1,protein,,,,uaz03324,,,pak1,protein,,,uniprot,q13153,,,negative,i,,,,,,,nan,nan,nan,pmc4487994,1,0.1,39,1,39.1
rasgef,family,,,,pf00617,,,ras,family,,,pfam,pf00071,,,positive,i,,,,,,,nan,nan,nan,pmc4487994,1,0.1,39,1,39.1
raf,family,,,,raf,,,jnk,family,,,be,p45983,,,positive,i,,,,,,,nan,nan,nan,pmc4487994,1,0.1,39,1,39.1
raf,family,,,,raf,,,erk,family,,,be,p29323,,,positive,i,,,,,,,nan,nan,nan,pmc4487994,1,0.1,39,1,39.1
proliferation,bioprocess,,,,go:0008283,,,pak1,protein,,,uniprot,q13153,,,positive,i,,,,,,,nan,nan,nan,pmc4487994,1,0.1,39,1,39.1
akt,family,,,,p31749,,,cd4,protein,,,uniprot,p01730,,,negative,i,,,,,,,nan,nan,nan,pmc2275380,1,0.1,39,1,39.1
mek,family,,,,mek,,,jnk,family,,,be,p45983,,,positive,i,,,,,,,nan,nan,nan,pmc4487994,1,0.1,39,1,39.1
til,protein,,,,q15399,,,akt,family,,,be,p31749,,,negative,i,,,,,,,nan,nan,nan,pmc4550078,1,0.1,39,1,39.1
erk,family,,,,p29323,,,s5b,protein,,,uaz,uaz02655,,,positive,i,,,,,,,nan,nan,nan,pmc3625979,1,0.1,39,1,39.1
bcl2l11,gene,,,,o43521,,,cd4,protein,,,uniprot,p01730,,,positive,i,,,,,,,nan,nan,nan,pmc4487994,1,0.1,39,1,39.1
bcl2l11,gene,,,,o43521,,,death,family,,,pfam,pf00531,,,positive,i,,,,,,,nan,nan,nan,pmc4487994,1,0.1,39,1,39.1
bim,protein,,,,o43521,,,pak1,protein,,,uniprot,q13153,,,positive,i,,,,,,,nan,nan,nan,pmc4487994,1,0.1,39,1,39.1
hif1alpha,protein,,,,q16665,,,il17a,protein,,,uniprot,q16552,,,negative,i,,,,,,,nan,nan,nan,pmc3949578,1,0.1,39,1,39.1
cd4,protein,,,,p01730,,,il17a,protein,,,uniprot,q16552,,,negative,i,,,,,,,nan,nan,nan,pmc3949578,1,0.1,39,1,39.1
foxo3,protein,,,,o43524,,,foxo3,protein,,,uaz,uaz03334,,,positive,i,,,,,,,nan,nan,nan,pmc4487994,1,0.1,39,1,39.1
foxo,family,,,,foxo,,,foxo3a,protein,,,uniprot,o43524,,,negative,i,,,,,,,nan,nan,nan,pmc3375464,1,0.1,39,1,39.1
fasl,protein,,,,p48023,,,fas,protein,,,uniprot,p25445,,,positive,i,,,,,,,nan,nan,nan,pmc4487994,1,0.1,39,1,39.1
erk,family,,,,p29323,,,pak1,protein,,,uniprot,q13153,,,positive,i,,,,,,,nan,nan,nan,pmc4487994,1,0.1,39,1,39.1
ifngamma,protein,,,,p01579,,,akt,family,,,be,p31749,,,positive,i,,,,,,,nan,nan,nan,pmc4550078,1,0.1,39,1,39.1
cd5,protein,,,,p06127,,,ck2,protein,,,be,q53gl0,,,positive,i,,,,,,,nan,nan,nan,pmc5193405,1,0.1,39,1,39.1
cd5,protein,,,,p06127,,,p38,family,,,be,p38,,,positive,i,,,,,,,nan,nan,nan,pmc5193405,1,0.1,39,1,39.1
erk,family,,,,p29323,,,ck2,protein,,,uaz,q53gl0,,,positive,i,,,,,,,nan,nan,nan,pmc5193405,1,0.1,39,1,39.1
cd69,protein,,,,q07108,,,erk,family,,,be,p29323,,,negative,i,,,,,,,nan,nan,nan,pmc5193405,1,0.1,39,1,39.1
ctla4,protein,,,,p16410,,,akt,family,,,be,p31749,,,negative,i,,,,,,,nan,nan,nan,pmc4550078,1,0.1,39,1,39.1
ck2,protein,,,,uaz00325,,,cdc37,protein,,,uniprot,q16543,,,positive,i,,,,,,,nan,nan,nan,pmc5193405,1,0.1,39,1,39.1
ck2,protein,,,,uaz00325,,,akt,family,,,be,p31749,,,positive,i,,,,,,,nan,nan,nan,pmc5193405,1,0.1,39,1,39.1
ck2,protein,,,,q53gl0,,,cdc37,protein,,,uniprot,q16543,,,positive,i,,,,,,,nan,nan,nan,pmc5193405,1,0.1,39,1,39.1
chk1,protein,,,,o14757,,,akt,family,,,be,p31749,,,positive,i,,,,,,,nan,nan,nan,pmc3375464,1,0.1,39,1,39.1
bcl2,family,,,,p10415,,,apoptosis,bioprocess,,,go,go:0006915,,,positive,i,,,,,,,nan,nan,nan,pmc4487994,1,0.1,39,1,39.1
bam32,protein,,,,q9un19,,,pak1,protein,,,uniprot,q13153,,,positive,i,,,,,,,nan,nan,nan,pmc4487994,1,0.1,39,1,39.1
akt,simplechemical,,,,p31749,,,anticd3,protein,,,uaz,uaz02623,,,negative,i,,,,,,,nan,nan,nan,pmc3949578,1,0.1,39,1,39.1
mtorc1,protein,,,,mtorc1,,,tbk1,protein,,,uniprot,q9uhd2,,,positive,i,,,,,,,nan,nan,nan,pmc4302769,1,0.1,39,1,39.1
mtorc1,protein,,,,mtorc1,,,pak1,protein,,,uniprot,q13153,,,positive,i,,,,,,,nan,nan,nan,pmc4487994,1,0.1,39,1,39.1
akt,family,,,,p31749,,,foxo3,protein,,,uniprot,o43524,,,negative,i,,,,,,,nan,nan,nan,pmc4496363,1,0.1,39,1,39.1
mek1,protein,,,,q02750,,,erk,family,,,be,p29323,,,positive,i,,,,,,,nan,nan,nan,pmc3625979,1,0.1,39,1,39.1
akt,family,,,,p31749,,,ctrl,protein,,,uniprot,p40313,,,negative,i,,,,,,,nan,nan,nan,pmc2275380,1,0.1,39,1,39.1
mek,family,,,,mek,,,erk,family,,,be,p29323,,,positive,i,,,,,,,nan,nan,nan,pmc4487994,1,0.1,39,1,39.1
itk,protein,,,,q08881,,,th17,protein,,,uaz,uaz02468,,,positive,i,,,,,,,nan,nan,nan,pmc3949578,1,0.1,39,1,39.1
itk,protein,,,,q08881,,,myc,protein,,,uniprot,p01106,,,negative,i,,,,,,,nan,nan,nan,pmc3949578,1,0.1,39,1,39.1
itk,protein,,,,q08881,,,cd4,protein,,,uniprot,p01730,,,positive,i,,,,,,,nan,nan,nan,pmc3949578,1,0.1,39,1,39.1
itk,protein,,,,q08881,,,cd4,protein,,,uniprot,p01730,,,negative,i,,,,,,,nan,nan,nan,pmc3949578,1,0.1,39,1,39.1
iqgap1,protein,,,,p46940,,,erk,family,,,be,p29323,,,positive,i,,,,,,,nan,nan,nan,pmc3625979,1,0.1,39,1,39.1
iqgap1,protein,,,,p46940,,,erk,family,,,be,p29323,,,negative,i,,,,,,,nan,nan,nan,pmc3625979,1,0.1,39,1,39.1
akt,family,,,,p31749,,,magi1,protein,,,uniprot,q6p9h4,,,negative,i,,,,,,,nan,nan,nan,pmc3625979,1,0.1,39,1,39.1
akt,family,,,,p31749,,,mek1,protein,,,uniprot,q02750,,,negative,i,,,,,,,nan,nan,nan,pmc3625979,1,0.1,39,1,39.1
akt,family,,,,p31749,,,tgfbeta,family,,,interpro,p01137,,,negative,i,,,,,,,nan,nan,nan,pmc2275380,1,0.1,39,1,39.1
ck2,protein,,,,q53gl0,,,cd4,protein,,,uaz,uaz00341,,,positive,i,,,,,,,nan,nan,nan,pmc5193405,1,0.1,39,1,39.1
pten,protein,,,,p60484,,,pi3k,protein,,,be,p42336,,,positive,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc3375464,pmc3949578",2,10,19,1,39
pi3k,protein,,,,p42336,,,pten,protein,,,uniprot,p60484,,,negative,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc4712330,pmc4496363",2,10,19,1,39
akt,protein,,,,p31749,,,mtorc2,complex,,,,q6r327,,,negative,i,,,,,,,nan,nan,nan,pmc4418530,1,10,20,1,30
tcr,protein,,,,p04234,,,foxp3,protein,,,uniprot,q9bzs1,,,negative,i,,,,,,,nan,nan,nan,pmc3949578,1,10,19,1,29
pten,protein,,,,p60484,,,mtor,protein,,,uniprot,p42345,,,positive,i,,,,,,,nan,nan,nan,pmc3949578,1,10,19,1,29
mtor,protein,,,,p42345,,,tcr,protein,,,uniprot,p04234,,,positive,i,,,,,,,nan,nan,nan,pmc3949578,1,10,19,1,29
pi,protein,,,,p42336,,,pdk1,protein,,,uniprot,q15118,,,negative,i,,,,,,,nan,nan,nan,pmc4487994,1,10,19,1,29
foxp3,protein,,,,q9bzs1,,,foxp3,protein,,,uniprot,q9bzs1,,,positive,i,,,,,,,nan,nan,nan,pmc2275380,1,10,18,1,28
tcr,protein,,,,p04234,,,pi3k,protein,,,be,p42336,,,positive,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc3949578,pmc3949578",2,10,2,1,22
pten,protein,,,,p60484,,,tcr,protein,,,uniprot,p04234,,,negative,i,,,,,,,nan,nan,nan,pmc3949578,1,10,11,1,21
il2r,protein,,,,a2n4p8,,,stat,protein,,,uniprot,p35610,,,positive,i,,,,,,,nan,nan,nan,pmc3375464,1,10,5,1,15
cd28,protein,,,,p10747,,,mtorc2,complex,,,,q6r328,,,positive,i,,,,,,,nan,nan,nan,pmc4418530,1,10,5,1,15
pip3,protein,,,,hmdb10147,,,akt,protein,,,,p31749,,,positive,i,,,,,,,nan,nan,nan,pmc4418530,1,10,5,1,15
pi3k,protein,,,,p42336,,,pten,protein,,,uniprot,p60484,,,positive,i,,,,,,,nan,nan,nan,pmc4712330,1,10,5,1,15
pi3k,protein,,,,p42336,,,pip3,protein,,,,hmdb10147,,,positive,i,,,,,,,nan,nan,nan,pmc4418530,1,10,5,1,15
tcr,protein,,,,p01850,,,mtorc2,complex,,,,q6r327,,,positive,i,,,,,,,nan,nan,nan,pmc4418530,1,10,5,1,15
pten,protein,,,,p60484,,,pi3k,protein,,,be,p42336,,,negative,i,,,,,,,nan,nan,nan,pmc4712330,1,10,5,1,15
tcr,protein,,,,p04234,,,cd25,protein,,,uniprot,p01589,,,positive,i,,,,,,,nan,nan,nan,pmc3949578,1,10,5,1,15
il2_ex,protein,,,,p60568,,,mtorc2,complex,,,,q6r329,,,positive,i,,,,,,,nan,nan,nan,pmc4418530,1,10,5,1,15
il2_r,protein,,,,p01589,,,mtorc2,complex,,,,q6r330,,,positive,i,,,,,,,nan,nan,nan,pmc4418530,1,10,5,1,15
il2r,protein,,,,a2n4p8,,,jak,protein,,,uaz,ua-bp-ggp-00072,,,positive,i,,,,,,,nan,nan,nan,pmc3375464,1,10,3,1,13
mtorc2,complex,,,,q6r328,,,mtorc2,complex,,,,q6r327,,,positive,i,,,,,,,nan,nan,nan,pmc4418530,1,10,3,1,13
pi3,protein,,,,p42336,,,pip3,simplechemical,,,hmdb,hmdb10147,,,positive,i,,,,,,,nan,nan,nan,pmc4487994,1,10,3,1,13
tcr,protein,,,,p01850,,,pip3,protein,,,,hmdb10147,,,positive,i,,,,,,,nan,nan,nan,pmc4418530,1,10,3,1,13
pi3k,protein,,,,p42336,,,pip3,simplechemical,,,hmdb,hmdb10147,,,positive,i,,,,,,,nan,nan,nan,pmc4487994,1,10,3,1,13
mtorc2,complex,,,,q6r327,,,akt,protein,,,,p31750,,,positive,i,,,,,,,nan,nan,nan,pmc4418530,1,10,3,1,13
tcr,protein,,,,p04234,,,pten,protein,,,uniprot,p60484,,,negative,i,,,,,,,nan,nan,nan,pmc3949578,1,10,2,1,12
cd28,protein,,,,p10747,,,pi3k,protein,,,be,p42336,,,positive,i,,,,,,,nan,nan,nan,pmc3949578,1,10,2,1,12
il2,protein,,,,p60568,,,pi3k,protein,,,be,p42336,,,positive,i,,,,,,,nan,nan,nan,pmc3949578,1,10,2,1,12
