index,Regulator Name,Regulator Type,Regulator Subtype,Regulator HGNC Symbol,Regulator Database,Regulator ID,Regulator Compartment,Regulator Compartment ID,Regulated Name,Regulated Type,Regulated Subtype,Regulated HGNC Symbol,Regulated Database,Regulated ID,Regulated Compartment,Regulated Compartment ID,Sign,Connection Type,Mechanism,Site,Cell Line,Cell Type,Tissue Type,Organism,Score,Source,Statements,Paper IDs,Database Source,Database ID,Evidence Score,Match Score,Kind Score,Epistemic Value,Total Score
86,autophagy,bioprocess,,,go,go:0006914,,,cell survival,bioprocess,,,mesh,d002470,,,positive,i,activation,,,,,,"0.86,0.65,0.65,0.65,0.65,0.65","indra,indra,indra,indra,indra,indra","studies have shown that autophagy promotes cancer cell survival by protecting cells from hypoxia, starvation, oxidative stress, and by causing chemoresistance in established tumours.,these data suggest that autophagy promotes cell survival and plays a decisive role in choosing between radiation induced senescence and apoptosis.,autophagy related stress tolerance can enable cell survival by maintaining energy production that can lead to tumor growth and anti-cancer therapy resistance [xref_bibr].,arn5187 is apparently a novel autophagy inhibitor that disrupts lysosomal function, blocks the autophagy process at the late stage, and reduces cancer cell viability (xref_fig and xref_supplementary).,xref_bibr, xref_bibr under stress, however, autophagy supports tumor cell survival by providing substrates for mitochondrial metabolism.,therefore, if autophagy induction in response to egfr-tki promotes tumor cell survival, combined treatment with an autophagy inhibitor may promote tumor cell death.","pmc4102935,pmc4182068,pmc4891035,pmc4761647,pmc4260725,pmc4734605","['nan', 'nan', 'nan', 'nan', 'nan', 'nan']","['nan', 'nan', 'nan', 'nan', 'nan', 'nan']",6,0.1,39,1,39.6
170,chloroquine,simplechemical,,,chebi,chebi:3638,,,autophagy,bioprocess,,,go,go:0006914,,,negative,i,inhibition,,,,,,"0.65,0.65,0.65,0.65,0.65","indra,indra,indra,indra,indra","based on the results obtained it was impossible to determine whether radiation promoted autophagy or the chloroquine actually effectively inhibited autophagy in the tumor bearing animals.,in a recent study in a brain tumor bearing brafv00e, the effect of chemotherapeutic treatment using vemurafenib following autophagy inhibition by chloroquine was enhanced [xref_bibr, xref_bibr].,this suggests that the cytoprotective function of rev-erbbeta likely operates downstream of the chloroquine mediated blockade of autophagy.,50 for example, chloroquine and hydroxychloroquine, routinely used for the treatment of diverse diseases, inhibit lysosomal acidification and prevent autophagy.,xref_bibr, xref_bibr chloroquine and hydroxychloroquine can inhibit autophagy induced by p53 controlled apoptosis in myc driven lymphoma and augmented the anticancer activity of cyclophosphamide.","pmc4182068,pmc4891035,pmc4761647,pmc4260725,pmc3920945","['nan', 'nan', 'nan', 'nan', 'nan']","['nan', 'nan', 'nan', 'nan', 'nan']",5,0.1,39,1,39.5
80,autophagy,bioprocess,,,go,go:0006914,,,cell death,bioprocess,,,go,go:0008219,,,negative,i,inhibition,,,,,,"0.65,0.65,0.65","indra,indra,indra","therefore, in cancer cells that exhibit defective pro apoptotic signalling or resistance to apoptotic machinery, targeting autophagy mediated cell death could be an alternative strategy for inducing cell death.,notably, bafilomycin a1, a potent autophagy inhibitor can cause remarkable apoptotic cancer cell death, as mono-treatment.,in this case, inhibition of autophagy would accelerate cell death rather than preventing it.","pmc4102935,pmc4891035,pmc3296807","['nan', 'nan', 'nan']","['nan', 'nan', 'nan']",3,0.1,39,1,39.3
104,bafilomycin a1,simplechemical,,,chebi,chebi:22689,,,cell death,bioprocess,,,go,go:0008219,,,positive,i,activation,,,,,,"0.65,0.65,0.65","indra,indra,indra","it appears that apoptosis is a more efficient way to trigger cell death, as inhibition of autophagy and senescence by treatment with 3-ma and bafilomycin a1 enhanced cell death [xref_bibr].,notably, bafilomycin a1, a potent autophagy inhibitor can cause remarkable apoptotic cancer cell death, as mono-treatment.,these effects were confirmed when the potent inhibitor of autophagosome-lysosome fusion, bafilomycin a1 and pan-caspase inhibitor zvad-fmk suppressed the cell death.","pmc4182068,pmc4891035,pmc4260725","['nan', 'nan', 'nan']","['nan', 'nan', 'nan']",3,0.1,39,1,39.3
7,abca4,protein,,34.0,uniprot,p78363,,,autophagy,bioprocess,,,go,go:0006914,,,negative,i,inhibition,,,,,,"0.65,0.65,0.65","indra,indra,indra","recent study indicated that inhibiting autophagy by chloroquine (cq) enhanced the efficacy of hdil-2 immunotherapy and decreased toxicity for cancer patients [ xref ].,based on the results obtained it was impossible to determine whether radiation promoted autophagy or the chloroquine actually effectively inhibited autophagy in the tumor-bearing animals.,chloroquine and hydroxychloroquine can inhibit autophagy induced by p53-controlled apoptosis in myc-driven lymphoma and augmented the anticancer activity of cyclophosphamide.  xref  3-ma can cause autophagic/lysosomal protein degradation, and thus inhibiting pi3kciii, whereas paclitaxel can increase p53 expression before the regulation of lc3b, thus inhibiting autophagic induction.  xref  another attractive strategy is the combined inhibition of autophagy and the proteasome-two processes which are thought to be partly complementary.","pmc5008281,pmc4182068,pmc3920945","['nan', 'nan', 'nan']","['nan', 'nan', 'nan']",3,0.1,39,1,39.3
109,bcl2,protein,,990.0,uniprot,p10415,,,autophagy,bioprocess,,,go,go:0006914,,,negative,i,inhibition,,,,,,"0.65,0.86,0.65","indra,indra,indra","as bcl-2 and bcl xl in complex with beclin1 have been shown to inhibit autophagy in many cancer cells, we subsequently analysed bcl-2 expression in na treated cells.,overexpression of bcl-2, which is known to block canonical starvation induced autophagy by binding to beclin-1, was unable to reverse the non canonical autophagy triggered by resveratrol in these breast cancer cells.,50 intriguingly, some antiapoptotic bcl-2 family members, such as bcl-2 and bcl-x l, contain four bcl-2 homology domains and inhibit autophagy via interacting with beclin-1.","pmc4102935,pmc4260725,pmc3920945","['nan', 'nan', 'nan']","['nan', 'nan', 'nan']",3,0.1,39,1,39.3
293,hydroxychloroquine,simplechemical,,,chebi,chebi:5801,,,autophagy,bioprocess,,,go,go:0006914,,,negative,i,inhibition,,,,,,"0.65,0.65,0.65","indra,indra,indra","hypoxia induced resistance of lung tumor to cytolytic t lymphocyte (ctl)-mediated lysis was demonstrated to be associated with autophagy induction, and inhibition of autophagy by hcq dramatically reduced tumor growth in b16-f10 tumor bearing mice and restored the susceptibility of hypoxic tumor cell to ctl mediated lysis [xref_bibr].,autophagy inhibition by hcq in combination with chemotherapy is currently being evaluated in multiple ongoing clinical trials in patients with solid tumors, but we should take into account that autophagic effect is context dependent.,xref_bibr, xref_bibr chloroquine and hydroxychloroquine can inhibit autophagy induced by p53 controlled apoptosis in myc driven lymphoma and augmented the anticancer activity of cyclophosphamide.","pmc5008281,pmc4182068,pmc3920945","['nan', 'nan', 'nan']","['nan', 'nan', 'nan']",3,0.1,39,1,39.3
523,sirolimus,simplechemical,,,chebi,chebi:9168,,,autophagy,bioprocess,,,go,go:0006914,,,positive,i,activation,,,,,,"0.86,0.86","indra,indra","although it has been well established that the activation of mammalian target of rapamycin (mtor) negatively regulates autophagy, in a number of preclinical studies, rapamycin, an mtor inhibitor, has been shown to induce growth arrest by activating autophagy.,the tumor suppressive mir-101 could act as a potent inhibitor of basal, etoposide induced, and rapamycin induced autophagy in mcf-7 cells.","pmc4102935,pmc4182068","['nan', 'nan']","['nan', 'nan']",2,0.1,39,1,39.2
153,cell death,bioprocess,,,go,go:0008219,,,autophagy,bioprocess,,,go,go:0006914,,,positive,i,activation,,,,,,"0.65,0.65","indra,indra","using two h460 cells lines, one sensitive to cisplatin (h460) and one rendered resistant to cisplatin by exposure to gradually increasing concentrations of drug (h460 and cis), these investigators established that a reduction in autophagy levels led to a decrease in cisplatin mediated cell death, supporting a cytotoxic function of autophagy.,although autophagy functions as a survival mechanism in response to cellular stressors such as nutrient or growth factor deprivation, it can also lead to a non apoptotic form of programmed cell death (pcd) called autophagy induced cell death or autophagy associated cell death (type ii pcd).","pmc4100138,pmc4260725","['nan', 'nan']","['nan', 'nan']",2,0.1,39,1,39.2
149,cdkn1b,protein,,1785.0,uniprot,p46527,,,autophagic cell death,bioprocess,,,go,go:0048102,,,positive,i,activation,,,,,,"0.65,0.65","indra,indra","mir-221/222 might inhibit the cell-cycle inhibitor, p27kip1, a downstream modulator of pi3kci and akt, leading to autophagic cell death in her2 and neu positive primary human breast carcinoma mcf-7 cells, whereas the ectopic expression of mir-221/222 renders the parental mcf-7 cells resistant to tamoxifen [xref_bibr, xref_bibr].,61 mir-221/222 may inhibit the cell cycle inhibitor p27 kip1, a downstream modulator of pi3kci and akt, leading to autophagic cell death in her2 and neu positive primary human breast carcinoma mcf-7 cells, and the ectopic expression of mir-221/222 is found to render the parental mcf-7 cells resistant to tamoxifen.","pmc4182068,pmc3920945","['nan', 'nan']","['nan', 'nan']",2,0.1,39,1,39.2
141,caspase,family,,,pfam,pf00656,,,cell death,bioprocess,,,go,go:0008219,,,positive,i,activation,,,,,,"0.65,0.86","indra,indra","the bcl-2 family plays major roles in the process of apoptosis and the bax and bak members of this family regulate caspase mediated cell death.,autophagy can be induced with acute exposure to resveratrol, whereas prolonged exposure activates a caspase mediated cell death pathway.","pmc4100138,pmc4260725","['nan', 'nan']","['nan', 'nan']",2,0.1,39,1,39.2
483,reactive oxygen species,simplechemical,,,chebi,chebi:26523,,,autophagy,bioprocess,,,go,go:0006914,,,positive,i,activation,,,,,,"0.65,0.65","indra,indra","they have reported that ptl increased ros level, activated ampk, and induced autophagy in mcf-7 cells and that inhibition of ampk or autophagy significantly potentiated ptl induced apoptosis in mcf-7 breast cancer cells.,xref_bibr, xref_bibr wong et al. 28 observed the activation of erk and jnk as upstream effectors controlling autophagy induced by ros production.","pmc4182068,pmc4260725","['nan', 'nan']","['nan', 'nan']",2,0.1,39,1,39.2
116,becn1,protein,,1034.0,uniprot,q14457,,,cell population proliferation,bioprocess,,,go,go:0008283,,,negative,i,inhibition,,,,,,"0.65,0.65","indra,indra","ectopic expression of beclin-1 restores full autophagy potential in mcf-7 cells, which are tetraploid but have three beclin-1 copies, and slows cell proliferation in vitro and in xenograft tumors in vivo.,48 beclin-1 is mapped to a tumor susceptibility locus that is monoallelically deleted in a high percentage of human breast, ovarian and prostate cancers, and the ectopic beclin-1 expression may reduce cancer cell proliferation in vitro and decrease tumorigenic potential in vivo, indicating a role for autophagy in tumor suppression.","pmc4182068,pmc3920945","['nan', 'nan']","['nan', 'nan']",2,0.1,39,1,39.2
103,bafilomycin a1,simplechemical,,,chebi,chebi:22689,,,autophagy,bioprocess,,,go,go:0006914,,,negative,i,inhibition,,,,,,"0.65,0.65","indra,indra","when bafilomycin a1 was used to inhibit gamma-irradiation-induced autophagy in breast, prostate and colon cancer tumors, cells underwent apoptosis, and the antitumor effect of gamma irradiation was increased.,bafilomycin a1 (baf a1), a specific inhibitor of the vacuolar-type h + -atpase, prevents autophagy at a late stage by inhibiting the fusion between autophagosomes and lysosomes.","pmc4891035,pmc4791252","['nan', 'nan']","['nan', 'nan']",2,0.1,39,1,39.2
79,autophagy,bioprocess,,,go,go:0006914,,,cell death,bioprocess,,3942.0,go,go:0008219,,,positive,i,activation,,,,,,"0.86,0.65","indra,indra","phosphorylation of bcl-2 and bcl xl by c-jun n-terminal kinase disrupts the association with beclin 1, and the release of beclin1 activates autophagy mediated cell death.,however, whether or not autophagy promotes cell death or enhances survival remains controversial.","pmc4102935,pmc4791252","['nan', 'nan']","['nan', 'nan']",2,0.1,39,1,39.2
494,resveratrol,simplechemical,,,chebi,chebi:27881,,,cell death,bioprocess,,,go,go:0008219,,,positive,i,activation,,,,,,"0.86,0.86","indra,indra","in addition, resveratrol induced typical biomarkers of autophagy such as an increase in lc3-i and accumulation of lc3-ii in the presence of the lysosomal inhibitors e64 and pepstatin a. however, silencing of beclin-1 or hvps34 neither abrogated resveratrol induced autophagosome formation (measured by lc3-ii accumulation and punctated gfp-lc3) nor resveratrol induced cell death.,opipari et al. 63 provided the first evidence that resveratrol induces cell death through autophagy in five ovarian cancer cell lines, which suggested it as an effective treatment in apoptosis resistant cells.","pmc4100138,pmc4260725","['nan', 'nan']","['nan', 'nan']",2,0.1,39,1,39.2
114,becn1,protein,,1034.0,uniprot,q14457,,,autophagy,bioprocess,,,go,go:0006914,,,negative,i,inhibition,,,,,,"0.65,0.65","indra,indra","when autophagy was inhibited by 3-ma or beclin-1 sirna, the cells were sensitized to apoptosis, and the antiapoptotic effect of hsp72 was abolished.,101 rad001, known as an mtorc1 inhibitor, can increase beclin-1 expression to induce autophagy in leukemia.","pmc4260725,pmc3920945","['nan', 'nan']","['nan', 'nan']",2,0.1,39,1,39.2
235,erk,bioprocess,,,mesh,d020928,,,autophagy,bioprocess,,,go,go:0006914,,,positive,i,activation,,,,,,"0.65,0.923","indra,indra","furthermore, it is shown here that the two signaling pathways mek and erk and akt and mtor can differentially regulate the autophagic process : the mek and erk pathway is able to increase the activity of basic autophagy and related cell properties, and braf and mek inhibitors can reduce the expression of autophagic markers.,the erk phosphorylation inhibitor u0126 was employed to further confirm the role of erk1/2 in nsc74859 induced autophagy [xref_bibr].","pmc4891035,pmc4791252","['nan', 'nan']","['nan', 'nan']",2,0.1,39,1,39.2
91,autophagy,bioprocess,,,go,go:0006914,,,immune response,bioprocess,,,go,go:0006955,,,positive,i,activation,,,,,,"0.65,0.65","indra,indra","the second critical challenge is determining the roles of autophagy mediated immune response and possible mechanisms.,these findings suggest that autophagy contributes to apc mediated antitumor immunity.","pmc5008281,pmc3877563","['nan', 'nan']","['nan', 'nan']",2,0.1,39,1,39.2
96,autophagy,bioprocess,,,go,go:0006914,,,necrotic cell death,bioprocess,,,go,go:0070265,,,negative,i,inhibition,,,,,,"0.65,0.65","indra,indra","furthermore, autophagy has been shown to reduce intratumoral necrosis and local inflammation.,it was reported that autophagy suppresses rip kinase dependent necrosis (necroptosis) in rcc4 cells, a human renal cell carcinoma cell line.","pmc3296807,pmc4734605","['nan', 'nan']","['nan', 'nan']",2,0.1,39,1,39.2
98,autophagy,bioprocess,,,go,go:0006914,,,neoplasm metastasis,bioprocess,,,mesh,d009362,,,positive,i,activation,,,,,,"0.9419,0.65","indra,indra","moreover, our immunohistochemical analysis demonstrated that becn1 expression was negatively correlated with hif-1alpha and glut-1 expression, and positively correlated with e-cadherin expression in human gastric cancer tissues, which indicated that autophagy defect promotes glycolysis and metastasis of gastric cancer in patients.,30 moreover, autophagy can either promote or impede metastasis via complicated processes, and the initial step requires signals within the tumor microenvironment.","pmc4741864,pmc3920945","['nan', 'nan']","['nan', 'nan']",2,0.1,39,1,39.2
491,resveratrol,simplechemical,,,chebi,chebi:27881,,,autophagy,bioprocess,,,go,go:0006914,,,positive,i,activation,,,,,,"0.65,0.949271","indra,indra","scarlatti et al. [xref_bibr] reported that resveratrol, a polyphenol found in grapes and peanuts, induced beclin-1 independent cytotoxic autophagy in mcf-7 cells.,resveratrol is able to induce autophagy in lung cells with cigarette smoke mediated oxidative stress via regulation of sirt1 and parp.","pmc4100138,pmc4260725","['nan', 'nan']","['nan', 'nan']",2,0.1,39,1,39.2
581,zvad-fmk,other,,,text,zvad-fmk,,,cell death,bioprocess,,,go,go:0008219,,,positive,i,activation,,,,,,"0.65,0.65","indra,indra","24 cytotoxic signals can induce autophagy in apoptosis resistant cells, such as, those expressing high levels of bcl-2 or bcl-xl, lacking bax and bak, or exposed to pan-caspase inhibitors, such as, zvad-fmk, suggesting autophagy to act as a default mechanism leading to cell death.,these effects were confirmed when the potent inhibitor of autophagosome-lysosome fusion, bafilomycin a1 and pan-caspase inhibitor zvad-fmk suppressed the cell death.","pmc4260725,pmc4260725","['nan', 'nan']","['nan', 'nan']",2,0.1,39,1,39.2
312,it,other,,,text,it,,,hif-1alpha [,other,,,text,hif-1alpha [,,,positive,i,activation,,,,,,"0.65,0.65","indra,indra","hsp90 can also enhance hif-1 expression; it binds to hif-1alpha in competition with rack1 and inhibits the oxygen independent degradation of hif-1alpha [xref_bibr].,hsp90 can also enhance hif-1 expression; it binds to hif-1alpha in competition with rack1 and inhibits the oxygen independent degradation of hif-1alpha [xref_bibr].","pmc4661850,pmc4661850","['nan', 'nan']","['nan', 'nan']",2,0.1,39,1,39.2
35,apoptotic process,bioprocess,,,go,go:0006915,,,autophagy,bioprocess,,,go,go:0006914,,,positive,i,activation,,,,,,"0.65,0.65","indra,indra","the cytotoxic effect of crads was associated with induction of autophagy but not apoptosis as shown in hoechst staining.,xref_bibr, xref_bibr chloroquine and hydroxychloroquine can inhibit autophagy induced by p53 controlled apoptosis in myc driven lymphoma and augmented the anticancer activity of cyclophosphamide.","pmc4100138,pmc3920945","['nan', 'nan']","['nan', 'nan']",2,0.1,39,1,39.2
30,ampk,other,,,fplx,ampk,,,autophagy,bioprocess,,,go,go:0006914,,,positive,i,activation,,,,,,"0.65,0.65","indra,indra","conversely, ampk, the primary energy sensing kinase of the cell which is activated during hypoxia or energy depletion by increased ratios of amp to atp, can stimulate autophagy through mtor in a tsc1/2 dependent pathway [xref_bibr, xref_bibr].,ampk, which promotes autophagy by activating tsc 1/2 and suppressing mtor, has been implicated in an energy check point because of its roles in phosphorylating p53 and inducing cell cycle arrest following energy deprivation.","pmc5008281,pmc4260725","['nan', 'nan']","['nan', 'nan']",2,0.1,39,1,39.2
