Regulator Name,Regulator Type,Regulator Subtype,Regulator HGNC Symbol,Regulator Database,Regulator ID,Regulator Compartment,Regulator Compartment ID,Regulated Name,Regulated Type,Regulated Subtype,Regulated HGNC Symbol,Regulated Database,Regulated ID,Regulated Compartment,Regulated Compartment ID,Sign,Connection Type,Mechanism,Site,Cell Line,Cell Type,Tissue Type,Organism,Unnamed: 0,Score,Source,Statements,Paper IDs,Evidence Score,Match Score,Kind Score,Epistemic Value,Total Score
pten,protein,,pten,uniprot,q92577,plasma membrane,go:0005886,tal1,protein,,tal1,uniprot,q92577,plasma membrane,go:0005886,positive,d,activated,,,pro-t cell,,human,['22'],nan,nan,"having defined the signaling pathways downstream of scf, il7 and notch in pro-t cells, we then sought to understand the relationship between pten deletion and tal1 overexpression, which often co-occurs in t-all,19, 20, 21 but whose molecular mechanism of oncogenic cooperation has remained somewhat unclear. interestingly, tal1 expression alone induced a growth disadvantage to pro-t cells, which was relieved specifically by akt pathway activation. indeed, our data show that tal1 silences the il7r–jak–stat signaling cascade and therefore requires activation of akt to stimulate e2f and myc expression. this latter point reconciles with tal1-positive t-all cases have a high frequency of akt/pten mutations, and absence of il7r/jak/stat mutations and low expression levels of stat5 target genes, such as cish, pim1 and bcl2. translating these finding to the clinic, tal1+ patients are therefore unlikely to benefit from therapies targeting the anti-apoptotic protein bcl2 and this was recently confirmed within a patient sample carrying a sil–tal fusion that had a very high ic50 for the bcl2 inhibitor abt199.37 our data do demonstrate that ptendel./tal1+ cells maintain mcl1 expression and therefore may be more sensitive to a specific mcl1 inhibitor such as s63845 that has shown to have excellent efficacy across a broad range of mcl1-dependent hematological malignancies.38 the ptendel./tal1+ pro-t cells induced stem cell-like phenotype was also accompanied by metabolic reprogramming of the cells. this resulted in not only increased tricarboxylic acid cycle activity but also increased lactate production, presumably exported outside the cells via the significant increased expression of mct4 transporter. it is unclear whether tal1 directly regulates these transporters at the genetic level or are indirect downstream secondary events. interestingly, metabolic inhibitors are currently under development for multiple types of cancer and therefore these may also be beneficial for ptendel./tal1+ t-all patients.",pmc5886055,1,1,40,1,41
pten,protein,tumor suppressor,pten,uniprot,q05283,plasma membrane,go:0005886,pi3k pathway,signalingpathway,,,uniprot,,plasma membrane,go:0005886,negative,d,inactivates,,,b-cell,,human,['27'],nan,nan,altered in t-all. pten is a tumor suppressor that inactivates the pi3k pathway.,pmc5986278,1,1,40,1,41
pten,protein,,pten,uniprot,q92572,plasma membrane,go:0005886,treg cells,cell,,,,treg cells,plasma membrane,go:0005886,positive,d,phosphatase,,,t-cell,,mouse,['49'],nan,nan,"to determine the contribution of mtorc2 activity to ptenfl/flfoxp3-cre phenotypes, we crossed ptenfl/flfoxp3-cre mice with those lacking rictor that abrogated mtorc2 activity (ptenfl/flfoxp3-cre)25 to generate ptenfl/flrictorfl/flfoxp3-cre mice. compared with ptenfl/flfoxp3-cre treg cells with increased cellularity but diminished cd25 expression, treg cells in ptenfl/flrictorfl/flfoxp3-cre mice exhibited normal abundance and cd25 expression (fig. 7c). other treg markers analyzed were also considerably rescued by the deletion of rictor from ptenfl/flfoxp3-cre treg cells (supplementary fig. 7c). additionally, t cells in ptenfl/flrictorfl/flfoxp3-cre mice exhibited largely normal distribution of naïve and effector/memory phenotypes (supplementary fig. 7d). also, the spontaneous development of tfh and th1 cells and gc b cells observed in ptenfl/flfoxp3-cre mice was blocked by rictor deletion (fig. 7d, supplementary fig. 7e). moreover, unlike ptenfl/flfoxp3-cre mice, ptenfl/flrictorfl/flfoxp3-cre mice did not contain igg deposits in the kidney glomeruli (fig. 7e), and exhibited normal gc numbers in the spleen and mlns (supplementary fig. 7f,g). therefore, despite the plethora of pathways identified to mediate pten functions in various cells20, pten acts in an mtorc2-dependent manner in treg cells to impinge upon immune homeostasis and tolerance.",pmc4297581,1,1,40,1,41
pten,protein,,pten,uniprot,q92536,plasma membrane,go:0005886,snk-6,cell,,,,,,,negative,d,downregulation,,snk-6,t-cell,,human,['24'],nan,nan,pten regulates human nk/t-cell lymphoma snk-6 cell chemotherapy resistance to cisplatin (ddp),pmc5521878,1,1,40,1,41
pten,protein,,pten,uniprot,q15242,plasma membrane,go:0005886,human t-all cell lines (ccrf-cem and molt4),cellline,,,,"ccrf-cem, molt4",,,negative,d,expression,,"ccrf-cem, molt4",t-cell,,human,['36'],nan,nan,ptennull human t-all cell lines (ccrf-cem and molt4) that lack,pmc5986278,1,1,40,1,41
pten,protein,,pten,uniprot,q05287,plasma membrane,go:0005886,nk/t-cell lymphoma,disease,,,fplx,nktcl,none,,positive,d,overexpression,snk-6 cells,snk-6,b-cell,none,human,['25'],nan,nan,"complete loss of pten protein expression is significantly associated with advanced cancer and poor outcome. for nk/t-cell lymphoma, we found that pten expression significantly corrects with objective response group (cr+pr) compared with sd+pd group, indicating a better clinical therapeutic outcome (p < .05). however, around 68% of nk/t-cell lymphoma tissues didn’t express pten. the increase of pten may benefit the therapeutic effect. we next overexpressed pten in human lymphoma snk-6 cells. similar to our hypothesis, overexpression of pten increase the chemotherapy sensitivity to ddp. this may partially explain the relationship between pten expression in tissues and therapeutic outcome. these findings provide support for restoring pten as a potential gene therapy, as it may provide therapeutic benefits for treating human nk/t-cell lymphoma. thus, pten may become a therapeutic target for drug development.",pmc5521878,1,1,40,1,41
pten,protein,,pten,uniprot,q04546,plasma membrane,go:0005886,treg cells,cell,,,fplx,treg cells,none,none,positive,d,downregulation,,,treg,,human,['52'],nan,nan,"the lineage stability of treg cells remains contentious6, 8-13 but is an issue of utmost importance, as it directly impinges upon treg-mediated control of health and disease and therapeutic strategies2. using lineage tracing and adoptive transfer systems, we show that pten-deficient treg cells are more prone to lose foxp3 expression in vivo. moreover, pten deficiency results in apparently hyper-activated treg cells, as evidenced by increased cycling, upregulation of activation and phenotypic markers, and aberrant induction of th1 and tfh signature molecules. consistent with this, pten deletion results in loss of cd25 expression, which is normally downregulated in treg cells after in vivo activation and proliferation43. while representing only a minor proportion of foxp3+ treg cells under steady state, the foxp3+cd25− population likely makes an important contribution, via conversion or selection, to the generation of ex-treg cells under inflammatory or lymphopenic environment. therefore, our studies highlight that the stability of treg cells under steady state requires active enforcement by pten, which functions, at least in part, by preventing overt treg activation and cd25 downregulation.",pmc4297581,1,1,40,1,41
pten,protein,,pten,uniprot,q04127,cytoplasm,go:0005739,gapdh,protein,,gapdh,uniprot,p04272,cytoplasm,go:0005739,negative,d,binds,,,b-cell,,vein,['23'],nan,nan,"total rna was isolated using trizol (life technologies) and reverse transcribed by fastquant rt kit (with gdnase) (tiangen biotech, beijing, china) according to the manufacturer instructions. the sequences of gene-specific pcr primers were: 5′-acc ata acc cac cac agc-3′ and 5′-cag ttc gtc cct ttc cag-3′ for pten, 5′-cat gag aag tat gac aac agc ct-3′, and 5′-agt cct tcc acg ata cca aag t-3′ for glyceraldehydes-3-phosphate dehydrogenase (gapdh). then, qrt-pcr was performed on the applied biosystems 7500 fast real-time pcr system (abi, ca usa) using the sybr green real-time pcr master mix kit (applied biosystems) according to the manufacturer's instructions. expression of pten was normalized to gapdh.",pmc5521878,1,1,40,1,41
pten,protein,tumor suppressor,pten,uniprot,q14172,plasma membrane,go:0005886,t-all,disease,,,,t-all,,,negative,d,deleted,mouse,,,,mouse,['31'],nan,nan,we generated a mouse t-all model with deletion of the pten tumor,pmc5986278,1,1,40,1,41
ras,protein,small gtpase,ras,uniprot,q07817,plasma membrane,go:0005886,tcr,other,cell surface receptor,,fplx,tcr,plasma membrane,go:0005886,positive,d,transduces,,,t-cell,,human,['19'],nan,nan,"ras proteins, including the isoforms harvey rat sarcoma viral oncogene homolog (h-ras), neuroblastoma ras viral oncogene homolog (n-ras) and kirsten rat sarcoma viral oncogene homolog (k-ras), are small gtpases acting as molecular switches that oscillate between an inactive gdp-loaded and an active gtp-loaded conformation. ras proteins transduce the signal from multiple cell surface receptors including the tcr, rtks and cytokine receptors, to downstream effector pathways, such as the pi3k/akt and mapk pathways, to regulate a number of cell fate decisions. ras genes are mutated in about one third of human cancers, with mutations in n-ras being the most prevalent in hematological malignancies. approximately 15% of all hematological tumors display point mutations in codons 12, 13 or 61 of ras genes, impairing its gtpase function and leading to a constitutively active form of the protein [142]. mutations in n-ras and k-ras are enriched in relapsed all patients and appear to be associated with steroid resistance [143,144]. moreover, k-ras mutations rendered lymphoblasts resistant toward methotrexate, while sensitizing them to vincristine [144]. importantly, a conditional k-rasg12d (where glycine in codon 12 is mutated to aspartic acid in k-ras) knock-in mouse model develops t-cell leukemia/lymphoma [145] and ras activating mutations cooperate with notch1 mutations to drive t-all development [146]. moreover, ras signaling is frequently hyperactivated in t-all patients [147], either by mutations in ras itself [144,148,149,150] -especially in the early precursor subtype- [42] or by alterations in the activity or expression of other regulatory components of the pathway, mainly ras gefs (ras guanidine nucleotide exchange factors) and ras gaps (ras gtpase activating proteins). indeed, neurofibromin 1 (nf1), a tumor suppressor protein enhancing ras hydrolyzing activity, was reported to be mutated in t-all patients [151], as well as to have a leukemogenic potential in vivo when deleted in combination with p120-ras gap in t-cells [152]. another peculiar mechanism of increased ras signaling in t-all results from the overexpression of ras guanine nucleotide-releasing protein 1 (rasgrp1), a ras gef normally highly expressed in t-cells and critical for thymocyte differentiation and signal transduction downstream of the tcr [153]. in t-all, rasgrp1 induces higher rates of gtp/gdp exchange and promotes cytokine-induced ras downstream signaling, mainly via the pi3k/akt axis [154,155]. moreover, loss-of-function mutations in ptpn11, encoding the protein phosphatase non-receptor type 11, which negatively regulates the ras pathway, have also been described [156].",pmc5618553,1,1,40,1,41
akt,protein,,akt1,uniprot,q07817,cytoplasm,go:0005632,nutrient uptake,process,,,uniprot,,,go:0005632,positive,d,regulation,,,t-cell,,human,['10'],nan,nan,"our results therefore suggest a model in which decreased or impaired tcr signaling, such as may occur under conditions of limited antigen or altered peptide ligands, leads to decreased activation of mtor and altered cell metabolism through multiple mechanisms. first, it is likely that decreased or impaired tcr signaling prevents full activation of pi3k and downstream effectors including mtor. however, we show here that impaired tcr signaling via loss of itk also leads to a negative feedback loop in which defective repression of pten prevents downstream activation of pi3k- and mtor-mediated pathways not just from the tcr, but from multiple cellular inputs. this, in turn, results in impaired induction of hif1α and downstream activation of glucose metabolism. interestingly, we have also observed that itk deficiency prevents full induction of myc and mirna 19b, which are known repressors of pten expression. however, myc itself is known to increase expression of multiple genes involved in glucose metabolism and nutrient transport including hif1α, perhaps secondary to its role as a global amplifier of gene expression in lymphocytes (wang et al., 2011; nie et al., 2012). it is also of note that nutrient uptake is a major regulator of mtor that may be more important than pi3k in t cells (sinclair et al., 2013). similarly, myc expression is also repressed by increased pten, providing another level of systems amplification (bonnet et al., 2011). thus, itk deficiency likely affects multiple aspects of t cell metabolic control via altered regulation of both myc and pten. it should be noted that altered inositol phosphate regulation is also likely to affect the activation of multiple ph domain–containing proteins involved in tcr and other signaling pathways, including itk, adding another level to these feedback mechanisms. our results suggest that together, these circuits may conspire to dampen glycolytic activation and other downstream readouts of mtor and akt in response to multiple receptor signaling pathways, causing a reprogramming of t cell differentiation. it is notable that previous data has implicated btk, a related tec family tyrosine kinase, in amplifying inositol phosphate signaling in b cells via enhancing the recruitment of pip5k (saito et al., 2003; schwartzberg, 2003). these data suggest that tec kinases help modulate multiple lymphocyte-signaling cascades in part through participating in amplification loops involving inositol phosphate and metabolic-mediated pathways.",pmc3949578,1,1,40,1,41
foxp3,protein,,fosl1,uniprot,q92577,cytoplasm,go:0005735,treg cells,celltype,,,,,,,positive,d,phosphorylation,,,cd4+,,mouse,['1'],nan,nan,"over the last few years, several studies have focused on the molecular mechanisms regulating the induction of foxp3, the master regulator of treg cells (josefowicz et al., 2012). consistent with the requirements for tgf-β1 and il-2 in the generation of itreg cells from naive mouse cd4+ t cells, activation of il-2–stat5 and tgf-β1–smad pathways are important for itreg cell differentiation. however, a growing body of data has revealed that other pathways contribute to the regulation of foxp3 expression, including those downstream of the tcr. notably, phosphoinositide-3-kinase (pi3k) and the downstream mammalian target of rapamycin (mtor) and akt pathways have been shown to play an instrumental role in regulating treg cell differentiation. mtor is part of an evolutionary conserved pathway involved in regulation of cell growth, translation, migration, and metabolism (powell et al., 2012). inhibition of pi3k/akt and mtor pathways, including targeted deletion of mtor, leads to foxp3 expression upon tcr stimulation of cd4 cells (battaglia et al., 2005; kopf et al., 2007; haxhinasto et al., 2008; kang et al., 2008; sauer et al., 2008; delgoffe et al., 2009; powell et al., 2012). moreover, the hypoxia-inducible transcription factor α (hif1α), a downstream target of mtor pathways which contributes to the regulation of glucose metabolism, also helps regulate the balance between th17 and treg cell differentiation (dang et al., 2011; shi et al., 2011). in the absence of hif1α, cd4+ t cells fail to up-regulate glycolytic pathways important for effector cell differentiation and instead develop into foxp3+ treg cells. such data highlight the importance of mtor and downstream metabolic pathways in cell fate decisions. nonetheless, although much knowledge has been gained about these pathways, many questions remain regarding how the development and activity of treg cells and th17 cells are controlled to permit protective immunity without pathological self-reactivity.",pmc3949578,1,1,40,1,41
itk-syk,protein,,,uniprot,q9h2d7,plasma membrane,go:0005886,atp2,protein,,atp2a2,uniprot,q9bxm4,plasma membrane,go:0005886,negative,d,binds,,,none,none,mouse,['11'],nan,nan,"10 mice were crossed to the rosa26lsl-itk-syk strain to generate the itk-sykcd4cre-ert2 mice. rosa26lsl-pb mice16 were crossed to rosa26lsl-itk-syk mice to generate the rosa26lsl-itk-syk;rosa26lsl-pb strain, and atp2-h3214 mice were crossed to cd4-cre mice to generate the atp2;cd4-cre transgenic animals. both resulting lines were crossed again to generate the quadruple-transgenic rosa26lsl-itk-syk;rosa26lsl-pb;atp2;cd4-cre mice and control cohorts. c57bl/6, nod/scid il2rg-/- (nsg, 005557), cd4-cre (02207129) and pd-1-/- (02827623) mice were purchased from the jackson laboratory, bar harbor, maine, usa. cd4-cre and pd-1-/- mice were backcrossed on a c57bl/6 genetic background. all animal experiments were performed according to local guidelines (regierung von oberbayern, munich, germany). mice were euthanized if they exhibited signs of lymphoma (lymph node enlargement, palpable tumour, laboured breathing, ascites) or if they lost 20% or more of their body weight. none of the approved thresholds were exceeded at any time.",pmc5821214,1,0.1,39,1,39.1
cd4-,protein,,,uniprot,p01730,plasma membrane,go:0005886,tcr,other,,,fplx,tcr,plasma membrane,go:0005886,negative,d,binds,,hek 293t,epithelial-like,kidney,human,['28'],nan,nan,"are encoded by seven different exons, and differential splicing generates different",pmc5986278,1,0.1,39,1,39.1
e2f,protein,transcription factor,e2f1,uniprot,q04613,nucleus,go:0005634,myc,protein,transcription factor,myc,uniprot,q04612,nucleus,go:0005634,negative,d,inhibition,,,,,human,['40'],nan,nan,promotes apoptosis in t-all cell lines. the t-all cell lines we studied have,pmc5986278,1,0.1,39,1,39.1
cdkn2a,gene,cyclin-dependent kinase inhibitor,cdkn2,entrez gene,628,nucleus,go:0005739,bcl-xl,protein,oncogene,bcl2l1,uniprot,q07817,mitochondria,go:0005739,negative,d,reduced expression,,,,,human,['26'],nan,nan,"malignancy, and t-all patients are prone to early disease relapse and suffer",pmc5986278,1,0.1,39,1,39.1
