Regulator Name,Regulator Type,Regulator Subtype,Regulator HGNC Symbol,Regulator Database,Regulator ID,Regulator Compartment,Regulator Compartment ID,Regulated Name,Regulated Type,Regulated Subtype,Regulated HGNC Symbol,Regulated Database,Regulated ID,Regulated Compartment,Regulated Compartment ID,Sign,Connection Type,Mechanism,Site,Cell Line,Cell Type,Tissue Type,Organism,Unnamed: 0,Score,Source,Statements,Paper IDs,Evidence Score,Match Score,Kind Score,Epistemic Value,Total Score
cigarette smoke,chemical,,,,,respiratory tract,go:0043209,c-jun n-terminal kinase 1,protein,kinase,jnk1,hgnc,6190,cytoplasm,go:0005737,positive,i,inflammation induction,,,,lung,human,['57'],nan,nan,"lung cancer is a complex and highly heterogeneous disease involving multiple signaling pathways [1]. it is the leading cause of cancer mortality in men and the second leading cause in women worldwide [2]. small cell lung carcinoma (sclc) and non-small cell lung carcinoma (nsclc) are the main types of lung cancer. the latter represents 80% of lung cancer cases and can be subclassified as squamous cell carcinoma, adenocarcinoma, or large cell carcinoma [3, 4]. smoking is a major contributor to lung cancer development, being responsible for about 90% of cases [4]. cigarette smoke induces inflammation and causes oxidative stress and genetic and epigenetic abnormalities that alter gene expression throughout the respiratory tract [5, 6]. differences in gene expression in large airway epithelial cells between non-smokers and smokers have been analyzed by dna microarray to determine the effect of smoking on the transcriptome [7]. tobacco smoke was found to cause lung cancer by inducing of iκb kinase β- and c-jun n-terminal kinase 1-dependent inflammation [8].",pmc5463402,1,100,40,1,140
rsks,protein,,rps6ka,uniprot,q15418,cytoplasm,go:0005737,perk,protein,,mapk1,uniprot,p28482,cytoplasm,go:0005737,positive,i,inhibition,,,,,,['29'],nan,nan,small molecule inhibition of rsks increases perk and accelerates differentiation,pmc6073214,1,100,40,1,140
erk,protein,,erk,uniprot,p27361,cytoplasm,go:0005737,rsk,protein,mutant,rps6ka1,uniprot,q15418,cytoplasm,go:0005737,positive,d,activation,,es cells,embryonic,,,['17'],nan,nan,"we examined the functional consequences of altered erk activation in rsk mutant es cells. we first monitored downregulation of gfp expression from the rgd2 reporter, which marks exit from the es cell state 16. upon withdrawal from 2ilif, loss of gfp was more rapid in rsk‐deficient cells than parental cells (figs 3a and ev3a). the accelerated kinetics correlated with the observed increase in perk levels in the order rsk1*23 > rsk13*4 > rsk13 > rsk134*. mutant cells showed similar viability, morphology and proliferation to parental cells over the 48 h time‐course (fig 3b). however, rsk1*23 cells appeared slightly more elongated and flattened at the endpoint (fig 3b), consistent with a more advanced transition. the rsk1 transgene restored gfp downregulation kinetics, indicating that the phenotype is attributable to loss of rsk (fig ev3c).",pmc6073214,1,1,40,1,41
erk,protein,,mapk1,uniprot,p28482,cytoplasm,go:0005737,rsk,protein,,rps6ka1,uniprot,q15418,cytoplasm,go:0005737,positive,d,inhibition,,n2b27,,,human,['13'],nan,nan,immunoblot analysis of perk in candidate clones after crispr/cas9‐mediated targeting. cells were cultured in n2b27 for 1 h in the presence and absence of the rsk inhibitor bi‐d1870 (bi). nomenclature for mutants is as follows: asterisk (*) indicates null alleles; number alone indicates mutants where residual protein or mrna is detected.,pmc6073214,1,1,40,1,41
erk,protein,,erk,uniprot,p27361,cytoplasm,go:0005737,dusp6,protein,,dusp6,uniprot,q16828,cytoplasm,go:0005737,positive,d,upregulation,,,,,human,['31'],nan,nan,"we analysed two well‐characterised early immediate response genes to erk signalling, egr1 (early growth response 1) and dusp6 (dual specificity phosphatase 6). both genes showed a significant upregulation 3 h after bi treatment (fig 5b).",pmc6073214,1,1,40,1,41
erk,protein,,,uniprot,p27361,cytoplasm,go:0005737,pluripotency,phenotype,,,,,nucleus,go:0005634,negative,d,feedback modulation,,,,embryonic,,['40'],nan,nan,"in summary, our results establish that modulation of the erk activation profile has a quantitative effect on the dynamics of transition from naïve pluripotency. reducing negative feedback to enforce more homogenous exit from self‐renewal could potentially contribute to improving the overall efficiency of directed lineage commitment. in contrast, in the context of the embryo, feedback modulation of erk activity by rsk family members and other regulators may provide flexibility in the rate of developmental progression and safeguard against premature depletion of the naïve founder compartment.",pmc6073214,1,1,40,1,41
erk,protein,,,,,,,rsk1,protein,negative regulator,,,,,,negative,d,inhibition,,,es cell,embryonic stem cell,,['1'],nan,nan,"mitogen‐activated protein kinase (mapk)/extracellular signal‐regulated kinase (erk) signalling is implicated in initiation of embryonic stem (es) cell differentiation. the pathway is subject to complex feedback regulation. here, we examined the erk‐responsive phosphoproteome in es cells and identified the negative regulator rsk1 as a prominent target. we used crispr/cas9 to create combinatorial mutations in rsk family genes. genotypes that included homozygous null mutations in rps6ka1, encoding rsk1, resulted in elevated erk phosphorylation. these rsk‐depleted es cells exhibit altered kinetics of transition into differentiation, with accelerated downregulation of naïve pluripotency factors, precocious expression of transitional epiblast markers and early onset of lineage specification. we further show that chemical inhibition of rsk increases erk phosphorylation and expedites es cell transition without compromising multilineage potential. these findings demonstrate that the erk activation profile influences the dynamics of pluripotency progression and highlight the role of signalling feedback in temporal control of cell state transitions.",pmc6073214,1,1,40,1,41
cd4-,protein,,,uniprot,p01730,plasma membrane,go:0005886,tcr,other,,,fplx,tcr,plasma membrane,go:0005886,positive,d,phosphorylation,,,b-cell,,vein,"['41', '42', '47', '53']","nan,nan,nan,nan","nan,nan,nan,nan","typically, ~ 1 × 106 cells were lysed with ice‐cold ripa lysis buffer [10 mm tris–hcl, ph 7.9, 30 mm nacl, 5 mm edta, 0.2% np‐40, 0.2% sodium deoxycholate, 0.2% sodium dodecylsulfate [sds], edta‐free protease inhibitor tablet and phosstop phosphatase inhibitor tablet (roche)], sonicated for 3 × 30 s on ice with 30‐sec intervals with an ultrasonic liquid processor (misonix) and protein concentration was determined using pierce bca protein assay in a 96‐well plate format according to the manufacturers’ instructions. plates were read with softmax pro software using a spectramax m2e plate reader (molecular devices). approximately 5 μg of protein was mixed with the appropriate volume of 5× laemmli sample buffer and dtt (10 mm final), heated and separated on a precast novex 4‐12% bis–tris sds–polyacrylamide electrophoresis gel. after electrophoresis, proteins were transferred onto a pvdf membrane and blocked with 4% bovine serum albumin in tris‐buffered saline (tbs; 150 mm nacl, 50 mm tris–hcl, ph 7.9) containing triton x‐100 (0.2%) for 1 h at room temperature. primary antibodies were diluted in blocking solution and incubated with the membrane overnight at 4°c. after washing the membrane, species‐specific and hrp‐conjugated secondary antibodies (amersham) were used for detection with ecl plus western blotting detection reagent (amersham) on x‐ray film (kodak) according to the manufacturer's instructions. imagej was used to quantify the perk1/2 vs. erk western blots. briefly, boxes of equal size were drawn around each band and the mean intensity calculated. the ratio of perk/erk intensity over time was plotted. primary antibodies were rsk1 (cell signalling technology, 9333) 1:1,000; phospho‐rsk1 (pser352; sigma, sab4300092) 1:500; phospho‐p44/42 mapk (erk1/2; thr202/tyr204; cell signalling technology, 4370) 1:500; p44/42 mapk (erk1/2; cell signalling technology, 9102) 1:1,000; rsk2 (cell signalling technology, 9340) 1:1,000; rsk4 (santa cruz, sc‐100424) 1:200, esrrβ (perseus, pp‐h6705‐00) 1:1,000; klf2 (kind gift from huck‐hui ng laboratory) 1:3,000; klf4 (r&d, af3158) 1:500; tfcp2l1 (r&d, af5726) 1:1,000; nanog (cosmobio, rec‐rcab002p‐f) 1:2,000; oct3/4 (c10, santa cruz, sc‐5279) 1:1,000; phospho‐gsk‐3α/β (ser21/9; cell signalling technology, 9331) 1:1,000; and alpha‐tubulin (abcam, ab4074) 1:30,000.,the authors declare that they have no conflict of interest.,proximity-labeling approaches have been successfully utilized to characterize both interacting proteins for individual baits of interest and organelle proteomes (kim and roux, 2016). the bioid approach fuses a mutant version of the escherichia coli biotin ligase, which prematurely releases activated biotinoyl-adenosine monophosphate (amp), resulting in the biotinylation of neighboring interacting proteins (roux et al., 2012). the apex approach adds an ascorbate peroxidase to proteins of interest that, on addition of biotin-phenol and hydrogen peroxide, allow for the rapid and temporal biotinylation of neighboring proteins via a biotin-phenoxyl radical intermediate and has been successfully utilized to characterize a variety of interactomes (rhee et al., 2013; chen et al., 2015; lam et al., 2015; hung et al., 2016, 2017; loh et al., 2016; reinke et al., 2017a, b; bersuker et al., 2018; markmiller et al., 2018). while the bioid approach has been used to identify substrates for the well-characterized βtrcp1/2 cullin-ring ubiquitin ligase complex (coyaud et al., 2015), the apex-approach has not been previously used to capture ligase substrates. to systematically characterize the mammalian rqc complex, we first utilized both the bioid and apex proximity-labeling approaches as well as standard affinity capture techniques to evaluate interacting partners for the well-characterized rqc factor p97/vcp. we first generated hek293 cells with dox-inducible expression of flag-hemagglutinin (ha), flag-apex2, or bira-r118g (denoted as bira* hereafter)-flag–tagged p97/vcp using the flp-in system to achieve stable single site integration of our transgenes. cell lines expressing similarly tagged green fluorescent protein (gfp) were generated to serve as specificity controls. tagged protein expression was induced for 16 h, and for bira*-flag–tagged gfp or p97/vcp-expressing cell lines, 50 μm biotin was added to the media. protein biotinylation was induced in cell lines expressing flag-apex2–tagged gfp or p97/vcp by adding biotin-phenol to the cells for 1 h prior to a 1-min addition of hydrogen peroxide. subsequent analysis of whole-cell lysates by sds–page verified protein biotinylation in bira* and apex2-tagged samples but not in flag-ha–tagged samples (figure 1a).,the following inhibitors/chemicals and antibodies were used in this study.","pmc6073214,pmc6073214,pmc5935074,pmc5935074",4,0.1,39,1,39.4
rsk,protein,mutant,rps6ka1,uniprot,p18654,,,gfp,protein,,,uniprot,,,,positive,d,rescue,,,,,,['19'],nan,nan,colony formation efficiency of rsk mutant cells and gfp expression after rsk1 rescue. related to fig 3,pmc6073214,1,0.1,39,1,39.1
rsk,protein,,,uniprot,,,,perk,protein,,,uniprot,,,,positive,d,phosphorylation,,,es,,human,['15'],nan,nan,"to explore more thoroughly the requirement for rsk activity, we generated genetic mutants by multiplex genome editing using crispr/cas9 58, 59. rex1::gfpd2 (rgd2) reporter es cells 16 were simultaneously transfected with cas9 and grnas against each of the rsk genes (fig ev2b). clones were initially screened by genomic pcr (fig ev2c). candidates were then expanded and examined for levels of perk after 1 h in n2b27 (fig 2b). we identified a number of clones that showed elevated perk levels. mutations were confirmed by dna sequencing (table ev1), immunoblotting (fig 2c) and/or rt–qpcr (fig ev2c). we noted that an rsk1 null cell line (termed rsk1*23) that also carried mutations in rsk2 and rsk3 (but showed residual protein and mrna expression for these genes—fig ev2d) showed greatly increased perk levels. chemical inhibition of rsk activity with the small molecule bi‐d1870 (bi) induced a similar elevation in perk in parental cells. other mutant combinations had lesser or no effects on perk. in these mutants, addition of the rsk inhibitor bi resulted in greatly increased perk levels, consistent with persistence of substantial rsk function (fig 2c). we performed a genetic rescue in rsk1*23 cells by introducing an rsk1 transgene using piggybac transposition (fig ev2e). immunoblotting showed a reduction in the perk signal to control levels following restoration of rsk1 (fig ev2f).",pmc6073214,1,0.1,39,1,39.1
rsk,protein,,,uniprot,p18613,cytoplasm,go:0005737,es cell,cell,naive,,,,,,positive,d,inhibition,,,es,,,['37'],nan,nan,"overall, these data indicate that short‐term rsk inhibition with the small molecule bi can expedite developmental progression from the naïve es cell state.",pmc6073214,1,0.1,39,1,39.1
rsk,protein,deleted mutant,,uniprot,,,,rgd2,protein,,,,,,,negative,i,downregulation,,,es cell,,,['21'],nan,nan,"as a functional test of the exit from naïve pluripotency, cells cultured in n2b27 for 48 h were replated in 2i/lif at clonal cell density for assessment of colony formation efficiency. this assay for capacity to resume self‐renewal is a stringent and quantitative measure of persistent es cell status 15. rsk deleted mutant cells displayed a marked reduction in the ability to form alkaline‐positive (ap) undifferentiated colonies (fig 3c), correlating with the rate of rgd2 downregulation (figs 2b and 3a). reduction in colony formation was not due to intrinsic differences in plating efficiency because rsk‐deficient cells maintained in 2ilif gave rise to similar numbers of ap‐positive colonies as control cells (fig ev3b).",pmc6073214,1,0.1,39,1,39.1
rqc,complex,,,,,ribosome,go:0005840,"rps6ka1, rps6ka3",protein,kinase,"rps6ka1, rps6ka3",uniprot,"q15418, q9uhd2",cytoplasm,go:0005737,negative,d,ubiquitylation,,,,,mammalian,['43'],nan,nan,"previous genetic and biochemical studies from saccharomyces cerevisiae have identified a critical ribosome-associated quality control complex (rqc) that facilitates resolution of stalled ribosomal complexes. while components of the mammalian rqc have been examined in vitro, a systematic characterization of rqc protein interactions in mammalian cells has yet to be described. here we utilize both proximity-labeling proteomic approaches, bioid and apex, and traditional affinity-based strategies to both identify interacting proteins of mammalian rqc members and putative substrates for the rqc resident e3 ligase, ltn1. surprisingly, validation studies revealed that a subset of substrates are ubiquitylated by ltn1 in a regulatory manner that does not result in subsequent substrate degradation. we demonstrate that ltn1 catalyzes the regulatory ubiquitylation of ribosomal protein s6 kinase 1 and 2 (rps6ka1, rps6ka3). further, loss of ltn1 function results in hyperactivation of rsk1/2 signaling without impacting rsk1/2 protein turnover. these results suggest that ltn1-mediated rsk1/2 ubiquitylation is inhibitory and establishes a new role for ltn1 in regulating mitogen-activated kinase signaling via regulatory rsk1/2 ubiquitylation. taken together, our results suggest that mammalian rqc interactions are difficult to observe and may be more transient than the homologous complex in s. cerevisiae and that ltn1 has rqc-independent functions.",pmc5935074,1,0.1,39,1,39.1
rgd2,protein,,,,,,,cells,cell,,,,,,,positive,i,binding,,,,,,['20'],nan,nan,"quantification of percentage of rgd2‐positive cells across experiments, at different time points. lines indicate experiments plated and analysed at the same time. n = 7 across different time points; paired t‐test shown.",pmc6073214,1,0.1,39,1,39.1
alkaline phosphatase,enzyme,,alpl,uniprot,p05187,,,colonies,cell,,,,,,,positive,d,labeling,,2ilif,,,,['5'],nan,nan,"histogram showing number of alkaline phosphatase‐positive colonies formed from single cells deposited in 2ilif after labelling for 2 passages in light (silac 0/0), heavy (silac 6/6) or full n2b27 (without neurobasal)/2ilif (control) medium. mean and sd shown; n = 2.",pmc6073214,1,0.1,39,1,39.1
rsk1,protein,,,uniprot,q15418,,,perk1/2,protein,,,uniprot,,,,positive,i,knockdown,,,es,,human,['10'],nan,nan,"although only rsk1 phosphorylation was detected in the phosphoproteomics analysis, four rsk genes are expressed in es cells and have potentially redundant functions 57. therefore, we first employed sirna to knockdown rsk isoforms individually or in combination (fig ev2a) and assess the consequences for perk levels. cells were transfected with sirna and after 36 h transferred from 2i into n2b27. cell lysates were prepared 1 h later for immunoblotting. knockdown of single rsks induced no appreciable change in levels of perk1/2. however, depletion of rsk1 in combination with either rsk2 or rsk3 resulted in greatly elevated perk1/2. triple and quadruple knockdowns did not further increase perk1/2 (fig 2a). these results indicate that reduction in total rsk expression below a threshold level is required for substantial impact on perk1/2. the data further suggest that rsk1 is the major effector but can be compensated by combined activity of both rsk2 and rsk3, though not by either alone.",pmc6073214,1,0.1,39,1,39.1
perk1/2,protein,,,uniprot,,,,rsk1,protein,,,uniprot,,,,positive,d,phosphorylation,,,,,,['54'],nan,nan,"monoclonal anti-ha-agarose mouse (sigma; a2095), streptavidin agarose resin (pierce; 20347), anti-flag m2 mouse (sigma; f3165), streptavidin horseradish peroxidase (hrp) (cell signaling technologies [cst]; 3999), perk1/2 (cst; 4370), prsk1 (cst; 9341), rsk1 (cst; 8408), rsk1/2/3 (cst; 14813, pakt1 (cst; 4060), ps6k (cst; 9234), ps6 (cst; 8585), p4ebp1 (cst; 2855), myc (cst: 2278), tubulin (cst; 3873), tsc2 (santa crux; sc271314), ptsc2 (santa cruz; sc293149), ha (biolegend; mms-101p), ltn1/rnf160 (abcam; ab104375), rps3 (bethyl; a303-840a), rpl7 (bethyl; a300-741a), and ttll1 (thermo fisher; pa5-27285).",pmc5935074,1,0.1,39,1,39.1
rsk1*23,protein,,,uniprot,q15418,,,nanog,protein,,nanog,uniprot,q9h9s3,,,negative,i,downregulation,,,,,,['24'],nan,nan,"progression through pluripotency is marked by sequential downregulation of naïve factors and upregulation of peri‐implantation epiblast markers, followed by appearance of lineage specification markers 16, 17, 61, 62. we examined levels of naïve pluripotency transcription factors in rsk1*23 cells during transition. we assessed protein expression for esrrβ, klf2, klf4, tfcp2l1 and nanog by immunoblotting between 40 and 48 h after withdrawal from 2ilif (fig 4a). we observed earlier downregulation of each of these transcription factors in rsk1*23 cells compared to parental cells. tfcp2l1 protein was still detectable in parental cells up to 42 h but was absent from the mutants by 40 h. klf2, klf4 and nanog were present in parental cells at 48 h, but substantially reduced in mutants at 40 h and undetectable from 44 h. esrrβ persisted in mutants, but at much lower levels than in parental cells. these data show that the naïve transcription factor circuitry collapses more rapidly in response to erk1/2 activation in the rsk1*23 mutants. in contrast, the core pluripotency transcription factor oct4 remained largely unaffected by higher levels of perk and was still strongly expressed at 48 h, consistent with its maintained expression throughout pluripotency progression.",pmc6073214,1,0.1,39,1,39.1
rsks,protein,kinase,rps6ka,uniprot,p18614,cytoplasm,go:0005737,perk1/2,protein,kinase,mapk1/mapk3,uniprot,p28482/p28483,nucleus,go:0005634,positive,d,regulation,levels,es cells,embryonic stem,,,['9'],nan,nan,rsks are major regulators of perk1/2 levels in es cells,pmc6073214,1,0.1,39,1,39.1
rsks,protein,,rps6ka,uniprot,p18615,,,erk1/2,protein,,"mapk1, mapk3",uniprot,"p28482, p27361",,,positive,i,modulation,erk1/2 pathway,es cells,,,,['16'],nan,nan,"collectively, these data establish that rsks are major modulators of the erk1/2 pathway in es cells, although other mechanisms also contribute to the dynamic activation profile and to target gene regulation.",pmc6073214,1,0.1,39,1,39.1
smoking,environmentalfactor,,,,,lungs,go:0030424,lung cancer,disease,,,,,lungs,go:0030424,positive,i,induction,,,lung cells,lungs,human,['56'],nan,nan,in  silico identification of potential key regulatory factors in smoking-induced lung cancer,pmc5463402,1,0.1,39,1,39.1
sox1,protein,,sox1,hgnc,11204,nucleus,go:0005634,oct4,protein,,pou5f1,hgnc,9237,nucleus,go:0005634,positive,i,activation,,,neural,,,['32'],nan,nan,percentage of sox1‐ and oct4‐positive cells on day 3 of neural differentiation when bi was added at different intervals. mean and sd shown; n = 3; unpaired two‐tailed student's t‐test.,pmc6073214,1,0.1,39,1,39.1
prkaa1,kinase,,prkaa1,uniprot,q13131,cytoplasm,go:0005737,lung cancer,disease,,,,,lung,go:0030317,positive,d,contribution,lung,,,,human,['60'],nan,nan,"in this study, we used a systems-based approach to identify potential key molecules and pathways contributing to lung cancer progression among smokers. three transcription factors (crx, gabp, and tcf3) and one kinase (prkaa1) were predicted here for the first time as being important in lung carcinogenesis. in addition, various intracellular signaling pathways and metabolic and other cellular processes were found to be closely related to lung cancer. our findings provide new insight into the mechanisms of lung cancer development as well as potential new drug targets for disease treatment.",pmc5463402,1,0.1,39,1,39.1
