index,Regulator Name,Regulator Type,Regulator Subtype,Regulator HGNC Symbol,Regulator Database,Regulator ID,Regulator Compartment,Regulator Compartment ID,Regulated Name,Regulated Type,Regulated Subtype,Regulated HGNC Symbol,Regulated Database,Regulated ID,Regulated Compartment,Regulated Compartment ID,Sign,Connection Type,Mechanism,Site,Cell Line,Cell Type,Tissue Type,Organism,Score,Source,Statements,Paper IDs,Database Source,Database ID,Evidence Score,Match Score,Kind Score,Epistemic Value,Total Score
24,sesn1,protein,,21595.0,uniprot,q9y6p5,,,dram1,protein,,25645.0,uniprot,q8n682,,,positive,i,activation,,,,,,0.65,indra,"53 sestrin-1 and sestrin-2 are two targets of dram, whose expressions are usually induced upon dna damage and oxidative stresses, thus being considered to be p53 mediated tumor expression through an mtorc1 signaling.",pmc3920945,['nan'],['nan'],1,0.1,39,1,39.1
26,sqstm1,protein,,11280.0,uniprot,q13501,,,autophagy,bioprocess,,,go,go:0006914,,,positive,i,activation,,,,,,0.65,indra,"19 knockdown of damage regulated autophagy modulator 1 (dram1) may decrease p62 localization to autophagosome and its autophagy mediated degradation, suggesting a crucial role of dram1 in p62 mediated autophagy.",pmc3920945,['nan'],['nan'],1,0.1,39,1,39.1
25,sesn2,protein,,20746.0,uniprot,p58004,,,dram1,protein,,25645.0,uniprot,q8n682,,,positive,i,activation,,,,,,0.65,indra,"53 sestrin-1 and sestrin-2 are two targets of dram, whose expressions are usually induced upon dna damage and oxidative stresses, thus being considered to be p53 mediated tumor expression through an mtorc1 signaling.",pmc3920945,['nan'],['nan'],1,0.1,39,1,39.1
27,sqstm1,protein,,11280.0,uniprot,q13501,,,stat3,protein,,11364.0,uniprot,p40763,,,negative,i,inhibition,,,,,,0.65,indra,"46 in addition, hypoxic regions of tumors are protected from cytotoxic t-lymphocytes (ctl), dependent on the phosphorylation of stat3 and autophagic degradation of p62 allows phospho-stat3 to accumulate promoting resistance to ctl (xref_fig).",pmc3920945,['nan'],['nan'],1,0.1,39,1,39.1
28,tlr4,protein,,11850.0,uniprot,o00206,,,il1b,protein,,5992.0,uniprot,p01584,,,positive,i,activation,,,,,,0.65,indra,"cd91, tlr4, and p2x7 are present on dcs and promote engulfment of dying cells, presentation of tumor antigens, and production of inflammasome dependent il-1beta release, respectively.",pmc3877563,['nan'],['nan'],1,0.1,39,1,39.1
29,tp53,protein,,11998.0,uniprot,p04637,,,autophagy,bioprocess,,,go,go:0006914,,,negative,i,inhibition,,,,,,0.8775000000000001,indra,"dram, a p53 target gene which can encode a lysosomal protein that induces autophagy, is found to be an effector of p53-mediated cell death, as it illustrates the direct link between p53 and autophagy.  xref  sestrin-1 and sestrin-2 are two targets of dram, whose expressions are usually induced upon dna damage and oxidative stresses, thus being considered to be p53-mediated tumor expression through an mtorc1 signaling.  xref  cytoplasm p53 can inhibit autophagy without the assistance of its role as a transcriptional factor.",pmc3920945,['nan'],['nan'],1,0.1,39,1,39.1
31,tp53,protein,,11998.0,uniprot,p04637,,,bcl2,protein,,990.0,uniprot,p10415,,,positive,i,activation,,,,,,0.65,indra,"in addition, p53 can activate pro apoptotic members of bcl-2 family such as bax, noxa and puma, which are involved in the permeabilization of the outer mitochondrial membrane.",pmc3920945,['nan'],['nan'],1,0.1,39,1,39.1
19,p2rx7,protein,,8537.0,uniprot,q99572,,,il1b,protein,,5992.0,uniprot,p01584,,,positive,i,activation,,,,,,0.65,indra,"cd91, tlr4, and p2x7 are present on dcs and promote engulfment of dying cells, presentation of tumor antigens, and production of inflammasome dependent il-1beta release, respectively.",pmc3877563,['nan'],['nan'],1,0.1,39,1,39.1
16,hmgb1,protein,,4983.0,uniprot,p09429,,,inflammatory response,bioprocess,,,go,go:0006954,,,positive,i,activation,,,,,,0.65,indra,30 hmgb1 containing nucleosomes from apoptotic cells induce both inflammation and immune activation.,pmc3877563,['nan'],['nan'],1,0.1,39,1,39.1
17,ifng,protein,,5438.0,uniprot,p01579,,,apoptotic process,bioprocess,,,go,go:0006915,,,negative,i,inhibition,,,,,,0.65,indra,ifn-gamma not only mediated responses to bacterial infection and autoimmune disease but also functioned as an important tumor suppressor to inhibit gastric carcinogenesis by inducing epithelial cell autophagy and t-cell apoptosis [xref_bibr].,pmc5008281,['nan'],['nan'],1,0.1,39,1,39.1
1,atg5,protein,,589.0,uniprot,q9h1y0,,,autophagy,bioprocess,,,go,go:0006914,,,positive,i,activation,,,,,,0.65,indra,"the deletion of atg3, atg5, atg7, beclin-1 and the class iii phosphoinositide 3-kinase vps34, the positive mediators of autophagy, caused impaired autophagy and defective t cell homeostasis by inhibiting t-cell survival through quality control of mitochondria [xref_bibr, xref_bibr, xref_bibr].",pmc5008281,['nan'],['nan'],1,0.1,39,1,39.1
15,hmgb1,protein,,4983.0,uniprot,p09429,,,il1b,protein,,5992.0,uniprot,p01584,,,positive,i,activation,,,,,,0.65,indra,23 hmgb1 23 or calreticulin 46 could synergize with atp to induce il-1beta release by dcs.,pmc3877563,['nan'],['nan'],1,0.1,39,1,39.1
14,hmgb1,protein,,4983.0,uniprot,p09429,,,autophagy,bioprocess,,,go,go:0006914,,,positive,i,activation,,,,,,0.65,indra,"extracellular hmgb1 induces autophagy, and this role is dependent on its redox state and rage expression.",pmc3877563,['nan'],['nan'],1,0.1,39,1,39.1
13,dram1,protein,,25645.0,uniprot,q8n682,,,sqstm1,protein,,11280.0,uniprot,q13501,,,negative,i,inhibition,,,,,,0.65,indra,"19 knockdown of damage regulated autophagy modulator 1 (dram1) may decrease p62 localization to autophagosome and its autophagy mediated degradation, suggesting a crucial role of dram1 in p62 mediated autophagy.",pmc3920945,['nan'],['nan'],1,0.1,39,1,39.1
12,dram1,protein,,25645.0,uniprot,q8n682,,,autophagy,bioprocess,,,go,go:0006914,,,positive,i,activation,,,,,,0.65,indra,the dna damage regulated autophagy modulator dram1 functioned to mediate pathogen recognition by tlr-myd88-nf-kappab innate immune sensing pathway to activate selective autophagy [xref_bibr].,pmc5008281,['nan'],['nan'],1,0.1,39,1,39.1
10,calr,protein,,1455.0,uniprot,p27797,,,il1b,protein,,5992.0,uniprot,p01584,,,positive,i,activation,,,,,,0.65,indra,23 hmgb1 23 or calreticulin 46 could synergize with atp to induce il-1beta release by dcs.,pmc3877563,['nan'],['nan'],1,0.1,39,1,39.1
9,brca1,protein,,1100.0,uniprot,p38398,,,mre11,protein,,7230.0,uniprot,p49959,,,negative,i,inhibition,,,,,,0.65,indra,brca1 binds to the mrn complex [xref_bibr] and suppresses the exonuclease activity of mre11 [xref_bibr].,pmc4661850,['nan'],['nan'],1,0.1,39,1,39.1
8,braf,protein,,1097.0,uniprot,p15056,,,casp3,protein,,1504.0,uniprot,p42574,,,negative,i,inhibition,,,,,,0.65,indra,"on the other hand, treatment with mek inhibitor resulted in the appearance of apoptotic markers, like cleaved caspase-3 in ht29 (xref_supplementary, column 4, middle panel), and apoptotic hoechst stained nuclei in rko while braf and mek inhibitors did not cause any caspase-3 cleavage in colo-205 cells (xref_supplementary, columns 2 and 4 respectively, middle panel) under the same treatment conditions.",pmc4891035,['nan'],['nan'],1,0.1,39,1,39.1
7,becn1,protein,,1034.0,uniprot,q14457,,,gzmb,protein,,4709.0,uniprot,p10144,,,positive,i,increaseamount,,,,,,0.65,indra,"in line with these observations, hypoxia induced autophagy impaired cancer cell susceptibility to natural killer (nk)-mediated killing and the activation of autophagy in hypoxic cells was involved in selective degradation of the pro apoptotic nk derived serine protease granzyme b. inhibition of autophagy by targeting beclin 1 restored granzyme b levels in hypoxic cells and induced tumor regression by facilitating nk mediated tumor cell killing [xref_bibr, xref_bibr].",pmc5008281,['nan'],['nan'],1,0.1,39,1,39.1
4,bcl2,protein,,990.0,uniprot,p10415,,,becn1,protein,,1034.0,uniprot,q14457,,,negative,i,inhibition,,,,,,0.65,indra,"25 besides, oncogenic ras can induce autophagy, which is associated with beclin-1 and atg6, whereas the co-expression of bcl-2 family members can inhibit beclin-1.",pmc3920945,['nan'],['nan'],1,0.1,39,1,39.1
3,atg7,protein,,16935.0,uniprot,o95352,,,autophagy,bioprocess,,,go,go:0006914,,,positive,i,activation,,,,,,0.65,indra,"the deletion of atg3, atg5, atg7, beclin-1 and the class iii phosphoinositide 3-kinase vps34, the positive mediators of autophagy, caused impaired autophagy and defective t cell homeostasis by inhibiting t-cell survival through quality control of mitochondria [xref_bibr, xref_bibr, xref_bibr].",pmc5008281,['nan'],['nan'],1,0.1,39,1,39.1
2,atg5,protein,,589.0,uniprot,q9h1y0,,,hmgb1,protein,,4983.0,uniprot,p09429,,,positive,i,activation,,,,,,0.65,indra,"both apoptotic and autophagic cancer cells also contribute to hmgb1 release, promoted by caspase3/7 activation and atg5, respectively.",pmc3877563,['nan'],['nan'],1,0.1,39,1,39.1
32,tp53,protein,,11998.0,uniprot,p04637,,,dram1,protein,,25645.0,uniprot,q8n682,,,positive,i,activation,,,,,,0.65,indra,"puma may target autophagy, whereas p53 is found to induce dram1 dependent autophagy in response to mitochondrial dysfunction (xref_fig).",pmc3920945,['nan'],['nan'],1,0.1,39,1,39.1
