index,Regulator Name,Regulator Type,Regulator Subtype,Regulator HGNC Symbol,Regulator Database,Regulator ID,Regulator Compartment,Regulator Compartment ID,Regulated Name,Regulated Type,Regulated Subtype,Regulated HGNC Symbol,Regulated Database,Regulated ID,Regulated Compartment,Regulated Compartment ID,Sign,Connection Type,Mechanism,Site,Cell Line,Cell Type,Tissue Type,Organism,Score,Source,Statements,Paper IDs,Database Source,Database ID,Evidence Score,Match Score,Kind Score,Epistemic Value,Total Score
134,tgfa,protein,,11765.0,uniprot,p01135,,,cell population proliferation,bioprocess,,,go,go:0008283,,,positive,i,activation,,,,,,"0.65,0.949271","indra,indra","we therefore asked whether injection of recombinant tgf-alpha would restore proliferation of intestinal epithelial cells.,adam17 induces tgfalpha mediated proliferation of nhbe cells.","pmc2916135,pmc1976612","['nan', 'nan']","['nan', 'nan']",2,0.1,39,1,39.2
137,timp1,protein,,11820.0,uniprot,p01033,,,adam10,protein,,188.0,uniprot,o14672,,,negative,i,inhibition,,,,,,"0.65,0.8775000000000001","indra,indra","both timp1 and timp2 have been shown to inhibit numerous mmps; however timp1 has no effect on mmp-14, the main activator of mmp-2 and blocks adam10 [xref_bibr].,furthermore, the differential inhibition of adam17 by the two timps is useful to distinguish the action of adam17 from that of adam10, whose activity can be inhibited by both timp-3 and timp-1 [ xref ].","pmc3828864,pmc1976612","['nan', 'nan']","['nan', 'nan']",2,0.1,39,1,39.2
69,egfr,protein,,3236.0,uniprot,p00533,,,areg,protein,,651.0,uniprot,p15514,,,positive,i,activation,,,,,,"0.65,0.65","indra,indra","inhibition of areg or egfr in tgf-beta1-stimulated lung fibroblasts diminished areg dependent fibroblast proliferation, expression of alpha-smooth muscle actin and collagen [xref_bibr], strongly suggesting a role of egfr/adam17/areg signaling in pulmonary fibrosis in vivo.,these observations suggest that cs induced activation of egfr enhances sil6r, areg, and il8 mrna stability in ali-pbec.","pmc5818912,pmc5002905","['nan', 'nan']","['nan', 'nan']",2,0.1,39,1,39.2
145,tnf,protein,,11892.0,uniprot,p01375,,,adam17,protein,,195.0,uniprot,p78536,,,positive,i,activation,,,,,,"0.65,0.86","indra,indra","consistent with this finding, we measured the enhanced levels of adam17 in the serum and synovial fluid of patients with ra, and we found that tnf-alpha and il-6 stimulated the secretion of adam17 by monocytes and macrophages detected in the patients with ra in this study.,the cytokine tnf is the primary trigger of inflammation, and tnf signalling requires irhom2 to promote trafficking and activation of tace.","pmc5251212,pmc6130561","['nan', 'nan']","['nan', 'nan']",2,0.1,39,1,39.2
21,adam17,protein,,195.0,uniprot,p78536,,,icam1,protein,,5344.0,uniprot,p05362,,,positive,i,increaseamount,,,,,,"0.65,0.65","indra,indra","in addition, tace gene silencing attenuated the local expression of p65, inos, icam-1, vegf and flt-1 and activities of mmp9 and mmp2 while increased the local expression of tgf-beta1 together with reduced number of neovessels in the aorta.,this study suggests that adam-17 promotes icam-1 expression on the cell surface and monocyte adhesion in ra flss.","pmc4677302,pmc6090907","['nan', 'nan']","['nan', 'nan']",2,0.1,39,1,39.2
52,areg,protein,,651.0,uniprot,p15514,,,egfr,protein,,3236.0,uniprot,p00533,,,positive,i,activation,,,,,,"0.65,0.65","indra,indra","however, other egfr ligands also regulate important keratinocyte functions, such as keratinocyte migration, which is stimulated by heparin binding egf (hb-egf) and increased keratinocyte proliferation in psoriasis like cutaneous pathologies by amphiregulin.,upon shedding from epithelial cells, il6r and areg activate the shared interleukin receptor gp130 and egfr, respectively, on epithelial cells (autocrine), as well as on underlying myofibroblasts and myeloid cells (paracrine) (burgel and nadel 2008; nechemia-arbely etal.","pmc3371728,pmc5002905","['nan', 'nan']","['nan', 'nan']",2,0.1,39,1,39.2
75,egfr,protein,,3236.0,uniprot,p00533,,,cxcl8,protein,,6025.0,uniprot,p10145,,,positive,i,activation,,,,,,"0.65,0.65","indra,indra","in differentiated primary bronchial epithelial cells (hbec-ali), inhibitors of egfr and of adam17 completely abolished adam17 substrate shedding as well as egfr dependent cxcl8 mrna induction [xref_bibr], illustrating the strong interrelationship between the key elements of the egfr and adam17 axis (xref_fig).,these observations suggest that cs induced activation of egfr enhances sil6r, areg, and il8 mrna stability in ali-pbec.","pmc5818912,pmc5002905","['nan', 'nan']","['nan', 'nan']",2,0.1,39,1,39.2
10,adam17,protein,,195.0,uniprot,p78536,,,cell adhesion,bioprocess,,,go,go:0007155,,,positive,i,activation,,,,,,"0.94757,0.65","indra,indra","meanwhile, we clearly demonstrated that adam-17 in flss enhances monocyte adhesion via upregulation of icam-1, but not vcam-1, expression.,adam17 sheddase activity is induced upon cell activation and rapidly modulates intravascular adhesion events in response to diverse environmental stimuli.","pmc6090907,pmc5403810","['nan', 'nan']","['nan', 'nan']",2,0.1,39,1,39.2
96,il6,protein,,6018.0,uniprot,p05231,,,adam17,protein,,195.0,uniprot,p78536,,,positive,i,activation,,,,,,0.86,indra,"consistent with this finding, we measured the enhanced levels of adam17 in the serum and synovial fluid of patients with ra, and we found that tnf-alpha and il-6 stimulated the secretion of adam17 by monocytes and macrophages detected in the patients with ra in this study.",pmc5251212,['nan'],['nan'],1,0.1,39,1,39.1
113,rhbdf2,protein,,20788.0,uniprot,q6pjf5,,,tnf,protein,,11892.0,uniprot,p01375,,,negative,i,decreaseamount,,,,,,0.65,indra,"as a result, irhom2 deficient mice have substantially reduced serum levels of tnfalpha upon inflammatory challenge with bacterial lipopolysaccharide and consequently reduced survival upon infection with the intracellular bacterium listeria monocytogenes [xref_bibr].",pmc5490636,['nan'],['nan'],1,0.1,39,1,39.1
95,il13,protein,,5973.0,uniprot,p35225,,,tgfa,protein,,11765.0,uniprot,p01135,,,positive,i,activation,,,,,,0.94993439,indra,"in this study, normal human bronchial epithelial (nhbe) cells grown in air and liquid interface (ali) culture were used to examine the mechanisms whereby il-13 induces release of tgfalpha and cellular proliferation.",pmc1976612,['nan'],['nan'],1,0.1,39,1,39.1
94,il10,protein,,5962.0,uniprot,p22301,,,tnf,protein,,11892.0,uniprot,p01375,,,negative,i,inhibition,,,,,,0.65,indra,"il-10 not only directly blocks the production of proinflammatory cytokines tnf-alpha and il-6 by macrophages, but also induces the conversion of inflammatory m1 macrophages into the anti-inflammatory anti-inflammatory m2 macrophages and further enhances efferocytosis [xref_bibr].",pmc5495389,['nan'],['nan'],1,0.1,39,1,39.1
115,rhbdf2,protein,,20788.0,uniprot,q6pjf5,,,tnf,protein,,11892.0,uniprot,p01375,,,positive,i,increaseamount,,,,,,0.86,indra,"given the role of irhom2/tace signalling in tnfα secretion, irhom2 may represent an attractive therapeutic target in dn.",pmc6130561,['nan'],['nan'],1,0.1,39,1,39.1
93,il10,protein,,5962.0,uniprot,p22301,,,il6,protein,,6018.0,uniprot,p05231,,,negative,i,inhibition,,,,,,0.65,indra,"il-10 not only directly blocks the production of proinflammatory cytokines tnf-alpha and il-6 by macrophages, but also induces the conversion of inflammatory m1 macrophages into the anti-inflammatory anti-inflammatory m2 macrophages and further enhances efferocytosis [xref_bibr].",pmc5495389,['nan'],['nan'],1,0.1,39,1,39.1
92,ifng,protein,,5438.0,uniprot,p01579,,,cx3cl1,protein,,10647.0,uniprot,p78423,,,positive,i,increaseamount,,,,,,0.86,indra,our data suggest that ifn-gamma induces cx3cl1 expression that is weakly cleaved by constitutive sheddase activity and strongly cleaved by a pma inducible sheddase activity.,pmc3828864,['nan'],['nan'],1,0.1,39,1,39.1
101,lrig1,protein,,17360.0,uniprot,q96ja1,,,egf,protein,,3229.0,uniprot,p01133,,,negative,i,inhibition,,,,,,0.65,indra,administration of the shed portion of lrig1 to cells inhibited egf signaling suggesting that processing is necessary for this substrate to act as a tumor suppressor [xref_bibr].,pmc5688260,['nan'],['nan'],1,0.1,39,1,39.1
116,s100a12,protein,,10489.0,uniprot,p80511,,,il1b,protein,,5992.0,uniprot,p01584,,,positive,i,increaseamount,,,,,,0.65,indra,"in this study, we establish that cgrp attenuates inflammation by decreasing the expression of il-1beta, il-6, and tnf-a in vsmcs treated with ang ii, and adam17 mediates this anti-inflammatory effect of cgrp through the egfr-erk1/2 pathway.",pmc6038660,['nan'],['nan'],1,0.1,39,1,39.1
117,s100a12,protein,,10489.0,uniprot,p80511,,,il6,protein,,6018.0,uniprot,p05231,,,positive,i,increaseamount,,,,,,0.65,indra,"in this study, we establish that cgrp attenuates inflammation by decreasing the expression of il-1beta, il-6, and tnf-a in vsmcs treated with ang ii, and adam17 mediates this anti-inflammatory effect of cgrp through the egfr-erk1/2 pathway.",pmc6038660,['nan'],['nan'],1,0.1,39,1,39.1
118,s100a12,protein,,10489.0,uniprot,p80511,,,inflammatory response,bioprocess,,,go,go:0006954,,,negative,i,inhibition,,,,,,0.8775000000000001,indra,"small interference rna (sirna) and inhibitors of cgrp, epidermal growth factor receptor (egfr), and extracellular signal regulated kinase 1/2 (erk1/2) were adopted to investigate their effect on ang ii induced inflammation in vsmcs.",pmc6038660,['nan'],['nan'],1,0.1,39,1,39.1
90,havcr2,protein,,18437.0,uniprot,q8tdq0,,,pdcd1,protein,,8760.0,uniprot,q15116,,,positive,i,increaseamount,,,,,,0.65,indra,"blocking of tim-3 with monoclonal antibodies reduced pd-1 expression and increased production of cytokines such as il-12, 6, and 10 [xref_bibr].",pmc5688260,['nan'],['nan'],1,0.1,39,1,39.1
119,s100a12,protein,,10489.0,uniprot,p80511,,,inflammatory response,bioprocess,,,go,go:0006954,,,positive,i,activation,,,,,,0.86,indra,"in summary, these findings identify the anti-inflammatory effect of cgrp in vsmcs stimulated by ang ii and suggest that adam17 is involved in the protective effect of cgrp against ang ii induced inflammation via the egfr-erk1/2 pathway in vsmcs.",pmc6038660,['nan'],['nan'],1,0.1,39,1,39.1
120,s100a12,protein,,10489.0,uniprot,p80511,,,tnf,protein,,11892.0,uniprot,p01375,,,positive,i,increaseamount,,,,,,0.65,indra,"in this study, we establish that cgrp attenuates inflammation by decreasing the expression of il-1beta, il-6, and tnf-a in vsmcs treated with ang ii, and adam17 mediates this anti-inflammatory effect of cgrp through the egfr-erk1/2 pathway.",pmc6038660,['nan'],['nan'],1,0.1,39,1,39.1
121,sdc1,protein,,10658.0,uniprot,p18827,,,cell migration,bioprocess,,,go,go:0016477,,,negative,i,inhibition,,,,,,0.65,indra,cell surface sdc1 is thought to promote cell adhesion to the ecm and reduce cancer cell migration.,pmc5688260,['nan'],['nan'],1,0.1,39,1,39.1
91,ifng,protein,,5438.0,uniprot,p01579,,,cx3cl1,protein,,10647.0,uniprot,p78423,,,positive,i,activation,,,,,,0.86,indra,ifn-gamma induced a time and dose dependent increase in cx3cl1 mrna levels in hsc demonstrating that these cells might be a cellular source of cx3cl1 during chronic liver injury (xref_fig).,pmc3828864,['nan'],['nan'],1,0.1,39,1,39.1
112,rhbdf2,protein,,20788.0,uniprot,q6pjf5,,,adam17,protein,,195.0,uniprot,p78536,,,positive,i,activation,,,,,,0.65,indra,"the results showed both tfa treatment and irhom2 knockdown in hk2 cells inhibited the mature and the activity of tace induced by ages (figure 2(b,f)).",pmc6130561,['nan'],['nan'],1,0.1,39,1,39.1
97,il6,protein,,6018.0,uniprot,p05231,,,cd14,protein,,1628.0,uniprot,p08571,,,positive,i,activation,,,,,,0.65,indra,gm6001 inhibits sema7a cleavage by 72% when cd14 + cells are activated by il-6 and tnf-alpha.,pmc5251212,['nan'],['nan'],1,0.1,39,1,39.1
111,rhbdf2,protein,,20788.0,uniprot,q6pjf5,,,adam17,protein,,195.0,uniprot,p78536,,,negative,i,inhibition,,,,,,0.65,indra,"targeting of tspan14, 15, or 33 to activate platelet adam10, or irhom2 to activate adam17, may enable such an approach to be realized, without the toxic side effects of activating the adams on every cell in the body.",pmc5490636,['nan'],['nan'],1,0.1,39,1,39.1
110,rhbdf1,protein,,20561.0,uniprot,q96cc6,,,adam17,protein,,195.0,uniprot,p78536,,,positive,i,activation,,,,,,0.65,indra,"taken together, it appears likely that irhom1 and 2 enable adam17 to function as two distinct molecular scissors, with different substrate specificities and potentially different activating stimuli.",pmc5490636,['nan'],['nan'],1,0.1,39,1,39.1
109,ptgs2,protein,,9605.0,uniprot,p35354,,,esr1,protein,,3467.0,uniprot,p03372,,,positive,i,activation,,,,,,0.65,indra,"examination of adam17 and cox-2 in human breast cancers using publically available databases demonstrates a link between increased expression levels of these factors and reduced relapse free survival, particularly in estrogen receptor (er)-negative tumors.",pmc5059114,['nan'],['nan'],1,0.1,39,1,39.1
108,pacs2,protein,,23794.0,uniprot,q86vp3,,,adam17,protein,,195.0,uniprot,p78536,,,negative,i,inhibition,,,,,,0.65,indra,"ablation of pacs-2 in cells impairs the cell surface availability of tace, reducing substrate cleavage.",pmc6042963,['nan'],['nan'],1,0.1,39,1,39.1
107,nrp1,protein,,8004.0,uniprot,o14786,,,adam10,protein,,188.0,uniprot,o14672,,,negative,i,inhibition,,,,,,0.65,indra,"in contrast to adam10, tace mediated neuropilin-1 receptor shedding was blocked by tpd in a dose dependent manner (xref_fig, line3-5) under similar conditions, reinforcing the selective inhibition of tpd towards tace but not adam10.",pmc5159831,['nan'],['nan'],1,0.1,39,1,39.1
122,sdc1,protein,,10658.0,uniprot,p18827,,,il6,protein,,6018.0,uniprot,p05231,,,negative,i,decreaseamount,,,,,,0.65,indra,knockdown of sdc1 with sirna in mda-mb-231 cells reduced cancer stem cell pools significantly and lowered il6 and il6r levels which resulted in a decrease in stat3 signaling [xref_bibr].,pmc5688260,['nan'],['nan'],1,0.1,39,1,39.1
98,il6,protein,,6018.0,uniprot,p05231,,,il6r,protein,,6019.0,uniprot,p08887,,,positive,i,activation,,,,,,0.65,indra,"il-6 activated membrane bound il-6r has anti-inflammatory, antiapoptotic, and regenerative properties [ xref , xref – xref ].",pmc5818912,['nan'],['nan'],1,0.1,39,1,39.1
99,il6,protein,,6018.0,uniprot,p05231,,,il6st,protein,,6021.0,uniprot,p40189,,,positive,i,activation,,,,,,0.65,indra,"human il-6 stimulates human and murine cells, whereas murine il-6 only stimulates murine il-6r signaling [xref_bibr].",pmc5818912,['nan'],['nan'],1,0.1,39,1,39.1
105,nox1,protein,,7889.0,uniprot,q9y5s8,,,adam17,protein,,195.0,uniprot,p78536,,,positive,i,activation,,,,,,0.8775000000000001,indra,"in hepatocytes, src activates nox1, which in turn activates adam17 that releases tgfalpha for the stimulation of the egfr [xref_bibr].",pmc5651112,['nan'],['nan'],1,0.1,39,1,39.1
100,il6st,protein,,6021.0,uniprot,p40189,,,egfr,protein,,3236.0,uniprot,p00533,,,positive,i,activation,,,,,,0.65,indra,"upon shedding from epithelial cells, il6r and areg activate the shared interleukin receptor gp130 and egfr, respectively, on epithelial cells (autocrine), as well as on underlying myofibroblasts and myeloid cells (paracrine) (burgel and nadel 2008; nechemia-arbely etal.",pmc5002905,['nan'],['nan'],1,0.1,39,1,39.1
104,ngf,protein,,7808.0,uniprot,p01138,,,egfr,protein,,3236.0,uniprot,p00533,,,positive,i,activation,,,,,,0.65,indra,"these include (1) tnf-alpha signaling via tnfr-1 and tnfr-2, (2) unprocessed nerve growth factor precursor (pro ngf), which induces apoptosis by binding to p75ntr, and (3) egf receptor (egfr) signaling via mapk activation and inhibition.",pmc3877539,['nan'],['nan'],1,0.1,39,1,39.1
103,mmp9,protein,,7176.0,uniprot,p14780,,,mmp2,protein,,7166.0,uniprot,p08253,,,positive,i,increaseamount,,,,,,0.65,indra,"in the present study, we found that gene silencing of tace substantially down-regulated the activities of mmp2 and mmp9, which was in accordance with a previous report that tace may promote the transcription of mmp2 23 .",pmc4677302,['nan'],['nan'],1,0.1,39,1,39.1
102,mmp2,protein,,7166.0,uniprot,p08253,,,cx3cl1,protein,,10647.0,uniprot,p78423,,,positive,i,activation,,,,,,0.86,indra,accordingly we showed that activation of mmp-2 induced the release of cx3cl1 soluble peptides triggering cx3cr1 dependent signalling cascade and promoting monocytes chemotactism.,pmc3828864,['nan'],['nan'],1,0.1,39,1,39.1
106,nox1,protein,,7889.0,uniprot,q9y5s8,,,duox2,protein,,13273.0,uniprot,q9nrd8,,,positive,i,activation,,,,,,0.65,indra,"the latter is a downstream metabolite of superoxide that is enzymatically produced by the nox enzymes duox1 and particularly duox2 [xref_bibr, xref_bibr].",pmc5651112,['nan'],['nan'],1,0.1,39,1,39.1
0,adam10,protein,,188.0,uniprot,o14672,,,cx3cl1,protein,,10647.0,uniprot,p78423,,,positive,i,activation,,,,,,0.65,indra,we previously reported adam-10 mediated fractalkine/cx3cl1 and cxcl16 secretion from ra fls.,pmc6090907,['nan'],['nan'],1,0.1,39,1,39.1
123,sdc1,protein,,10658.0,uniprot,p18827,,,il6st,protein,,6021.0,uniprot,p40189,,,negative,i,decreaseamount,,,,,,0.65,indra,knockdown of sdc1 with sirna in mda-mb-231 cells reduced cancer stem cell pools significantly and lowered il6 and il6r levels which resulted in a decrease in stat3 signaling [xref_bibr].,pmc5688260,['nan'],['nan'],1,0.1,39,1,39.1
146,tnf,protein,,11892.0,uniprot,p01375,,,adam17,protein,,195.0,uniprot,p78536,,,positive,i,increaseamount,,,,,,0.65,indra,"previous studies suggested that tnf-alpha and wild-type p53 up-regulate adam17 expression, but further studies are needed to determine regulators of adam17 in intestinal inflammation.",pmc4816818,['nan'],['nan'],1,0.1,39,1,39.1
148,tnf,protein,,11892.0,uniprot,p01375,,,cd14,protein,,1628.0,uniprot,p08571,,,positive,i,activation,,,,,,0.65,indra,gm6001 inhibits sema7a cleavage by 72% when cd14 + cells are activated by il-6 and tnf-alpha.,pmc5251212,['nan'],['nan'],1,0.1,39,1,39.1
149,tnf,protein,,11892.0,uniprot,p01375,,,hmgb1,protein,,4983.0,uniprot,p09429,,,positive,i,activation,,,,,,0.65,indra,we have recently shown that tnfalpha induced hmgb1 secretion from hek293 cells does not depend on the redox state of the protein [xref_bibr].,pmc5651112,['nan'],['nan'],1,0.1,39,1,39.1
151,tnf,protein,,11892.0,uniprot,p01375,,,kat8,protein,,17933.0,uniprot,q9h7z6,,,negative,i,inhibition,,,,,,0.65,indra,"therefore, a better understanding of how mature tnf-alpha is produced, and its biological function, may inform the development of novel therapeutic strategies to effectively inhibit lps induced tnf-alpha overproduction, thereby preventing sirs and mof.",pmc5865799,['nan'],['nan'],1,0.1,39,1,39.1
152,tnf,protein,,11892.0,uniprot,p01375,,,notch2,protein,,7882.0,uniprot,q04721,,,positive,i,activation,,,,,,0.65,indra,"furthermore, tnfalpha, via src family kinases, increases pro proliferative notch2 signalling in hpah pasmcs with reduced bmpr-ii expression.",pmc5241886,['nan'],['nan'],1,0.1,39,1,39.1
153,tnf,protein,,11892.0,uniprot,p01375,,,nox1,protein,,7889.0,uniprot,q9y5s8,,,positive,i,activation,,,,,,0.65,indra,"interestingly, this was demonstrated for il-1beta- and tnfalpha induced signaling, but not for thrombin activated nox1 [xref_bibr - xref_bibr].",pmc5651112,['nan'],['nan'],1,0.1,39,1,39.1
154,tnf,protein,,11892.0,uniprot,p01375,,,tnfrsf1a,protein,,11916.0,uniprot,p19438,,,positive,i,activation,,,,,,0.65,indra,"notably, whereas tnfri can be activated by both soluble and membrane tnf, tnfrii is activated efficiently only by mtnf.",pmc6042963,['nan'],['nan'],1,0.1,39,1,39.1
155,tnfrsf1b,protein,,11917.0,uniprot,p20333,,,tnf,protein,,11892.0,uniprot,p01375,,,negative,i,inhibition,,,,,,0.65,indra,"however, by shedding tnf receptor type 2 (tnfr2) [xref_bibr], which antagonizes tnf-alpha, adam17 exhibits also anti-inflammatory properties [xref_bibr].",pmc5818912,['nan'],['nan'],1,0.1,39,1,39.1
