index,Regulator Name,Regulator Type,Regulator Subtype,Regulator HGNC Symbol,Regulator Database,Regulator ID,Regulator Compartment,Regulator Compartment ID,Regulated Name,Regulated Type,Regulated Subtype,Regulated HGNC Symbol,Regulated Database,Regulated ID,Regulated Compartment,Regulated Compartment ID,Sign,Connection Type,Mechanism,Site,Cell Line,Cell Type,Tissue Type,Organism,Score,Source,Statements,Paper IDs,Database Source,Database ID,Evidence Score,Match Score,Kind Score,Epistemic Value,Total Score
32,notch1,protein,,notch1,uniprot,p46531,,,nfkb2,protein,,nfkb2,uniprot,q00653,,,positive,i,increaseamount,,,,,,0.65,indra,"notch1, which is mutated in half of t-all cases (see section 5.1), can activate nf-kappab pathway in t-all cell lines and in the intracellular notch1 (icn1)-induced mouse model, either transcriptionally, promoting relb and p52 expression, or indirectly via ikk complex activation [xref_bibr].",pmc5618553,['nan'],['nan'],1,100,40,1,140
3,cd4,protein,,cd4,uniprot,p01730,,,il2,protein,,il2,uniprot,p60568,,,negative,i,inhibition,,,,,,0.65,indra,"to further evaluate the responses of itk -/- cells to il-2, naive cd4 + t cells were differentiated under t reg cell conditions with different concentrations of hil2 in the presence of anti-mouse il-2 antibodies to eliminate the contribution of autocrine il-2 production.",pmc3949578,['nan'],['nan'],1,100,40,1,140
43,pten,protein,,pten,uniprot,p60484,,,mtor,protein,,mtor,uniprot,p42345,,,positive,d,increaseamount,,,,,,0.65,indra,we demonstrate that differential akt and mammalian target of rapamycin signaling regulates pten transcription via the foxo1 transcription factor.,pmc4418530,['nan'],['nan'],1,10,38,1,48
11,foxp3,protein,,foxp3,uniprot,q9bzs1,,,itk,protein,,itk,uniprot,q08881,,,positive,i,activation,,,,,,0.86,indra,"consistent with the increased foxp3 induction in itk -/- cells exposed to il-2, itk deficient cells showed increased il-2-induced pstat5 compared with wt cells (xref_fig, left).",pmc3949578,['nan'],['nan'],1,1,40,1,41
41,pten,protein,,pten,uniprot,p60484,,,foxo1,protein,,foxo1,uniprot,q12778,,,positive,i,increaseamount,,,,,,0.65,indra,39 exogenous pten expression led to increased expression of foxo1 in t-all cell lines with null endogenous pten (ccrf-cem and molt4).,pmc5986278,['nan'],['nan'],1,1,40,1,41
49,pten,protein,,pten,uniprot,p60484,,,tp53,protein,,tp53,uniprot,p04637,,,negative,i,inhibition,,,,,,0.65,indra,"previously, others have shown that pten loss activates the pi3k and akt pathway and aberrant ikaros dominant negative isoforms are expressed in p53 mouse t-all cells.",pmc5986278,['nan'],['nan'],1,1,40,1,41
36,pten,protein,,pten,uniprot,p60484,,,cd4,protein,,cd4,uniprot,p01730,,,positive,i,activation,,,,,,0.65,indra,"by combining biochemical and computational modeling approaches, our work defines how differential regulation of pten can produce alternate cd4 + t cell fate outcomes.",pmc4418530,['nan'],['nan'],1,1,40,1,41
48,pten,protein,,pten,uniprot,p60484,,,timm8a,protein,,timm8a,uniprot,o60220,,,positive,i,activation,,,,,,0.65,indra,"when treated with different doses of cisplatin (ddp) (0.03125-8mug/ml), overexpression of pten contributed to chemotherapy sensitivity to ddp after treatment for 24hours compared with control group (p <.01).",pmc5521878,['nan'],['nan'],1,1,40,1,41
46,pten,protein,,pten,uniprot,p60484,,,pdcd1,protein,,pdcd1,uniprot,q15116,,,positive,i,activation,,,,,,0.65,indra,"pd-1 signalling in a pd-1-transduced human lymphoma cell line also enhances pten and attenuates pi3k/akt and pkcθ (extended data fig. 9a, b, c).",pmc5821214,['nan'],['nan'],1,1,40,1,41
45,pten,protein,,pten,uniprot,p60484,,,myc,protein,,myc,uniprot,p01106,,,negative,i,decreaseamount,,,,,,0.65,indra,"similarly, myc expression is also repressed by increased pten, providing another level of systems amplification.",pmc3949578,['nan'],['nan'],1,1,40,1,41
37,pten,protein,,pten,uniprot,p60484,,,cell population proliferation,bioprocess,,,go,go:0008283,,,positive,i,activation,,,,,,0.65,indra,"therefore, pten deficiency causes an increased t reg cellularity and proliferation.",pmc4297581,['nan'],['nan'],1,1,40,1,41
38,pten,protein,,pten,uniprot,p60484,,,e2f1,protein,,e2f1,uniprot,q01094,,,negative,i,decreaseamount,,,,,,0.65,indra,"pten deletion alone upregulated expression of the transcription factors e2f1, e2f2 and e2f8, and their target genes, and was further increased by tal1 (xref_fig).",pmc5886055,['nan'],['nan'],1,1,40,1,41
18,il2ra,protein,,il2ra,uniprot,p01589,,,cd4,protein,,cd4,uniprot,p01730,,,negative,i,inhibition,,,,,,0.65,indra,"similar results were obtained with cd25 depleted cd4 + t cells (xref_supplementary) to determine if pten activity regulated cd4 + t cell differentiation, activation assays were performed in the presence of a pten inhibitor.",pmc4418530,['nan'],['nan'],1,1,40,1,41
17,il2,protein,,il2,uniprot,p60568,,,itk,protein,,itk,uniprot,q08881,,,positive,i,activation,,,,,,0.65,indra,altered il-2 signaling in the absence of itk.,pmc3949578,['nan'],['nan'],1,1,40,1,41
40,pten,protein,,pten,uniprot,p60484,,,e2f8,protein,,e2f8,uniprot,a0avk6,,,negative,i,decreaseamount,,,,,,0.65,indra,"pten deletion alone upregulated expression of the transcription factors e2f1, e2f2 and e2f8, and their target genes, and was further increased by tal1 (xref_fig).",pmc5886055,['nan'],['nan'],1,1,40,1,41
39,pten,protein,,pten,uniprot,p60484,,,e2f2,protein,,e2f2,uniprot,q14209,,,negative,i,decreaseamount,,,,,,0.65,indra,"pten deletion alone upregulated expression of the transcription factors e2f1, e2f2 and e2f8, and their target genes, and was further increased by tal1 (xref_fig).",pmc5886055,['nan'],['nan'],1,1,40,1,41
31,notch1,protein,,notch1,uniprot,p46531,,,igf1r,protein,,igf1r,uniprot,p08069,,,positive,i,increaseamount,,,,,,0.65,indra,igf1r expression can be directly regulated by notch1 and is important for t-all proliferation and leukemia initiating activity in vivo [xref_bibr].,pmc5618553,['nan'],['nan'],1,0.1,39,1,39.1
50,tal1,protein,,tal1,uniprot,p17542,,,lmo1,protein,,lmo1,uniprot,p25800,,,positive,i,increaseamount,,,,,,0.65,indra,"/ tal1 + -induced reprogramming also increased lmo1, lmo2 and spi1 expression, and therefore reconciles in part with ' self-renewal reprogramming ' found in transgenic mice 24 (xref_fig).",pmc5886055,['nan'],['nan'],1,0.1,39,1,39.1
51,tal1,protein,,tal1,uniprot,p17542,,,lmo2,protein,,lmo2,uniprot,p25791,,,positive,i,increaseamount,,,,,,0.65,indra,"/ tal1 + -induced reprogramming also increased lmo1, lmo2 and spi1 expression, and therefore reconciles in part with ' self-renewal reprogramming ' found in transgenic mice 24 (xref_fig).",pmc5886055,['nan'],['nan'],1,0.1,39,1,39.1
52,tal1,protein,,tal1,uniprot,p17542,,,myc,protein,,myc,uniprot,p01106,,,positive,i,increaseamount,,,,,,0.65,indra,"indeed, our data show that tal1 silences the il7r-jak-stat signaling cascade and therefore requires activation of akt to stimulate e2f and myc expression.",pmc5886055,['nan'],['nan'],1,0.1,39,1,39.1
0,apc,protein,,apc,uniprot,p25054,,,ctnnb1,protein,,ctnnb1,uniprot,p35222,,,negative,i,inhibition,,,,,,0.65,indra,apc and axin sequester beta-catenin in the cytoplasm.,pmc5618553,['nan'],['nan'],1,0.1,39,1,39.1
30,notch1,protein,,notch1,uniprot,p46531,,,gatd3b,protein,,,uniprot,p30042,,,positive,i,activation,,,,,,0.65,indra,"moreover, notch1 target hes1 was reported to repress cylindromatosis (cyld), a deubiquitinase negatively regulating ikk complex, both in primary t-all samples and cell lines [xref_bibr].",pmc5618553,['nan'],['nan'],1,0.1,39,1,39.1
10,fbxw7,protein,,fbxw7,uniprot,q969h0,,,notch1,protein,,notch1,uniprot,p46531,,,negative,i,inhibition,,,,,,0.65,indra,"in addition, 8-30% of t-alls harbor mutations in f-box and beta-transducin (wd) repeat domain containing 7 (fbxw7), a protein that normally promotes notch1 proteasomal degradation, and lead to increased notch1 protein stability [xref_bibr, xref_bibr].",pmc5618553,['nan'],['nan'],1,0.1,39,1,39.1
2,cd4,protein,,cd4,uniprot,p01730,,,il17a,protein,,il17a,uniprot,q16552,,,negative,i,inhibition,,,,,,0.65,indra,a critical element of this process is the expression of the transcription factor hif1alpha; cd4 + t cells deficient in hif1alpha exhibit increased foxp3 and reduced il17a under th17 inducing conditions.,pmc3949578,['nan'],['nan'],1,0.1,39,1,39.1
4,dll4,protein,,dll4,uniprot,q9nr61,,,cish,protein,,cish,uniprot,q9nse2,,,positive,i,activation,,,,,,0.65,indra,"this cluster included upregulation of known stat5 target genes such as cish, bcl2, xbp1 and socs2 that were not induced by scf or dll4 (xref_supplementary).",pmc5886055,['nan'],['nan'],1,0.1,39,1,39.1
5,dll4,protein,,dll4,uniprot,q9nr61,,,notch1,protein,,notch1,uniprot,p46531,,,positive,i,activation,,,,,,0.65,indra,"thus, aberrant expression of the notch ligand delta like 4 (dll4) may contribute to notch1 driven leukemias [xref_bibr].",pmc5618553,['nan'],['nan'],1,0.1,39,1,39.1
6,dll4,protein,,dll4,uniprot,q9nr61,,,socs2,protein,,socs2,uniprot,o14508,,,positive,i,activation,,,,,,0.65,indra,"this cluster included upregulation of known stat5 target genes such as cish, bcl2, xbp1 and socs2 that were not induced by scf or dll4 (xref_supplementary).",pmc5886055,['nan'],['nan'],1,0.1,39,1,39.1
7,dnm2,protein,,dnm2,uniprot,p50570,,,endocytosis,bioprocess,,,go,go:0006897,,,negative,i,inhibition,,,,,,0.65,indra,"coherently, recurrent loss-of-function mutations in the dynamin 2 (dnm2) gene were found to impair clathrin dependent endocytosis of il-7r leading to increased surface expression and enhanced il-7r signaling in t-all cells.",pmc5618553,['nan'],['nan'],1,0.1,39,1,39.1
8,dnm2,protein,,dnm2,uniprot,p50570,,,il7r,protein,,il7r,uniprot,p16871,,,negative,i,inhibition,,,,,,0.65,indra,"coherently, recurrent loss-of-function mutations in the dynamin 2 (dnm2) gene were found to impair clathrin dependent endocytosis of il-7r leading to increased surface expression and enhanced il-7r signaling in t-all cells.",pmc5618553,['nan'],['nan'],1,0.1,39,1,39.1
9,dnm2,protein,,dnm2,uniprot,p50570,,,il7r,protein,,il7r,uniprot,p16871,,,positive,i,activation,,,,,,0.65,indra,"coherently, recurrent loss-of-function mutations in the dynamin 2 (dnm2) gene were found to impair clathrin dependent endocytosis of il-7r leading to increased surface expression and enhanced il-7r signaling in t-all cells.",pmc5618553,['nan'],['nan'],1,0.1,39,1,39.1
12,gatd3b,protein,,,uniprot,p30042,,,notch1,protein,,notch1,uniprot,p46531,,,positive,i,activation,,,,,,0.65,indra,"moreover, notch1 target hes1 was reported to repress cylindromatosis (cyld), a deubiquitinase negatively regulating ikk complex, both in primary t-all samples and cell lines [xref_bibr].",pmc5618553,['nan'],['nan'],1,0.1,39,1,39.1
29,mki67,protein,,mki67,uniprot,p46013,,,cell population proliferation,bioprocess,,,go,go:0008283,,,positive,i,activation,,,,,,0.65,indra,the increase of ki-67 may promote tumor cell proliferation.,pmc5521878,['nan'],['nan'],1,0.1,39,1,39.1
13,hif1a,protein,,hif1a,uniprot,q16665,,,il17a,protein,,il17a,uniprot,q16552,,,negative,i,inhibition,,,,,,0.65,indra,a critical element of this process is the expression of the transcription factor hif1alpha; cd4 + t cells deficient in hif1alpha exhibit increased foxp3 and reduced il17a under th17 inducing conditions.,pmc3949578,['nan'],['nan'],1,0.1,39,1,39.1
15,igf1r,protein,,igf1r,uniprot,p08069,,,notch1,protein,,notch1,uniprot,p46531,,,positive,i,activation,,,,,,0.65,indra,"additionally, igf1r is a target of mir-223 and notch1 can regulate igf1r, at least in part by repressing mir-223 [xref_bibr].",pmc5618553,['nan'],['nan'],1,0.1,39,1,39.1
19,itk,protein,,itk,uniprot,q08881,,,cd4,protein,,cd4,uniprot,p01730,,,negative,i,inhibition,,,,,,0.65,indra,"although itk deficient mice have slightly reduced numbers of foxp3 + cd4 + t cells compared with wt mice, the percentage of cd4 + t cells that express foxp3 is higher because of the overall low numbers of cd4 + t cells in these mice (xref_fig).",pmc3949578,['nan'],['nan'],1,0.1,39,1,39.1
20,itk,protein,,itk,uniprot,q08881,,,cd4,protein,,cd4,uniprot,p01730,,,positive,i,activation,,,,,,0.65,indra,"nonetheless, cd25 levels were lower on itk -/- activated cd4 + t cells than on wt cells (not depicted).",pmc3949578,['nan'],['nan'],1,0.1,39,1,39.1
24,itk,protein,,itk,uniprot,q08881,,,myc,protein,,myc,uniprot,p01106,,,negative,i,inhibition,,,,,,0.65,indra,"interestingly, we have also observed that itk deficiency prevents full induction of myc and mirna 19b, which are known repressors of pten expression.",pmc3949578,['nan'],['nan'],1,0.1,39,1,39.1
25,kitlg,protein,,kitlg,uniprot,p21583,,,cish,protein,,cish,uniprot,q9nse2,,,positive,i,activation,,,,,,0.65,indra,"this cluster included upregulation of known stat5 target genes such as cish, bcl2, xbp1 and socs2 that were not induced by scf or dll4 (xref_supplementary).",pmc5886055,['nan'],['nan'],1,0.1,39,1,39.1
27,kitlg,protein,,kitlg,uniprot,p21583,,,socs2,protein,,socs2,uniprot,o14508,,,positive,i,activation,,,,,,0.65,indra,"this cluster included upregulation of known stat5 target genes such as cish, bcl2, xbp1 and socs2 that were not induced by scf or dll4 (xref_supplementary).",pmc5886055,['nan'],['nan'],1,0.1,39,1,39.1
53,tal1,protein,,tal1,uniprot,p17542,,,spi1,protein,,spi1,uniprot,p17947,,,positive,i,increaseamount,,,,,,0.65,indra,"/ tal1 + -induced reprogramming also increased lmo1, lmo2 and spi1 expression, and therefore reconciles in part with ' self-renewal reprogramming ' found in transgenic mice 24 (xref_fig).",pmc5886055,['nan'],['nan'],1,0.1,39,1,39.1
