index,Regulator Name,Regulator Type,Regulator Subtype,Regulator HGNC Symbol,Regulator Database,Regulator ID,Regulator Compartment,Regulator Compartment ID,Regulated Name,Regulated Type,Regulated Subtype,Regulated HGNC Symbol,Regulated Database,Regulated ID,Regulated Compartment,Regulated Compartment ID,Sign,Connection Type,Mechanism,Site,Cell Line,Cell Type,Tissue Type,Organism,Score,Source,Statements,Paper IDs,Database Source,Database ID,Evidence Score,Match Score,Kind Score,Epistemic Value,Total Score
55,ube2k,protein,,ube2k,uniprot,p61086,,,pten,protein,,pten,uniprot,p60484,,,positive,i,activation,,,,,,0.65,indra,"one recently identified e3 ligase of pten is neural precursor cell expressed, developmentally down-regulated 4, e3 ubiquitin protein ligase 1 (nedd4-1), which mediates pten mono- and poly-ubiquitination [xref_bibr].",pmc4712330,['nan'],['nan'],1,100,40,1,140
9,cd4,protein,,cd4,uniprot,p01730,,,foxp3,protein,,foxp3,uniprot,q9bzs1,,,negative,i,inhibition,,,,,,0.65,indra,"furthermore, treatment of itk deficient cd4 + cells with pten specific shrna reduced the generation of foxp3 + cells, supporting the idea that altered pten expression contributes to rather than results from the increased generation of foxp3 + cells.",pmc3949578,['nan'],['nan'],1,100,40,1,140
10,cd4,protein,,cd4,uniprot,p01730,,,foxp3,protein,,foxp3,uniprot,q9bzs1,,,positive,i,increaseamount,,,,,,0.65,indra,"to explore the functional relevance of a hyperactivated pi3k-akt pathway on t reg cell generation and maintenance, we first used an in vitro system wherein the activation of cd4 + cd25 - cells in the presence of tgf-beta and il-2 induces de novo expression of foxp3.",pmc2275380,['nan'],['nan'],1,100,40,1,140
7,cd274,protein,,cd274,uniprot,q9nzq7,,,il2,protein,,il2,uniprot,p60568,,,positive,i,activation,,,,,,0.65,indra,consistent with this are previous observations that (i) the pd-1 and pd-l1 pathway negatively regulates treg cell proliferation by inhibiting the il-2 signalling cascade [xref_bibr] and (ii) exogenous il-2 can overcome pd-1 and pd-l1-mediated inhibition of proliferation [xref_bibr].,pmc4669187,['nan'],['nan'],1,100,40,1,140
45,pten,protein,,pten,uniprot,p60484,,,mtor,protein,,mtor,uniprot,p42345,,,positive,d,increaseamount,,,,,,0.65,indra,we demonstrate that differential akt and mammalian target of rapamycin signaling regulates pten transcription via the foxo1 transcription factor.,pmc4418530,['nan'],['nan'],1,10,38,1,48
34,mtor,protein,,mtor,uniprot,p42345,,,pak1,protein,,pak1,uniprot,q13153,,,negative,i,inhibition,,,,,,0.65,indra,"low mtor activity, as seen in dm t cells and as mimicked by rapamycin, rapalog, ku, and raptor sirna treatment, increased pak1 signaling whereas mtor activation, by treatment with leucine, non essential amino acids and pyruvate, decreased pak1 signaling.",pmc4487994,['nan'],['nan'],1,1,40,1,41
35,mtor,protein,,mtor,uniprot,p42345,,,pak1,protein,,pak1,uniprot,q13153,,,positive,i,activation,,,,,,0.65,indra,"low mtor activity, as seen in dm t cells and as mimicked by rapamycin, rapalog, ku, and raptor sirna treatment, increased pak1 signaling whereas mtor activation, by treatment with leucine, non essential amino acids and pyruvate, decreased pak1 signaling.",pmc4487994,['nan'],['nan'],1,1,40,1,41
33,mtor,protein,,mtor,uniprot,p42345,,,eif4ebp1,protein,,eif4ebp1,uniprot,q13541,,,negative,i,inhibition,,,,,,0.65,indra,the active mtor complex 1 phosphorylates the p70 ribosomal protein s6 kinase (s6k) and inhibits 4e-binding protein 1 to activate protein translation [ xref ].,pmc4712330,['nan'],['nan'],1,1,40,1,41
17,foxp3,protein,,foxp3,uniprot,q9bzs1,,,ctla4,protein,,ctla4,uniprot,p16410,,,positive,i,activation,,,,,,0.65,indra,"however, restoration of foxp3 did not restore the expression levels of ctla4 or gpr83 transcripts (xref_fig), validating the conclusion that akt * affected transcripts of the t reg signature independent of its effect on foxp3.",pmc2275380,['nan'],['nan'],1,1,40,1,41
18,foxp3,protein,,foxp3,uniprot,q9bzs1,,,gpr83,protein,,gpr83,uniprot,q9nym4,,,positive,i,activation,,,,,,0.65,indra,"however, restoration of foxp3 did not restore the expression levels of ctla4 or gpr83 transcripts (xref_fig), validating the conclusion that akt * affected transcripts of the t reg signature independent of its effect on foxp3.",pmc2275380,['nan'],['nan'],1,1,40,1,41
19,foxp3,protein,,foxp3,uniprot,q9bzs1,,,itk,protein,,itk,uniprot,q08881,,,positive,i,activation,,,,,,0.86,indra,"consistent with the increased foxp3 induction in itk -/- cells exposed to il-2, itk deficient cells showed increased il-2-induced pstat5 compared with wt cells (xref_fig, left).",pmc3949578,['nan'],['nan'],1,1,40,1,41
43,pten,protein,,pten,uniprot,p60484,,,cd4,protein,,cd4,uniprot,p01730,,,positive,i,activation,,,,,,0.65,indra,"by combining biochemical and computational modeling approaches, our work defines how differential regulation of pten can produce alternate cd4 + t cell fate outcomes.",pmc4418530,['nan'],['nan'],1,1,40,1,41
22,il2,protein,,il2,uniprot,p60568,,,itk,protein,,itk,uniprot,q08881,,,positive,i,activation,,,,,,0.65,indra,altered il-2 signaling in the absence of itk.,pmc3949578,['nan'],['nan'],1,1,40,1,41
23,il2ra,protein,,il2ra,uniprot,p01589,,,cd4,protein,,cd4,uniprot,p01730,,,negative,i,inhibition,,,,,,0.65,indra,"similar results were obtained with cd25 depleted cd4 + t cells (xref_supplementary) to determine if pten activity regulated cd4 + t cell differentiation, activation assays were performed in the presence of a pten inhibitor.",pmc4418530,['nan'],['nan'],1,1,40,1,41
44,pten,protein,,pten,uniprot,p60484,,,cell migration,bioprocess,,,go,go:0016477,,,negative,i,inhibition,,,,,,0.65,indra,"pten has been shown to inhibit cell migration through its c2 domain, independent of pten 's lipid phosphatase activity [xref_bibr].",pmc4712330,['nan'],['nan'],1,1,40,1,41
47,pten,protein,,pten,uniprot,p60484,,,myc,protein,,myc,uniprot,p01106,,,negative,i,decreaseamount,,,,,,0.65,indra,"similarly, myc expression is also repressed by increased pten, providing another level of systems amplification.",pmc3949578,['nan'],['nan'],1,1,40,1,41
40,pak1,protein,,pak1,uniprot,q13153,,,bcl2l11,protein,,bcl2l11,uniprot,o43521,,,positive,i,increaseamount,,,,,,"0.65,0.65","indra,indra","to further show that pak1 overexpression led to increased levels of bim and markers of bim mediated apoptosis, in xref_fig we show that bim levels increased following transfection of pak1 into jurkat t cells, especially in combination with expression of catalytically inactive plc-gamma1 (plc-gamma1 ci), which favors formation of bam32-pak1-plc-gamma1 complexes.,overexpression of active pak1 accelerated procarcinogen induced cell death in hela cells [xref_bibr] and overexpression of pak1 in jurkat t cells increased expression of bim and active caspase 9 (xref_fig).","pmc4487994,pmc4487994","['nan', 'nan']","['nan', 'nan']",2,0.1,39,1,39.2
49,tbk1,other,,tbk1,up,q9uhd2,,,foxo1,other,,foxo1,up,q12778,,,positive,i,phosphorylation,,,,,,0.8775000000000001,indra,nan,pmc4302769,['nan'],['nan'],1,0.1,39,1,39.1
39,pak1,protein,,pak1,uniprot,q13153,,,bcl2l11,protein,,bcl2l11,uniprot,o43521,,,positive,i,activation,,,,,,0.65,indra,"however, our results emphasize that pi3k and mtor inhibition increases pak1 mediated bim upregulation (via foxo3 and bim phosphorylation by jnk) as well as pak1 mediated erk activation.",pmc4487994,['nan'],['nan'],1,0.1,39,1,39.1
51,tbk1,protein,,tbk1,uniprot,q9uhd2,,,foxo1,protein,,foxo1,uniprot,q12778,,,negative,i,inhibition,,,,,,0.65,indra,"t cell specific ablation of tbk1 caused heightened activation of akt and its downstream targets, mtorc1 and foxo1.",pmc4302769,['nan'],['nan'],1,0.1,39,1,39.1
52,tbk1,protein,,tbk1,uniprot,q9uhd2,,,foxo1,protein,,foxo1,uniprot,q12778,,,positive,i,activation,,,,,,0.65,indra,"t-cell-specific ablation of tbk1 caused heightened activation of akt and its downstream targets, mtorc1 and foxo1.",pmc4302769,['nan'],['nan'],1,0.1,39,1,39.1
53,tbk1,protein,,tbk1,uniprot,q9uhd2,,,ifng,protein,,ifng,uniprot,p01579,,,positive,i,increaseamount,,,,,,0.86,indra,"moreover, the stimulated tbk1 deficient t cells produced remarkably higher levels of ifn-gamma, as detected by both enzyme linked immunosorbent assay (elisa) and flow cytometry assays (xref_fig).",pmc4302769,['nan'],['nan'],1,0.1,39,1,39.1
2,bcl2l11,protein,,bcl2l11,uniprot,o43521,,,apoptotic process,bioprocess,,,go,go:0006915,,,positive,i,activation,,,,,,0.9499940951,indra,"therefore, we can conclude that the pak1 and jnk pathway, and not the pak1 and erk pathway, is involved with induction of bim mediated apoptosis downstream from mtor signaling in t cells.",pmc4487994,['nan'],['nan'],1,0.1,39,1,39.1
3,bcl2l11,protein,,bcl2l11,uniprot,o43521,,,casp9,protein,,casp9,uniprot,p55211,,,negative,i,inhibition,,,,,,0.65,indra,"knockdown of bim prevented caspase 9 activation, as expected.",pmc4487994,['nan'],['nan'],1,0.1,39,1,39.1
4,bcl2l11,protein,,bcl2l11,uniprot,o43521,,,cd4,protein,,cd4,uniprot,p01730,,,positive,i,activation,,,,,,0.65,indra,"in line with decreased foxo3 levels, bim levels were low in lat-ki t cells and decreased more with age, supporting a role for foxo3 in bim and bcl2l11 synthesis in lat-ki cd4 + t cells.",pmc4487994,['nan'],['nan'],1,0.1,39,1,39.1
50,tbk1,protein,,tbk1,uniprot,q9uhd2,,,cd4,protein,,cd4,uniprot,p01730,,,positive,i,activation,,,,,,0.65,indra,"furthermore, tbk1 knockdown or pharmacological inhibition attenuates the transmigration of human cd4 + t cells across a human brain microvascular endothelial monolayer in vitro.",pmc4302769,['nan'],['nan'],1,0.1,39,1,39.1
11,cd4,protein,,cd4,uniprot,p01730,,,il17a,protein,,il17a,uniprot,q16552,,,negative,i,inhibition,,,,,,0.65,indra,a critical element of this process is the expression of the transcription factor hif1alpha; cd4 + t cells deficient in hif1alpha exhibit increased foxp3 and reduced il17a under th17 inducing conditions.,pmc3949578,['nan'],['nan'],1,0.1,39,1,39.1
38,pak1,protein,,pak1,uniprot,q13153,,,apoptotic process,bioprocess,,,go,go:0006915,,,positive,i,activation,,,,,,0.65,indra,pak1 sirna treatment induced apoptosis as measured by annexinv staining [xref_bibr].,pmc4487994,['nan'],['nan'],1,0.1,39,1,39.1
5,bcl2l11,protein,,bcl2l11,uniprot,o43521,,,foxo3,protein,,foxo3,uniprot,o43524,,,positive,d,increaseamount,,,,,,0.86,indra,"foxo3 phosphorylation by akt induces binding of the cytoplasmic chaperones 14-3-3 to foxo3 and cytosolic sequestration of the foxo3/14-3-3 complex, preventing foxo3 mediated bim and bcl2l11 transcription in the nucleus.",pmc4487994,['nan'],['nan'],1,0.1,39,1,39.1
36,nedd4,other,,nedd4,up,p46934,,,pten,other,,pten,up,p60484,,,positive,i,ubiquitination,,,,,,0.65,indra,nan,pmc4418530,['nan'],['nan'],1,0.1,39,1,39.1
6,cartpt,protein,,cartpt,uniprot,q16568,,,pdcd1,protein,,pdcd1,uniprot,q15116,,,negative,i,decreaseamount,,,,,,0.65,indra,"as can be seen in xref_fig, the percentage of pd-1 expressing treg cells followed viremia and cart reduced pd-1 expression on treg cells.",pmc4669187,['nan'],['nan'],1,0.1,39,1,39.1
30,itk,protein,,itk,uniprot,q08881,,,myc,protein,,myc,uniprot,p01106,,,negative,i,inhibition,,,,,,0.65,indra,"interestingly, we have also observed that itk deficiency prevents full induction of myc and mirna 19b, which are known repressors of pten expression.",pmc3949578,['nan'],['nan'],1,0.1,39,1,39.1
8,cd274,protein,,cd274,uniprot,q9nzq7,,,signal transduction,bioprocess,,,go,go:0007165,,,positive,i,activation,,,,,,0.65,indra,consistent with this are previous observations that (i) the pd-1 and pd-l1 pathway negatively regulates treg cell proliferation by inhibiting the il-2 signalling cascade [xref_bibr] and (ii) exogenous il-2 can overcome pd-1 and pd-l1-mediated inhibition of proliferation [xref_bibr].,pmc4669187,['nan'],['nan'],1,0.1,39,1,39.1
1,bcl2l11,protein,,bcl2l11,uniprot,o43521,,,apoptotic process,bioprocess,,,go,go:0006915,,,negative,i,inhibition,,,,,,0.65,indra,we propose that mir-155 deletion in lat-ki mice causes a decrease in lymphoproliferative disease based on this increased bim mediated apoptosis.,pmc4487994,['nan'],['nan'],1,0.1,39,1,39.1
26,itk,protein,,itk,uniprot,q08881,,,cd4,protein,,cd4,uniprot,p01730,,,positive,i,activation,,,,,,0.65,indra,"nonetheless, cd25 levels were lower on itk -/- activated cd4 + t cells than on wt cells (not depicted).",pmc3949578,['nan'],['nan'],1,0.1,39,1,39.1
25,itk,protein,,itk,uniprot,q08881,,,cd4,protein,,cd4,uniprot,p01730,,,negative,i,inhibition,,,,,,0.65,indra,"although itk deficient mice have slightly reduced numbers of foxp3 + cd4 + t cells compared with wt mice, the percentage of cd4 + t cells that express foxp3 is higher because of the overall low numbers of cd4 + t cells in these mice (xref_fig).",pmc3949578,['nan'],['nan'],1,0.1,39,1,39.1
20,hif1a,protein,,hif1a,uniprot,q16665,,,il17a,protein,,il17a,uniprot,q16552,,,negative,i,inhibition,,,,,,0.65,indra,a critical element of this process is the expression of the transcription factor hif1alpha; cd4 + t cells deficient in hif1alpha exhibit increased foxp3 and reduced il17a under th17 inducing conditions.,pmc3949578,['nan'],['nan'],1,0.1,39,1,39.1
16,foxo3,protein,,foxo3,uniprot,o43524,,,bcl2l11,protein,,bcl2l11,uniprot,o43521,,,positive,i,increaseamount,,,,,,0.9419,indra,"there is ample evidence for the pro apoptotic functions of bim [xref_bibr, xref_bibr, xref_bibr] and it has been reported that foxo3 directly induces the transcription of bim and bcl2l11 [xref_bibr, xref_bibr - xref_bibr].",pmc4487994,['nan'],['nan'],1,0.1,39,1,39.1
15,faslg,protein,,faslg,uniprot,p48023,,,fas,protein,,fas,uniprot,p25445,,,positive,i,activation,,,,,,0.65,indra,the extrinsic pathway involves activation of fas by fasl and culminates with caspase 8 and subsequent caspase 3 activation.,pmc4487994,['nan'],['nan'],1,0.1,39,1,39.1
13,cd4,protein,,cd4,uniprot,p01730,,,klf2,protein,,klf2,uniprot,q9y5w3,,,positive,i,increaseamount,,,,,,0.65,indra,"interestingly, incubation of tbk1-tko cd4 + t cells with small-molecule inhibitors for akt (akti) and its upstream regulator pi3 kinase (ly294002) greatly promoted the expression of klf2 (xref_fig).",pmc4302769,['nan'],['nan'],1,0.1,39,1,39.1
0,bcl2,protein,,bcl2,uniprot,p10415,,,apoptotic process,bioprocess,,,go,go:0006915,,,positive,i,activation,,,,,,0.65,indra,bim is a pro apoptotic bh3-only bcl2 family member that induces apoptosis via the mitochondria.,pmc4487994,['nan'],['nan'],1,0.1,39,1,39.1
