,Element Name,Element Type,Element ID,Location,Location ID,Cell Line,Cell Type,Organism,Positive Reg Name,Positive Reg Type,Positive Reg ID,Positive Reg Location,Positive Reg Location ID,Negative Reg Name,Negative Reg Type,Negative Reg ID,Negative Reg Location,Negative Reg Location ID,Connection Type,Database Name,Mechanism,Paper ID,Evidence,Evidence Score,Match Score,Kind Score,Epistemic Value,Total Score
621,p21,protein,p38936,nan,nan,nan,nan,uberon:uberon:0000479,p53,protein,p04637,nan,nan,nan,nan,nan,nan,nan,i,['uniprot'],['amount'],['pmc3556166'],"['although there was little p53 induction in the liver there was a strong p53 dependent p21 induction in the control mice , which was absent in the mice lacking p68 , underscoring the requirement for p68 and indicating that only low levels of p53 induction are required to induce significant levels of p21 .']",1,10.0,1.0,1.0,{11.0}
620,p21,protein,p38936,nan,nan,nan,nan,nan,pi3k,protein family|protein complex,pi3k,nan,nan,nan,nan,nan,nan,nan,i,['uniprot'],['none'],['pmc3325598'],"['here we show that pi3k and akt pathway activation in response to phosphatase and tensin homolog ( pten ) knockdown , mutant pi3k , catalytic , alpha polypeptide ( pik3ca ) or activated akt expression , promotes accumulation of p53 and p21 , increases cell size and induces senescence associated beta-galactosidase activity .']",1,10.0,1.0,1.0,{11.0}
619,p21,protein,p38936,nan,nan,nan,nan,nan,p53,protein,p04637,nan,nan,nan,nan,nan,nan,nan,i,['uniprot'],['none'],['pmc3556166'],"['finally , using our novel inducible p68 knockout mouse model , we show that p68 is required for p53 dependent induction of p21 in several , although not all , tissues in response to gamma irradiation and does not appear to be required for induction of pro apoptotic genes .']",1,10.0,1.0,1.0,{11.0}
616,p21,protein,p38936,nan,nan,cellosaurus:cvcl_9771,nan,nan,p53,protein,p04637,nan,nan,nan,nan,nan,nan,nan,i,['uniprot'],['transcription'],['pmc3330162'],"['predictably , transfection of wild type p53 activated p21 gene transcription , and the observed transactivation was evidently repressed by coexpression of wild type h1 .2 core complex ( xref_fig , p21 , assay 2 versus assay 6 ) .']",1,10.0,1.0,1.0,{11.0}
611,p14 arf,protein,q8n726,nan,nan,nan,nan,nan,e2f-1,protein,q01094,nan,nan,nan,nan,nan,nan,nan,i,['uniprot'],['none'],['pmc2817464'],"['further , e2f-1 upregulates p14 arf , which negatively regulates mdm2 .']",1,10.0,1.0,1.0,{11.0}
544,mtorc1,protein family|protein complex,mtorc1,nan,nan,nan,nan,uberon:uberon:0000104,akt,protein family|protein complex,akt,nan,nan,nan,nan,nan,nan,nan,i,['be'],['none'],['pmc3660063'],"['akt also phosphorylates pras40 , an inhibitor of mtorc1 , and by doing so , it prevents the ability of pras40 to suppress mtorc1 signalling . ++++ thus , this could be yet another mechanism by which akt activates mtorc1 .']",1,10.0,1.0,1.0,{11.0}
542,mtorc1,protein family|protein complex,mtorc1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,tsc2,protein,p49815,nan,nan,i,"['be', 'be']","['none', 'none']","['pmc3660063', 'pmc4102778']","[""lkb1 is an upstream activator of 5 ' amp activated protein kinase ( ampk ) which activates tsc2 that negatively regulates mtorc1 [ xref_bibr , xref_bibr ] ."", 'this has a pro proliferative effect as mtorc1 is not suppressed by tsc2 .']",2,10.0,1.0,1.0,{21.0}
539,mtorc1,protein family|protein complex,mtorc1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,ampk,protein family|protein complex,ampk,nan,nan,i,['be'],['none'],['pmc4258317'],"[""the phosphorylation status of raptor governs mtorc1 activity since phosphorylation of raptor on s722/792 by 5 ' amp activated kinase ( ampk ) inhibits mtorc1 whereas mtor mediated phosphorylation of raptor on s863 is crucial for the activation of mtorc1 in response to mitogen stimulation [ xref_bibr , xref_bibr ] .""]",1,10.0,1.0,1.0,{11.0}
538,mtorc1,protein family|protein complex,mtorc1,nan,nan,nan,nan,nan,mtorc1,protein family|protein complex,mtorc1,nan,nan,pras40,protein,q96b36,nan,nan,i,['be'],['autophosphorylation'],['pmc2075366'],"['importantly , we also found that pras40 inhibited mtorc1 autophosphorylation but not mtorc2 autophosphorylation ( xref_fig ) , suggesting that the weak phosphorylation of pras40 by mtorc1 might be due to pras40 mediated inhibition of mtorc1 . ++++ pras40 inhibits mtorc1 autophosphorylation and mtorc1 kinase activity toward eif-4e binding protein ( 4e-bp ) and pras40 itself . ++++ furthermore , pras40 inhibits mtorc1 autophosphorylation and mtorc1 kinase activity toward its substrates 4e-bp and pras40 .']",1,10.0,1.0,1.0,{11.0}
537,mtorc1,protein family|protein complex,mtorc1,nan,nan,nan,nan,nan,mtor,protein,p42345,nan,nan,nan,nan,nan,nan,nan,i,['be'],['none'],['pmc4258317'],['mtor inhibitors can be broadly grouped into two classes : the allosteric inhibitors of mtorc1 ( rapamycin and rapalogs ) and the mtor kinase inhibitors .'],1,10.0,1.0,1.0,{11.0}
536,mtorc1,protein family|protein complex,mtorc1,nan,nan,nan,nan,nan,mapk,protein family|protein complex,erk,nan,nan,nan,nan,nan,nan,nan,i,['be'],['none'],['pmc3291999'],"['in addition to activation by pi3k and ampk , ras and mapk signalling has also been shown to trigger the activation of mtorc1 signalling .']",1,10.0,1.0,1.0,{11.0}
733,pi3k,protein family|protein complex,pi3k,nan,nan,nan,cl:cl:0000034,nan,ras,protein family,pf00071,nan,nan,nan,nan,nan,nan,nan,i,['be'],['none'],['pmc4525067'],"['oncogenic ras constitutively stimulates the raf , pi3k , and ral gds signaling pathways , leading to cellular transformation . ++++ ras can activate three major pathways , the raf , ralgds , and pi3k pathways , all of which contribute to the fully transformed phenotype of cancer cells .']",1,10.0,1.0,1.0,{11.0}
735,pi3k,protein family|protein complex,pi3k,nan,nan,nan,cl:cl:0002327 ++++ cl:cl:0000988 ++++ cl:cl:0002563 ++++ cl:cl:0000066,nan,ras,protein family,pf00071,nan,nan,nan,nan,nan,nan,nan,i,['be'],['none'],['pmc2652403'],"['these findings were supported by studies showing that ras activation of pi3k suppresses c-myc-induced apoptosis through the activation of akt but not p70 ( s6k ) [ xref_bibr ] . ++++ it was shown that the ras activated pi3k pathway is required to induce rapid tumor growth and enhanced proliferation of eph4 cells in collagen gels , but fails to cause emt in vitro and in vivo [ xref_bibr ] . ++++ it was demonstrated that ras induces the sequential activation of pi3k , rho , and rock , leading to activation of myc through phosphorylation [ xref_bibr ] . ++++ this blockage was released by tyr kinase stimulation , showing that the classical mechanism of class i a pi3k stimulation mediated by tyr kinases also regulates ras induced pi3k activation [ xref_bibr ] . ++++ the ability of activated ras to stimulate pi3k in addition to raf was important in ras transformation of mammalian cells and essential in ras induced cytoskeletal reorganization [ xref_bibr ] .']",1,10.0,1.0,1.0,{11.0}
27,akt,protein family|protein complex,akt,nan,nan,cellosaurus:cvcl_0037,nan,nan,pi3k,protein family|protein complex,pi3k,nan,nan,nan,nan,nan,nan,nan,i,['be'],['none'],['pmc2683723'],"['robust phosphorylation of these sites by ir correlates with a stronger activation of the pi3k target akt by insulin than by egf , although the basal level of akt phosphorylation in hek293 cells is significant ( xref_supplementary ) .']",1,10.0,1.0,1.0,{11.0}
738,pi3k,protein family|protein complex,pi3k,nan,nan,nan,nan,nan,kras,protein,p01116,nan,nan,nan,nan,nan,nan,nan,i,['be'],['none'],['pmc3181262'],"['the pi3k and akt and mapk pathways can be activated by kras xref_bibr , xref_bibr , xref_bibr .']",1,10.0,1.0,1.0,{11.0}
968,tuberin,protein,p49815,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,akt,protein family|protein complex,akt,nan,nan,i,['uniprot'],['none'],['pmc2652403'],"['akt also inhibited tuberin mediated degradation of p27 ( kip1 ) , thereby promoting cdk2 activity and cellular proliferation [ xref_bibr ] .']",1,10.0,1.0,1.0,{11.0}
962,tsc2,protein,p49815,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,akt,protein family|protein complex,akt,nan,nan,i,['uniprot'],['none'],['pmc2075366'],"['akt ( also known as pkb ) phosphorylates and inactivates tsc2 in response to growth factors xref_bibr , whereas ampk phosphorylates and activates tsc2 in response to low energy ( high amp ) xref_bibr , xref_bibr .']",1,10.0,1.0,1.0,{11.0}
960,tsc2,protein,p49815,nan,nan,nan,nan,nan,ampk,protein family|protein complex,ampk,nan,nan,nan,nan,nan,nan,nan,i,['uniprot'],['none'],['pmc3660063'],"[""lkb1 is an upstream activator of 5 ' amp activated protein kinase ( ampk ) which activates tsc2 that negatively regulates mtorc1 [ xref_bibr , xref_bibr ] .""]",1,10.0,1.0,1.0,{11.0}
941,tbetari,protein,p36897,plasma membrane,go:0005886,nan,nan,nan,pi3k,protein family|protein complex,pi3k,plasma membrane,go:0005886,nan,nan,nan,nan,nan,i,['uniprot'],['none'],['pmc4513933'],"['reciprocally , pi3k and akt activation promotes tbetari stability for sustained tgfbeta signaling .']",1,10.0,1.0,1.0,{11.0}
940,tbetari,protein,p36897,plasma membrane,go:0005886,nan,nan,nan,akt,protein family|protein complex,akt,plasma membrane,go:0005886,nan,nan,nan,nan,nan,i,['uniprot'],['none'],['pmc4513933'],"['reciprocally , pi3k and akt activation promotes tbetari stability for sustained tgfbeta signaling .']",1,10.0,1.0,1.0,{11.0}
892,smad4,protein,q13485,nan,nan,nan,nan,nan,erk,protein family|protein complex,erk,nan,nan,nan,nan,nan,nan,nan,i,['uniprot'],['phosphorylation'],['pmc4845174'],['19 we found that fibroblast growth factor ( fgf )/epidermal growth factor ( egf ) stimulation leads to smad4 phosphorylation by erk of the canonical mapk site ( pxtp ) located at threonine 277 .'],1,10.0,1.0,1.0,{11.0}
891,smad3,protein,p84022,nan,nan,cellosaurus:cvcl_0145,nan,nan,tgf-beta1,protein,p01137,nan,nan,nan,nan,nan,nan,nan,i,['uniprot'],['none'],['pmc3730417'],"['13 we also showed that tgf-beta1 strongly induces the smad3 pathway , and that rhoa is not required downstream for tgf-beta1-induced smad3 activation but acts as downstream of smad3 via net1 .']",1,10.0,1.0,1.0,{11.0}
867,s6k1,protein,p23443,nan,nan,cellosaurus:cvcl_0041,nan,nan,mtor,protein,p42345,nan,nan,nan,nan,nan,nan,nan,i,['uniprot'],['none'],['pmc2868031'],"['recently we have demonstrated that rapamycin inhibits f-action reorganization and cell motility by inhibition of mtor mediated s6k1 and 4e-bp1/eif4e pathways xref_bibr , xref_bibr .']",1,10.0,1.0,1.0,{11.0}
816,rela,protein,q04206,nan,nan,nan,nan,nan,akt,protein family|protein complex,akt,nan,nan,nan,nan,nan,nan,nan,i,['uniprot'],['none'],['pmc1325242'],"['furthermore , akt can activate the transcriptional potential of the p65 and rela subunit of nf-kappab [ xref_bibr , xref_bibr ] , providing a potential link between akt kinase activity and nf-kappab activation .']",1,10.0,1.0,1.0,{11.0}
803,ras,protein family,pf00071,nan,nan,cellosaurus:cvcl_0045,nan,nan,pi3k,protein family|protein complex,pi3k,nan,nan,nan,nan,nan,nan,nan,i,['pfam'],['none'],['pmc2683723'],"['however , in other cellular systems pi3k induced crosstalk interactions can occur downstream of ras and raf . ++++ pi3k inhibition suppresses insulin-egf synergy in ras and erk responses .']",1,10.0,1.0,1.0,{11.0}
801,raptor,protein,q8n122,nan,nan,nan,nan,nan,mtor,protein,p42345,nan,nan,nan,nan,nan,nan,nan,i,['uniprot'],['phosphorylation'],['pmc4258317'],"[""the phosphorylation status of raptor governs mtorc1 activity since phosphorylation of raptor on s722/792 by 5 ' amp activated kinase ( ampk ) inhibits mtorc1 whereas mtor mediated phosphorylation of raptor on s863 is crucial for the activation of mtorc1 in response to mitogen stimulation [ xref_bibr , xref_bibr ] .""]",1,10.0,1.0,1.0,{11.0}
794,raf,protein family|protein complex,raf,nan,nan,nan,nan,nan,ras,protein family,pf00071,nan,nan,nan,nan,nan,nan,nan,i,['be'],['none'],['pmc2683723'],"['for instance , the activation of raf by ras includes a conformational change in raf caused by binding to ras-gtp , followed by the dissociation of 14-3-3 protein , dephosphorylation of inhibitory s259 and phosphorylation of activatory s338 sites .']",1,10.0,1.0,1.0,{11.0}
793,raf,protein family|protein complex,raf,nan,nan,nan,cl:cl:0000034,nan,ras,protein family,pf00071,nan,nan,nan,nan,nan,nan,nan,i,['be'],['none'],['pmc4525067'],"['oncogenic ras constitutively stimulates the raf , pi3k , and ral gds signaling pathways , leading to cellular transformation . ++++ ras can activate three major pathways , the raf , ralgds , and pi3k pathways , all of which contribute to the fully transformed phenotype of cancer cells .']",1,10.0,1.0,1.0,{11.0}
784,rac1,protein,p63000,nucleus,go:0005634,nan,nan,nan,erk,protein family|protein complex,erk,nucleus,go:0005634,nan,nan,nan,nan,nan,i,['uniprot'],['phosphorylation'],['pmc4729484'],"['egf induced nuclear translocation of rac1 is dependent on erk induced rac1 t108 phosphorylation , as we have reportedly previously [ xref_bibr ] .']",1,10.0,1.0,1.0,{11.0}
778,puma,protein,q96pg8,nan,nan,nan,nan,nan,chk2,protein,o96017,nan,nan,nan,nan,nan,nan,nan,i,"['uniprot', 'uniprot']","['none', 'none']","['pmc4245943', 'pmc4245943']","['we found in etoposide treated dbc1 overexpressing cells a marked puma accumulation and cleavage of both parp-1 and caspase-3 in chk2-proficient cells , but not in chk2 deficient cells ( respectively , figure xref_fig and xref_fig , compare lanes 5 and 7 and lanes 7 and 8 ) .', 'curiously , we also found that chk2 silencing prevents puma induction and caspase-3 cleavage and that chk2 depletion alone can not affect etoposide induced apoptosis .']",2,10.0,1.0,1.0,{21.0}
777,pten,protein,p60484,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,akt,protein family|protein complex,akt,nan,nan,i,['uniprot'],['transcription'],['pmc3734838'],"['furthermore , inhibition of akt led to the activation of foxo transcription factors and enhanced the expression of the target genes bim and pten ; as a result , bim was shown to promote selenite induced apoptosis , and pten amplified the proapoptotic effect of sodium selenite by inhibiting the akt/foxo3a/bim signaling axis .']",1,10.0,1.0,1.0,{11.0}
764,pras40,protein,q96b36,nan,nan,nan,nan,nan,mtorc1,protein family|protein complex,mtorc1,nan,nan,nan,nan,nan,nan,nan,i,"['uniprot', 'uniprot', 'uniprot']","['phosphorylation', 'phosphorylation', 'phosphorylation']","['pmc2075366', 'pmc3660063', 'pmc4102778']","[""the above results suggested that pras40 is phosphorylated by mtorc1 . ++++ we also observed that pras40 associated less well with a kinase dead version of mtor ( xref_fig ) , suggesting that mtorc1 mediated phosphorylation of pras40 ( see below ) may affect the pras40- mtorc1 interaction . ++++ pras40 was phosphorylated weakly by both mtorc1 and mtorc2 . ++++ it remains to be determined whether mtorc1 mediated phosphorylation of pras40 plays a role in pras40 's ability to bind and inhibit mtorc1 . ++++ importantly , we also found that pras40 inhibited mtorc1 autophosphorylation but not mtorc2 autophosphorylation ( xref_fig ) , suggesting that the weak phosphorylation of pras40 by mtorc1 might be due to pras40 mediated inhibition of mtorc1 ."", 'moreover , pras40 is a substrate of mtorc1 itself , and mtorc1 mediated phosphorylation of pras40 prevents inhibition of additional mtorc1 signaling [ xref_bibr - xref_bibr , xref_bibr ] .', 'to complicate matters , pras40 is a substrate of mtorc1 itself , and mtorc1 mediated phosphorylation of pras40 prevents inhibition of additional mtorc1 signaling .']",3,10.0,1.0,1.0,{31.0}
761,pras40,protein,q96b36,cytoplasm,go:0005737,nan,nan,nan,mtorc1,protein family|protein complex,mtorc1,cytoplasm,go:0005737,nan,nan,nan,nan,nan,i,['uniprot'],['phosphorylation'],['pmc4216640'],"['interestingly , both akt- and mtorc1 mediated phosphorylation of pras40 are required for 14-3-3 binding in response to growth factors . ++++ our findings indicate that dual phosphorylation of pras40 by akt and mtorc1 promotes formation of a nuclear specific pras40- and rpl11 containing complex distinct from mtorc1 that inhibits the rpl11-hdm2-p53 pathway and thereby suppresses induction of senescence .']",1,10.0,1.0,1.0,{11.0}
750,pkb,protein,p31749,nan,nan,nan,nan,nan,pi3k,protein family|protein complex,pi3k,nan,nan,nan,nan,nan,nan,nan,i,['uniprot'],['none'],['pmc149420'],"['subsequently , pi3k activates akt and pkb [ xref_bibr ] that interferes with the apoptotic machinery .']",1,10.0,1.0,1.0,{11.0}
534,mtorc1,protein family|protein complex,mtorc1,nan,nan,nan,nan,nan,akt,protein family|protein complex,akt,nan,nan,nan,nan,nan,nan,nan,i,"['be', 'be', 'be']","['none', 'none', 'phosphorylation']","['pmc4102778', 'pmc4216640', 'pmc4216640']","['thus , this is another mechanism by which akt activates mtorc1 .', 'growth factor stimulated akt promotes mtorc1 activation through two pathways .', 'notably , both constitutively active akt and mtor were able to promote phosphorylation of akt- and mtorc1 activity indicator sites on pras40 ( t246 and s183 , respectively ) .']",3,10.0,1.0,1.0,{31.0}
532,mtorc1,protein family|protein complex,mtorc1,nan,nan,nan,cl:cl:0000037,nan,wnt,protein family|protein complex,wnt,nan,nan,nan,nan,nan,nan,nan,i,['be'],['none'],['pmc4102778'],['wnt signaling can induce mtorc1 activity by preventing the inhibitory effects that gsk-3 has on mtorc activity .'],1,10.0,1.0,1.0,{11.0}
528,mtorc1,protein family|protein complex,mtorc1,cytoplasm,go:0005737,cellosaurus:cvcl_6353,nan,nan,akt,protein family|protein complex,akt,cytoplasm,go:0005737,nan,nan,nan,nan,nan,i,['be'],['none'],['pmc3291999'],"['mtorc1 is activated by the pi3k and akt pathway ( xref_fig ) and inhibited by the tsc1 and tsc2 complex ; it is a major regulator of ribosomal biogenesis and protein synthesis [ xref_bibr ] , through the phosphorylation and activation of s6k , and the phosphorylation and inactivation of the repressor of mrna translation 4ebp1 .']",1,10.0,2.0,1.0,{12.0}
525,mtor,protein,p42345,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,tsc2,protein,p49815,nan,nan,i,['uniprot'],['none'],['pmc1892639'],"['silencing tsc2 restored the mtor related signal and partially blocked the effect of rosiglitazone on cell growth inhibition . ++++ we found that ppargamma ligands activate tsc2 , which , in turn , inhibits mtor signaling in nsclc cells through ppargamma independent pathways . ++++ we set out to test the hypothesis that ppargamma ligands activate tuberous sclerosis complex-2 ( tsc2 ) , a tumor suppressor gene that inhibits mtor signaling .']",1,10.0,1.0,1.0,{11.0}
251,chk2,protein,o96017,nan,nan,nan,nan,nan,atm,protein,q13315,nan,nan,nan,nan,nan,nan,nan,i,"['uniprot', 'uniprot']","['none', 'none']","['pmc2925474', 'pmc4245943']","['the transducer proteins include the kinases atm and atm- and rad3 related ( atr ) ; atm and atr phosphorylates and thereby activates the checkpoint kinases chk1 and chk2 , which control hur cytoplasmic abundance and rna binding , respectively .', 'here , we report that the inhibition of sirt1 by dbc1 in the dna damage response ( ddr ) also depends on chk2 , the transducer kinase that is activated by atm upon dna lesions and contributes to the spreading of dna damage signal .']",2,10.0,1.0,1.0,{21.0}
246,chk1,protein,o14757,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,pp2a,protein,p67775,nan,nan,i,"['uniprot', 'uniprot', 'uniprot', 'uniprot']","['phosphorylation', 'phosphorylation', 'phosphorylation', 'dephosphorylation']","['pmc2954851', 'pmc2954851', 'pmc2954851', 'pmc2954851']","['in x. laevis egg extracts , the addition of pp2a c reversed chk1 phosphorylation at s344 ( human s345 ) after activation by dsb [ xref_bibr ] .', 'in human cells , the inhibition of pp2a induced chk1 phosphorylation in the absence of dna damage and also prevented chk1 dephosphorylation after hydroxyurea removal [ xref_bibr ] .', 'the knockdown of pp2a increased chk1 phosphorylation on s317 and s345 and in vitro , pp2a was able to directly dephosphorylate chk1 [ xref_bibr ] .', 'in human cells , the inhibition of pp2a induced chk1 phosphorylation in the absence of dna damage and also prevented chk1 dephosphorylation after hydroxyurea removal [ xref_bibr ] . ++++ the knockdown of pp2a increased chk1 phosphorylation on s317 and s345 and in vitro , pp2a was able to directly dephosphorylate chk1 [ xref_bibr ] .']",4,10.0,1.0,1.0,{41.0}
241,chk1,protein,o14757,nan,nan,nan,nan,nan,atm,protein,q13315,nan,nan,nan,nan,nan,nan,nan,i,['uniprot'],['none'],['pmc2925474'],"['the transducer proteins include the kinases atm and atm- and rad3 related ( atr ) ; atm and atr phosphorylates and thereby activates the checkpoint kinases chk1 and chk2 , which control hur cytoplasmic abundance and rna binding , respectively .']",1,10.0,1.0,1.0,{11.0}
238,chk1,protein,o14757,nan,nan,cellosaurus:cvcl_0045,nan,nan,mtor,protein,p42345,nan,nan,nan,nan,nan,nan,nan,i,"['uniprot', 'uniprot', 'uniprot']","['none', 'amount', 'phosphorylation']","['pmc4381605', 'pmc4381605', 'pmc4381605']","['mtor inhibition with pp242 following dna damage did not further increase chk1 turnover , therefore it is unlikely that the decrease in chk1 caused by mtor inhibition is due to an increase in chk1 degradation . ++++ nevertheless , total chk1 is still reduced by mtor inhibition following etoposide induced dna damage . ++++ however , in the presence of cycloheximide chk1 level is efficiently suppressed before and after dna damage , more importantly pp242 did not cause a further reduction in chk1 implying that chk1 reduction caused by mtor inhibition is mediated by preventing its synthesis at translation level .', 'since mtor inhibition in hek293 cells significantly reduced the total chk1 level following etoposide treatment , we explored how mtor regulates chk1 protein in these cells . ++++ the reduction in chk1 level caused by mtor inhibition could be due to faster degradation of chk1 or inhibition of its production at transcriptional or translational level .', 'pharmacological inhibition of mtor with pp242 inhibited early etoposide- and uv induced chk1 phosphorylation in mcf7 cells , but not chk2 phosphorylation .']",3,10.0,1.0,1.0,{31.0}
192,caspase-7,protein,p55210,nan,nan,nan,nan,nan,src,protein family|protein complex,src,nan,nan,nan,nan,nan,nan,nan,i,['uniprot'],['none'],['pmc4040661'],['src enhances caspase-7 activity in vitro and in cells .'],1,10.0,1.0,1.0,{11.0}
188,caspase-3,protein,p42574,nan,nan,uaz:cvcl_9115,nan,nan,src,protein family|protein complex,src,nan,nan,nan,nan,nan,nan,nan,i,['uniprot'],['none'],['pmc4040661'],"['thus , src might directly modulate caspase-3 and -7 activities .']",1,10.0,1.0,1.0,{11.0}
