,Element Name,Element Type,Element ID,Location,Location ID,Cell Line,Cell Type,Organism,Positive Reg Name,Positive Reg Type,Positive Reg ID,Positive Reg Location,Positive Reg Location ID,Negative Reg Name,Negative Reg Type,Negative Reg ID,Negative Reg Location,Negative Reg Location ID,Connection Type,Database Name,Mechanism,Paper ID,Evidence,Evidence Score,Match Score,Kind Score,Epistemic Value,Total Score
457,mtorc1,protein family|protein complex,mtorc1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,rheb,protein,q15382,nan,nan,i,"['nan', 'nan', 'nan']","['none', 'none', 'none']","['pmc3291999', 'pmc4102778', 'pmc4258317']","['the exact mechanism by which rheb activates mtorc1 is unknown , but it was described to entail the interaction of gtp bound rheb with the amino-terminal lobe of the mtor kinase domain [ xref_bibr ] and the farnesylation and subsequent localization of rheb in the golgi and endomembranes [ xref_bibr , xref_bibr ] . ++++ the gtpase rheb , which is a downstream of tsc1 and tsc2 and activates mtorc1 [ xref_bibr ] , does not appear to operate upstream of mtorc2 .', 'however for rheb to activate mtorc1 , rheb must be farnesylated and farnesylation can be suppressed by farnesyl transferase ( ft ) inhibitors .', 'rheb activates mtorc1 but inhibits mtorc2 while tsc1/2 inhibits rheb and mtorc1 but activates mtorc2 most likely by overcoming the negative feedback loop [ xref_bibr ] .']",3,100.0,40.0,1.0,340.0
325,gsk3,protein family|protein complex,gsk3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,fak,protein,q05397,nan,nan,i,"['nan', 'nan', 'nan']","['phosphorylation', 'phosphorylation', 'phosphorylation']","['pmc4558782', 'pmc4558782', 'pmc4558782']","['together , these results reveal that fak and pyk2 mediate gsk3 y279 and y216 phosphorylation in crc cells . ++++ however , in dld-1 cells expressing fak and pyk2 , simultaneous kd of both kinases were required to inhibit gsk3 y279 and y216 phosphorylation and to reduce the level of beta-catenin ( xref_fig ) , strongly suggesting that fak and pyk2 function redundantly to phosphorylate gsk3 y279 and y216 to promote wnt and beta-catenin signaling .', 'however , in dld-1 cells expressing fak and pyk2 , simultaneous kd of both kinases were required to inhibit gsk3 y279 and y216 phosphorylation and to reduce the level of beta-catenin ( xref_fig ) , strongly suggesting that fak and pyk2 function redundantly to phosphorylate gsk3 y279 and y216 to promote wnt and beta-catenin signaling . ++++ together , these results reveal that fak and pyk2 mediate gsk3 y279 and y216 phosphorylation in crc cells .', 'while this result further proved the importance of fak and pyk2 mediated gsk3 phosphorylation , it also suggested that phosphorylation of beta-catenin y142 plays a role in fak targeted therapy for crc .']",3,100.0,40.0,1.0,340.0
200,chk1,protein,o14757,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,gem,protein,p55040,nan,nan,i,"['nan', 'nan']","['phosphorylation', 'phosphorylation']","['pmc4159025', 'pmc4159025']","['however , nsc109555 did not suppress the gem induced phosphorylation of chk1 ( s296 ) ( xref_fig b ) , atm ( s1981 ) and atr ( s428 ) ( xref_supplementary b ) .', 'however , nsc109555 did not suppress the gem induced phosphorylation of chk1 ( s296 ) ( xref_fig b ) , atm ( s1981 ) and atr ( s428 ) ( xref_supplementary b ) .']",2,100.0,40.0,1.0,240.0
324,gsk3,protein family|protein complex,gsk3,nan,nan,nan,nan,nan,lrp6,protein,o75581,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan']","['phosphorylation', 'phosphorylation']","['pmc2654145', 'pmc2654145']","['however , while cselenyi et al. suggested that lrp6 specifically inhibits gsk3 phosphorylation of beta-catenin but not of other substrates xref_bibr , our data suggest that the phosphorylated pppspxs peptide behaves as a general gsk3 inhibitor .', 'cselenyi et al reported that the lrp6 intracellular domain specifically inhibits gsk3 phosphorylation of beta-catenin , but not of tau xref_bibr .']",2,100.0,40.0,1.0,240.0
791,tsc2,protein,p49815,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,ppargamma,protein,p37231,nan,nan,i,"['nan', 'nan']","['none', 'phosphorylation']","['pmc1892639', 'pmc1892639']","['we found that ppargamma ligands activate tsc2 , which , in turn , inhibits mtor signaling in nsclc cells through ppargamma independent pathways .', 'we found that the ppargamma ligand rosiglitazone stimulated the phosphorylation of tsc2 at serine 1254 , but not threonine 1462 .']",2,100.0,40.0,1.0,240.0
792,tsc2,protein,p49815,nan,nan,nan,nan,nan,rsk,protein family|protein complex,rsk,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan']","['phosphorylation', 'phosphorylation']","['pmc3291999', 'pmc3291999']","['erk and rsk induce inhibitory phosphorylation of tsc2 at ser664 and ser1798 respectively , which promotes tsc1 and tsc2 dissociation , which in turn leads to mtorc1 activation [ xref_bibr - xref_bibr ] .', 'erk and rsk induce inhibitory phosphorylation of tsc2 at ser664 and ser1798 respectively , which promotes tsc1 and tsc2 dissociation , which in turn leads to mtorc1 activation [ xref_bibr - xref_bibr ] .']",2,100.0,40.0,1.0,240.0
213,chk2,protein,o96017,nan,nan,nan,nan,nan,wip1,protein,o15297,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan']","['dephosphorylation', 'dephosphorylation']","['pmc2954851', 'pmc3656868']","['in vitro , wip1 could dephosphorylate chk2 at multiple sites including t68 and this significantly reduced chk2 kinase activity [ xref_bibr , xref_bibr ] .', 'amongst them , smrt is responsible for basal repression of wip1 , a phosphatase that de-phosphorylates and inactivates chk2 , thus affecting a feedback loop responsible for licensing the correct timing of chk2 activation and the proper execution of the dna repair process .']",2,100.0,40.0,1.0,240.0
216,cip1,protein,p38936,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,twist1,protein,q15672,nan,nan,i,"['nan', 'nan']","['none', 'transcription']","['pmc3388235', 'pmc3388235']","['interestingly , p21 waf1 and cip1 was additionally upregulated by twist1 sirna in both cell types , as shown in xref_fig .', 'xref_bibr , xref_bibr our experiments revealed that cisplatin or silencing of twist1 upregulates p21 waf1 and cip1 expression at the transcriptional level .']",2,100.0,40.0,1.0,240.0
209,chk2,protein,o96017,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,polo-like kinase-3,protein,q9h4b4,nan,nan,i,"['nan', 'nan']","['phosphorylation', 'phosphorylation']","['pmc4296918', 'pmc4296918']","['in addition , upon dna damage , polo like kinase-3 ( plk3 ) , which phosphorylates chk2 at s62 ( in the scd ) and at s73 , and the dna mismatch repair protein msh2 , which interacts with chk2 at sites of damage , facilitate atm mediated phosphorylation of t68 and promote chk2 activation . ++++ in addition , upon dna damage , polo like kinase-3 ( plk3 ) , which phosphorylates chk2 at s62 ( in the scd ) and at s73 , and the dna mismatch repair protein msh2 , which interacts with chk2 at sites of damage , facilitate atm mediated phosphorylation of t68 and promote chk2 activation .', 'in addition , upon dna damage , polo like kinase-3 ( plk3 ) , which phosphorylates chk2 at s62 ( in the scd ) and at s73 , and the dna mismatch repair protein msh2 , which interacts with chk2 at sites of damage , facilitate atm mediated phosphorylation of t68 and promote chk2 activation . ++++ in addition , upon dna damage , polo like kinase-3 ( plk3 ) , which phosphorylates chk2 at s62 ( in the scd ) and at s73 , and the dna mismatch repair protein msh2 , which interacts with chk2 at sites of damage , facilitate atm mediated phosphorylation of t68 and promote chk2 activation .']",2,100.0,40.0,1.0,240.0
648,rad53,protein,o96017,nan,nan,nan,nan,nan,ptc3,protein,p34221,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan']","['none', 'dephosphorylation']","['pmc2954851', 'pmc2954851']","['the pp2c phosphatases ptc2 and ptc3 as well as the type 2a phosphatase pph3 have all been shown to negatively regulate rad53 under different circumstances .', 'therefore , ptc2- and ptc3 mediated dephosphorylation of rad53 results in recovery from the g2/m checkpoint .']",2,100.0,40.0,1.0,240.0
185,cdk4,protein,p11802,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,cdk7,protein,p50613,nan,nan,i,"['nan', 'nan']","['phosphorylation', 'phosphorylation']","['pmc3667761', 'pmc3667761']","['whereas continuous treatment with cr8 abolished cdk4 activation ( xref_fig ) , cdk7 inhibition and roscovitine inhibited cdk4 activity ( not shown ) and phosphorylation in 1 h , but cr8 did not ( xref_supplementary ) .', 'whether both cdk4 and cdk6 phosphorylations are catalyzed by cdk7 remains unclear .']",2,100.0,40.0,1.0,240.0
543,p53,protein,p04637,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,cbp,protein,q92793,nan,nan,i,"['nan', 'nan']","['acetylation', 'acetylation']","['pmc2817464', 'pmc2817464']","['p53 ctd is acetylated at k370 , k372 , k381 and k382 by p300 and cbp and these acetylations have been shown to decrease the non specific dna binding of p53 ctd in vitro .', 'p53 ctd is acetylated at k370 , k372 , k381 and k382 by p300 and cbp and these acetylations have been shown to decrease the non specific dna binding of p53 ctd in vitro .']",2,100.0,40.0,1.0,240.0
450,mtorc1,protein family|protein complex,mtorc1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,gsk-3,protein family|protein complex,gsk3,nan,nan,i,"['nan', 'nan']","['none', 'phosphorylation']","['pmc4936323', 'pmc4936323']","['the findings indicate that gsk-3 inhibition can sufficiently decrease the activities of mtorc1 downstream cascades and overcome rapamycin-resistance in rcc cells .', 'pharmacological and genetic inhibition of gsk-3 prevents the downstream phosphorylation of mtorc1 .']",2,100.0,40.0,1.0,240.0
152,caspase-3,protein,p42574,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,cytochrome c,protein,p99999,nan,nan,i,"['nan', 'nan']","['none', 'none']","['pmc2185587', 'pmc2185587']","['using an antibody that recognizes cleaved and activated caspase-3 , we further analyzed caspase-3 processing induced by cytochrome c in the cell-free assay .', 'second , addition of cytochrome c failed to induce caspase-9 activation , caspase-3 processing , or parp cleavage in extracts from cells expressing active akt .']",2,100.0,40.0,1.0,240.0
526,p27 kip1,protein,p46527,nan,nan,nan,nan,nan,skp2,protein,q13309.t,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan']","['transcription', 'transcription']","['pmc4211374', 'pmc4211374']","['increased p27 kip1 expression resulting from galectin-3 depletion was significantly diminished by skp2 overexpression ( xref_fig ) . ++++ overexpression of galectin-3 or skp2 induces a decrease in p27 kip1 protein expression .', 'interestingly , downregulation of galectin-3 reduces skp2 expression and only induces p27 kip1 expression .']",2,100.0,40.0,1.0,240.0
525,p27 kip1,protein,p46527,nan,nan,nan,nan,nan,skp2,protein,q13309,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan']","['none', 'transcription']","['pmc4211374', 'pmc4211374']","['increased skp2 decreases the stability of p27 kip1 , thereby promoting cell cycle progression and inhibiting premature senescence ( xref_fig ) .', 'when galectin-3 was overexpressed in the galectin-3-null snu-638 cells , the expression of skp2 and p27 kip1 was found to increase and decrease , respectively ; additional skp2 depletion enhanced the p27 kip1 expression ( xref_fig ) .']",2,100.0,40.0,1.0,240.0
323,gsk-3beta,protein,p49841,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"rsk1*1, epidermal growth factor*1+","protein, protein","q15418, p01133",nan,nan,i,"['nan', 'nan']","['phosphorylation', 'phosphorylation']","['pmc4102778', 'pmc4102778']","['epidermal growth factor ( egf ) , platelet derived growth factor ( pdgf ) and other growth factors also induce the phosphorylation of gsk-3beta ( s9 ) and gsk-3alpha ( s21 ) by the activated raf/mek/erk/p90 rsk1 signaling pathway [ xref_bibr ] . ++++ epidermal growth factor ( egf ) , platelet derived growth factor ( pdgf ) and other growth factors also induce the phosphorylation of gsk-3beta ( s9 ) and gsk-3alpha ( s21 ) by the activated raf/mek/erk/p90 rsk1 signaling pathway [ xref_bibr ] .', 'epidermal growth factor ( egf ) , platelet derived growth factor ( pdgf ) and other growth factors also induce the phosphorylation of gsk-3beta ( s9 ) and gsk-3alpha ( s21 ) by the activated raf/mek/erk/p90 rsk1 signaling pathway [ xref_bibr ] . ++++ epidermal growth factor ( egf ) , platelet derived growth factor ( pdgf ) and other growth factors also induce the phosphorylation of gsk-3beta ( s9 ) and gsk-3alpha ( s21 ) by the activated raf/mek/erk/p90 rsk1 signaling pathway [ xref_bibr ] .']",2,100.0,40.0,1.0,240.0
