,Element Name,Element Type,Element ID,Location,Location ID,Cell Line,Cell Type,Organism,Positive Reg Name,Positive Reg Type,Positive Reg ID,Positive Reg Location,Positive Reg Location ID,Negative Reg Name,Negative Reg Type,Negative Reg ID,Negative Reg Location,Negative Reg Location ID,Connection Type,Database Name,Mechanism,Paper ID,Evidence,Evidence Score,Match Score,Kind Score,Epistemic Value,Total Score
43,cell population proliferation,bioprocess,go:0008283,nan,nan,nan,nan,nan,erk,bioprocess,d020928,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['activation'],['pmc2064279'],"['for instance, the growth factor induced activation of ras leads to erk pathway mediated cell proliferation and morphogenesis during animal development.']",1,1.0,40.0,1.0,41.0
98,kras,protein,p01116,nan,nan,nan,nan,nan,erk,bioprocess,d020928,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['inhibition'],['pmc4179759'],"['phosphorylation of erk1/2, downstream molecules of mek, was effectively inhibited with selumetinib in melanoma, colorectal cancer, pancreatic cancer, non-small-cell lung cancer, and hepatocellular cancer cell lines harboring braf, nras, or kras mutat']",1,1.0,40.0,1.0,41.0
156,nras,protein,p01111,nan,nan,nan,nan,nan,erk,bioprocess,d020928,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['inhibition'],['pmc4179759'],"['phosphorylation of erk1/2, downstream molecules of mek, was effectively inhibited with selumetinib in melanoma, colorectal cancer, pancreatic cancer, non-small-cell lung cancer, and hepatocellular cancer cell lines harboring braf, nras, or kras mutat']",1,1.0,40.0,1.0,41.0
177,raf1,protein,p04049,nan,nan,nan,nan,nan,erk,bioprocess,d020928,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['phosphorylation'],['pmc4254013'],['nan'],1,1.0,40.0,1.0,41.0
56,epithelial to mesenchymal transition,bioprocess,go:0001837,nan,nan,nan,nan,nan,raf,nan,nan,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['activation'],['pmc4440819'],"['in addition, active ras or raf induces emt cooperatively with tgf-beta1 in canine kidney epithelial cells and mouse mammary epithelial cells [xref_bibr, xref_bibr].']",1,1.0,40.0,1.0,41.0
143,nan,nan,nan,nan,nan,nan,nan,nan,mek,nan,nan,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['phosphorylation'],['pmc4440819'],['nan'],1,1.0,40.0,1.0,41.0
53,epithelial to mesenchymal transition,bioprocess,go:0001837,nan,nan,nan,nan,nan,erk,bioprocess,d020928,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['inhibition'],['pmc4440819'],"['the growth factor induced ras -- erk pathway impedes emt in aecs through the expression of the smad signaling inhibitor smad7, the nuclear export of smad7 and the e3 ubiquitin ligase smurf1, or the dephosphorylation of smad2.']",1,1.0,40.0,1.0,41.0
178,raf1,protein,p04049,nan,nan,nan,nan,nan,mek,nan,nan,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['phosphorylation'],['pmc2064279'],['nan'],1,1.0,40.0,1.0,41.0
75,erk,bioprocess,d020928,nan,nan,nan,nan,nan,raf,nan,nan,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan', 'nan', 'nan']","['activation', 'activation', 'inhibition', 'inhibition']","['pmc2064279', 'pmc4440819', 'pmc4440819', 'pmc4440819']","['activation of the raf mediated erk pathway by oncogenic ras induces transformation in mouse fibroblasts.', 'in contrast, fgf2 stimulation or overexpression of constitutively active ras, raf, or mek enhances the activity of the tgf-beta1-induced ras -- erk pathway.', 'both sprouty and rkip bind to raf to inhibit the erk pathway by preventing the binding of mek.', 'both sprouty and rkip bind to raf to inhibit the erk pathway by preventing the binding of mek.']",4,10.0,1.0,1.0,41.0
223,zr-75-1r,nan,nan,nan,nan,nan,nan,nan,erk,bioprocess,d020928,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['phosphorylation'],['pmc2911390'],['nan'],1,1.0,40.0,1.0,41.0
21,araf,protein,p10398,nan,nan,nan,nan,nan,mek,nan,nan,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['phosphorylation'],['pmc2064279'],['nan'],1,1.0,40.0,1.0,41.0
217,tgfb,bioprocess,d016212,nan,nan,nan,nan,nan,erk,bioprocess,d020928,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['inhibition'],['pmc4440819'],"['among them, conditional deletion of sprouty in lens epithelial cells increases erk phosphorylation, elevates tgf-beta signaling, and promotes tgf-beta-induced emt [xref_bibr].']",1,1.0,40.0,1.0,41.0
203,selumetinib,simple-chemical,chebi:90227,nan,nan,nan,nan,nan,erk,bioprocess,d020928,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['dephosphorylation'],['pmc4179759'],['nan'],1,1.0,40.0,1.0,41.0
213,sprouty,family,pf05210,nan,nan,nan,nan,nan,erk,bioprocess,d020928,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['dephosphorylation'],['pmc4440819'],['nan'],1,1.0,40.0,1.0,41.0
206,smad,nan,nan,nan,nan,nan,nan,nan,erk,bioprocess,d020928,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['activation'],['pmc4440819'],"['tgf-beta induces both canonical smad signaling and non canonical signaling, including the ras induced erk pathway (raf-mek-erk).']",1,1.0,40.0,1.0,41.0
193,ras,family,pf00071,nan,nan,nan,nan,nan,raf,nan,nan,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['activation'],['pmc4440819'],"['in contrast, fgf2 stimulation or overexpression of constitutively active ras, raf, or mek enhances the activity of the tgf-beta1-induced ras -- erk pathway.']",1,1.0,40.0,1.0,41.0
32,cd40,protein,p25942,nan,nan,nan,nan,nan,mek,nan,nan,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['increaseamount'],['pmc3809567'],"['the expression of cd40, cd80, cd83, and mhci was also reduced by direct mek inhibition, whereas it was unaffected by braf inhibition.']",1,1.0,40.0,1.0,41.0
150,nan,nan,nan,nan,nan,nan,nan,nan,stat3,protein,p40763,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan', 'nan']","['phosphorylation', 'phosphorylation', 'phosphorylation']","['pmc3843736', 'pmc3843736', 'pmc3843736']","['nan', 'nan', 'nan']",3,0.1,40.0,1.0,40.3
141,nan,nan,nan,nan,nan,nan,nan,nan,ksr,nan,nan,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan', 'nan']","['phosphorylation', 'phosphorylation', 'phosphorylation']","['pmc4020307', 'pmc4020307', 'pmc4020307']","['nan', 'nan', 'nan']",3,0.1,40.0,1.0,40.3
103,malonaldehyde,simple-chemical,chebi:566274,nan,nan,nan,nan,nan,braf,protein,p15056,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan']","['decreaseamount', 'inhibition']","['pmc3809567', 'pmc3809567']","['it has been suggested that oncogenic braf suppresses mda expression through microphthalmia associated transcription factor.', 'this observation was specific to braf mutant tumors and independent of braf inhibition mediated upregulation of mda.']",2,0.1,40.0,1.0,40.2
62,epithelial to mesenchymal transition,bioprocess,go:0001837,nan,nan,nan,nan,nan,tgfb1,protein,p01137,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan']","['activation', 'inhibition']","['pmc4440819', 'pmc4440819']","['taken together, these results indicate that da-raf is required for the induction of emt by tgf-beta1 in rle cells.', 'these results imply that the low levels of transient activation of mek and erk, which are brought about by tgf- beta 1 treatment, do not inhibit emt, but that the fgf2 induced high levels of sustained activation of mek and erk suppress tgf- beta 1 in']",2,0.1,40.0,1.0,40.2
9,alphasma,nan,nan,nan,nan,nan,nan,nan,map2k1,protein,q02750,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan']","['decreaseamount', 'decreaseamount']","['pmc4440819', 'pmc4440819']","['similarly, transfection of mek1 (s218d and s222d), a constitutively active pseudophosphorylation mutant [xref_bibr], noticeably suppressed alphasma expression (fig xref_fig and xref_fig).', 'similarly, transfection of mek1 (s218d and s222d), a constitutively active pseudophosphorylation mutant [xref_bibr], noticeably suppressed alphasma expression (fig xref_fig and xref_fig).']",2,0.1,40.0,1.0,40.2
196,ras,family,pf00071,nan,nan,nan,nan,nan,stat3,protein,p40763,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan']","['phosphorylation', 'phosphorylation']","['pmc3843736', 'pmc3843736']","['nan', 'nan']",2,0.1,40.0,1.0,40.2
139,nan,nan,nan,nan,nan,nan,nan,nan,akt,nan,nan,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan']","['phosphorylation', 'phosphorylation']","['pmc2911390', 'pmc3843736']","['nan', 'nan']",2,0.1,40.0,1.0,40.2
207,smad,nan,nan,nan,nan,nan,nan,nan,ras,family,pf00071,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan']","['activation', 'increaseamount']","['pmc4440819', 'pmc4440819']","['besides canonical smad signaling, tgf-beta induces non canonical, non smad signaling including the ras -- erk pathway, traf6 -- tak1 -- jnk and p38 mapk, rhoa and cdc42, and pi3k -- akt signaling [xref_bibr - xref_bibr].', 'on the other hand, the ras -- erk pathway cooperates with tgf-beta to induce smad dependent expression of snail1, which is required for emt through repressing e-cadherin expression [xref_bibr].']",2,0.1,40.0,1.0,40.2
110,mapk,bioprocess,d020928,nan,nan,nan,nan,nan,ksr,nan,nan,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan']","['activation', 'inhibition']","['pmc4020307', 'pmc4020307']","['the scaffold protein ksr (kinase suppressor of ras) helps in raf activation, but also contributes to the sequential phosphorylation steps of the mapk cascade by bringing together mapk components, raf, mek and erk and mapk.', 'as a result, ksr is released of the inhibition exerted by 14-3-3 and translocates to the plasma membrane to promote mapk pathway activation.']",2,0.1,40.0,1.0,40.2
142,nan,nan,nan,nan,nan,nan,nan,nan,ksr1,protein,q8ivt5,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan']","['phosphorylation', 'phosphorylation']","['pmc4020307', 'pmc4020307']","['nan', 'nan']",2,0.1,40.0,1.0,40.2
57,epithelial to mesenchymal transition,bioprocess,go:0001837,nan,nan,nan,nan,nan,ras,family,pf00071,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan']","['activation', 'inhibition']","['pmc4440819', 'pmc4440819']","['therefore, although the ras -- erk pathway positively regulates tgf-beta1-induced emt in several or many cell types, it negatively regulates in aecs including rle cells.', 'these results corroborate the above notion that strong and sustained activation of the ras -- erk pathway blocks emt in rle cells.']",2,0.1,40.0,1.0,40.2
54,epithelial to mesenchymal transition,bioprocess,go:0001837,nan,nan,nan,nan,nan,fgf2,protein,p09038,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan']","['activation', 'inhibition']","['pmc4440819', 'pmc4440819']","['consequently, fgf2 induced strong and sustained activation of the ras -- erk pathway (see xref_fig) but not pi3k -- akt signaling hinders emt.', 'to determine whether only the ras -- erk pathway or whether both the ras -- erk pathway and pi3k -- akt signaling are responsible for the fgf2 caused suppression of emt, we analyzed the effects of inhibitors of these signaling pathways in rle cells.']",2,0.1,40.0,1.0,40.2
51,endocytosis,bioprocess,go:0006897,nan,nan,nan,nan,nan,dnm,bioprocess,d034281,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan']","['activation', 'inhibition']","['pmc4020307', 'pmc4020307']","['arf6 by recruiting nm23-h1 was reported to facilitate dynamin mediated endocytosis during adherens junctions disassembly and nm23-h1 was suggested to provide a source of gtp for arf6 [xref_bibr].', 'awd functions as a negative regulator of cell migration in tracheal and border cells by downregulating receptor levels on the cell surface through dynamin mediated endocytosis [xref_bibr, xref_bibr], thus it suppresses cell motility through receptor ']",2,0.1,40.0,1.0,40.2
220,"transcription, dna-templated",bioprocess,go:0006351,nan,nan,nan,nan,nan,ras-erk,nan,nan,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan']","['activation', 'inhibition']","['pmc2064279', 'pmc2064279']","['the ras-erk pathway negatively regulates skeletal muscle cell differentiation by suppressing the expression or functions of the muscle specific transcription factors myod and mef2.', 'the ras-erk pathway negatively regulates muscle specific gene expression by interfering with the expression of the myod family and mef2 family transcription factors.']",2,0.1,40.0,1.0,40.2
188,ras,family,pf00071,nan,nan,nan,nan,nan,ksr,nan,nan,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan']","['inhibition', 'activation']","['pmc4020307', 'pmc4020307']","['the scaffold protein ksr (kinase suppressor of ras) helps in raf activation, but also contributes to the sequential phosphorylation steps of the mapk cascade by bringing together mapk components, raf, mek and erk and mapk.', 'thus, upon ras activation ksr brings mek to the plasma membrane in close proximity to the raf kinase.']",2,0.1,40.0,1.0,40.2
153,neoplasm invasiveness,bioprocess,d009361,nan,nan,nan,nan,nan,vegf,nan,nan,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['activation'],['pmc3809567'],"['it was previously shown that vegf and vegfr -2 inhibition can upregulate endothelial adhesion molecules in tumor vessels, which can in turn increase the infiltration of leukocytes in tumors.']",1,0.1,40.0,1.0,40.1
154,neoplasm invasiveness,bioprocess,d009361,nan,nan,nan,nan,nan,vegfr,bioprocess,go:0005172,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['activation'],['pmc3809567'],"['it was previously shown that vegf and vegfr -2 inhibition can upregulate endothelial adhesion molecules in tumor vessels, which can in turn increase the infiltration of leukocytes in tumors.']",1,0.1,40.0,1.0,40.1
155,neoplasm metastasis,bioprocess,d009362,nan,nan,nan,nan,nan,nme1,protein,p15531,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['inhibition'],['pmc4020307'],['the metastasis suppressor nm23 as a modulator of ras and erk signaling.'],1,0.1,40.0,1.0,40.1
215,stat3,protein,p40763,nan,nan,nan,nan,nan,pd 0325901,simple-chemical,chebi:88249,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['inhibition'],['pmc3843736'],"['stat3 ps727 was completely inhibited by all tested doses of pd0325901 without affecting total stat3 expression, again paralleling the observations in mouse cells (compare xref_fig).']",1,0.1,40.0,1.0,40.1
214,stat3,protein,p40763,nan,nan,nan,nan,nan,elf4,protein,q99607,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['activation'],['pmc3843736'],"['activation of each single pathway is sufficient to induce limited cell transformation in vitro, and we have previously found that transformation of murine embryo fibroblasts (mef) in vitro by each ras activated pathway is stat3 dependent [xref_bibr].']",1,0.1,40.0,1.0,40.1
152,necrotic cell death,bioprocess,go:0070265,nan,nan,nan,nan,nan,vegf,nan,nan,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['activation'],['pmc3809567'],"['several mechanisms that may account for the improved immune response have been described such as increased mda expression on melanoma cells and decreased intra-tumoral vegf production, others remain speculative, such as increased cross presentation t']",1,0.1,40.0,1.0,40.1
151,necrotic cell death,bioprocess,go:0070265,nan,nan,nan,nan,nan,braf,protein,p15056,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['inhibition'],['pmc3809567'],['braf inhibition does however eventually induce apoptosis and necrosis as evident by the fact that tumors shrink markedly in the majority of patients.'],1,0.1,40.0,1.0,40.1
157,nras,protein,p01111,nan,nan,nan,nan,nan,gef,bioprocess,go:0008433,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['activation'],['pmc4440819'],"['the rtk mediated activation of a specific gef activates the small gtpase ras (h-, k-, and n-ras) via gtp loading.']",1,0.1,40.0,1.0,40.1
158,p14_3_3,family,pf00244,nan,nan,nan,nan,nan,ksr1,protein,q8ivt5,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['phosphorylation'],['pmc4020307'],['nan'],1,0.1,40.0,1.0,40.1
159,panitumumab,nan,nan,nan,nan,nan,nan,nan,egfr,protein,p00533,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['activation'],['pmc2911390'],"['for example, kras mutations are associated with decreased disease control rate, shorter progression-free survival and reduced overall survival in patients with advanced or metastatic colorectal cancer treated with the egfr targeting antibodies cetuxi']",1,0.1,40.0,1.0,40.1
149,nan,nan,nan,nan,nan,nan,nan,nan,smad2_3,nan,nan,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['phosphorylation'],['pmc4440819'],['nan'],1,0.1,40.0,1.0,40.1
